# CRUSH Pixel Data File
#
# Instrument: mako2
# Scan: 2015-05-27.06:43
# Object: Jupiter
# Date: 2015-05-27T06:43:33.935 (MJD: 57169.00078916667)
# Project: MAKO 350 micron at CSO
# Exposure: 587.974311936 s.
# Equatorial: 09h14m02.054s 16d57m19.05s (J2000.0)
# Horizontal: -83d26m57.00s 40d37m40.30s
# CRUSH version: 2.23-b6 (beta)
# tau(225GHz) = 0.134
# T_amb = 3.8 C
# T_load = 275.7 K
#
# pixelid	array	ch	gain	weight		flag	eff
105995416.6	350um	1	0.649 	2.754E15 	0x0	1.000
107190847.4	350um	2	0.590 	8.404E15 	0x0	1.000
108348608.0	350um	3	0.668 	5.041E15 	0x0	1.000
108836889.3	350um	4	0.768 	1.044E16 	0x0	1.000
109048605.0	350um	5	1.392 	7.252E15 	0x0	1.000
109481096.3	350um	6	1.317 	6.121E15 	0x0	1.000
110117197.0	350um	7	1.338 	1.974E15 	0x0	1.000
#110304117.2	350um	8	-0.016 	4.466E19 	0x200	1.000
110653638.8	350um	9	1.364 	2.961E15 	0x0	1.000
111043691.6	350um	10	1.107 	1.691E16 	0x0	1.000
111165285.1	350um	11	0.922 	1.742E16 	0x0	1.000
111244440.1	350um	12	0.978 	5.666E15 	0x0	1.000
111459493.6	350um	13	1.398 	1.389E16 	0x0	1.000
111736059.2	350um	14	0.563 	3.887E15 	0x0	1.000
111846685.4	350um	15	0.573 	3.985E15 	0x0	1.000
111932516.1	350um	16	1.227 	1.112E16 	0x0	1.000
111975431.4	350um	17	0.563 	2.572E16 	0x0	1.000
112679719.9	350um	18	0.548 	1.831E16 	0x0	1.000
113433122.6	350um	19	1.335 	7.670E15 	0x0	1.000
113931417.5	350um	20	1.520 	1.234E16 	0x0	1.000
115062952.0	350um	21	1.239 	3.323E16 	0x0	1.000
115621328.4	350um	22	1.415 	3.115E16 	0x0	1.000
115830183.0	350um	23	1.197 	4.414E16 	0x0	1.000
116193532.9	350um	24	1.375 	3.434E16 	0x0	1.000
116805791.9	350um	25	1.026 	8.607E16 	0x0	1.000
116994619.4	350um	26	1.308 	4.384E16 	0x0	1.000
117267847.1	350um	27	0.475 	6.110E16 	0x0	1.000
117623090.7	350um	28	0.428 	6.751E16 	0x0	1.000
117911100.4	350um	29	0.805 	1.265E17 	0x0	1.000
117965459.8	350um	30	0.972 	9.584E16 	0x0	1.000
118098020.6	350um	31	0.396 	4.750E16 	0x0	1.000
118468999.9	350um	32	1.066 	7.038E16 	0x0	1.000
118516683.6	350um	33	1.287 	2.892E16 	0x0	1.000
118606329.0	350um	34	0.950 	7.163E16 	0x0	1.000
118643999.1	350um	35	1.280 	2.829E16 	0x0	1.000
119199514.4	350um	36	1.115 	5.088E16 	0x0	1.000
119658708.6	350um	37	0.813 	1.318E17 	0x0	1.000
120199441.9	350um	38	0.447 	5.417E16 	0x0	1.000
120843172.1	350um	39	0.654 	2.313E17 	0x0	1.000
121350050.0	350um	40	0.977 	1.135E17 	0x0	1.000
121647596.4	350um	41	0.824 	1.493E17 	0x0	1.000
122086286.5	350um	42	0.747 	5.772E16 	0x0	1.000
122684717.2	350um	43	1.071 	6.188E16 	0x0	1.000
122981309.9	350um	44	0.864 	1.533E17 	0x0	1.000
123286962.5	350um	45	0.824 	1.541E17 	0x0	1.000
123711824.4	350um	46	0.652 	1.663E17 	0x0	1.000
123808622.4	350um	47	0.799 	1.552E17 	0x0	1.000
123948335.6	350um	48	0.793 	1.491E17 	0x0	1.000
124191522.6	350um	49	1.230 	6.028E16 	0x0	1.000
124373197.6	350um	50	1.092 	7.674E16 	0x0	1.000
124426603.3	350um	51	0.711 	1.714E17 	0x0	1.000
124504327.8	350um	52	0.878 	1.196E17 	0x0	1.000
#124594450.0	350um	53	0.023 	1.278E18 	0x18200	1.000
124633073.8	350um	54	1.060 	4.463E16 	0x0	1.000
125184297.6	350um	55	0.991 	3.864E16 	0x0	1.000
125776052.5	350um	56	0.862 	1.155E17 	0x0	1.000
126430273.1	350um	57	1.360 	3.046E16 	0x0	1.000
127013921.7	350um	58	1.003 	1.111E17 	0x0	1.000
127571344.4	350um	59	1.017 	9.613E16 	0x0	1.000
128162622.5	350um	60	0.914 	1.290E17 	0x0	1.000
128700494.8	350um	61	0.639 	1.904E17 	0x0	1.000
128953218.5	350um	62	0.645 	2.026E17 	0x0	1.000
129346609.1	350um	63	0.975 	1.085E17 	0x0	1.000
129710912.7	350um	64	1.160 	6.987E16 	0x0	1.000
130059003.8	350um	65	0.312 	7.628E16 	0x0	1.000
