#Bolo Name   Readout Address   SQUID Address   DIO column     Rel X Rel Y  
  P4(A1)    f2:rb8   f3:sa2  272   36.00000   83.13844
  P4(B8)    f3:ra1   f3:sa3  273   30.00000   93.53074
  P4(B7)    f3:ra2   f3:sa3  274   24.00000   103.92305
  P4(B6)    f3:ra3   f3:sa3  275   36.00000   62.35383
  P4(B5)    f3:ra4   f3:sa3  276   30.00000   72.74613
  P4(B4)    f3:ra5   f3:sa3  277   24.00000   83.13844
  P4(B3)    f3:ra6   f3:sa3  278   18.00000   93.53074
  P4(B2)    f3:ra7   f3:sa3  279   12.00000   103.92305
  P4(B1)    f3:ra8   f3:sa3  280   30.00000   51.96152
  P4(C8)    f3:rb1   f3:sa4  281   24.00000   62.35383
  P4(C7)    f3:rb2   f3:sa4  282   18.00000   72.74613
  P4(C6)    f3:rb3   f3:sa4  283   12.00000   83.13844
  P4(C5)    f3:rb4   f3:sa4  284   6.00000   93.53074
  P4(C4)    f3:rb5   f3:sa4  285   -0.00000   103.92305
  P4(C3)    f3:rb6   f3:sa4  286   24.00000   41.56922
  P4(C2)    f3:rb7   f3:sa4  287   18.00000   51.96152
  P4(C1)    f3:rb8   f3:sa4  288   12.00000   62.35383
  P4(D8)    f4:ra1   f3:sa5  289   6.00000   72.74613
  P4(D7)    f4:ra2   f3:sa5  290   0.00000   83.13844
  P4(D6)    f4:ra3   f3:sa5  291   -6.00000   93.53074
  P4(D5)    f4:ra4   f3:sa5  292   -12.00000   103.92305
  P4(D4)    f4:ra5   f3:sa5  293   18.00000   31.17692
  P4(D3)    f4:ra6   f3:sa5  294   12.00000   41.56922
  P4(D2)    f4:ra7   f3:sa5  295   6.00000   51.96152
  P4(D1)    f4:ra8   f3:sa5  296   0.00000   62.35383
  P4(E8)    f4:rb1   f3:sa6  297   -6.00000   72.74613
  P4(E7)    f4:rb2   f3:sa6  298   -12.00000   83.13844
  P4(E6)    f4:rb3   f3:sa6  299   -18.00000   93.53074
  P4(E5)    f4:rb4   f3:sa6  300   -24.00000   103.92305
  P4(E4)    f4:rb5   f3:sa6  301   12.00000   20.78461
  P4(E3)    f4:rb6   f3:sa6  302   6.00000   31.17692
  P4(E2)    f4:rb7   f3:sa6  303   0.00000   41.56922
  P4(E1)    f4:rb8   f3:sa6  304   -6.00000   51.96152
  P4(F8)    f5:ra1   f3:sa7  305   -12.00000   62.35383
  P4(F7)    f5:ra2   f3:sa7  306   -18.00000   72.74613
  P4(F6)    f5:ra3   f3:sa7  307   -24.00000   83.13844
  P4(F5)    f5:ra4   f3:sa7  308   -30.00000   93.53074
  P4(F4)    f5:ra5   f3:sa7  309   -36.00000   103.92305
  P4(F3)    f5:ra6   f3:sa7  310   6.00000   10.39231
  P4(F2)    f5:ra7   f3:sa7  311   0.00000   20.78461
  P4(F1)    f5:ra8   f3:sa7  312   -6.00000   31.17692
  P4(G8)    f5:rb1   f3:sa8  313   -12.00000   41.56922
  P4(G7)    f5:rb2   f3:sa8  314   -18.00000   51.96152
  P4(G6)    f5:rb3   f3:sa8  315   -24.00000   62.35383
  P4(G5)    f5:rb4   f3:sa8  316   -30.00000   72.74613
  P4(G4)    f5:rb5   f3:sa8  317   -36.00000   83.13844
  P4(G3)    f5:rb6   f3:sa8  318   -42.00000   93.53074
  P4(G2)    f5:rb7   f3:sa8  319   -48.00000   103.92305
