# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2012-11-01.31	1749+096	test	16.71	0.8	0.326	0.0643 46	38.0	-0.2	-2.00	-141 57	17.9 10	31.0	12.6 -7.0	27.8 -74.2	2.58 0.023	2.86 0.028	18.0 0.2
# Thu Nov  1 16:53:31 UTC 2012 - old taumeter says 0.21 (CK)
# Thu Nov  1 16:53:37 UTC 2012 - old taumeter says 0.21 (CK)
2012-11-01.39	1749+096	test	17.92	1.0	0.003	0.0239 95	37.1	-0.1	-2.00	-118 46	17.9 10	45.6	-20.2 -1.4	14.8 -83.2	2.19 0.010	2.66 0.012	19.6 0.1
2012-11-01.40	1749+096	test	18.06	0.9	0.002	0.0130 97	37.9	0.5	-2.00	-116 44	17.9 10	46.7	-18.6 -4.3	16.4 -87.4	2.09 4.8E-3	2.61 8.5E-3	20.2 0.0
2012-11-01.41	2145+067	test	19.25	2.0	0.002	0.0160 90	37.6	0.8	-2.00	179 60	21.8 7	-0.1	-20.5 2.7	5.2 -50.3	1.21 4.1E-3	1.67 0.017	20.9 0.1
# Thu Nov  1 19:21:08 UTC 2012 - tau ~ 0.15
2012-11-01.43	2145+067	test	19.34	1.0	0.001	0.0187 45	35.9	0.9	-2.60	-178 60	21.8 7	1.8	-0.3 -5.7	6.0 -54.3	1.03 0.011	1.40 0.021	19.9 0.2
2012-11-01.44	2145+067	test	19.36	0.8	0.001	0.0177 46	38.2	0.9	-3.20	-177 60	21.8 7	2.3	0.9 -8.0	7.3 -56.7	0.762 8.9E-3	1.32 0.035	23.3 0.2
2012-11-01.46	2145+067	test	19.42	0.8	0.003	0.0145 99	38.2	0.9	-2.00	-176 60	21.8 7	3.8	3.0 -1.7	9.9 -50.9	1.19 5.7E-3	1.47 0.012	19.5 0.1
2012-11-01.47	2145+067	test	19.44	0.8	0.003	0.0143 99	38.2	0.9	-2.60	-175 60	21.8 7	4.3	2.4 -2.3	9.4 -51.7	1.04 5.8E-3	1.47 0.010	21.1 0.1
2012-11-01.48	2145+067	test	19.47	1.0	0.002	0.0147 99	37.1	0.9	-3.20	-174 60	21.8 7	4.8	2.0 -6.6	9.2 -56.2	0.788 6.3E-3	1.48 0.012	24.4 0.2
2012-11-01.49	2145+067	test	19.49	0.8	0.002	0.0142 99	38.0	0.9	-1.40	-174 60	21.8 7	5.3	2.1 -0.5	9.5 -50.2	1.15 6.6E-3	1.49 9.7E-3	20.2 0.1
2012-11-01.50	2145+067	test	19.51	0.8	0.002	0.0153 99	38.1	0.9	-0.80	-173 60	21.8 7	5.8	0.2 -2.0	7.7 -51.9	0.948 5.4E-3	1.47 0.014	22.2 0.1
# Thu Nov  1 19:38:46 UTC 2012 - Having ClassNotFoundException for crush.Instrument in crush - SFM
2012-11-01.51	2145+067	test	19.71	2.0	0.005	0.0190 99	37.7	0.7	-1.85	-167 59	21.8 7	10.7	-0.9 -0.5	8.0 -52.3	1.23 4.8E-3	1.54 9.7E-3	19.9 0.1
# Thu Nov  1 20:31:14 UTC 2012 - tau ~ 0.12
2012-11-01.56	2145+067	099-12	20.55	2.0	0.002	0.0196 98	37.8	0.8	-1.85	-145 55	21.8 7	27.7	1.2 -3.0	14.3 -64.8	1.21 4.3E-3	1.42 8.2E-3	19.3 0.1
# Thu Nov  1 20:58:28 UTC 2012 - tau ~ 0.12
# Thu Nov  1 21:22:27 UTC 2012 - tau ~ 0.16
2012-11-01.62	2145+067	099-12	21.47	1.8	0.000	0.0185 98	38.2	0.6	-1.85	-127 48	21.8 7	40.3	1.0 -4.2	15.9 -76.9	1.22 5.2E-3	1.44 9.3E-3	19.2 0.1
# Thu Nov  1 21:30:47 UTC 2012 - One LO was still on. Now turned OFF
2012-11-01.63	2145+067	099-12	21.51	1.8	0.000	0.0172 98	38.2	0.6	-1.85	-126 47	21.8 7	40.7	-1.0 -2.6	14.0 -75.7	1.22 3.6E-3	1.35 5.7E-3	18.9 0.1
# Thu Nov  1 21:38:01 UTC 2012 - 16 GHz downconverter is now also OFF
# Thu Nov  1 21:40:09 UTC 2012 - tau ~ 0.17
# Thu Nov  1 22:21:57 UTC 2012 - tau ~ 0.18
2012-11-01.69	2318+049	099-12	22.34	1.8	0.000	0.0183 98	38.2	0.9	-1.85	-141 52	23.3 5	30.6	0.1 -5.4	14.1 -70.7	0.520 3.9E-3	0.605 6.1E-3	19.2 0.1
2012-11-01.73	0221+067	099-12	22.96	2.0	0.001	0.0198 99	37.2	1.5	-1.85	154 57	2.4 7	-20.2	2.7 0.9	1.9 -45.2	1.03 4.8E-3	1.35 0.011	20.2 0.1
2012-11-01.74	0221+067	test	23.03	0.8	0.001	0.0166 97	38.2	1.5	-1.80	156 58	2.4 7	-19.0	3.4 1.1	3.0 -44.8	0.974 5.8E-3	1.25 0.018	19.9 0.1
2012-11-01.75	0221+067	test	23.05	1.0	0.001	0.0175 97	36.6	1.4	-2.40	156 58	2.4 7	-18.6	2.3 -0.6	2.1 -46.6	1.00 6.8E-3	1.30 0.014	20.3 0.1
# Thu Nov  1 23:05:11 UTC 2012 - tau ~ 0.16
2012-11-01.76	0221+067	test	23.07	0.8	0.001	0.0171 97	38.0	1.5	-3.00	157 58	2.4 7	-18.1	1.4 -4.6	1.3 -50.5	0.844 6.8E-3	1.30 0.024	22.0 0.2
2012-11-01.77	0221+067	test	23.09	0.8	0.001	0.0171 97	38.0	1.5	-1.20	158 58	2.4 7	-17.7	3.5 2.2	3.5 -43.7	0.893 6.8E-3	1.33 0.018	21.7 0.2
2012-11-01.78	0221+067	test	23.11	1.1	0.001	0.0182 95	36.2	1.5	-0.60	158 58	2.4 7	-17.2	0.7 1.9	0.9 -44.0	0.642 6.8E-3	1.25 0.029	24.7 0.2
2012-11-01.79	0221+067	test	23.18	1.8	0.000	0.0209 93	38.1	1.5	-2.00	160 59	2.4 7	-15.6	0.2 -0.2	0.8 -46.0	1.03 4.4E-3	1.21 0.012	19.5 0.1
# Thu Nov  1 23:40:38 UTC 2012 - tau=0.15 (CK)
2012-11-01.83	0221+067	097-12	23.84	1.8	0.000	0.0216 92	38.1	1.2	-2.00	179 60	2.4 7	-0.2	0.7 -2.2	6.5 -50.3	1.05 4.0E-3	1.31 0.016	19.9 0.1
# Fri Nov  2 00:21:08 UTC 2012 - tau ~ 0.17
2012-11-02.6	0221+067	097-12	1.02	2.0	0.000	0.0188 98	37.6	1.1	-2.00	-148 56	2.4 7	25.6	-0.4 -0.1	12.4 -60.5	0.752 4.7E-3	0.874 7.5E-3	19.1 0.1
2012-11-02.8	0221+067	097-12	1.18	1.0	0.001	0.0073 98	36.7	1.2	-2.00	-144 55	2.4 7	28.2	1.3 -4.7	14.7 -67.1	0.265 2.1E-3	0.294 3.1E-3	18.7 0.1
2012-11-02.9	0221+067	097-12	1.22	1.0	0.001	0.0072 98	36.1	1.2	-2.00	-143 55	2.4 7	28.8	2.6 -2.6	16.1 -65.6	0.249 2.2E-3	0.302 4.3E-3	19.2 0.2
2012-11-02.10	0221+067	097-12	1.24	1.0	0.001	0.0072 98	36.5	1.2	-2.00	-143 55	2.4 7	29.2	0.1 -0.1	13.6 -63.3	0.246 2.9E-3	0.275 2.9E-3	18.9 0.2
2012-11-02.11	0221+067	097-12	1.34	1.0	0.001	0.0075 101	35.8	1.2	-2.00	-141 54	2.4 7	30.7	0.3 -4.5	14.2 -68.9	0.250 1.9E-3	0.280 3.5E-3	18.7 0.1
# Fri Nov  2 01:25:10 UTC 2012 - Bias 16000!
# Fri Nov  2 01:29:42 UTC 2012 - tau ~ 0.19
2012-11-02.12	0954+658	097-12	1.51	1.0	0.001	0.0079 102	37.0	1.3	-2.00	30 34	10.0 66	-73.6	-6.8 -3.5	-13.7 -88.4	0.263 3.0E-3	0.307 4.5E-3	19.3 0.2
2012-11-02.13	0954+658	test	1.82	0.8	0.000	0.0146 102	38.1	1.6	-2.00	30 36	10.0 66	-77.5	-7.4 -7.1	-15.3 -91.6	0.233 5.6E-3	0.240 5.4E-3	18.3 0.4
2012-11-02.14	0954+658	test	1.85	1.0	0.000	0.0140 102	36.2	1.6	-2.00	31 36	10.0 66	-77.8	-4.1 -6.8	-12.1 -91.2	0.234 5.8E-3	0.292 6.5E-3	20.4 0.5
2012-11-02.15	0954+658	test	1.87	1.0	0.000	0.0134 102	37.0	1.6	-2.00	31 36	10.0 66	-78.2	-8.2 -6.1	-16.3 -90.5	0.329 4.1E-3	0.409 0.010	20.0 0.2
2012-11-02.17	0954+658	test	1.93	1.0	0.000	0.0222 103	36.7	1.6	-2.00	31 36	10.0 66	-78.9	-5.4 -6.1	-13.7 -90.4	0.848 7.1E-3	0.937 0.011	19.1 0.2
2012-11-02.18	0954+658	test	1.95	0.8	0.000	0.0187 102	38.2	1.6	-2.00	31 36	10.0 66	-79.2	-4.2 -3.3	-12.6 -87.5	0.760 4.8E-3	0.887 0.014	19.2 0.1
2012-11-02.19	0954+658	test	1.97	0.8	0.000	0.0196 103	38.2	1.6	-2.00	31 36	10.0 66	-79.4	-4.0 -2.7	-12.4 -86.9	0.798 7.9E-3	0.893 0.010	18.9 0.2
2012-11-02.20	0954+658	test	2.00	0.8	0.000	0.0256 85	38.1	1.6	-2.00	31 37	10.0 66	-79.7	-8.4 -5.3	-16.9 -89.4	1.14 8.0E-3	1.15 0.010	18.7 0.1
2012-11-02.21	0954+658	test	2.02	0.8	0.000	0.0247 85	38.4	1.7	-2.00	31 37	10.0 66	-80.1	-7.2 -2.7	-15.9 -86.9	1.10 6.8E-3	1.19 9.5E-3	18.8 0.1
# Fri Nov  2 02:27:41 UTC 2012 - tau = 0.23
2012-11-02.25	0954+658	098-12	2.70	1.0	0.002	0.0396 103	36.0	1.5	-2.00	31 41	10.0 66	-89.1	3.4 -5.6	-14.7 -85.5	0.756 0.012	0.785 0.015	20.6 0.3
2012-11-02.27	0954+658	test	2.93	0.8	0.003	0.0506 102	38.4	1.6	-2.00	31 42	10.0 66	-92.2	1.1 -4.3	-17.8 -83.9	0.803 0.016	0.825 0.019	26.5 0.4
2012-11-02.28	0954+658	test	3.01	1.0	0.003	0.0255 101	37.4	1.6	-2.00	31 43	10.0 66	-93.3	0.2 -4.5	-18.9 -83.8	0.810 0.011	0.918 0.018	19.0 0.2
# Fri Nov  2 03:14:15 UTC 2012 - tau=0.31
# Fri Nov  2 03:35:45 UTC 2012 - tau=0.33
# Fri Nov  2 03:57:22 UTC 2012 - tau=0.28
# Fri Nov  2 04:13:09 UTC 2012 - tau=0.32
2012-11-02.36	0954+658	098-12	4.42	1.1	0.022	0.0193 102	36.5	1.8	-2.00	28 51	10.0 66	-115.0	-4.3 -2.2	-28.2 -84.6	0.897 6.8E-3	1.20 0.019	20.4 0.1
2012-11-02.37	0954+658	098-12	4.44	0.8	0.022	0.0191 102	38.2	1.8	-2.00	28 52	10.0 66	-115.3	-3.4 -4.2	-27.5 -86.5	0.888 7.2E-3	1.17 0.022	20.5 0.2
# Fri Nov  2 04:30:52 UTC 2012 - tau=0.30
# Fri Nov  2 04:57:11 UTC 2012 - tau=0.30
2012-11-02.45	0954+658	test	5.70	1.0	0.123	0.0213 98	36.0	1.3	-1.90	20 58	10.0 66	-139.4	4.4 -0.1	-26.0 -84.0	0.897 7.7E-3	1.14 0.019	20.3 0.2
2012-11-02.46	0954+658	test	5.72	0.8	0.123	0.0186 98	38.1	1.4	-2.50	20 58	10.0 66	-139.8	4.1 -1.4	-26.3 -85.4	0.810 6.8E-3	0.960 0.012	19.8 0.2
2012-11-02.48	0954+658	test	5.76	0.8	0.123	0.0188 98	38.3	1.5	-1.90	19 58	10.0 66	-140.6	3.8 -0.0	-26.6 -84.0	0.901 7.1E-3	1.07 0.014	19.7 0.1
2012-11-02.49	0954+658	test	5.78	0.8	0.126	0.0202 96	38.2	1.5	-2.50	19 58	10.0 66	-141.0	8.2 0.3	-22.2 -83.7	0.853 6.7E-3	1.09 0.016	20.4 0.1
2012-11-02.50	0954+658	test	5.80	1.0	0.126	0.0199 97	36.9	1.6	-3.10	19 58	10.0 66	-141.4	3.7 -2.2	-26.8 -86.2	0.648 6.8E-3	0.994 0.015	22.1 0.2
2012-11-02.51	0954+658	test	5.82	0.8	0.126	0.0190 97	38.4	1.7	-1.30	19 58	10.0 66	-141.9	5.8 -1.3	-24.7 -85.2	0.774 6.1E-3	1.00 0.014	20.4 0.2
2012-11-02.52	0954+658	test	5.84	1.1	0.128	0.0195 96	36.6	1.9	-0.70	19 58	10.0 66	-142.4	6.3 -0.0	-24.1 -84.0	0.637 5.9E-3	1.04 0.015	22.8 0.2
# Fri Nov  2 06:03:01 UTC 2012 - tau=0.34
# Fri Nov  2 06:44:54 UTC 2012 - tau=0.31
2012-11-02.59	0954+658	test	7.17	1.1	0.112	0.0091 103	36.2	2.1	-1.93	3 61	10.0 66	-173.7	8.5 3.4	-20.5 -82.3	0.351 2.3E-3	0.398 5.5E-3	19.1 0.1
2012-11-02.60	0954+658	test	7.23	0.8	0.112	0.0199 94	38.3	2.2	-1.93	2 62	10.0 66	-175.4	4.4 3.8	-24.3 -82.1	0.890 7.9E-3	1.01 0.014	19.1 0.2
2012-11-02.61	1502+106	085-12	10.04	1.0	0.597	0.0209 106	36.7	2.7	-1.93	119 47	15.1 10	-45.1	9.8 -2.7	-8.0 -62.0	0.261 0.015	1.59 0.11	42.7 1.9
2012-11-02.62	1502+106	085-12	10.08	0.8	0.597	0.0182 106	38.2	2.7	-1.90	120 48	15.1 10	-44.7	0.9 -0.6	-7.0 -62.6	0.273 7.6E-3	0.398 0.022	21.9 0.6
2012-11-02.63	1502+106	085-12	10.10	0.8	0.597	0.0162 106	38.2	2.6	-2.50	120 48	15.1 10	-44.5	-0.3 -0.4	-8.2 -62.3	0.212 7.4E-3	0.361 0.022	23.4 0.7
2012-11-02.64	1502+106	085-12	10.12	1.0	0.597	0.0199 106	36.6	2.6	-3.10	120 48	15.1 10	-44.3	0.2 -0.1	-7.6 -61.8	0.141 7.6E-3	0.322 0.018	26.5 1.2
2012-11-02.65	1502+106	085-12	10.15	1.0	0.597	0.0189 106	35.9	2.6	-1.30	121 49	15.1 10	-44.1	1.6 3.2	-6.3 -58.3	0.288 7.8E-3	0.500 0.024	23.7 0.6
2012-11-02.66	1502+106	085-12	10.17	0.8	0.474	0.0194 106	38.2	2.5	-0.70	121 49	15.1 10	-43.9	-0.9 0.4	-8.8 -61.0	0.206 7.3E-3	0.222 8.3E-3	18.4 0.6
# Fri Nov  2 10:13:32 UTC 2012 - old tau 0.6 (MH)
# Fri Nov  2 10:22:26 UTC 2012 - old tau up to 0.8 (MH)
# Fri Nov  2 10:34:32 UTC 2012 - taumeter working again (CK)
2012-11-02.69	1354+195	test	10.72	1.8	0.604	0.0190 104	38.2	3.2	-1.90	151 70	14.0 19	-23.3	9.2 4.7	1.7 -39.5	0.504 5.6E-3	0.743 0.012	22.0 0.2
2012-11-02.72	1510-089	097-12	11.24	1.8	0.590	0.0250 105	38.2	3.5	-1.90	152 40	15.2 -9	-21.7	-8.0 -2.1	4.5 -61.1	0.684 6.9E-3	1.10 0.015	22.6 0.2
2012-11-02.78	1308+326	097-12	12.13	1.9	0.960	0.0427 105	37.9	3.6	-1.90	-97 71	13.2 32	69.4	3.8 -5.7	11.7 -73.9	0.479 0.012	0.549 0.015	18.9 0.4
2012-11-02.81	1308+326	test	12.56	2.0	0.823	0.0596 105	37.3	3.8	-1.90	-92 65	13.2 32	70.6	-1.8 5.9	10.5 -74.5	0.498 0.025	0.584 0.025	19.0 0.9
2012-11-02.82	1308+326	test	12.60	2.0	0.823	0.0640 105	37.4	3.7	-1.90	-92 65	13.2 32	70.6	-0.7 1.2	11.6 -79.6	0.418 0.022	0.418 0.017	17.2 0.9
2012-11-02.83	1308+326	test	12.63	2.1	0.925	0.0620 105	37.2	3.8	-1.90	-92 65	13.2 32	70.6	2.7 2.4	15.1 -78.9	0.522 0.021	0.609 0.028	19.5 0.7
2012-11-02.84	1308+326	test	12.67	1.8	0.888	0.0545 105	38.2	3.8	-1.90	-91 64	13.2 32	70.7	2.6 0.9	15.0 -80.9	0.473 0.013	0.650 0.043	21.0 0.5
2012-11-02.85	1308+326	test	12.71	1.8	0.888	0.0454 105	38.2	3.7	-1.90	-91 64	13.2 32	70.7	2.1 1.9	14.5 -80.4	0.496 0.010	0.715 0.049	20.9 0.4
2012-11-02.86	1308+326	test	12.74	2.0	0.888	0.0767 105	37.8	3.7	-1.90	-91 63	13.2 32	70.7	2.1 2.8	14.7 -79.9	0.503 0.022	0.578 0.027	19.4 0.8
2012-11-02.87	1308+326	test	12.78	1.8	0.792	0.0493 104	38.2	3.7	-1.90	-90 63	13.2 32	70.7	1.2 5.3	13.8 -77.9	0.457 0.014	0.443 0.013	17.1 0.5
2012-11-02.88	1308+326	test	12.82	1.9	0.601	0.0503 106	38.0	3.7	-1.90	-90 62	13.2 32	70.7	-1.1 3.7	11.5 -79.9	0.415 0.013	0.468 0.016	18.8 0.6
2012-11-02.89	1308+326	test	12.85	2.0	0.601	0.0438 105	37.2	3.7	-1.90	-90 62	13.2 32	70.7	-1.6 2.2	11.1 -81.9	0.437 8.9E-3	0.487 0.016	21.2 0.4
# Fri Nov  2 12:54:54 UTC 2012 - Heavy clouds moving in. tau=0.64. However, fluxes still pretty stable. (CK)
2012-11-02.90	1308+326	test	12.89	2.1	0.642	0.0476 105	37.2	3.7	-1.90	-89 61	13.2 32	70.7	-0.9 1.9	11.9 -82.6	0.432 0.016	0.437 0.015	17.6 0.6
2012-11-02.91	1308+326	test	12.94	0.8	0.642	0.0443 106	38.2	3.7	-1.90	-89 61	13.2 32	70.7	-2.9 5.8	9.9 -79.3	0.489 0.022	1.02 0.071	25.5 1.0
2012-11-02.92	1308+326	test	12.96	0.8	0.642	0.0451 106	38.2	3.8	-2.50	-89 61	13.2 32	70.6	-0.3 -1.6	12.6 -86.9	0.255 0.017	0.278 0.015	18.3 1.2
# Fri Nov  2 12:59:43 UTC 2012 - NEFD went up to 40mJy a while ago! (CK)
2012-11-02.94	1308+326	test	13.00	1.0	0.617	0.0486 106	37.2	3.7	-1.30	-88 60	13.2 32	70.6	-1.3 3.9	11.6 -82.0	0.480 0.018	0.632 0.027	22.4 0.8
2012-11-02.95	1308+326	test	13.02	0.8	0.741	0.0440 106	38.2	3.7	-0.70	-88 60	13.2 32	70.6	-1.2 5.4	11.7 -80.8	0.444 0.018	0.470 0.019	17.9 0.7
2012-11-02.99	1637+574	097-12	13.74	1.8	0.558	0.0461 105	38.1	4.1	-1.90	7 70	16.6 57	-169.8	-2.1 4.5	-21.1 -75.0	0.183 0.010	0.385 0.045	25.3 1.2
2012-11-02.108	1637+574	097-12	15.20	2.1	0.983	0.0408 105	37.2	2.5	-1.90	-24 67	16.6 57	142.6	0.5 -2.6	-10.0 -85.8	0.192 1.0E-2	0.173 0.014	16.8 0.9
2012-11-02.109	1637+574	097-12	15.24	2.1	0.983	0.0505 105	37.2	2.4	-1.90	-25 67	16.6 57	141.6	4.5 -0.9	-5.7 -84.3	0.180 0.016	1.64 0.23	57.5 3.9
2012-11-02.110	1637+574	097-12	15.27	1.8	0.983	0.0467 105	38.2	2.4	-1.90	-25 66	16.6 57	140.6	1.5 -2.0	-8.5 -85.7	0.224 0.011	0.254 0.015	18.5 0.9
# Fri Nov  2 15:46:03 UTC 2012 - Heavy clouds, tau increasing from 1 to 3 in the last three hours
2012-11-02.113	1637+574	test	15.93	2.1	0.860	0.0352 89	37.3	2.2	-1.90	-34 63	16.6 57	124.9	-5.2 -10.4	-6.2 -98.8	0.184 0.011	0.177 0.012	17.2 1.1
2012-11-02.114	1637+574	test	15.96	2.0	0.965	0.0332 89	37.1	2.1	-1.90	-34 62	16.6 57	124.1	-9.7 -12.3	-10.5 -100.8	0.226 0.010	0.286 0.025	20.0 0.9
2012-11-02.115	1637+574	test	16.02	2.1	0.609	0.0277 89	37.3	2.1	-1.90	-35 62	16.6 57	122.8	-9.7 -12.0	-10.2 -100.9	0.176 6.0E-3	0.152 5.7E-3	16.6 0.6
2012-11-02.116	1637+574	test	16.06	1.8	0.609	0.0264 89	38.1	2.1	-1.90	-35 62	16.6 57	122.0	-10.3 -12.7	-10.6 -101.8	0.188 7.5E-3	0.203 7.5E-3	19.1 0.7
# Fri Nov  2 16:07:25 UTC 2012 - Heavy clouds on top of the telescope. Looks like we need to stop. (CK)
2012-11-02.117	1637+574	test	16.10	1.8	0.972	0.0267 89	38.1	2.1	-1.90	-35 61	16.6 57	121.3	-4.7 -10.9	-4.8 -100.2	0.217 6.9E-3	0.199 6.8E-3	17.5 0.6
2012-11-02.118	Mars	test	16.40	2.0	0.993	0.0293 97	37.1	2.0	-1.90	-153 24	17.2 -24	23.3	-6.7 -7.8	13.5 -79.1	22.3 0.083	36.4 0.45	23.5 0.1
# Fri Nov  2 16:28:11 UTC 2012 - Bias 12K (above)
# Fri Nov  2 16:28:24 UTC 2012 - Bias 10K (below)
2012-11-02.119	Mars	test	16.44	2.0	0.965	0.0345 97	37.8	2.1	-1.90	-153 24	17.2 -24	23.8	-11.2 -10.0	9.1 -81.5	20.9 0.074	28.5 0.096	21.1 0.1
# Fri Nov  2 16:29:04 UTC 2012 - Bias 10K (below)
# Fri Nov  2 16:30:03 UTC 2012 - Bias 14K (below)
2012-11-02.120	Mars	test	16.50	0.8	0.873	0.0196 98	38.1	2.1	-1.90	-152 23	17.2 -24	24.4	-7.6 -8.3	12.6 -80.0	22.1 0.042	28.4 0.051	20.4 0.0
# Fri Nov  2 16:32:15 UTC 2012 - Bias 8K (below)
2012-11-02.121	Mars	test	16.53	0.8	0.873	0.0082 98	38.2	2.1	-1.90	-151 23	17.2 -24	24.8	-7.4 -8.9	12.9 -80.8	8.73 0.017	11.7 0.023	20.8 0.0
# Fri Nov  2 16:34:39 UTC 2012 - Bias 16K (below)
2012-11-02.122	Mars	test	16.57	1.0	0.873	0.0155 97	35.9	2.2	-1.90	-151 23	17.2 -24	25.2	-9.6 -11.9	10.7 -83.9	22.1 0.031	28.9 0.037	20.5 0.0
# Fri Nov  2 16:37:02 UTC 2012 - Bias 10K
2012-11-02.123	Mars	test	16.60	0.8	0.882	0.0471 92	38.2	2.2	-1.90	-151 23	17.2 -24	25.6	-10.3 -13.3	10.0 -85.4	29.1 0.10	40.1 0.16	21.1 0.1
# Fri Nov  2 16:38:42 UTC 2012 - 14K
2012-11-02.124	Mars	test	16.64	0.8	0.907	0.0249 100	38.2	2.3	-1.90	-150 23	17.2 -24	26.0	-10.5 -6.8	9.8 -79.0	20.1 0.044	26.3 0.060	20.6 0.0
# Fri Nov  2 16:40:54 UTC 2012 - 12K
2012-11-02.125	Mars	test	16.68	0.8	0.907	0.0099 98	38.0	2.4	-1.90	-149 22	17.2 -24	26.5	-10.7 -7.2	9.6 -79.6	7.46 0.020	10.1 0.026	21.0 0.1
# Fri Nov  2 16:43:33 UTC 2012 - 16K
2012-11-02.126	Mars	test	16.72	0.8	0.908	0.0196 101	38.2	2.4	-1.90	-149 22	17.2 -24	26.8	-9.3 -10.6	11.0 -83.1	15.3 0.033	19.7 0.048	20.7 0.0
# Fri Nov  2 16:45:42 UTC 2012 - 8K
2012-11-02.127	Mars	test	16.76	0.8	0.908	0.0401 95	38.2	2.5	-1.90	-148 22	17.2 -24	27.3	-8.2 -8.2	12.1 -80.9	22.9 0.069	30.4 0.12	21.1 0.1
# Fri Nov  2 16:47:04 UTC 2012 - 8K
2012-11-02.128	Mars	test	16.79	1.0	0.920	0.0308 100	36.4	2.6	-1.90	-148 22	17.2 -24	27.6	-10.1 -10.2	10.2 -83.0	15.6 0.17	44.5 0.94	30.1 0.3
2012-11-02.129	Mars	test	16.82	0.8	0.920	0.0254 102	38.2	2.6	-1.90	-148 21	17.2 -24	28.0	-9.7 -7.9	10.6 -80.7	15.7 0.072	21.0 0.095	20.8 0.1
# Sat Nov  3 22:30:09 UTC 2012 - 
# Thu Nov  8 15:11:17 UTC 2012 - Testing non-moving scans for noise analysis; DjB
# Sat Nov 10 00:57:43 UTC 2012 - Getting started... tau is about 0.2 - DjB
2012-11-10.2	Uranus	gismo12	0.98	0.8	0.002	0.0228 102	38.3	-1.4	-2.00	-111 27	0.3 1	48.2	-21.4 3.8	8.3 -98.7	8.05 0.018	13.4 0.026	23.6 0.0
2012-11-10.3	Uranus	gismo12	1.01	0.8	0.002	0.0217 102	38.2	-1.4	-2.00	-111 27	0.3 1	48.3	-21.1 2.9	8.6 -99.7	8.00 0.015	13.6 0.026	23.6 0.0
# Sat Nov 10 01:03:33 UTC 2012 - Running focus starting at -2.0 - DjB
2012-11-10.4	Uranus	gismo12	1.06	0.8	0.002	0.0177 102	38.1	-1.4	-2.00	-110 27	0.3 1	48.6	-1.8 -0.8	6.8 -100.6	8.36 0.016	13.9 0.028	23.5 0.0
2012-11-10.5	Uranus	gismo12	1.08	1.0	0.002	0.0170 102	35.9	-1.4	-2.60	-110 26	0.3 1	48.7	0.2 1.0	8.8 -98.8	5.90 0.019	14.0 0.025	27.9 0.1
2012-11-10.6	Uranus	gismo12	1.10	1.1	0.002	0.0677 93	36.2	-1.5	-3.20	-110 26	0.3 1	48.8	1.4 -6.9	9.9 -106.8	3.52 0.069	11.8 0.080	32.7 0.5
2012-11-10.7	Uranus	gismo12	1.12	1.0	0.002	0.0200 102	36.6	-1.5	-1.40	-109 26	0.3 1	48.9	0.3 1.3	8.8 -98.7	11.0 0.020	13.4 0.018	19.9 0.0
2012-11-10.8	Uranus	gismo12	1.14	1.0	0.002	0.0177 101	36.2	-1.5	-0.80	-109 26	0.3 1	48.9	3.3 1.2	11.7 -98.8	11.5 0.013	13.7 0.019	20.2 0.0
# Sat Nov 10 01:13:39 UTC 2012 - Focussing again at -1.4 -2.0 -2.6 -0.8 -0.2 - DjB
2012-11-10.9	Uranus	gismo12	1.23	0.8	0.002	0.0166 101	38.2	-1.7	-1.40	-108 25	0.3 1	49.3	-1.0 0.2	7.3 -100.0	10.7 0.017	13.6 0.020	20.5 0.0
2012-11-10.10	Uranus	gismo12	1.25	1.1	0.002	0.0168 101	36.1	-1.7	-2.00	-108 24	0.3 1	49.4	1.9 -0.8	10.2 -101.0	9.09 0.019	13.9 0.025	22.4 0.0
2012-11-10.11	Uranus	gismo12	1.27	0.8	0.002	0.0178 101	38.2	-1.7	-2.60	-108 24	0.3 1	49.5	-1.2 -3.7	7.1 -104.0	6.18 0.021	13.3 0.020	26.5 0.1
2012-11-10.12	Uranus	gismo12	1.29	1.0	0.002	0.0174 101	35.9	-1.8	-0.80	-108 24	0.3 1	49.6	3.7 -0.2	11.9 -100.5	11.0 0.013	13.7 0.018	20.3 0.0
# Sat Nov 10 01:19:04 UTC 2012 - tau old meter: 0.18
2012-11-10.13	Uranus	gismo12	1.31	0.8	0.002	0.0160 101	38.4	-1.8	-0.20	-107 24	0.3 1	49.6	-1.5 0.4	6.6 -100.0	8.93 0.017	13.2 0.021	22.1 0.0
# Sat Nov 10 01:22:51 UTC 2012 - Focus set to -1.07 - DjB
# Sat Nov 10 01:31:24 UTC 2012 - Pointing on GL490 for project 028-12 - DjB
# Sat Nov 10 01:32:41 UTC 2012 - Tau is 0.18, lambda 0.10 - DjB
