# dc(n) = int((n-1) % 8) - 3.5
# dr(n) = int((n-1) / 8) - 7.5
#
# dc(n),dr(n) --> x,y
#
# id	x		y
0	-23.22		-13.00
x	-6.24		7.86
y	15.06		11.97
xy	0.07254		0.07718		
x2	-0.002464	-0.02507
y2	0.05865		-0.07809
# rms			0.92

