# id	object	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2011-04-16.18	1418+546	2.26	1.9	0.132	0.0159 98	36.9	1.8	-32 68	14.3 54	134.1	2.9 -0.5	-10.7 -29.7	0.235 4.0E-3	0.252 5.1E-3	17.7 0.3
2011-04-16.19	J1033+609	2.32	1.9	0.132	0.0182 96	37.2	1.8	-37 38	10.6 61	80.1	4.7 -0.1	-25.7 -66.8	0.807 4.4E-3	0.832 5.8E-3	17.4 0.1
2011-04-16.24	1418+546	3.06	1.9	0.136	0.0176 96	37.5	1.1	-41 62	14.3 54	115.7	1.6 -1.7	-18.8 -36.7	0.242 3.7E-3	0.239 4.6E-3	17.1 0.3
2011-04-16.25	J1033+609	3.11	1.9	0.152	0.0171 97	36.8	1.0	-35 32	10.6 61	70.7	2.7 -0.9	-31.4 -71.8	0.858 4.9E-3	0.914 5.8E-3	17.5 0.1
2011-04-16.29	1418+546	3.68	1.9	0.150	0.0192 98	37.2	1.0	-45 57	14.3 54	104.8	-0.3 -2.8	-25.5 -44.2	0.231 4.8E-3	0.221 4.9E-3	16.7 0.3
2011-04-16.30	J1033+609	3.74	1.9	0.115	0.0161 97	37.6	1.1	-33 28	10.6 61	63.5	1.7 -2.6	-34.8 -76.4	0.805 4.4E-3	0.866 6.2E-3	17.5 0.1
2011-04-16.34	1418+546	4.32	1.9	0.133	0.0171 99	37.9	0.9	-47 52	14.3 54	95.6	-1.4 -3.0	-30.7 -51.5	0.245 3.3E-3	0.236 4.2E-3	17.1 0.2
2011-04-16.35	J1033+609	4.37	1.9	0.165	0.0211 95	37.1	1.0	-31 24	10.6 61	56.3	-0.4 -4.1	-38.9 -80.5	0.808 6.4E-3	0.842 6.7E-3	17.2 0.1
2011-04-16.39	1418+546	4.94	1.9	0.117	0.0157 98	37.0	1.5	-47 46	14.3 54	87.8	-0.8 -2.9	-33.6 -58.4	0.262 3.5E-3	0.262 4.0E-3	17.4 0.2
2011-04-16.40	J1033+609	5.00	1.9	0.135	0.0155 97	37.7	1.5	-28 20	10.6 61	49.2	-1.4 -6.2	-41.4 -84.9	0.772 4.1E-3	0.834 5.7E-3	17.4 0.1
2011-04-16.44	1418+546	5.56	1.9	0.143	0.0157 99	37.1	1.4	-46 41	14.3 54	80.7	-1.1 -3.2	-36.7 -65.5	0.256 4.4E-3	0.257 4.0E-3	17.2 0.3
2011-04-16.46	J1734+390	5.70	1.9	0.126	0.0154 97	37.4	1.3	-77 72	17.6 39	88.9	1.7 -1.2	-20.7 -28.2	0.738 4.1E-3	0.832 5.1E-3	18.3 0.1
2011-04-16.54	J1734+390	6.86	1.9	0.097	0.0162 51	37.0	2.7	-74 59	17.6 39	80.6	-1.6 4.8	-29.6 -43.4	0.792 4.6E-3	0.788 5.5E-3	18.0 0.1
2011-04-16.56	J1734+390	7.13	1.9	0.114	0.0179 99	37.1	3.5	-73 55	17.6 39	78.9	-2.8 5.6	-32.0 -47.3	0.831 5.3E-3	0.823 5.8E-3	17.4 0.1
2011-04-16.58	J1734+390	7.36	1.9	0.168	0.0178 95	37.9	3.4	-72 53	17.6 39	77.5	-2.7 5.7	-32.9 -51.0	0.767 5.4E-3	0.833 6.2E-3	18.0 0.1
2011-04-16.62	J1734+390	7.93	1.9	0.120	0.0162 99	37.8	4.0	-70 46	17.6 39	74.0	-3.9 7.1	-36.3 -58.5	0.739 4.5E-3	0.818 5.6E-3	18.2 0.1
2011-04-16.66	J1801+441	9.35	1.9	0.171	0.0219 79	37.8	3.3	-59 37	18.0 44	71.6	-8.4 6.3	-43.8 -74.0	0.198 6.2E-3	0.234 7.5E-3	17.6 0.5
2011-04-16.67	J1801+441	9.45	1.9	0.129	0.0202 79	37.6	3.4	-58 36	18.0 44	70.8	-10.4 4.8	-46.1 -76.8	0.194 6.2E-3	0.253 9.3E-3	18.5 0.6
# Sat Apr 16 09:41:14 UTC 2011 - UT 09:00 Added metal strips alongside ellipsoidal mirror
2011-04-16.68	2216-038	9.70	1.9	0.148	0.0191 71	37.5	4.3	-162 48	22.3 -4	14.0	-2.6 9.7	-22.2 -40.6	0.301 6.6E-3	0.325 7.4E-3	18.6 0.4
2011-04-16.72	2216-038	10.31	1.9	0.221	0.0165 99	37.0	3.9	-150 45	22.3 -4	23.6	-1.1 6.1	-19.8 -50.6	0.352 4.0E-3	0.390 5.0E-3	18.2 0.2
# Sat Apr 16 10:35:33 UTC 2011 - Ran out of 4He in Scan 74
2011-04-16.75	Mars	13.35	1.9	0.699	0.1680 45	37.9	5.0	-132 46	0.7 4	36.2	0.2 0.5	-10.9 -63.4	22.7 0.089	29.0 0.10	20.1 0.1
# Sat Apr 16 13:24:34 UTC 2011 - Crush autorun set to BRIGHT for scan 76+
# Sat Apr 16 13:30:26 UTC 2011 - Scans 76,77 not processed by crush correctly due to bad command line
2011-04-16.80	Mars	13.55	1.7	0.377	0.0672 50	34.2	5.1	-129 44	0.7 4	38.5	-0.2 4.5	-12.6 -62.7	27.9 0.063	38.1 0.060	20.8 0.0
# Sat Apr 16 13:45:57 UTC 2011 - retuned before scan 81
2011-04-16.81	Mars	13.77	1.9	0.215	0.4418 59	37.3	6.1	-125 42	0.7 4	40.7	-5.3 -2.8	-19.1 -73.6	8.18 0.30	20.9 0.31	27.5 0.8
2011-04-16.82	Mars	13.82	1.9	0.297	0.0822 93	37.1	6.2	-125 42	0.7 4	41.1	2.2 7.2	-12.0 -64.4	20.4 0.068	34.1 0.054	22.8 0.1
2011-04-16.83	Mars	13.85	1.9	0.297	0.0966 89	37.0	6.5	-124 41	0.7 4	41.4	-3.6 3.5	-18.1 -68.7	18.0 0.054	31.9 0.059	23.6 0.1
2011-04-16.84	Mars	13.90	1.9	0.250	0.1346 85	36.9	6.6	-123 41	0.7 4	41.9	1.9 0.6	-12.9 -72.4	18.8 0.10	27.6 0.097	21.6 0.1
# Sat Apr 16 13:57:48 UTC 2011 - Crush having problems - perhaps with writing FITS? 
# Sat Apr 16 13:58:12 UTC 2011 - Crush having problems: NullPtr AstroImage:483
# Sat Apr 16 14:21:01 UTC 2011 - IV curve shows most pixels saturated - then many came back - weather?
2011-04-16.87	J0237+288	14.38	1.9	0.221	0.0200 58	37.7	7.1	-115 73	2.6 29	55.9	-8.8 4.2	0.5 -34.4	0.937 7.6E-3	1.10 0.011	19.3 0.1
2011-04-16.88	J0237+288	14.51	1.9	0.728	0.0215 96	37.2	6.5	-112 72	2.6 29	57.9	-4.2 0.5	3.9 -41.2	0.996 8.6E-3	1.14 7.5E-3	18.4 0.2
2011-04-16.89	J0423-013	14.71	1.9	0.624	0.0747 84	37.3	6.8	174 51	4.4 -1	-5.1	-6.5 -1.7	-24.4 -41.5	0.313 0.027	0.341 0.019	17.4 1.5
2011-04-16.90	J0423-013	14.77	1.9	1.133	0.0224 91	36.7	6.9	175 51	4.4 -1	-4.1	3.8 0.8	-13.8 -39.2	1.93 0.012	2.51 0.016	19.8 0.1
2011-04-16.91	J0423-013	14.83	1.9	0.172	0.0313 94	37.4	6.8	176 52	4.4 -1	-3.0	-1.2 -4.2	-18.4 -44.5	1.09 0.011	1.31 0.011	18.6 0.2
2011-04-16.102	J0423-013	15.29	1.9	0.393	0.0301 89	36.8	5.1	-173 51	4.4 -1	5.9	0.4 -2.3	-14.8 -46.0	1.32 9.7E-3	1.54 0.011	18.5 0.1
2011-04-16.103	J0423-013	15.32	1.7	0.540	0.0523 91	34.2	5.1	-172 51	4.4 -1	6.6	-0.2 -1.9	-15.2 -46.0	1.01 0.013	1.04 0.012	17.4 0.2
# Sat Apr 16 15:28:18 UTC 2011 - More crush failures - small number of pixels probably
# Sat Apr 16 15:49:02 UTC 2011 - Relocked detectors
2011-04-16.116	J0423-013	15.89	1.9	1.382	0.0288 52	37.2	5.4	-159 50	4.4 -1	17.0	1.9 -1.9	-12.5 -52.1	2.15 0.017	2.21 0.018	17.3 0.1
2011-04-16.117	J0423-013	15.94	1.9	1.067	0.0376 57	36.8	6.0	-157 49	4.4 -1	17.9	0.4 4.1	-14.0 -46.8	1.58 0.017	1.74 0.019	17.7 0.2
2011-04-16.128	J0423-013	16.43	1.9	0.527	0.0542 70	37.9	7.5	-147 47	4.4 -1	25.6	0.2 -2.7	-15.3 -60.1	0.955 0.015	0.908 0.011	16.9 0.3
2011-04-16.129	J0423-013	16.47	1.9	0.230	0.0418 64	36.9	7.7	-147 46	4.4 -1	26.1	0.4 -6.9	-15.3 -64.8	0.990 0.011	1.03 9.9E-3	17.3 0.2
2011-04-16.140	J0423-013	16.96	1.8	0.661	0.0577 50	37.5	5.8	-137 43	4.4 -1	32.6	7.4 -2.7	-10.6 -67.6	0.873 0.026	0.949 0.020	16.6 0.5
# Sat Apr 16 17:29:06 UTC 2011 - Closing Shutter to enable noise measurements.
# Sat Apr 16 18:23:26 UTC 2011 - Taking shutter-closed IVs and noise data
# Sat Apr 16 18:25:52 UTC 2011 - 11-04-16_18_20_45.fits - telescope stationary shut clsd
# Sat Apr 16 18:29:34 UTC 2011 - 11-04-16_18_25_37.fits - telescope stationary shut clsd
# Sat Apr 16 18:36:41 UTC 2011 - 11-04-16_18_33_36.fits - telescope moving shut clsd
# Sat Apr 16 18:41:13 UTC 2011 - 11-04-16_18_37_17.fits - telescope moving shut clsd
2011-04-16.145	3C84	18.97	9.3	0.225	0.0235 85	38.0	3.0	-60 32	3.3 42	67.0	4.0 -4.4	-21.3 -102.3	4.93 7.5E-3	7.03 6.5E-3	19.1 0.0
2011-04-16.146	3C84	19.14	9.3	0.216	0.0222 75	38.1	3.0	-59 31	3.3 42	65.7	5.3 0.1	-21.2 -99.2	4.59 0.010	7.51 9.7E-3	18.7 0.0
2011-04-16.147	3C84	19.31	9.1	0.201	0.0213 79	34.3	2.8	-58 29	3.3 42	64.5	4.8 -1.6	-22.8 -102.1	4.49 8.3E-3	7.11 8.0E-3	18.5 0.0
2011-04-16.148	1418+546	19.58	1.9	0.270	0.0156 97	37.1	2.7	44 35	14.3 54	-73.1	0.8 4.5	-38.2 -102.7	0.223 3.5E-3	0.219 3.9E-3	16.7 0.3
2011-04-16.149	1418+546	19.63	1.9	0.285	0.0154 97	37.8	2.7	45 35	14.3 54	-73.7	2.5 2.5	-36.3 -104.3	0.227 4.2E-3	0.232 3.9E-3	17.0 0.3
2011-04-16.150	1418+546	19.67	1.7	0.231	0.0156 97	34.4	2.7	45 36	14.3 54	-74.1	-0.6 1.1	-39.3 -105.4	0.224 4.1E-3	0.236 4.8E-3	17.1 0.3
2011-04-16.151	1418+546	19.71	1.9	0.269	0.0158 97	37.2	2.6	45 36	14.3 54	-74.5	0.8 2.7	-37.7 -103.6	0.221 4.4E-3	0.219 4.7E-3	16.6 0.3
2011-04-16.152	1418+546	19.77	1.9	0.276	0.0164 97	37.6	2.5	45 36	14.3 54	-75.1	0.0 2.8	-38.2 -102.9	0.222 5.3E-3	0.219 4.3E-3	16.9 0.4
2011-04-16.153	1418+546	19.80	1.9	0.307	0.0158 97	37.2	2.4	45 37	14.3 54	-75.5	2.4 4.3	-35.7 -101.1	0.224 3.9E-3	0.232 4.5E-3	17.0 0.3
2011-04-16.154	1418+546	19.84	1.7	0.318	0.0158 97	34.2	2.3	45 37	14.3 54	-75.9	0.9 2.6	-37.1 -102.5	0.229 4.3E-3	0.230 5.0E-3	16.7 0.3
2011-04-16.155	J1033+609	19.90	1.9	0.268	0.0148 98	37.4	2.3	21 63	10.6 61	-145.0	-2.1 0.2	-22.6 -69.3	0.775 3.5E-3	0.815 5.1E-3	17.7 0.1
2011-04-16.159	J1033+609	20.47	1.9	0.348	0.0154 98	37.3	2.8	12 65	10.6 61	-160.3	-0.8 0.5	-16.0 -64.1	0.790 4.4E-3	0.841 5.5E-3	17.8 0.1
2011-04-16.160	1418+546	20.53	1.9	0.275	0.0149 97	37.6	2.8	47 43	14.3 54	-83.5	0.1 5.4	-34.8 -93.1	0.225 3.9E-3	0.235 4.5E-3	17.4 0.3
2011-04-16.164	J1033+609	21.11	1.9	0.313	0.0162 97	36.8	2.8	1 66	10.6 61	-179.0	0.2 0.7	-10.3 -58.6	0.760 4.6E-3	0.826 5.8E-3	17.9 0.1
2011-04-16.165	1418+546	21.17	1.9	0.312	0.0155 97	37.5	2.9	47 49	14.3 54	-91.0	-0.2 5.0	-31.5 -85.9	0.237 3.5E-3	0.238 4.3E-3	17.0 0.3
2011-04-16.169	1418+546	21.75	1.9	0.352	0.0147 97	37.4	3.3	46 54	14.3 54	-98.6	-0.7 3.5	-28.3 -79.6	0.229 3.5E-3	0.219 3.7E-3	17.0 0.3
2011-04-16.170	J1033+609	21.82	1.9	0.408	0.0152 97	37.2	3.3	-12 65	10.6 61	160.1	0.3 0.1	-7.6 -54.3	0.793 4.8E-3	0.865 5.8E-3	17.8 0.1
2011-04-16.174	1418+546	22.42	1.9	0.386	0.0147 97	37.2	3.2	44 59	14.3 54	-108.9	-1.2 2.5	-24.0 -70.8	0.236 3.5E-3	0.227 4.3E-3	16.8 0.2
2011-04-16.177	1418+546	22.63	1.9	0.368	0.0149 97	36.8	3.1	42 61	14.3 54	-112.6	-1.6 1.1	-22.8 -68.8	0.229 3.9E-3	0.229 4.1E-3	17.1 0.3
2011-04-16.181	0923+392	23.24	1.9	0.367	0.0172 97	37.0	3.1	-72 52	9.5 39	77.3	1.0 0.1	-19.9 -50.1	2.86 6.2E-3	3.11 8.3E-3	18.2 0.0
2011-04-16.182	1418+546	23.35	1.9	0.313	0.0150 97	37.8	2.8	35 67	14.3 54	-127.9	-0.6 0.4	-15.7 -57.8	0.224 3.7E-3	0.227 3.7E-3	17.5 0.3
2011-04-16.186	1418+546	23.95	1.7	0.315	0.0155 98	33.9	1.7	25 70	14.3 54	-144.8	0.1 0.4	-10.2 -48.0	0.205 4.9E-3	0.227 5.3E-3	17.5 0.4
2011-04-16.187	J1033+609	0.02	1.9	0.376	0.0215 94	37.3	1.5	-35 54	10.6 61	111.3	2.2 0.8	-14.4 -53.9	0.815 6.3E-3	0.841 6.8E-3	18.1 0.1
2011-04-17.4	1418+546	0.60	1.9	0.342	0.0151 97	37.0	1.7	9 72	14.3 54	-168.3	0.1 -0.1	-6.5 -38.1	0.222 4.1E-3	0.249 5.7E-3	17.8 0.3
2011-04-17.5	J1033+609	0.66	1.9	0.369	0.0154 97	37.1	1.8	-37 50	10.6 61	101.2	3.0 1.0	-17.8 -56.9	0.793 5.1E-3	0.848 6.1E-3	17.9 0.1
2011-04-17.9	1418+546	1.24	1.9	0.287	0.0149 98	37.7	2.2	-10 72	14.3 54	166.3	1.0 -0.4	-5.8 -31.0	0.213 3.7E-3	0.220 5.0E-3	17.1 0.3
2011-04-17.10	J1033+609	1.29	1.9	0.376	0.0169 97	36.9	2.1	-38 45	10.6 61	92.3	2.4 1.1	-22.4 -60.4	0.818 5.8E-3	0.863 6.6E-3	17.7 0.1
2011-04-17.11	J1033+609	1.33	9.6	0.353	0.0160 97	76.6	2.1	-38 44	10.6 61	90.9	2.7 0.3	-22.6 -61.9	0.867 3.6E-3	1.02 5.8E-3	18.2 0.1
2011-04-17.12	J1033+609	1.50	9.6	0.370	0.0184 97	76.6	2.0	-38 43	10.6 61	88.6	2.4 -0.5	-23.9 -63.7	0.864 3.9E-3	0.967 5.3E-3	17.9 0.1
2011-04-17.13	J1033+609	1.67	9.6	0.285	0.0176 93	76.6	2.2	-38 42	10.6 61	86.4	2.3 -1.1	-25.0 -65.3	0.833 3.6E-3	0.971 6.0E-3	18.1 0.1
2011-04-17.14	J1033+609	2.01	1.9	0.244	0.0194 96	37.1	2.3	-37 40	10.6 61	83.1	1.9 -1.7	-27.0 -67.2	0.764 5.0E-3	0.794 6.9E-3	17.5 0.1
2011-04-17.15	1418+546	2.06	1.9	0.270	0.0156 97	36.9	2.2	-29 69	14.3 54	137.8	0.4 -0.9	-11.9 -29.7	0.211 3.9E-3	0.225 4.3E-3	17.6 0.3
2011-04-17.19	J1033+609	2.63	1.9	0.281	0.0217 95	37.2	2.7	-36 35	10.6 61	75.5	1.4 -1.1	-30.8 -69.9	0.769 7.1E-3	0.804 8.2E-3	17.1 0.2
2011-04-17.20	1418+546	2.69	1.9	0.284	0.0193 91	37.5	2.7	-38 65	14.3 54	121.9	1.3 -1.0	-16.4 -33.3	0.197 4.8E-3	0.197 5.1E-3	16.8 0.4
2011-04-17.24	J1033+609	3.26	1.9	0.262	0.0153 92	37.1	2.2	-35 31	10.6 61	68.2	-0.4 -2.4	-35.3 -74.4	0.771 4.6E-3	0.848 5.9E-3	17.9 0.1
2011-04-17.25	1418+546	3.32	1.7	0.267	0.0174 97	34.2	2.2	-43 60	14.3 54	109.6	0.5 -1.1	-22.3 -39.3	0.224 4.6E-3	0.231 5.8E-3	17.6 0.4
2011-04-17.29	1418+546	3.97	1.9	0.202	0.0291 86	37.7	2.1	-46 54	14.3 54	99.5	-2.1 -2.0	-29.5 -47.3	0.206 6.2E-3	0.191 5.8E-3	17.0 0.5
2011-04-17.30	J1033+609	4.03	1.7	0.226	0.0189 84	34.1	2.1	-32 26	10.6 61	59.5	-1.8 -4.2	-39.3 -79.5	0.674 6.0E-3	0.726 7.2E-3	17.0 0.2
2011-04-17.34	1418+546	4.64	1.9	0.214	0.0206 95	37.1	2.0	-47 48	14.3 54	90.6	-1.2 -4.0	-32.6 -56.9	0.227 5.2E-3	0.241 5.6E-3	17.6 0.4
2011-04-17.38	1418+546	5.21	1.9	0.257	0.0269 83	36.7	1.7	-47 43	14.3 54	83.9	-5.1 -2.7	-39.3 -61.8	0.219 6.6E-3	0.236 7.5E-3	17.2 0.5
2011-04-17.42	MWC349	5.83	1.9	0.240	0.0159 98	38.0	1.0	70 75	20.5 41	-97.6	-0.1 3.0	-23.4 -23.9	0.958 4.2E-3	1.10 5.9E-3	18.3 0.1
2011-04-17.43	MWC349	5.87	1.9	0.269	0.0159 97	37.1	1.0	70 75	20.5 41	-98.2	0.2 3.2	-22.9 -23.0	0.980 5.1E-3	1.09 5.7E-3	18.0 0.1
2011-04-17.44	3C454.3	5.93	1.9	0.247	0.0234 64	37.7	0.9	99 39	22.9 16	-55.1	10.7 2.0	-27.9 -62.9	1.38 0.016	3.43 0.025	24.3 0.2
2011-04-17.45	2134+004	6.19	1.9	0.245	0.0165 97	37.2	1.0	136 45	21.6 1	-33.6	3.6 8.1	-32.9 -49.2	0.861 3.7E-3	0.964 5.8E-3	18.1 0.1
2011-04-17.46	2131-021	6.26	1.9	0.228	0.0153 97	37.5	1.1	140 43	21.6 -2	-30.8	3.5 8.7	-33.2 -49.3	0.653 4.1E-3	0.748 6.8E-3	18.3 0.1
2011-04-17.50	2131-021	6.82	1.9	0.274	0.0154 97	37.6	2.0	151 47	21.6 -2	-22.9	2.8 9.0	-30.7 -42.6	0.688 4.8E-3	0.753 5.9E-3	18.0 0.1
# GISMO warming up -- ran out of He4...
# OK after refill...
2011-04-17.53	1749+096	7.39	1.9	0.232	0.0177 97	37.7	2.9	-113 41	17.9 10	48.3	-7.2 4.1	-39.4 -60.4	3.03 4.9E-3	3.54 8.3E-3	18.5 0.0
2011-04-17.57	1749+096	7.98	1.9	0.272	0.0172 91	37.0	3.9	-105 35	17.9 10	51.3	-10.0 5.8	-43.5 -66.5	3.15 5.4E-3	3.59 8.6E-3	18.0 0.0
2011-04-17.61	1749+096	8.55	1.9	0.331	0.0180 93	37.3	4.1	-99 28	17.9 10	53.0	-12.1 7.8	-47.3 -71.8	3.02 5.6E-3	3.52 9.7E-3	18.1 0.0
2011-04-17.65	Uranus	9.25	1.9	0.358	0.0244 94	36.6	4.3	147 48	0.1 0	-25.8	-0.7 3.1	-28.5 -37.5	10.0 0.021	12.3 0.018	19.2 0.0
2011-04-17.66	Uranus	9.30	1.7	0.439	0.0246 94	33.9	4.2	148 48	0.1 0	-25.1	0.2 3.8	-27.2 -36.6	10.3 0.022	12.9 0.022	19.6 0.0
2011-04-17.67	Uranus	9.34	1.9	0.394	0.0244 92	36.8	4.1	149 49	0.1 0	-24.5	-1.0 2.5	-28.1 -37.6	10.2 0.017	12.8 0.017	19.6 0.0
2011-04-17.68	Uranus	9.39	1.9	0.423	0.0231 93	37.1	4.2	150 49	0.1 0	-23.7	-0.5 0.9	-27.2 -38.9	10.2 0.020	13.0 0.018	19.7 0.0
# Sun Apr 17 09:41:23 UTC 2011 - For focus on Uranus: CRUSH set to bright
2011-04-17.69	Uranus	9.67	1.9	0.437	0.0213 94	37.7	3.8	156 51	0.1 0	-19.1	-0.2 2.4	-24.4 -36.0	10.7 0.016	13.3 0.022	19.4 0.0
2011-04-17.70	Uranus	9.77	1.9	0.463	0.0195 95	37.1	3.7	158 51	0.1 0	-17.3	0.3 1.7	-22.9 -36.3	10.7 0.017	13.1 0.016	19.4 0.0
2011-04-17.71	Uranus	9.83	1.9	0.522	0.0212 92	37.0	3.8	160 51	0.1 0	-16.2	0.5 2.4	-22.1 -35.5	10.8 0.020	13.9 0.019	20.0 0.0
2011-04-17.72	Uranus	9.94	1.9	0.477	0.0187 95	37.9	3.8	162 52	0.1 0	-14.2	0.7 1.1	-20.9 -36.6	9.36 0.021	12.9 0.018	20.4 0.0
# Sun Apr 17 10:36:07 UTC 2011 - OTF Mars scan 2011-04-17.74 did not get seen/started by IRC; restarting as 75
2011-04-17.75	Mars	10.58	9.6	0.668	0.0192 94	76.3	4.2	163 56	0.7 4	-13.3	-1.1 1.2	-18.9 -31.5	33.4 0.033	52.0 0.032	21.2 0.0
2011-04-17.76	Mars	10.76	15.8	0.716	0.0502 91	32.4	4.5	169 56	0.7 4	-8.4	-1.6 2.2	-17.2 -31.0	30.8 0.028	49.6 0.035	21.6 0.0
2011-04-17.78	J0237+288	11.40	1.9	0.564	0.0323 84	37.7	4.7	103 66	2.6 29	-62.8	2.4 2.1	-28.9 -17.5	0.675 0.011	0.835 0.011	19.2 0.3
# Sun Apr 17 11:28:44 UTC 2011 - Helium4 ran out before scan 79
# Sun Apr 17 12:54:15 UTC 2011 - Scan 74 possibly stored in scan 73 data file! (due to strange IRAM messaging with IMBFitsStart)
#2011-04-17.82	J0005+383	14.34	1.9	-0.032	0.0503 63	37.3	5.7	-70 47	0.1 38	73.7	-5.1 4.5	-23.1 -83.1	0.0824 7.4E-3	0.0661 4.1E-3	8.1 0.7
# Sun Apr 17 14:52:07 UTC 2011 - Took calibration file: 2011-04-14_45_08- shutter closed, 30min 50Hz
# Sun Apr 17 15:27:35 UTC 2011 - Took calibration file: 2011-04-15_25_24- shutter closed, 30min 50Hz, tscope moving (scan .86)
2011-04-17.87	J0237+288	16.17	1.9	0.881	0.0154 94	37.7	5.5	-89 52	2.6 29	65.6	-0.2 1.9	-9.2 -72.3	1.19 6.1E-3	1.40 9.7E-3	18.8 0.1
2011-04-17.88	J0230+405	16.34	1.9	0.863	0.0150 94	37.3	6.4	-69 52	2.5 41	78.7	-2.4 1.3	-14.6 -79.3	0.230 5.7E-3	0.259 6.0E-3	18.0 0.4
# Sun Apr 17 16:23:46 UTC 2011 - tau sucks - Elmer
2011-04-17.91	J0230+405	16.77	1.9	0.790	0.0152 93	37.1	9.4	-67 47	2.5 41	75.8	0.8 -0.1	-14.6 -86.1	0.219 5.8E-3	0.249 7.3E-3	18.1 0.5
2011-04-17.95	J0230+405	17.43	1.9	0.874	0.0165 90	37.2	10.9	-64 40	2.5 41	71.4	3.7 0.0	-16.6 -93.5	0.213 5.9E-3	0.217 5.7E-3	17.0 0.5
2011-04-17.99	J0230+405	18.00	1.9	0.627	0.0208 88	37.5	9.5	-62 34	2.5 41	67.5	4.3 -1.4	-20.2 -100.6	0.167 7.9E-3	0.160 6.0E-3	16.3 0.8
2011-04-17.102	J1033+609	18.45	1.9	0.687	0.0149 95	37.5	7.2	33 56	10.6 61	-115.7	-2.4 0.1	-35.1 -80.0	0.729 5.1E-3	0.804 5.7E-3	18.1 0.1
2011-04-17.103	1418+546	18.51	1.9	0.641	0.0162 79	37.6	6.8	41 27	14.3 54	-62.8	-1.4 0.8	-43.4 -112.0	0.198 7.0E-3	0.229 7.1E-3	17.7 0.6
2011-04-17.104	J1033+413	18.57	1.9	0.649	0.0150 95	37.2	6.3	70 61	10.6 41	-85.7	-3.4 -2.5	-41.2 -66.4	0.469 3.8E-3	0.517 6.3E-3	18.1 0.1
2011-04-17.108	J1033+413	19.14	1.9	0.760	0.0155 94	37.3	4.6	71 67	10.6 41	-91.0	-5.1 -0.2	-39.0 -56.0	0.458 4.8E-3	0.500 6.5E-3	17.9 0.2
2011-04-17.112	J1033+413	19.72	1.9	0.604	0.0171 93	37.4	4.2	69 74	10.6 41	-98.2	-2.8 1.0	-31.9 -46.0	0.428 4.6E-3	0.471 6.9E-3	18.0 0.2
2011-04-17.116	J0721+713	20.36	1.9	0.561	0.0153 91	37.2	4.3	-18 51	7.4 71	130.4	2.2 4.2	-15.6 -77.5	1.75 5.4E-3	1.94 7.9E-3	18.3 0.1
#2011-04-17.117	J0721+713	20.41	0.9	0.632	0.0153 91	36.1	4.3	-18 51	7.4 71	129.7	15.3 37.0	-2.4 -44.7	0.0772 0.012	0.194 0.016	24.6 3.2
2011-04-17.119	J0721+713	20.45	0.9	0.632	0.0160 92	36.6	4.4	-18 50	7.4 71	128.9	2.3 4.3	-15.5 -77.4	1.98 8.3E-3	2.17 0.013	18.0 0.1
2011-04-17.120	J0721+713	20.47	0.9	0.719	0.0150 91	36.2	4.4	-18 50	7.4 71	128.6	2.1 4.8	-15.6 -76.9	2.01 7.0E-3	2.10 0.011	17.6 0.1
2011-04-17.121	J0721+713	20.49	0.8	0.719	0.0162 86	34.2	4.3	-18 50	7.4 71	128.1	1.9 3.6	-15.9 -78.1	1.86 0.011	1.89 0.012	17.1 0.1
2011-04-17.122	J0721+713	20.51	0.9	0.743	0.0154 91	36.0	4.4	-18 50	7.4 71	127.9	2.3 4.0	-15.5 -77.7	1.86 8.0E-3	2.08 0.013	18.1 0.1
2011-04-17.123	J0721+713	20.53	0.8	0.743	0.0151 91	33.6	4.4	-19 50	7.4 71	127.5	2.8 3.8	-15.0 -77.9	1.71 8.5E-3	1.87 0.013	18.0 0.1
2011-04-17.124	J0948+004	20.71	1.9	0.651	0.0142 92	37.2	4.4	-170 53	9.8 0	7.7	-4.1 2.0	-39.1 -48.3	0.285 4.1E-3	0.296 6.0E-3	17.6 0.2
2011-04-17.128	J0948+004	21.30	1.9	0.983	0.0142 93	37.2	4.1	-156 51	9.8 0	18.6	-5.3 3.0	-40.2 -48.9	0.319 5.8E-3	0.320 5.0E-3	17.6 0.3
2011-04-17.132	J0948+004	21.86	1.9	0.701	0.0153 92	36.9	4.0	-145 48	9.8 0	27.5	-3.5 1.8	-39.0 -53.5	0.270 4.3E-3	0.262 4.6E-3	17.1 0.3
2011-04-17.136	J0948+004	22.42	1.9	0.790	0.0142 92	37.7	3.9	-134 43	9.8 0	34.8	-3.9 2.4	-40.5 -57.4	0.284 4.5E-3	0.295 5.8E-3	17.7 0.3
2011-04-17.140	J0948+004	23.10	1.9	0.580	0.0146 91	37.7	4.1	-124 37	9.8 0	41.6	-3.4 1.1	-41.7 -65.1	0.263 4.5E-3	0.283 6.5E-3	17.7 0.3
2011-04-17.144	J0909+014	23.66	1.9	0.720	0.0164 63	37.1	4.3	-108 24	9.2 1	49.4	-6.2 -2.2	-46.0 -79.5	1.05 5.5E-3	1.15 9.3E-3	17.7 0.1
