# id	object	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2011-04-17.145	J0948+004	23.71	1.9	0.558	0.0147 90	37.8	4.3	-116 30	9.8 0	45.9	-6.1 -0.6	-45.8 -72.2	0.263 5.4E-3	0.265 5.6E-3	16.9 0.3
2011-04-17.146	IRC+10216	23.98	9.6	0.761	0.0142 87	76.6	4.0	-100 35	9.8 13	53.8	-3.9 -1.6	-40.2 -68.1	0.495 4.1E-3	0.805 7.3E-3	21.4 0.2
2011-04-18.1	J1031+603	0.19	1.9	0.671	0.0148 90	36.9	4.0	-37 52	10.5 60	106.3	1.7 -1.0	-16.4 -56.9	0.289 4.1E-3	0.294 5.1E-3	17.2 0.2
2011-04-18.5	J1031+603	0.76	1.9	0.640	0.0152 90	37.6	4.5	-38 48	10.5 60	97.7	0.1 0.3	-21.8 -58.8	0.290 4.7E-3	0.288 4.8E-3	16.9 0.3
2011-04-18.9	J1031+603	1.33	1.9	0.563	0.0167 90	37.3	4.3	-38 44	10.5 60	89.9	1.1 0.2	-24.4 -62.2	0.296 4.9E-3	0.306 6.7E-3	17.5 0.3
2011-04-18.13	J1031+603	2.14	1.9	0.310	0.0179 90	37.0	4.1	-38 38	10.5 60	79.9	-0.1 -0.3	-30.2 -67.3	0.246 4.8E-3	0.262 5.9E-3	17.6 0.3
2011-04-18.15	1418+546	2.22	1.9	0.301	0.0163 88	37.2	4.1	-33 68	14.3 54	131.7	-0.6 -3.0	-14.6 -32.7	0.201 4.3E-3	0.197 4.0E-3	16.9 0.4
2011-04-18.16	J1033+609	2.28	1.9	0.330	0.0163 94	37.0	4.2	-37 37	10.6 61	79.0	-0.1 -2.1	-30.7 -69.6	0.678 4.3E-3	0.760 6.0E-3	17.9 0.1
2011-04-18.20	1418+546	2.85	1.9	0.228	0.0210 93	37.7	4.5	-41 63	14.3 54	117.1	-2.1 1.2	-21.5 -33.1	0.181 5.1E-3	0.183 5.1E-3	17.3 0.5
2011-04-18.21	J1033+609	2.91	1.9	0.280	0.0210 93	37.6	4.5	-35 33	10.6 61	71.5	-1.3 -1.2	-34.9 -71.9	0.609 7.0E-3	0.688 7.2E-3	18.0 0.2
2011-04-18.26	1418+546	3.89	1.9	0.353	0.0202 91	37.0	4.2	-46 54	14.3 54	99.7	-1.8 -3.0	-29.0 -48.1	0.221 6.0E-3	0.237 7.2E-3	17.8 0.5
2011-04-18.27	J1033+609	3.94	1.9	0.388	0.0212 90	37.1	4.3	-32 26	10.6 61	59.7	-3.8 -8.7	-41.2 -84.1	0.675 7.6E-3	0.714 7.0E-3	17.3 0.2
2011-04-18.31	1418+546	4.51	1.9	0.412	0.0154 96	37.2	3.8	-47 49	14.3 54	91.4	-5.8 -6.6	-36.8 -58.7	0.198 4.5E-3	0.209 4.9E-3	17.3 0.4
2011-04-18.37	1418+546	5.42	1.9	0.576	0.0206 89	37.9	3.1	-46 41	14.3 54	80.8	-6.5 -5.8	-41.9 -67.7	0.192 5.9E-3	0.199 5.9E-3	16.8 0.5
2011-04-18.38	NGC7027	5.53	1.9	0.457	0.0185 95	37.6	3.1	68 66	21.1 42	-92.0	2.0 0.3	-25.2 -38.8	2.48 6.3E-3	3.26 8.3E-3	19.7 0.0
2011-04-18.41	NGC7027	6.07	1.9	0.503	0.0191 94	38.0	3.4	66 72	21.1 42	-98.9	3.2 2.2	-22.1 -27.7	2.54 6.0E-3	3.49 0.010	20.2 0.0
2011-04-18.42	NGC7027	6.28	1.9	0.475	0.0185 94	37.6	3.6	65 74	21.1 42	-102.4	2.8 1.6	-21.9 -24.9	2.49 5.9E-3	3.29 8.1E-3	19.8 0.0
2011-04-18.45	1923+210	6.94	1.9	0.552	0.0182 97	36.8	3.5	-136 69	19.4 21	36.6	-1.8 -1.0	-21.7 -33.5	0.397 7.5E-3	0.544 8.3E-3	19.9 0.3
2011-04-18.48	1923+210	7.22	1.9	0.505	0.0181 96	37.2	3.6	-128 67	19.4 21	42.5	-5.9 0.4	-25.9 -36.4	0.368 4.5E-3	0.471 7.7E-3	19.1 0.2
2011-04-18.49	J1743-038	7.60	1.9	0.462	0.0206 64	37.5	4.4	-119 28	17.7 -4	44.2	-10.7 5.0	-47.0 -69.5	1.53 8.9E-3	1.70 0.011	17.8 0.1
#2011-04-18.50	G022.06	7.65	9.6	0.482	0.0161 77	76.4	4.5	-132 30	18.5 -10	36.9	38.5 -74.4	3.2 -145.8	0.220 5.9E-3	0.293 5.9E-3	19.3 0.5
2011-04-18.52	1923+210	7.93	1.9	0.565	0.0180 63	38.0	4.6	-113 59	19.4 21	52.0	-4.6 0.3	-26.1 -48.4	0.501 5.1E-3	0.509 7.8E-3	17.5 0.2
2011-04-18.58	1923+210	8.71	1.9	0.649	0.0174 92	37.1	4.8	-102 50	19.4 21	56.9	-7.2 2.6	-31.6 -59.4	0.527 5.7E-3	0.568 7.4E-3	17.7 0.2
2011-04-18.62	J2225-050	9.22	1.9	0.728	0.0165 93	37.7	5.3	-173 48	22.4 -5	5.6	2.2 5.4	-20.0 -42.8	0.925 7.0E-3	1.13 8.6E-3	18.9 0.1
2011-04-18.66	J2225-050	9.79	1.9	0.694	0.0168 94	37.4	5.7	-161 46	22.4 -5	15.4	1.7 3.4	-18.5 -48.9	0.986 5.6E-3	1.15 8.0E-3	18.6 0.1
2011-04-18.70	J2225-050	10.36	1.9	0.673	0.0170 92	36.6	6.0	-149 43	22.4 -5	24.1	3.7 3.3	-15.9 -54.9	0.877 7.1E-3	1.10 8.8E-3	19.3 0.1
2011-04-18.72	MWC349	10.63	1.9	0.783	0.0176 92	37.7	5.5	-68 48	20.5 41	76.7	-9.1 -1.3	-35.6 -78.0	1.10 6.6E-3	1.19 8.6E-3	17.8 0.1
2011-04-18.75	J0230+405	11.24	1.9	0.909	0.0155 93	37.9	5.8	72 69	2.5 41	-91.4	-4.6 2.3	-42.3 -21.9	0.211 4.8E-3	0.219 5.6E-3	17.4 0.4
2011-04-18.80	J0230+405	12.01	1.9	1.278	0.0180 91	37.8	6.9	68 78	2.5 41	-102.6	-7.3 4.4	-42.8 -11.9	0.204 8.6E-3	0.208 7.7E-3	17.2 0.7
# Mon Apr 18 12:09:45 UTC 2011 - Ran_out_of_cryogen 08:01; just_before_J0230_final_scan
#2011-04-18.83	J0230+405	17.74	1.9	0.885	0.0478 61	38.1	3.7	-63 36	2.5 41	68.8	-0.8 2.4	-23.9 -95.2	0.137 0.017	0.0903 9.3E-3	12.1 1.5
#2011-04-18.84	J0230+405	17.80	1.9	0.966	0.0244 73	37.4	3.8	-62 35	2.5 41	68.4	-61.6 -196.7	-85.1 -294.9	1.80 0.087	1.18 0.054	11.5 0.6
2011-04-18.85	J0230+405	17.88	1.9	0.959	0.0167 77	36.9	3.7	-62 34	2.5 41	67.9	1.2 -1.6	-22.8 -100.5	0.235 6.8E-3	0.226 6.5E-3	16.5 0.5
# Mon Apr 18 18:21:44 UTC 2011 - IV curve at 6:20pmUT 
# Mon Apr 18 19:43:08 UTC 2011 - SkyDip IV Curve Default DAC 6000 for 89, 9000 for 90-94
# Mon Apr 18 20:46:37 UTC 2011 - Oops - open/closed shutter during 18.97 SMA
2011-04-18.98	1418+546	21.89	1.9	0.558	0.0183 87	37.4	2.0	46 56	14.3 54	-102.5	-2.5 4.4	-28.5 -75.0	0.209 5.1E-3	0.196 4.8E-3	16.9 0.4
2011-04-18.99	1418+546	21.96	0.9	0.509	0.0175 82	36.8	2.0	45 57	14.3 54	-103.5	-3.4 2.6	-28.9 -75.8	0.218 8.3E-3	0.202 0.011	16.4 0.6
2011-04-18.100	1418+546	21.98	0.8	0.509	0.0169 85	34.1	2.0	45 57	14.3 54	-103.8	-1.2 3.1	-26.5 -75.1	0.215 7.8E-3	0.207 0.010	16.4 0.6
2011-04-18.101	1418+546	22.00	0.8	0.514	0.0170 88	34.3	2.0	45 57	14.3 54	-104.2	-1.4 4.5	-26.6 -73.3	0.214 7.0E-3	0.199 7.5E-3	17.0 0.6
2011-04-18.102	1418+546	22.02	0.8	0.514	0.0177 84	34.2	2.0	45 57	14.3 54	-104.4	-3.7 0.3	-28.8 -77.2	0.191 6.2E-3	0.190 9.5E-3	16.7 0.5
2011-04-18.103	1418+546	22.05	0.8	0.525	0.0176 82	34.3	2.1	45 57	14.3 54	-104.8	0.4 4.0	-24.5 -73.2	0.201 8.3E-3	0.228 9.6E-3	17.5 0.7
2011-04-18.104	1418+546	22.11	0.9	0.542	0.0183 79	37.6	2.1	45 58	14.3 54	-105.8	0.2 4.4	-24.2 -71.8	0.207 8.8E-3	0.196 7.9E-3	16.3 0.7
2011-04-18.105	1418+546	22.13	0.9	0.542	0.0194 76	36.9	2.1	45 58	14.3 54	-106.2	-0.7 3.3	-25.0 -72.6	0.228 9.1E-3	0.223 0.011	16.9 0.7
2011-04-18.106	1418+546	22.16	0.8	0.516	0.0180 80	34.4	2.1	44 58	14.3 54	-106.5	-3.6 3.4	-27.7 -72.2	0.221 6.9E-3	0.214 1.0E-2	16.8 0.5
2011-04-18.107	1418+546	22.18	0.9	0.516	0.0188 88	37.1	2.1	44 58	14.3 54	-106.9	-6.1 2.6	-30.0 -72.7	0.194 6.2E-3	0.172 6.9E-3	16.5 0.5
2011-04-18.108	1418+546	22.20	0.9	0.613	0.0182 81	36.3	2.1	44 59	14.3 54	-107.2	-0.0 6.3	-23.8 -68.7	0.208 8.0E-3	0.191 7.7E-3	15.9 0.6
2011-04-18.109	1418+546	22.26	1.9	0.633	0.0170 88	37.5	2.1	44 59	14.3 54	-108.3	-1.3 3.2	-24.5 -70.7	0.210 5.9E-3	0.192 4.4E-3	15.9 0.4
2011-04-18.110	J1033+609	22.34	1.9	0.555	0.0168 83	37.0	2.1	-22 63	10.6 61	142.9	-0.7 0.1	-9.1 -52.6	0.734 5.2E-3	0.818 7.3E-3	17.9 0.1
2011-04-18.114	1418+546	22.97	1.9	0.467	0.0162 97	36.9	2.6	38 65	14.3 54	-122.1	0.3 3.1	-17.1 -59.6	0.204 4.2E-3	0.205 5.7E-3	17.3 0.4
2011-04-18.115	J1033+609	23.05	1.9	0.562	0.0168 96	36.7	2.6	-29 59	10.6 61	126.8	-0.6 0.7	-11.9 -52.1	0.773 5.1E-3	0.815 6.7E-3	17.8 0.1
2011-04-18.119	1418+546	23.65	1.9	0.511	0.0156 97	37.0	2.3	28 69	14.3 54	-139.7	-0.4 1.6	-12.0 -49.9	0.211 3.9E-3	0.205 3.8E-3	16.9 0.3
2011-04-18.120	J1033+609	23.73	1.9	0.494	0.0172 96	37.2	2.4	-34 55	10.6 61	114.1	0.1 0.7	-15.2 -53.9	0.749 4.6E-3	0.766 6.5E-3	17.5 0.1
2011-04-19.2	1418+546	0.32	1.9	0.738	0.0195 94	36.9	2.1	13 72	14.3 54	-162.4	-2.9 1.3	-10.0 -39.4	0.197 5.8E-3	0.196 5.9E-3	16.9 0.5
2011-04-19.3	J1033+609	0.38	1.9	0.729	0.0215 91	38.0	2.1	-37 51	10.6 61	103.4	1.1 0.1	-18.5 -57.5	0.721 7.7E-3	0.754 9.6E-3	17.6 0.2
2011-04-19.4	J1405+043	0.51	1.8	0.749	0.0153 94	37.0	2.1	180 57	14.1 4	-0.2	-2.4 2.8	-47.0 -47.6	0.0958 4.9E-3	0.0859 4.0E-3	15.6 0.8
2011-04-19.9	J1405+043	1.30	1.9	0.764	0.0150 90	37.2	2.0	-159 55	14.1 4	16.6	-3.2 5.5	-46.5 -41.6	0.108 4.4E-3	0.104 4.3E-3	16.6 0.7
2011-04-19.13	J1405+043	1.87	1.9	1.150	0.0192 90	37.8	2.2	-146 52	14.1 4	26.8	-9.0 6.1	-51.4 -42.3	0.121 7.9E-3	0.129 7.2E-3	17.2 1.1
# Tue Apr 19 02:19:22 UTC 2011 - Closing for rain.  Going to Sleep.  Dominic.
# Tue Apr 19 08:48:19 UTC 2011 - Restarted server: default dac 9000, det bias 8000
# Tue Apr 19 09:05:17 UTC 2011 - Took iv curves op/cl styrofoam: 52_59cl, 55_01&55_55,59_26 open, 01_05 cl 
