# Time[UT]    Date          Tau         TauERR
  11:11:37    2015-02-28    0.4758      0.0743
  11:15:51    2015-02-28    0.3526      0.0566
  11:20:04    2015-02-28    0.3948      0.0683
  11:24:18    2015-02-28    0.3618      0.1137
  11:28:31    2015-02-28    0.3857      0.0621
  11:32:44    2015-02-28    0.5794      0.3211
  11:36:58    2015-02-28    0.4261      0.0302
  11:41:11    2015-02-28    0.3180      0.0970
  11:45:25    2015-02-28    0.4355      0.0727
  11:49:38    2015-02-28    0.4333      0.0519
  11:53:52    2015-02-28    0.3645      0.0940
  11:58:05    2015-02-28    0.3314      0.1205
  12:02:18    2015-02-28    0.5271      0.1087
  12:06:31    2015-02-28    0.3985      0.0434
  12:10:45    2015-02-28    0.3681      0.0969
  12:14:58    2015-02-28    0.3119      0.0499
  12:19:11    2015-02-28    0.4573      0.0480
  12:23:25    2015-02-28    0.4247      0.1417
  12:27:38    2015-02-28    0.3135      0.0609
  12:31:51    2015-02-28    0.2985      0.0601
  12:36:05    2015-02-28    0.0098      0.4986
  12:40:18    2015-02-28    0.3735      0.0936
  12:44:31    2015-02-28    0.5810      0.1265
  12:48:44    2015-02-28    0.2801      0.0959
  12:52:58    2015-02-28    0.3881      0.0415
  12:57:11    2015-02-28    0.4369      0.0776
  13:01:24    2015-02-28    0.2290      0.1627
  13:05:37    2015-02-28    0.4089      0.0318
  13:09:50    2015-02-28    0.3549      0.0286
  13:14:03    2015-02-28    0.1358      0.0785
  13:18:17    2015-02-28    0.3563      0.0772
  13:22:30    2015-02-28    0.3807      0.0444
  13:26:43    2015-02-28    0.4243      0.1381
  13:30:56    2015-02-28    0.3865      0.1867
  13:35:09    2015-02-28    0.4306      0.0573
  13:39:22    2015-02-28    0.2799      0.0187
  13:43:36    2015-02-28    0.3960      0.0745
  13:47:49    2015-02-28    0.2792      0.0788
  13:52:02    2015-02-28    0.5844      0.1369
  13:56:15    2015-02-28    0.2389      0.1150
  14:00:28    2015-02-28    0.3714      0.1035
  14:04:41    2015-02-28    0.4710      0.0875
  14:08:55    2015-02-28    0.3784      0.0573
  14:13:08    2015-02-28    0.3756      0.0534
  14:17:21    2015-02-28    0.3547      0.0816
  14:21:34    2015-02-28    0.3195      0.0988
  14:25:48    2015-02-28    0.5279      0.1952
  14:30:01    2015-02-28    0.2811      0.1049
  14:34:14    2015-02-28    0.4386      0.0288
  14:38:28    2015-02-28    0.5201      0.0802
  14:42:41    2015-02-28    0.4720      0.0150
  14:46:54    2015-02-28    0.3943      0.0428
  14:51:08    2015-02-28    0.4045      0.1119
  14:55:21    2015-02-28    0.3798      0.0478
  14:59:34    2015-02-28    0.4183      0.0590
  15:03:48    2015-02-28    0.3834      0.0258
  15:08:01    2015-02-28    0.3735      0.0111
  15:12:14    2015-02-28    0.4899      0.0365
  15:16:28    2015-02-28    0.5930      0.0589
  15:20:41    2015-02-28    0.4714      0.0297
  15:24:55    2015-02-28    0.4727      0.0266
  15:29:08    2015-02-28    0.4204      0.0255
  15:33:22    2015-02-28    0.4537      0.0353
  15:37:35    2015-02-28    0.4947      0.0423
  15:41:49    2015-02-28    0.3969      0.1309
  15:46:02    2015-02-28    0.3768      0.0299
  15:50:16    2015-02-28    0.3942      0.0206
  15:54:30    2015-02-28    0.3914      0.0128
  15:58:43    2015-02-28    0.3981      0.0170
  16:02:56    2015-02-28    0.3792      0.0208
  16:07:10    2015-02-28    0.4039      0.0215
  16:11:23    2015-02-28    0.4227      0.0321
  16:15:37    2015-02-28    0.4213      0.0112
  16:19:50    2015-02-28    0.4134      0.0419
  16:24:04    2015-02-28    0.4785      0.0149
  16:28:17    2015-02-28    0.4160      0.0244
  16:32:31    2015-02-28    0.4082      0.0137
  16:36:44    2015-02-28    0.4099      0.0178
  16:40:58    2015-02-28    0.4256      0.0211
  16:45:11    2015-02-28    0.4448      0.0278
  16:49:25    2015-02-28    0.3949      0.0194
  16:53:38    2015-02-28    0.4155      0.0070
  16:57:52    2015-02-28    0.3775      0.0234
  17:02:06    2015-02-28    0.4155      0.0089
  17:06:19    2015-02-28    0.3873      0.0094
  17:10:33    2015-02-28    0.3972      0.0223
  17:14:46    2015-02-28    0.4199      0.0099
  17:19:00    2015-02-28    0.3779      0.0125
  17:23:14    2015-02-28    0.3711      0.0100
  17:27:28    2015-02-28    0.3646      0.0135
  17:31:41    2015-02-28    0.3835      0.0107
  17:35:55    2015-02-28    0.3780      0.0143
  17:40:09    2015-02-28    0.3743      0.0197
  17:44:23    2015-02-28    0.4031      0.0098
  17:48:36    2015-02-28    0.3553      0.0189
  17:52:50    2015-02-28    0.3739      0.0247
  17:57:04    2015-02-28    0.3105      0.0936
  18:01:18    2015-02-28    0.3698      0.0081
  18:05:32    2015-02-28    0.3518      0.0147
  18:09:46    2015-02-28    0.3592      0.0173
  18:13:59    2015-02-28    0.3712      0.0129
  18:18:13    2015-02-28    0.3251      0.0418
  18:22:27    2015-02-28    0.3066      0.0303
  18:26:41    2015-02-28    0.3577      0.0320
  18:30:55    2015-02-28    0.3564      0.0121
  18:35:08    2015-02-28    0.3571      0.0070
  18:39:22    2015-02-28    0.3633      0.0119
  18:43:36    2015-02-28    0.2707      0.0347
  18:47:50    2015-02-28    0.3522      0.0154
  18:52:03    2015-02-28    0.3590      0.0508
  18:56:17    2015-02-28    0.3486      0.0116
  19:00:31    2015-02-28    0.3203      0.0282
  19:04:45    2015-02-28    0.3919      0.0188
  19:08:59    2015-02-28    0.3525      0.0133
  19:13:12    2015-02-28    0.3482      0.0135
  19:17:26    2015-02-28    0.3825      0.0093
  19:21:40    2015-02-28    0.3301      0.0114
  19:25:54    2015-02-28    0.3386      0.0098
  19:30:08    2015-02-28    0.3064      0.0122
  19:34:21    2015-02-28    0.3065      0.0132
  19:38:35    2015-02-28    0.3130      0.0157
  19:42:49    2015-02-28    0.4769      0.1160
  19:47:03    2015-02-28    0.3026      0.0247
  19:51:17    2015-02-28    0.2554      0.0678
  19:55:30    2015-02-28    0.0230      0.0980
  19:59:44    2015-02-28    0.2698      0.0253
  20:03:58    2015-02-28    0.2943      0.0212
  20:08:12    2015-02-28    0.2502      0.0353
  20:12:26    2015-02-28    0.2619      0.0688
  20:16:40    2015-02-28    0.2858      0.0202
  20:20:53    2015-02-28    0.2801      0.0358
  20:25:07    2015-02-28    0.3227      0.0139
  20:29:21    2015-02-28    0.3639      0.0830
  20:33:35    2015-02-28    0.3235      0.0266
  20:37:49    2015-02-28    0.2979      0.0167
  20:42:03    2015-02-28    0.2939      0.0165
  20:46:17    2015-02-28    0.2467      0.0253
  20:50:30    2015-02-28    0.2857      0.0204
  20:54:44    2015-02-28    0.3152      0.0359
  20:58:58    2015-02-28    0.3235      0.0144
  21:03:12    2015-02-28    0.3087      0.0252
  21:07:26    2015-02-28    0.3119      0.0180
  21:11:40    2015-02-28    0.3249      0.0323
  21:15:54    2015-02-28    0.3042      0.0246
  21:20:08    2015-02-28    0.3337      0.0235
  21:24:21    2015-02-28    0.2838      0.0200
  21:28:35    2015-02-28    0.2859      0.0136
  21:32:49    2015-02-28    0.3274      0.0195
  21:37:03    2015-02-28    0.2925      0.0131
  21:41:17    2015-02-28    0.2810      0.0139
  21:45:31    2015-02-28    0.2628      0.0169
  21:49:45    2015-02-28    0.2799      0.0356
  21:53:59    2015-02-28    1.1038      0.5067
  21:58:12    2015-02-28    0.2215      0.0548
  22:02:26    2015-02-28    0.2508      0.0123
  22:06:40    2015-02-28    0.2625      0.0122
  22:10:54    2015-02-28    0.2570      0.0135
  22:15:08    2015-02-28    0.2311      0.0141
  22:19:22    2015-02-28    0.2571      0.0234
  22:23:36    2015-02-28    0.2883      0.0487
  22:27:50    2015-02-28    0.3177      0.0128
  22:32:04    2015-02-28    0.2382      0.0142
  22:36:17    2015-02-28    0.2485      0.0142
  22:40:32    2015-02-28    0.2319      0.0139
  22:44:46    2015-02-28    0.2274      0.0175
  22:49:00    2015-02-28    0.2125      0.0239
  22:53:14    2015-02-28    0.1590      0.0202
  22:57:28    2015-02-28    0.1792      0.0346
  23:01:43    2015-02-28    0.2111      0.0248
  23:05:57    2015-02-28    0.1425      0.0158
  23:10:11    2015-02-28    0.1155      0.0156
  23:14:25    2015-02-28    0.0923      0.0166
  23:18:40    2015-02-28    0.1116      0.0201
  23:22:54    2015-02-28    0.1284      0.0128
  23:27:08    2015-02-28    0.1158      0.0168
  23:31:23    2015-02-28    0.1060      0.0197
  23:35:37    2015-02-28    0.1489      0.0329
  23:39:51    2015-02-28    0.1243      0.0243
  23:44:06    2015-02-28    0.1427      0.0181
  23:48:20    2015-02-28    0.0981      0.0499
  23:52:34    2015-02-28    0.0152      0.0650
  23:56:49    2015-02-28    0.2127      0.0161
  00:01:03    2015-03-01    0.1358      0.0308
  00:05:17    2015-03-01    0.1344      0.0170
  00:09:32    2015-03-01    0.1242      0.0174
  00:13:46    2015-03-01    0.1222      0.0197
  00:18:01    2015-03-01    0.1272      0.0237
  00:22:15    2015-03-01    0.1381      0.0257
  00:26:29    2015-03-01    0.1206      0.0177
  00:30:44    2015-03-01    0.1434      0.0410
  00:34:58    2015-03-01    0.1231      0.0255
  00:39:13    2015-03-01    0.1502      0.0142
  00:43:27    2015-03-01    0.1254      0.0139
  00:47:41    2015-03-01    0.1299      0.0191
  00:51:56    2015-03-01    0.1166      0.0240
  00:56:10    2015-03-01    0.1535      0.0291
  01:00:25    2015-03-01    0.1395      0.0218
  01:04:39    2015-03-01    0.1375      0.0250
  01:08:54    2015-03-01    0.1047      0.0167
  01:13:08    2015-03-01    0.1176      0.0268
  01:17:23    2015-03-01    0.1331      0.0197
  01:21:37    2015-03-01    0.1169      0.0276
  01:25:51    2015-03-01    0.1258      0.0229
  01:30:06    2015-03-01    0.1263      0.0284
  01:34:20    2015-03-01    0.1678      0.0222
  01:38:35    2015-03-01    0.1501      0.0192
  01:42:49    2015-03-01    0.1554      0.0202
  01:47:04    2015-03-01    0.1244      0.0178
  01:51:18    2015-03-01    0.1695      0.0323
  01:55:33    2015-03-01    0.1949      0.0157
  01:59:47    2015-03-01    0.1795      0.0323
  02:04:02    2015-03-01    0.1443      0.0437
  02:08:16    2015-03-01    0.1155      0.0311
  02:12:30    2015-03-01    0.1487      0.0310
  02:16:45    2015-03-01    0.2111      0.0298
  02:20:59    2015-03-01    0.1540      0.0223
  02:25:14    2015-03-01    0.1737      0.0205
  02:29:28    2015-03-01    0.1949      0.0227
  02:33:43    2015-03-01    0.1965      0.0279
  02:37:57    2015-03-01    0.2074      0.0632
  02:42:12    2015-03-01    0.1660      0.0325
  02:46:26    2015-03-01    0.1709      0.0223
  02:50:41    2015-03-01    0.1628      0.0286
  02:54:55    2015-03-01    0.1593      0.0276
  02:59:10    2015-03-01    0.1769      0.0260
  03:03:24    2015-03-01    0.1780      0.0248
  03:07:38    2015-03-01    0.1789      0.0201
  03:11:53    2015-03-01    0.1793      0.0274
  03:16:07    2015-03-01    0.1926      0.0268
  03:20:22    2015-03-01    0.1735      0.0236
  03:24:36    2015-03-01    0.2033      0.0302
  03:28:51    2015-03-01    0.2169      0.0250
  03:33:05    2015-03-01    0.2128      0.0223
  03:37:20    2015-03-01    0.2156      0.0218
  03:41:34    2015-03-01    0.2326      0.0349
  03:45:49    2015-03-01    0.2214      0.0146
  03:50:03    2015-03-01    0.2265      0.0156
  03:54:18    2015-03-01    0.1738      0.0343
  03:58:32    2015-03-01    0.2450      0.0261
  04:02:47    2015-03-01    0.2159      0.0157
  04:07:01    2015-03-01    0.1582      0.0749
  04:11:16    2015-03-01    0.2345      0.0321
  04:15:30    2015-03-01    0.3088      0.0534
  04:19:45    2015-03-01    0.2174      0.0189
  04:23:59    2015-03-01    0.2490      0.0282
  04:28:14    2015-03-01    0.3384      0.0448
  04:32:28    2015-03-01    0.2612      0.0128
  04:36:43    2015-03-01    0.2588      0.0099
  04:40:57    2015-03-01    0.2443      0.0156
  04:45:12    2015-03-01    0.2609      0.0136
  04:49:26    2015-03-01    0.2780      0.0157
  04:53:41    2015-03-01    0.2674      0.0165
  04:57:55    2015-03-01    0.2549      0.0204
  05:02:10    2015-03-01    0.3832      0.0672
  05:06:24    2015-03-01    0.2935      0.0272
  05:10:39    2015-03-01    0.3659      0.0181
  05:19:08    2015-03-01    0.5363      0.0983
  05:23:23    2015-03-01    0.3492      0.0138
  05:27:37    2015-03-01    0.3581      0.0181
  05:31:52    2015-03-01    0.3501      0.0136
  05:36:06    2015-03-01    0.3414      0.0159
  05:40:21    2015-03-01    0.3393      0.0099
  05:44:35    2015-03-01    0.3243      0.0115
  05:48:50    2015-03-01    0.3090      0.0112
  05:53:04    2015-03-01    0.3410      0.0152
  05:57:19    2015-03-01    0.3092      0.0096
  06:01:33    2015-03-01    0.2954      0.0166
  06:05:48    2015-03-01    0.3475      0.0972
  06:10:02    2015-03-01    0.2648      0.0117
  06:14:17    2015-03-01    0.2716      0.0212
  06:18:32    2015-03-01    0.2559      0.0191
  06:22:46    2015-03-01    0.2790      0.0265
  06:27:01    2015-03-01    0.2567      0.0154
  06:31:15    2015-03-01    0.2878      0.0220
  06:35:30    2015-03-01    0.2762      0.0207
  06:39:44    2015-03-01    0.2931      0.0227
  06:43:59    2015-03-01    0.2763      0.0252
  06:48:13    2015-03-01    0.2877      0.0201
  06:52:28    2015-03-01    0.2975      0.0304
  06:56:42    2015-03-01    0.2998      0.0231
  07:00:57    2015-03-01    0.2623      0.0230
  07:05:12    2015-03-01    0.2733      0.0254
  07:09:26    2015-03-01    0.2867      0.0230
  07:13:41    2015-03-01    0.3145      0.0335
  07:17:55    2015-03-01    0.3199      0.0318
  07:22:10    2015-03-01    0.3536      0.0311
  07:26:24    2015-03-01    0.3298      0.0302
  07:30:39    2015-03-01    0.3282      0.0341
  07:34:54    2015-03-01    0.3233      0.0182
  07:39:08    2015-03-01    0.3160      0.0274
  07:43:23    2015-03-01    0.2491      0.0402
  07:47:37    2015-03-01    0.2743      0.0250
  07:51:52    2015-03-01    0.2769      0.0286
  07:56:06    2015-03-01    0.2772      0.0243
  08:00:21    2015-03-01    0.2664      0.0261
  08:04:35    2015-03-01    0.2682      0.0232
  08:08:49    2015-03-01    0.2716      0.0213
  08:13:04    2015-03-01    0.3067      0.0514
  08:17:18    2015-03-01    0.2593      0.0200
  08:21:32    2015-03-01    0.2543      0.0156
  08:25:46    2015-03-01    0.2411      0.0149
  08:30:01    2015-03-01    0.2433      0.0170
  08:34:15    2015-03-01    0.2336      0.0132
  08:38:29    2015-03-01    0.2431      0.0102
  08:42:43    2015-03-01    0.2796      0.0159
  08:46:58    2015-03-01    0.2682      0.0304
  08:51:12    2015-03-01    0.3022      0.0214
  08:55:26    2015-03-01    0.3248      0.0172
  08:59:41    2015-03-01    0.3625      0.0208
  09:03:55    2015-03-01    0.3616      0.0288
  09:08:09    2015-03-01    0.3355      0.0215
  09:12:23    2015-03-01    0.3208      0.0241
  09:16:38    2015-03-01    0.2631      0.0527
  09:20:52    2015-03-01    0.3505      0.0119
  09:25:06    2015-03-01    0.3344      0.0117
  09:29:21    2015-03-01    0.2912      0.0130
  09:33:35    2015-03-01    0.3261      0.0255
  09:37:49    2015-03-01    0.2742      0.0143
  09:42:03    2015-03-01    0.2839      0.0341
  09:46:18    2015-03-01    0.2899      0.0225
  09:50:32    2015-03-01    0.2278      0.0521
  09:54:46    2015-03-01    0.2973      0.0342
  09:59:00    2015-03-01    0.3454      0.0360
  10:03:15    2015-03-01    0.3018      0.0187
  10:11:43    2015-03-01    0.2839      0.0204
  10:15:57    2015-03-01    0.2890      0.0279
  10:20:12    2015-03-01    0.3033      0.0156
  10:24:26    2015-03-01    0.3637      0.0365
  10:28:40    2015-03-01    0.3696      0.0200
  10:32:54    2015-03-01    0.3627      0.0358
  10:37:09    2015-03-01    0.3608      0.0321
  10:41:23    2015-03-01    0.2943      0.0181
  10:45:37    2015-03-01    0.3394      0.0256
  10:49:51    2015-03-01    0.5819      0.1348
  10:54:06    2015-03-01    0.3860      0.0386
  10:58:20    2015-03-01    0.3061      0.0605
  11:02:34    2015-03-01    0.4097      0.0427
  11:06:48    2015-03-01    0.3592      0.0261
  11:11:03    2015-03-01    0.2573      0.0530
  11:15:17    2015-03-01    0.3620      0.0372
  11:19:31    2015-03-01    0.0809      0.1243
  11:23:45    2015-03-01    0.3739      0.0464
  11:28:00    2015-03-01    0.3829      0.0153
  11:32:14    2015-03-01    0.2842      0.0302
  11:36:28    2015-03-01    0.4092      0.0923
  11:40:42    2015-03-01    0.4008      0.0129
  11:44:57    2015-03-01    0.4780      0.0706
  11:49:11    2015-03-01    0.4593      0.0265
  11:53:25    2015-03-01    0.5067      0.1629
  11:57:39    2015-03-01    0.4981      0.0423
  12:01:53    2015-03-01    0.5101      0.0236
  12:06:07    2015-03-01    0.6435      0.1028
  12:10:21    2015-03-01    0.4477      0.0854
  12:14:35    2015-03-01    0.5782      0.1886
  12:18:49    2015-03-01    0.5062      0.0598
  12:23:03    2015-03-01    0.4503      0.0278
  12:27:17    2015-03-01    0.4929      0.0338
  12:31:31    2015-03-01    0.5291      0.0264
  12:35:45    2015-03-01    0.5431      0.1679
  12:39:59    2015-03-01    0.4177      0.0704
  12:44:12    2015-03-01    0.5934      0.0520
  12:48:26    2015-03-01    0.4958      0.0348
  12:52:40    2015-03-01    0.5033      0.0435
  12:56:54    2015-03-01    0.5014      0.0813
  13:01:07    2015-03-01    0.5428      0.0190
  13:05:21    2015-03-01    0.4884      0.0201
  13:09:35    2015-03-01    0.5115      0.0385
  13:13:49    2015-03-01    0.4401      0.0971
  13:18:02    2015-03-01    0.4674      0.0590
  13:22:16    2015-03-01    0.7374      0.3771
  13:26:30    2015-03-01    0.4349      0.0852
  13:30:43    2015-03-01    0.5101      0.0383
  13:34:57    2015-03-01    0.3995      0.0631
  13:39:11    2015-03-01    0.4669      0.0342
  13:43:24    2015-03-01    0.4918      0.0188
  13:47:38    2015-03-01    0.4966      0.0169
  13:51:51    2015-03-01    0.5090      0.0178
  13:56:05    2015-03-01    0.4858      0.0152
  14:00:19    2015-03-01    0.6372      0.1541
  14:04:32    2015-03-01    0.4745      0.0361
  14:08:46    2015-03-01    0.5058      0.0546
  14:12:59    2015-03-01    0.4530      0.0669
  14:17:13    2015-03-01    0.4216      0.0770
  14:21:26    2015-03-01    0.5706      0.0588
  14:29:53    2015-03-01    0.5960      0.0651
  14:34:07    2015-03-01    0.5276      0.0570
  14:38:20    2015-03-01    0.5245      0.0260
  14:42:34    2015-03-01    0.5902      0.0332
  14:46:47    2015-03-01    0.5995      0.0183
  14:51:00    2015-03-01    0.5853      0.0360
  14:55:14    2015-03-01    0.5648      0.0205
  14:59:27    2015-03-01    0.6113      0.0165
  15:03:40    2015-03-01    0.5658      0.0319
  15:07:54    2015-03-01    0.5886      0.1622
  15:12:07    2015-03-01    0.5501      0.0422
  15:16:20    2015-03-01    0.5977      0.0952
  15:20:33    2015-03-01    0.5691      0.0191
  15:24:47    2015-03-01    0.6383      0.0449
  15:29:00    2015-03-01    0.4958      0.0288
  15:33:13    2015-03-01    0.6284      0.0759
  15:37:26    2015-03-01    0.4515      0.0761
  15:41:39    2015-03-01    0.6121      0.0750
  15:45:53    2015-03-01    0.5556      0.0200
  15:50:06    2015-03-01    0.6486      0.0294
  15:54:19    2015-03-01    0.5750      0.0233
  15:58:33    2015-03-01    0.5911      0.0352
  16:06:59    2015-03-01    0.7472      0.0463
  16:11:12    2015-03-01    0.5995      0.0174
  16:15:26    2015-03-01    0.6140      0.0195
  16:19:39    2015-03-01    0.6202      0.0237
  16:23:52    2015-03-01    0.5590      0.1024
  16:28:06    2015-03-01    0.5517      0.0261
  16:32:19    2015-03-01    0.9240      0.2348
  16:36:32    2015-03-01    0.5579      0.0110
  16:40:46    2015-03-01    0.5670      0.0130
  16:44:59    2015-03-01    0.5745      0.0294
  16:49:12    2015-03-01    0.5719      0.0161
  16:53:26    2015-03-01    0.5739      0.0135
  16:57:39    2015-03-01    0.5620      0.0127
  17:01:52    2015-03-01    0.5641      0.0081
  17:06:06    2015-03-01    0.5675      0.0115
  17:14:33    2015-03-01    0.5650      0.0106
  17:18:47    2015-03-01    0.5659      0.0431
  17:23:00    2015-03-01    0.5847      0.1404
  17:27:14    2015-03-01    0.5417      0.0395
  17:31:27    2015-03-01    0.5387      0.0151
  17:35:41    2015-03-01    0.5502      0.0163
  17:39:55    2015-03-01    0.5402      0.0138
  17:44:08    2015-03-01    0.5213      0.0158
  17:48:22    2015-03-01    0.5458      0.0109
  17:52:36    2015-03-01    0.5585      0.0095
  17:56:49    2015-03-01    0.5613      0.0142
  18:01:03    2015-03-01    0.5459      0.0123
  18:05:17    2015-03-01    0.5312      0.0182
  18:09:30    2015-03-01    0.5465      0.0213
  18:13:44    2015-03-01    0.5577      0.0081
  18:17:58    2015-03-01    0.5378      0.0148
  18:22:12    2015-03-01    0.5344      0.0150
  18:26:26    2015-03-01    0.5556      0.0126
  18:30:39    2015-03-01    0.5364      0.0221
  18:34:53    2015-03-01    0.5421      0.0111
  18:39:07    2015-03-01    0.5429      0.0182
  18:43:21    2015-03-01    0.5662      0.0212
  18:47:35    2015-03-01    0.5403      0.0211
  18:51:49    2015-03-01    0.5180      0.0148
  18:56:03    2015-03-01    0.5464      0.0453
  19:00:17    2015-03-01    0.5001      0.0086
  19:04:31    2015-03-01    0.5216      0.0097
  19:08:45    2015-03-01    0.5534      0.0144
  19:12:59    2015-03-01    0.5336      0.0131
  19:17:14    2015-03-01    0.5392      0.0079
  19:21:28    2015-03-01    0.5180      0.0220
  19:25:42    2015-03-01    0.5434      0.0331
  19:29:56    2015-03-01    0.5339      0.0148
  19:34:10    2015-03-01    0.5296      0.0091
  19:38:24    2015-03-01    0.5121      0.0222
  19:42:38    2015-03-01    0.5244      0.0249
  19:46:52    2015-03-01    0.5370      0.0190
  19:51:07    2015-03-01    0.5478      0.0163
  19:55:21    2015-03-01    0.6018      0.0272
  19:59:35    2015-03-01    0.8734      0.2244
  20:03:49    2015-03-01    0.6003      0.0626
  20:08:03    2015-03-01    0.5849      0.0386
  20:12:17    2015-03-01    0.5076      0.0207
  20:16:32    2015-03-01    0.4648      0.0393
  20:20:46    2015-03-01    0.5519      0.0334
  20:25:00    2015-03-01    0.5591      0.0233
  20:29:14    2015-03-01    0.5485      0.0101
  20:33:28    2015-03-01    0.5671      0.0148
  20:37:43    2015-03-01    0.5860      0.0164
  20:41:57    2015-03-01    0.5859      0.0135
  20:46:11    2015-03-01    0.5492      0.0206
  20:50:25    2015-03-01    0.5315      0.0152
  20:54:39    2015-03-01    0.5379      0.0152
  20:58:54    2015-03-01    0.5150      0.0153
  21:03:08    2015-03-01    0.5082      0.0120
  21:07:22    2015-03-01    0.4748      0.0133
  21:11:36    2015-03-01    0.4812      0.0111
  21:15:51    2015-03-01    0.4819      0.0095
  21:20:05    2015-03-01    0.4664      0.0121
  21:24:19    2015-03-01    0.4696      0.0088
  21:28:33    2015-03-01    0.4785      0.0114
  21:32:48    2015-03-01    0.4512      0.0122
  21:37:02    2015-03-01    0.4405      0.0083
  21:41:16    2015-03-01    0.4280      0.0094
  21:45:30    2015-03-01    0.4627      0.2561
  21:49:45    2015-03-01    0.4229      0.0227
  21:53:59    2015-03-01    0.4433      0.0336
  21:58:13    2015-03-01    0.4287      0.0146
  22:02:27    2015-03-01    0.4207      0.0091
  22:06:42    2015-03-01    0.4267      0.0120
  22:10:56    2015-03-01    0.4433      0.0121
  22:15:10    2015-03-01    0.4359      0.0147
  22:19:25    2015-03-01    0.4273      0.0165
  22:23:39    2015-03-01    0.4190      0.0409
  22:27:53    2015-03-01    0.4392      0.0154
  22:32:07    2015-03-01    0.4481      0.0148
  22:36:22    2015-03-01    0.4530      0.0313
  22:40:36    2015-03-01    0.4559      0.0145
  22:44:50    2015-03-01    0.4653      0.0135
  22:49:05    2015-03-01    0.4901      0.0223
  22:53:19    2015-03-01    0.4614      0.0106
  22:57:33    2015-03-01    0.4378      0.0212
  23:01:47    2015-03-01    0.4420      0.0131
  23:06:02    2015-03-01    0.4481      0.0383
  23:10:16    2015-03-01    0.4519      0.0114
  23:14:30    2015-03-01    0.4953      0.0240
  23:18:45    2015-03-01    0.4506      0.0104
  23:22:59    2015-03-01    0.4693      0.0135
  23:27:13    2015-03-01    0.4903      0.0255
  23:31:28    2015-03-01    0.4952      0.1213
  23:35:42    2015-03-01    0.4559      0.0071
  23:39:56    2015-03-01    0.4566      0.0238
  23:44:11    2015-03-01    0.4793      0.0109
  23:48:25    2015-03-01    0.4627      0.0087
  23:52:39    2015-03-01    0.4886      0.0088
  23:56:53    2015-03-01    0.4854      0.0091
  00:01:08    2015-03-02    0.4710      0.0096
  00:05:22    2015-03-02    0.4597      0.0072
  00:09:36    2015-03-02    0.4732      0.0101
  00:13:51    2015-03-02    0.4855      0.0090
  00:18:05    2015-03-02    0.4988      0.0136
  00:22:19    2015-03-02    0.4882      0.0115
  00:26:34    2015-03-02    0.4769      0.0176
  00:30:48    2015-03-02    0.4808      0.0162
  00:35:02    2015-03-02    0.4552      0.0182
  00:39:17    2015-03-02    0.4703      0.0134
  00:43:31    2015-03-02    0.4687      0.0175
  00:47:46    2015-03-02    0.4714      0.0146
  00:52:00    2015-03-02    0.4675      0.0101
  00:56:14    2015-03-02    0.4712      0.0109
  01:00:29    2015-03-02    0.4593      0.0227
  01:04:43    2015-03-02    0.4918      0.0159
  01:08:57    2015-03-02    0.4744      0.0075
  01:13:12    2015-03-02    0.4756      0.0107
  01:17:26    2015-03-02    0.4667      0.0097
  01:21:40    2015-03-02    0.4632      0.0193
  01:25:55    2015-03-02    0.4993      0.0167
  01:30:09    2015-03-02    0.4502      0.0145
  01:34:23    2015-03-02    0.4726      0.0089
  01:38:38    2015-03-02    0.4302      0.0173
  01:42:52    2015-03-02    0.4628      0.0187
  01:47:07    2015-03-02    0.4788      0.0191
  01:55:35    2015-03-02    0.4809      0.0226
  01:59:50    2015-03-02    0.4983      0.0347
  02:04:04    2015-03-02    0.4936      0.0352
  02:08:19    2015-03-02    0.4867      0.0112
  02:12:33    2015-03-02    0.4699      0.0216
  02:16:47    2015-03-02    0.4814      0.0206
  02:21:02    2015-03-02    0.4810      0.0193
  02:25:16    2015-03-02    0.4758      0.0138
  02:29:30    2015-03-02    0.4837      0.0105
  02:33:45    2015-03-02    0.4918      0.0144
  02:37:59    2015-03-02    0.4838      0.0204
  02:42:14    2015-03-02    0.5059      0.0136
  02:46:28    2015-03-02    0.4667      0.0181
  02:50:42    2015-03-02    0.4975      0.0107
  02:54:57    2015-03-02    0.4932      0.0171
  02:59:11    2015-03-02    0.4832      0.0095
  03:03:26    2015-03-02    0.4754      0.0107
  03:07:40    2015-03-02    0.4830      0.0106
  03:11:55    2015-03-02    0.4904      0.0118
  03:16:09    2015-03-02    0.4928      0.0134
  03:20:23    2015-03-02    0.4229      0.0254
  03:24:38    2015-03-02    0.5017      0.0308
  03:28:52    2015-03-02    0.4962      0.0081
  03:33:07    2015-03-02    0.4870      0.0054
  03:37:21    2015-03-02    0.5020      0.0121
  03:41:35    2015-03-02    0.4966      0.0101
  03:45:50    2015-03-02    0.4994      0.0126
  03:50:04    2015-03-02    0.5015      0.0098
  03:54:19    2015-03-02    0.4156      0.2288
  03:58:33    2015-03-02    0.4741      0.0082
  04:02:48    2015-03-02    0.4913      0.0125
  04:07:02    2015-03-02    0.4835      0.0087
  04:11:16    2015-03-02    0.5050      0.0123
  04:15:31    2015-03-02    0.5054      0.0141
  04:19:45    2015-03-02    0.4982      0.0110
  04:24:00    2015-03-02    0.4941      0.0111
  04:28:14    2015-03-02    0.5072      0.0115
  04:32:29    2015-03-02    0.4999      0.0142
  04:36:43    2015-03-02    0.4856      0.0090
