# Time[UT]    Date          Tau         TauERR
  11:56:53    2015-02-24    0.0022      0.8826
  12:09:32    2015-02-24    0.0004      3.8731
  12:13:45    2015-02-24    0.0004      0.9198
  12:17:58    2015-02-24    0.0002      2.5600
  12:22:12    2015-02-24    0.0015      0.2444
  12:30:39    2015-02-24    0.0007      0.5653
  12:34:52    2015-02-24    0.0029      0.4619
  12:55:58    2015-02-24    0.0274      0.0430
  13:00:12    2015-02-24    0.2479      0.0335
  13:04:25    2015-02-24    0.2114      0.0183
  13:08:39    2015-02-24    0.1608      0.0898
  13:12:52    2015-02-24    0.2249      0.0680
  13:17:05    2015-02-24    0.1989      0.0764
  13:21:19    2015-02-24    0.2067      0.0318
  13:25:32    2015-02-24    0.2232      0.0720
  13:33:59    2015-02-24    0.1751      0.0662
  13:38:12    2015-02-24    0.5011      0.2206
  13:42:25    2015-02-24    0.1546      0.0334
  13:46:39    2015-02-24    0.1965      0.0219
  13:50:52    2015-02-24    0.1841      0.0140
  13:55:06    2015-02-24    0.2191      0.0752
  13:59:19    2015-02-24    0.2177      0.0341
  14:03:32    2015-02-24    0.1514      0.0316
  14:07:46    2015-02-24    0.1539      0.0521
  14:11:59    2015-02-24    0.2091      0.0556
  14:16:13    2015-02-24    0.1404      0.0661
  14:20:26    2015-02-24    0.2270      0.1404
  14:24:39    2015-02-24    0.1874      0.1305
  14:28:53    2015-02-24    0.2364      0.0896
  14:33:06    2015-02-24    0.1779      0.2581
  14:37:20    2015-02-24    0.2186      0.0438
  14:41:33    2015-02-24    0.2658      0.0207
  14:45:46    2015-02-24    0.1701      0.0290
  14:50:00    2015-02-24    0.1626      0.0279
  14:54:13    2015-02-24    0.2141      0.0193
  14:58:26    2015-02-24    0.1899      0.0184
  15:02:40    2015-02-24    0.2142      0.0309
  15:06:53    2015-02-24    0.2306      0.0204
  15:11:06    2015-02-24    0.2201      0.0269
  15:15:20    2015-02-24    0.2428      0.0238
  15:19:33    2015-02-24    0.2023      0.0235
  15:23:47    2015-02-24    0.1433      0.0406
  15:28:00    2015-02-24    0.2747      0.0692
  15:32:14    2015-02-24    0.3214      0.1225
  15:36:27    2015-02-24    0.2369      0.0164
  15:40:40    2015-02-24    0.2133      0.0204
  15:44:54    2015-02-24    0.2075      0.0186
  15:49:07    2015-02-24    0.2341      0.0175
  15:53:21    2015-02-24    0.2247      0.0211
  15:57:34    2015-02-24    0.2510      0.0313
  16:01:47    2015-02-24    0.2760      0.0233
  16:06:01    2015-02-24    0.2399      0.0239
  16:10:14    2015-02-24    0.2277      0.0150
  16:14:27    2015-02-24    0.2365      0.0239
  16:18:41    2015-02-24    0.2215      0.0084
  16:22:54    2015-02-24    0.2369      0.0215
  16:27:08    2015-02-24    0.2248      0.0130
  16:31:21    2015-02-24    0.2285      0.0244
  16:35:34    2015-02-24    0.2289      0.0195
  16:39:48    2015-02-24    0.2283      0.0146
  16:44:01    2015-02-24    0.2443      0.0210
  16:48:15    2015-02-24    0.2298      0.0180
  16:52:29    2015-02-24    0.2212      0.0258
  16:56:42    2015-02-24    0.2711      0.0324
  17:00:56    2015-02-24    0.2509      0.0196
  17:05:09    2015-02-24    0.2315      0.0133
  17:09:23    2015-02-24    0.2304      0.0201
  17:13:37    2015-02-24    0.2844      0.0304
  17:17:51    2015-02-24    0.2219      0.0182
  17:22:04    2015-02-24    0.2519      0.0228
  17:26:18    2015-02-24    0.2323      0.0193
  17:30:32    2015-02-24    0.2497      0.0347
  17:34:45    2015-02-24    0.2305      0.0180
  17:38:59    2015-02-24    0.2428      0.0327
  17:43:12    2015-02-24    0.2308      0.0203
  17:47:26    2015-02-24    0.1856      0.0119
  17:51:39    2015-02-24    0.2002      0.0122
  17:55:53    2015-02-24    0.2396      0.0121
  18:00:06    2015-02-24    0.2646      0.0218
  18:04:20    2015-02-24    0.2378      0.0135
  18:08:34    2015-02-24    0.2546      0.0165
  18:12:47    2015-02-24    0.2395      0.0145
  18:17:01    2015-02-24    0.2536      0.0161
  18:21:14    2015-02-24    0.2445      0.0156
  18:25:28    2015-02-24    0.2331      0.0114
  18:29:42    2015-02-24    0.2553      0.0204
  18:33:55    2015-02-24    0.2513      0.0162
  18:38:09    2015-02-24    0.2386      0.0148
  18:42:22    2015-02-24    0.2675      0.0130
  18:46:36    2015-02-24    0.2415      0.0144
  18:50:50    2015-02-24    0.2267      0.0149
  18:55:03    2015-02-24    0.2373      0.0099
  18:59:17    2015-02-24    0.2410      0.0160
  19:03:31    2015-02-24    0.2366      0.0099
  19:07:45    2015-02-24    0.2565      0.0158
  19:11:58    2015-02-24    0.2630      0.0207
  19:20:26    2015-02-24    0.4734      0.1162
  19:24:40    2015-02-24    0.4358      0.0810
  19:28:53    2015-02-24    0.1312      0.0624
  19:33:07    2015-02-24    0.3045      0.1224
  19:37:21    2015-02-24    0.5859      0.1049
  19:41:35    2015-02-24    0.4090      0.0481
  19:45:48    2015-02-24    0.2788      0.1026
  19:50:02    2015-02-24    0.4327      0.0775
  19:54:16    2015-02-24    0.7760      0.1105
  19:58:30    2015-02-24    0.2368      0.0472
  20:02:44    2015-02-24    0.0618      0.0728
  20:06:58    2015-02-24    0.1292      0.0194
  20:11:12    2015-02-24    0.2707      0.0307
  20:15:25    2015-02-24    0.2511      0.0437
  20:19:39    2015-02-24    0.1938      0.0400
  20:23:53    2015-02-24    0.2353      0.0165
  20:28:07    2015-02-24    0.1585      0.0277
  20:36:35    2015-02-24    0.3650      0.0281
  20:40:49    2015-02-24    0.2792      0.0497
  20:45:02    2015-02-24    0.0157      0.1633
  20:49:16    2015-02-24    0.1255      0.0903
  20:53:30    2015-02-24    0.6550      0.1020
  20:57:44    2015-02-24    0.3419      0.0962
  21:01:58    2015-02-24    0.3811      0.0395
  21:06:11    2015-02-24    0.3873      0.0526
  21:10:25    2015-02-24    0.2569      0.0097
  21:14:39    2015-02-24    0.2667      0.0125
  21:18:53    2015-02-24    0.2680      0.0194
  21:23:07    2015-02-24    0.2744      0.0122
  21:27:21    2015-02-24    0.2666      0.0116
  21:31:35    2015-02-24    0.2623      0.0171
  21:35:49    2015-02-24    0.2402      0.0215
  21:40:03    2015-02-24    0.0013      0.1799
  21:44:17    2015-02-24    0.2019      0.0781
  21:48:30    2015-02-24    0.1080      0.1073
  21:52:44    2015-02-24    0.0408      0.1598
  21:56:58    2015-02-24    0.0146      0.1159
  22:01:12    2015-02-24    0.8010      0.1311
  22:05:26    2015-02-24    0.6438      0.2165
  22:09:40    2015-02-24    0.1944      0.0487
  22:13:54    2015-02-24    0.0030      0.1391
  22:18:08    2015-02-24    0.6442      0.1372
  22:22:22    2015-02-24    0.2407      0.2663
  22:26:36    2015-02-24    0.4306      0.0653
  22:30:50    2015-02-24    0.5912      0.1092
  22:35:04    2015-02-24    0.8650      0.1295
  22:39:18    2015-02-24    1.2611      0.1046
  22:43:32    2015-02-24    0.8894      0.2527
  22:47:46    2015-02-24    0.1611      0.1722
  22:52:00    2015-02-24    0.1439      0.1160
  22:56:14    2015-02-24    0.4276      0.1096
  23:00:28    2015-02-24    0.3520      0.0831
  23:04:42    2015-02-24    0.0327      0.1108
  23:08:56    2015-02-24    1.1244      0.1706
  23:13:10    2015-02-24    0.1229      0.0584
  23:17:24    2015-02-24    0.4787      0.0335
  23:21:38    2015-02-24    0.6902      0.1071
  23:25:52    2015-02-24    0.2323      0.1824
  23:30:06    2015-02-24    0.4869      0.0831
  23:34:20    2015-02-24    1.2326      0.1973
  23:38:34    2015-02-24    0.7172      0.1293
  23:42:48    2015-02-24    0.7232      0.2454
  23:47:02    2015-02-24    0.2716      0.0520
  23:51:16    2015-02-24    0.2433      0.0779
  23:55:30    2015-02-24    0.5595      0.2779
  23:59:44    2015-02-24    0.4594      0.1423
  00:03:58    2015-02-25    0.5623      0.0573
  00:08:12    2015-02-25    0.4156      0.1909
  00:12:26    2015-02-25    0.3140      0.0868
  00:16:40    2015-02-25    1.1125      0.1394
  00:20:54    2015-02-25    0.5782      0.1100
  00:25:08    2015-02-25    0.3250      0.3023
  00:29:22    2015-02-25    0.6789      0.1008
  00:33:36    2015-02-25    0.2538      0.1159
  00:37:50    2015-02-25    0.1687      0.0836
  00:42:04    2015-02-25    0.7083      0.1499
  00:46:18    2015-02-25    1.3095      0.4135
  00:50:32    2015-02-25    0.1664      0.1402
  00:54:46    2015-02-25    0.6736      0.1309
  00:59:01    2015-02-25    0.6823      0.1053
  01:03:15    2015-02-25    0.8094      0.3568
  01:07:29    2015-02-25    0.5011      0.0884
  01:11:43    2015-02-25    0.2161      0.0278
  01:15:57    2015-02-25    0.5124      0.1065
  01:20:11    2015-02-25    0.2928      0.1294
  01:24:25    2015-02-25    0.0775      0.0694
  01:28:39    2015-02-25    0.2574      0.0580
  01:32:53    2015-02-25    0.3660      0.0336
  01:37:08    2015-02-25    0.1446      0.0202
  01:41:22    2015-02-25    0.1786      0.0661
  01:45:36    2015-02-25    0.1889      0.1093
  01:49:50    2015-02-25    0.1675      0.0168
  01:54:04    2015-02-25    0.1917      0.0475
  01:58:18    2015-02-25    0.4320      0.1145
  02:02:32    2015-02-25    0.3254      0.0548
  02:06:46    2015-02-25    0.7924      0.0660
  02:11:00    2015-02-25    1.3623      0.3646
  02:15:15    2015-02-25    1.2713      0.1819
  02:19:29    2015-02-25    0.6240      0.2366
  02:23:43    2015-02-25    0.8990      0.1338
  02:27:57    2015-02-25    0.6852      0.1305
  02:32:11    2015-02-25    0.3680      0.1002
  02:36:25    2015-02-25    0.2162      0.0345
  02:40:39    2015-02-25    0.6724      0.2029
  02:44:54    2015-02-25    0.1220      0.0324
  02:49:08    2015-02-25    0.1355      0.0136
  02:53:22    2015-02-25    0.2877      0.0375
  02:57:36    2015-02-25    0.1897      0.0145
  03:01:50    2015-02-25    0.1582      0.0282
  03:06:04    2015-02-25    0.1726      0.0209
  03:10:19    2015-02-25    0.2310      0.0119
  03:14:33    2015-02-25    0.1157      0.0470
  03:18:47    2015-02-25    0.1939      0.0154
  03:23:01    2015-02-25    0.1815      0.0168
  03:31:29    2015-02-25    0.1871      0.0199
  03:35:43    2015-02-25    0.1270      0.0188
  03:39:58    2015-02-25    0.1459      0.0138
  03:44:12    2015-02-25    0.2077      0.0372
  03:48:26    2015-02-25    0.1124      0.0136
  03:52:40    2015-02-25    0.1583      0.0192
  03:56:54    2015-02-25    0.2041      0.0248
  04:01:08    2015-02-25    0.1243      0.0193
  04:05:23    2015-02-25    0.1544      0.0141
  04:09:37    2015-02-25    0.1816      0.0265
  04:13:51    2015-02-25    0.1091      0.0171
  04:18:05    2015-02-25    0.1871      0.0257
  04:22:19    2015-02-25    0.2461      0.0180
  04:26:33    2015-02-25    0.2118      0.0346
  04:30:48    2015-02-25    0.1830      0.0263
  04:35:02    2015-02-25    0.1928      0.0232
  04:39:16    2015-02-25    0.1689      0.0202
  04:43:30    2015-02-25    0.1298      0.0254
  04:47:44    2015-02-25    0.1757      0.0213
  04:51:58    2015-02-25    0.1865      0.0332
  04:56:12    2015-02-25    0.1790      0.0206
  05:00:27    2015-02-25    0.1615      0.0227
  05:04:41    2015-02-25    0.1163      0.0330
  05:08:55    2015-02-25    0.2008      0.0165
  05:13:09    2015-02-25    0.1462      0.0216
  05:17:23    2015-02-25    0.1393      0.0116
  05:21:37    2015-02-25    0.1637      0.0163
  05:25:51    2015-02-25    0.1390      0.0119
  05:30:06    2015-02-25    0.1373      0.0154
  05:34:20    2015-02-25    0.1921      0.0257
  05:38:34    2015-02-25    0.1440      0.0117
  05:42:48    2015-02-25    0.1409      0.0173
  05:47:03    2015-02-25    0.1705      0.0255
  05:51:17    2015-02-25    0.1749      0.0233
  05:55:31    2015-02-25    0.1819      0.0232
  05:59:45    2015-02-25    0.1571      0.0147
  06:03:59    2015-02-25    0.1518      0.0139
  06:08:14    2015-02-25    0.1404      0.0118
  06:12:28    2015-02-25    0.1358      0.0143
  06:16:42    2015-02-25    0.1762      0.0246
  06:20:56    2015-02-25    0.1573      0.0115
  06:25:11    2015-02-25    0.1411      0.0157
  06:29:25    2015-02-25    0.1334      0.0156
  06:33:39    2015-02-25    0.1530      0.0220
  06:37:53    2015-02-25    0.1252      0.0260
  06:42:07    2015-02-25    0.1329      0.0183
  06:46:22    2015-02-25    0.1471      0.0131
  06:50:36    2015-02-25    0.1407      0.0173
  06:54:50    2015-02-25    0.1390      0.0190
  06:59:04    2015-02-25    0.1375      0.0210
  07:03:18    2015-02-25    0.1434      0.0191
  07:07:33    2015-02-25    0.1781      0.0306
  07:11:47    2015-02-25    0.1490      0.0151
  07:16:01    2015-02-25    0.1535      0.0205
  07:20:15    2015-02-25    0.1546      0.0256
  07:24:29    2015-02-25    0.0485      0.0680
  07:28:43    2015-02-25    0.1632      0.0157
  07:32:57    2015-02-25    0.1550      0.0140
  07:37:11    2015-02-25    0.1587      0.0154
  07:41:26    2015-02-25    0.1612      0.0221
  07:45:40    2015-02-25    0.1672      0.0287
  07:49:54    2015-02-25    0.1369      0.0181
  07:54:08    2015-02-25    0.1645      0.0218
  07:58:22    2015-02-25    0.1810      0.0176
  08:02:36    2015-02-25    0.1733      0.0156
  08:06:50    2015-02-25    0.1776      0.0175
  08:11:04    2015-02-25    0.1691      0.0197
  08:15:18    2015-02-25    0.2029      0.0149
  08:19:32    2015-02-25    0.1724      0.0236
  08:23:46    2015-02-25    0.1554      0.0250
  08:28:01    2015-02-25    0.1752      0.0187
  08:32:15    2015-02-25    0.1861      0.0266
  08:36:29    2015-02-25    0.1933      0.0208
  08:40:43    2015-02-25    0.1759      0.0289
  08:44:57    2015-02-25    0.2079      0.0212
  08:49:11    2015-02-25    0.2003      0.0196
  08:53:25    2015-02-25    0.1935      0.0208
  08:57:39    2015-02-25    0.2240      0.0309
  09:06:07    2015-02-25    0.1933      0.0177
  09:10:21    2015-02-25    0.2083      0.0165
  09:14:35    2015-02-25    0.2380      0.0446
  09:18:49    2015-02-25    0.2279      0.0246
  09:23:03    2015-02-25    0.2108      0.0128
  09:27:17    2015-02-25    0.2251      0.0192
  09:31:31    2015-02-25    0.2234      0.0267
  09:35:45    2015-02-25    0.2406      0.0211
  09:39:59    2015-02-25    0.2871      0.0273
  09:44:13    2015-02-25    0.2439      0.0278
  09:48:27    2015-02-25    0.2728      0.0262
  09:52:40    2015-02-25    0.2813      0.0215
  09:56:54    2015-02-25    0.2639      0.0219
  10:01:08    2015-02-25    0.2580      0.0219
  10:05:22    2015-02-25    0.3014      0.0231
  10:09:36    2015-02-25    0.2480      0.0158
  10:13:50    2015-02-25    0.2972      0.0225
  10:18:03    2015-02-25    0.2677      0.0220
  10:22:17    2015-02-25    0.1149      0.0621
  10:26:31    2015-02-25    0.2952      0.0190
  10:30:45    2015-02-25    0.2660      0.0462
  10:34:59    2015-02-25    0.3735      0.0795
  10:39:12    2015-02-25    0.2919      0.0117
  10:43:26    2015-02-25    0.3248      0.0264
  10:47:40    2015-02-25    0.3900      0.0599
  10:51:53    2015-02-25    0.3407      0.0192
  10:56:07    2015-02-25    0.2999      0.0204
  11:00:21    2015-02-25    0.3418      0.0170
  11:04:34    2015-02-25    0.2989      0.0259
  11:08:48    2015-02-25    0.3798      0.0227
  11:13:02    2015-02-25    0.3426      0.0168
  11:17:15    2015-02-25    0.3360      0.0133
  11:21:29    2015-02-25    0.3395      0.0231
  11:25:43    2015-02-25    0.2711      0.0326
  11:29:57    2015-02-25    0.3948      0.0585
  11:38:24    2015-02-25    0.3337      0.0505
  11:42:38    2015-02-25    0.3940      0.0289
  11:46:52    2015-02-25    0.3859      0.0640
  11:51:05    2015-02-25    0.3558      0.0459
  11:55:19    2015-02-25    0.2448      0.1030
  11:59:32    2015-02-25    0.3216      0.0618
  12:03:46    2015-02-25    0.2140      0.0731
  12:08:00    2015-02-25    0.4222      0.0434
  12:12:13    2015-02-25    0.4170      0.0591
  12:16:27    2015-02-25    0.4602      0.0475
  12:20:40    2015-02-25    0.4205      0.0672
  12:24:54    2015-02-25    0.3602      0.0391
  12:29:08    2015-02-25    0.3315      0.1221
  12:33:21    2015-02-25    0.2791      0.1016
  12:37:35    2015-02-25    0.3349      0.0249
  12:41:48    2015-02-25    0.4148      0.0304
  12:46:02    2015-02-25    0.3314      0.0577
  12:50:16    2015-02-25    0.4751      0.0890
  12:54:29    2015-02-25    0.3620      0.0728
  12:58:43    2015-02-25    0.5400      0.2250
  13:02:56    2015-02-25    0.2984      0.0327
  13:07:10    2015-02-25    0.3234      0.1837
  13:11:24    2015-02-25    0.4069      0.0264
  13:15:37    2015-02-25    0.3751      0.0477
  13:19:51    2015-02-25    0.3114      0.0946
  13:24:05    2015-02-25    0.3433      0.0414
  13:28:18    2015-02-25    0.4006      0.0183
  13:32:32    2015-02-25    0.4043      0.0363
  13:36:45    2015-02-25    0.4445      0.0675
  13:40:59    2015-02-25    0.4049      0.0177
  13:45:12    2015-02-25    0.3947      0.0330
  13:49:26    2015-02-25    0.4159      0.0467
  13:53:40    2015-02-25    0.4969      0.1264
  13:57:53    2015-02-25    0.4502      0.0264
  14:02:07    2015-02-25    0.4832      0.0218
  14:06:20    2015-02-25    0.4468      0.0652
  14:10:34    2015-02-25    0.3602      0.2167
  14:14:47    2015-02-25    0.3456      0.0410
  14:19:01    2015-02-25    0.5152      0.1077
  14:23:15    2015-02-25    0.4473      0.1032
  14:27:28    2015-02-25    0.4132      0.0427
  14:35:56    2015-02-25    0.4473      0.0177
  14:40:09    2015-02-25    0.4182      0.0918
  14:44:23    2015-02-25    0.4872      0.0167
  14:48:37    2015-02-25    0.4463      0.0435
  14:52:50    2015-02-25    0.4567      0.0190
  14:57:04    2015-02-25    0.4854      0.0218
  15:01:18    2015-02-25    0.3410      0.0171
  15:05:31    2015-02-25    0.5171      0.2077
  15:09:45    2015-02-25    0.4484      0.0153
  15:13:59    2015-02-25    0.4654      0.0203
  15:18:12    2015-02-25    0.4698      0.0156
  15:22:26    2015-02-25    0.4335      0.0405
  15:26:40    2015-02-25    0.6072      0.0454
  15:30:53    2015-02-25    0.4417      0.0121
  15:35:07    2015-02-25    0.3922      0.0459
  15:39:21    2015-02-25    0.4453      0.0124
  15:43:34    2015-02-25    0.4284      0.0623
  15:52:02    2015-02-25    0.4347      0.0723
  15:56:15    2015-02-25    0.4840      0.0309
  16:00:29    2015-02-25    0.5043      0.0160
  16:08:56    2015-02-25    0.4802      0.0277
  16:13:10    2015-02-25    0.5420      0.0551
  16:17:24    2015-02-25    0.4884      0.0263
  16:21:37    2015-02-25    0.4216      0.0204
  16:25:51    2015-02-25    0.4360      0.0184
  16:30:04    2015-02-25    0.5224      0.0256
  16:34:18    2015-02-25    0.4386      0.0482
  16:38:32    2015-02-25    0.5067      0.0325
  16:42:45    2015-02-25    0.4401      0.0175
  16:46:59    2015-02-25    0.4222      0.0127
  16:51:13    2015-02-25    0.4423      0.0190
  16:55:26    2015-02-25    0.4558      0.0181
  16:59:40    2015-02-25    0.4595      0.0470
  17:03:54    2015-02-25    0.4510      0.0222
  17:08:07    2015-02-25    0.4232      0.0335
  17:12:21    2015-02-25    0.5462      0.0808
  17:16:34    2015-02-25    0.4016      0.0324
  17:20:48    2015-02-25    0.3868      0.0403
  17:25:02    2015-02-25    0.4646      0.0382
  17:29:15    2015-02-25    0.4153      0.0129
  17:33:29    2015-02-25    0.5834      0.1138
  17:37:43    2015-02-25    0.4604      0.0157
  17:41:56    2015-02-25    0.4186      0.0125
  17:46:10    2015-02-25    0.4661      0.0409
  17:50:24    2015-02-25    0.4446      0.0317
  17:54:38    2015-02-25    0.3151      0.0564
  17:58:51    2015-02-25    0.6106      0.0531
  18:03:05    2015-02-25    0.4775      0.0369
  18:07:19    2015-02-25    0.3123      0.0304
  18:11:32    2015-02-25    0.5972      0.1083
  18:15:46    2015-02-25    0.8313      0.0877
  18:20:00    2015-02-25    1.9971      0.5504
  18:24:14    2015-02-25    0.5779      0.0677
  18:28:27    2015-02-25    0.3638      0.0544
  18:32:41    2015-02-25    0.4125      0.0132
  18:36:55    2015-02-25    0.4279      0.0209
  18:41:09    2015-02-25    0.2616      0.0300
  18:45:23    2015-02-25    0.4920      0.0656
  18:49:37    2015-02-25    0.4168      0.0142
  18:53:51    2015-02-25    0.4211      0.0143
  18:58:05    2015-02-25    0.4917      0.0637
  19:02:18    2015-02-25    0.3399      0.0380
  19:06:32    2015-02-25    0.5904      0.0834
  19:10:46    2015-02-25    0.5241      0.0547
  19:15:00    2015-02-25    0.5069      0.0712
  19:19:14    2015-02-25    0.4882      0.0601
  19:23:28    2015-02-25    0.5382      0.1258
  19:27:42    2015-02-25    0.5281      0.0596
  19:31:56    2015-02-25    1.3154      0.1592
  19:36:10    2015-02-25    1.0520      0.0856
  19:40:24    2015-02-25    0.2941      0.1045
  19:44:38    2015-02-25    1.6777      0.2883
  19:48:52    2015-02-25    0.3160      0.0778
  19:53:06    2015-02-25    0.5633      0.0986
  19:57:20    2015-02-25    1.5473      0.4678
  20:01:34    2015-02-25    0.7068      0.1152
  20:05:48    2015-02-25    0.3811      0.0353
  20:10:02    2015-02-25    0.9458      0.3171
  20:14:16    2015-02-25    0.3286      0.1049
  20:18:30    2015-02-25    0.4020      0.0347
  20:22:44    2015-02-25    0.7293      0.1905
  20:26:58    2015-02-25    0.3628      0.1228
  20:31:12    2015-02-25    0.7320      0.1325
  20:35:26    2015-02-25    0.8150      0.1252
  20:39:40    2015-02-25    0.3485      0.0679
  20:43:54    2015-02-25    0.4786      0.0167
  20:48:08    2015-02-25    0.4362      0.0331
  20:52:22    2015-02-25    0.9364      0.2211
  20:56:36    2015-02-25    0.4002      0.0193
  21:00:50    2015-02-25    0.5070      0.0359
  21:05:04    2015-02-25    0.7972      0.1350
  21:09:18    2015-02-25    0.5650      0.0454
  21:13:32    2015-02-25    0.3867      0.0492
  21:17:46    2015-02-25    0.8612      0.1832
  21:22:00    2015-02-25    0.4537      0.1495
  21:26:14    2015-02-25    0.7742      0.0850
  21:30:29    2015-02-25    0.7040      0.0877
  21:34:43    2015-02-25    0.1329      0.2678
  21:38:57    2015-02-25    0.5291      0.0577
  21:43:11    2015-02-25    0.8156      0.2514
  21:51:39    2015-02-25    0.3696      0.0522
  21:55:53    2015-02-25    0.5966      0.0701
  22:00:07    2015-02-25    0.4881      0.0879
  22:04:21    2015-02-25    0.4260      0.1234
  22:08:35    2015-02-25    0.9511      0.1265
  22:12:49    2015-02-25    0.7035      0.1470
  22:17:03    2015-02-25    0.4731      0.1140
  22:21:17    2015-02-25    0.8235      0.1015
  22:25:31    2015-02-25    0.4534      0.0774
  22:29:45    2015-02-25    0.6745      0.2227
  22:33:59    2015-02-25    0.7960      0.2860
  22:38:13    2015-02-25    0.3767      0.0982
  22:42:27    2015-02-25    0.4941      0.1822
  22:46:41    2015-02-25    0.5584      0.1026
  22:50:55    2015-02-25    0.9326      0.2049
  22:55:10    2015-02-25    0.3061      0.1061
  22:59:24    2015-02-25    0.8242      0.0980
  23:03:38    2015-02-25    0.4115      0.0552
  23:07:52    2015-02-25    1.8184      0.3151
  23:12:06    2015-02-25    0.7671      0.0714
  23:16:20    2015-02-25    0.4786      0.0698
  23:20:34    2015-02-25    1.0194      0.0703
  23:24:48    2015-02-25    0.3405      0.1526
  23:29:02    2015-02-25    0.3418      0.0506
  23:33:16    2015-02-25    0.2903      0.0321
  23:37:30    2015-02-25    0.8287      0.0683
  23:41:44    2015-02-25    0.6661      0.0820
  23:45:58    2015-02-25    0.6829      0.1329
  23:50:12    2015-02-25    1.5914      0.2799
  23:54:26    2015-02-25    1.2862      0.1920
  23:58:40    2015-02-25    0.6367      0.0368
  00:02:54    2015-02-26    0.7730      0.1533
  00:07:08    2015-02-26    0.6574      0.1025
  00:11:22    2015-02-26    0.6779      0.0988
  00:15:36    2015-02-26    1.0989      0.2762
  00:19:50    2015-02-26    0.4008      0.1722
  00:24:05    2015-02-26    1.5020      0.2706
  00:28:19    2015-02-26    0.2186      0.1185
  00:32:33    2015-02-26    1.1946      0.2464
  00:36:47    2015-02-26    1.3558      0.3854
  00:41:01    2015-02-26    0.8959      0.1791
  00:45:15    2015-02-26    1.1747      0.1693
  00:49:29    2015-02-26    0.1329      0.1874
  00:53:43    2015-02-26    0.4453      0.1684
  00:57:58    2015-02-26    0.4940      0.0944
  01:02:12    2015-02-26    0.8142      0.0960
  01:06:26    2015-02-26    0.7300      0.1040
  01:10:40    2015-02-26    1.6804      0.3577
  01:14:54    2015-02-26    0.4499      0.1081
  01:19:08    2015-02-26    0.8001      0.1103
  01:23:22    2015-02-26    1.3488      0.1904
  01:27:36    2015-02-26    0.7054      0.0850
  01:31:51    2015-02-26    0.9632      0.2308
  01:36:05    2015-02-26    0.6622      0.0893
  01:40:19    2015-02-26    0.6871      0.0783
  01:44:33    2015-02-26    0.5338      0.0758
  01:48:47    2015-02-26    0.4745      0.1118
  01:53:01    2015-02-26    0.7338      0.2132
  01:57:16    2015-02-26    1.8277      0.4150
  02:01:30    2015-02-26    1.1123      0.2251
  02:05:44    2015-02-26    0.7284      0.2776
  02:09:58    2015-02-26    0.5892      0.1369
  02:14:12    2015-02-26    0.5827      0.1633
  02:18:27    2015-02-26    0.6789      0.1047
  02:22:41    2015-02-26    0.9189      0.2685
  02:26:55    2015-02-26    0.8209      0.0966
  02:31:09    2015-02-26    1.1452      0.2070
  02:35:23    2015-02-26    0.9719      0.1689
  02:39:37    2015-02-26    1.2131      0.2017
  02:43:52    2015-02-26    1.5675      0.1345
  02:48:06    2015-02-26    0.5992      0.1791
  02:52:20    2015-02-26    0.7910      0.1397
  02:56:34    2015-02-26    1.4175      0.1624
  03:00:48    2015-02-26    0.8829      0.1863
  03:05:03    2015-02-26    0.7340      0.1500
  03:09:17    2015-02-26    1.8152      0.4068
  03:13:31    2015-02-26    0.7872      0.1441
  03:17:45    2015-02-26    1.0111      0.0924
  03:21:59    2015-02-26    1.7734      0.3364
  03:26:13    2015-02-26    2.2459      0.2306
  03:30:28    2015-02-26    1.8932      0.3422
  03:34:42    2015-02-26    1.4359      0.2928
  03:38:56    2015-02-26    1.1549      0.3562
  03:43:10    2015-02-26    4.3433      1.9133
  03:47:24    2015-02-26    0.7104      0.1226
  03:51:38    2015-02-26    1.3754      0.2954
  03:55:53    2015-02-26    1.0687      0.1582
  04:00:07    2015-02-26    0.4907      0.1967
  04:04:21    2015-02-26    0.7799      0.1995
  04:08:35    2015-02-26    3.9021      0.8615
  04:12:49    2015-02-26    1.1679      0.1468
  04:17:03    2015-02-26    2.2720      0.6284
  04:21:18    2015-02-26    0.3188      0.3040
  04:25:32    2015-02-26    0.3524      0.2510
  04:29:46    2015-02-26    0.5915      0.2073
  04:34:00    2015-02-26    0.9190      0.2834
  04:38:14    2015-02-26    2.1871      0.5826
  04:42:28    2015-02-26    0.4822      0.1115
  04:46:43    2015-02-26    0.5728      0.0583
  04:50:57    2015-02-26    0.5912      0.1434
  04:55:11    2015-02-26    1.2422      0.0993
  04:59:25    2015-02-26    1.0105      0.1730
  05:03:39    2015-02-26    1.1505      0.3044
  05:07:53    2015-02-26    1.0037      0.3347
  05:12:08    2015-02-26    1.6612      0.2083
  05:16:22    2015-02-26    0.4854      0.1949
  05:20:36    2015-02-26    1.4698      0.4343
  05:24:50    2015-02-26    0.7437      0.1382
  05:29:04    2015-02-26    1.3106      0.1215
  05:33:18    2015-02-26    1.5552      0.2476
  05:37:33    2015-02-26    1.4869      0.3570
  05:41:47    2015-02-26    0.3604      0.0885
  05:46:01    2015-02-26    0.6838      0.2411
  05:50:15    2015-02-26    1.1235      0.1879
  05:54:29    2015-02-26    0.3503      0.1422
  05:58:44    2015-02-26    0.8637      0.2169
  06:02:58    2015-02-26    1.4931      0.3252
  06:07:12    2015-02-26    1.0094      0.1792
