# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2013-10-28.146	2131-021	098-13	20.41	2.0	0.725	0.0180 70	37.3	5.7	-1.70	-155 48	21.6 -2	20.1	-3.8 -1.1	7.3 -80.6	1.03 5.0E-3	1.21 0.014	19.7 0.1
2013-10-28.153	W3OH	098-13	21.59	2.0	0.725	0.0197 96	37.2	5.5	-1.70	32 55	2.5 62	-117.8	-1.8 0.8	-23.5 -92.0	3.55 8.0E-3	5.71 0.020	22.6 0.0
2013-10-28.154	W3OH	098-13	21.65	1.0	0.725	0.0159 98	36.3	5.5	-1.70	31 56	2.5 62	-118.7	-0.9 0.3	-22.7 -92.3	3.65 0.014	5.57 0.025	22.2 0.1
2013-10-28.155	W3OH	098-13	21.67	1.0	0.725	0.0155 98	36.0	5.5	-2.30	31 56	2.5 62	-119.1	-1.6 0.5	-23.5 -92.1	3.51 9.6E-3	5.77 0.025	23.1 0.1
2013-10-28.156	W3OH	098-13	21.69	0.8	0.754	0.0146 98	38.3	5.6	-2.90	31 56	2.5 62	-119.5	-0.1 -0.7	-22.0 -93.3	2.94 9.1E-3	5.38 0.022	24.3 0.1
2013-10-28.157	W3OH	098-13	21.72	0.8	0.754	0.0147 98	38.2	5.6	-1.10	31 56	2.5 62	-119.9	-2.2 2.3	-24.2 -90.2	3.22 8.0E-3	5.73 0.025	23.8 0.1
2013-10-28.158	W3OH	098-13	21.74	1.0	0.754	0.0148 97	36.7	5.6	-0.50	31 56	2.5 62	-120.3	-1.5 2.3	-23.6 -90.2	2.40 0.012	5.41 0.024	27.0 0.1
2013-10-28.166	Uranus	101-13	23.11	2.1	0.752	0.0256 98	37.1	5.1	-1.93	-160 54	0.6 3	16.3	-2.0 -0.2	7.4 -74.6	12.7 0.034	16.9 0.034	20.8 0.1
2013-10-28.167	Uranus	101-13	23.17	0.8	0.580	0.0215 98	38.3	5.0	-1.90	-158 54	0.6 3	17.3	-0.3 0.3	7.3 -75.0	12.6 0.025	14.9 0.029	19.9 0.0
2013-10-28.168	Uranus	101-13	23.19	0.8	0.580	0.0187 98	38.2	5.0	-2.50	-158 54	0.6 3	17.7	0.2 -0.5	7.9 -75.9	10.1 0.019	15.2 0.028	22.1 0.0
2013-10-28.169	Uranus	101-13	23.21	1.0	0.580	0.0215 98	36.3	5.0	-3.10	-157 54	0.6 3	18.1	-2.1 -1.2	5.7 -76.9	7.28 0.026	14.7 0.033	25.8 0.1
2013-10-28.170	Uranus	101-13	23.23	0.8	0.602	0.0151 98	38.2	5.0	-1.30	-157 54	0.6 3	18.6	-0.8 1.0	7.0 -75.0	13.2 0.016	15.3 0.030	19.7 0.0
2013-10-28.171	Uranus	101-13	23.25	0.8	0.602	0.0163 98	38.2	5.0	-0.70	-156 54	0.6 3	18.9	-1.6 1.5	6.4 -74.6	11.8 0.023	16.0 0.034	21.3 0.0
2013-10-29.3	0954+658	101-13	1.06	2.1	0.647	0.0161 60	37.1	5.2	-1.52	28 29	10.0 66	-64.7	-3.4 -5.1	-11.8 -107.8	0.790 3.6E-3	0.885 9.1E-3	19.5 0.1
2013-10-29.5	Uranus	101-13	1.26	1.8	0.665	0.0787 60	38.2	5.1	-1.52	-119 37	0.6 3	44.3	-1.1 -7.0	9.8 -102.9	12.0 0.52	21.8 1.3	34.3 1.2
2013-10-29.6	Uranus	101-13	1.33	1.0	0.665	0.0147 67	37.9	5.1	-1.50	-118 37	0.6 3	44.7	1.6 2.2	11.9 -101.1	10.9 0.016	13.3 0.088	20.2 0.0
2013-10-29.7	Uranus	101-13	1.35	0.8	0.653	0.0169 71	38.4	5.1	-2.10	-118 36	0.6 3	44.9	1.9 0.1	12.0 -103.4	10.4 0.13	16.2 1.0	26.4 0.3
2013-10-29.8	Uranus	101-13	1.37	0.8	0.653	0.0138 68	38.2	5.1	-2.70	-118 36	0.6 3	45.0	3.1 -0.2	13.6 -103.8	6.86 0.019	13.0 0.028	24.8 0.1
2013-10-29.9	Uranus	101-13	1.40	0.8	0.653	0.0140 70	38.2	5.1	-0.90	-118 36	0.6 3	45.2	-0.1 2.9	10.2 -100.8	10.2 0.015	13.3 0.32	20.2 0.0
2013-10-29.10	Uranus	101-13	1.42	1.0	0.653	0.0136 67	35.7	5.1	-0.30	-117 36	0.6 3	45.3	-0.3 3.9	9.9 -100.0	7.92 0.014	12.7 0.048	22.8 0.0
2013-10-29.14	0954+658	101-13	2.10	2.0	0.684	0.0187 89	37.3	4.7	-1.35	30 36	10.0 66	-77.6	-1.9 4.4	-15.1 -103.9	1.07 5.9E-3	1.30 0.012	19.8 0.1
2013-10-29.18	W3OH	078-13	2.80	1.8	0.588	0.0222 98	38.2	4.6	-1.35	-32 55	2.5 62	117.2	1.2 3.8	-10.9 -104.9	3.55 7.3E-3	5.95 0.022	23.4 0.0
# Tue Oct 29 02:52:31 UTC 2013 - OBSERVER: ISRAEL HERMELO
2013-10-29.22	0823+033	101-13	3.51	1.8	0.506	0.0167 99	38.2	4.2	-1.35	123 40	8.4 3	-41.8	1.6 -3.3	-7.1 -74.7	0.973 4.1E-3	1.16 0.015	19.6 0.1
2013-10-29.26	0954+658	102-13	4.43	2.1	0.493	0.0158 101	37.4	3.9	-1.35	29 50	10.0 66	-110.6	-2.5 2.8	-22.7 -96.0	1.26 3.5E-3	1.48 6.5E-3	19.6 0.1
2013-10-29.27	0954+658	103-13	4.49	1.0	0.493	0.0140 102	37.2	3.8	-1.30	29 50	10.0 66	-111.5	-2.4 1.8	-22.7 -97.0	1.23 6.1E-3	1.41 8.9E-3	19.3 0.1
2013-10-29.37	0954+658	103-13	6.09	1.0	0.594	0.0130 98	36.6	3.5	-1.30	19 58	10.0 66	-141.6	-0.4 4.2	-23.9 -92.7	1.09 5.5E-3	1.31 0.013	19.7 0.1
2013-10-29.38	0954+658	103-13	6.11	1.0	0.594	0.0129 98	37.0	3.4	-1.90	19 58	10.0 66	-142.0	-0.1 3.5	-23.5 -93.5	1.25 5.5E-3	1.39 0.013	19.0 0.1
2013-10-29.39	0954+658	103-13	6.13	1.0	0.594	0.0130 98	36.5	3.4	-2.50	19 58	10.0 66	-142.5	1.1 2.3	-22.4 -94.6	1.15 4.8E-3	1.33 0.011	19.5 0.1
2013-10-29.40	0954+658	103-13	6.15	0.8	0.632	0.0116 98	38.1	3.4	-0.70	18 58	10.0 66	-143.0	-0.6 5.0	-24.1 -91.9	0.832 4.7E-3	1.23 7.9E-3	21.9 0.1
2013-10-29.41	0954+658	103-13	6.17	0.8	0.632	0.0123 98	38.2	3.4	-0.10	18 59	10.0 66	-143.5	-1.6 5.8	-25.1 -91.1	0.555 4.9E-3	1.19 0.010	26.5 0.2
# Tue Oct 29 07:40:09 UTC 2013 - JS: scans 44, 45 clouds rolling in, bad data
2013-10-29.47	0954+658	103-13	9.06	1.0	0.069	0.0195 94	36.7	4.3	-1.90	-16 59	10.0 66	147.1	3.0 3.9	-12.4 -100.3	1.43 7.4E-3	1.62 0.011	19.4 0.1
2013-10-29.48	0954+658	103-13	9.08	0.8	0.069	0.0166 94	38.1	4.3	-2.50	-17 59	10.0 66	146.5	0.8 1.8	-14.5 -102.4	1.36 5.8E-3	1.69 0.012	20.2 0.1
2013-10-29.49	0954+658	103-13	9.10	1.0	0.069	0.0193 94	36.0	4.4	-3.10	-17 59	10.0 66	146.1	1.4 -1.2	-13.9 -105.5	0.985 7.7E-3	1.57 0.016	22.7 0.2
2013-10-29.50	0954+658	103-13	9.12	0.8	0.122	0.0206 94	38.2	4.4	-1.30	-17 59	10.0 66	145.6	2.7 -0.4	-12.6 -104.9	1.36 5.7E-3	1.93 0.021	21.3 0.1
2013-10-29.51	0954+658	103-13	9.14	0.8	0.122	0.0164 94	38.2	4.4	-0.70	-17 59	10.0 66	145.1	1.3 4.6	-13.7 -99.9	1.16 4.5E-3	1.73 0.011	22.1 0.1
2013-10-29.56	1633+382	100-13	15.93	2.0	0.041	0.0260 89	37.3	3.4	-2.00	-79 70	16.6 38	85.3	-12.9 9.7	5.8 -81.7	4.42 6.9E-3	5.46 0.012	20.3 0.0
# Tue Oct 29 15:58:40 UTC 2013 - J.S.: GISMO was floating the whole week until NOW!!!!!!
2013-10-29.57	1633+382	100-13	15.99	1.0	0.017	0.0174 90	36.6	3.4	-2.00	-79 70	16.6 38	84.9	0.1 0.2	6.2 -82.2	4.47 5.8E-3	5.62 0.013	20.4 0.0
2013-10-29.58	1633+382	100-13	16.01	0.8	0.017	0.0208 89	38.2	3.4	-2.60	-79 69	16.6 38	84.8	-0.2 -1.5	5.9 -84.1	3.46 8.2E-3	5.22 0.018	22.1 0.0
2013-10-29.59	1633+382	100-13	16.03	0.8	0.017	0.0191 89	38.2	3.4	-3.20	-79 69	16.6 38	84.6	-0.6 -1.6	5.6 -84.5	2.37 6.2E-3	5.21 0.018	26.8 0.1
2013-10-29.60	1633+382	100-13	16.06	0.8	0.052	0.0176 88	38.2	3.5	-1.40	-79 69	16.6 38	84.5	-0.7 1.7	5.6 -81.5	4.88 6.9E-3	5.76 0.018	19.7 0.0
2013-10-29.61	1633+382	100-13	16.08	1.0	0.052	0.0166 88	37.3	3.5	-0.80	-79 69	16.6 38	84.3	-0.1 2.8	6.2 -80.7	4.61 5.8E-3	6.05 0.012	20.8 0.0
2013-10-29.67	1633+382	100-13	17.23	2.0	0.100	0.0192 87	37.3	2.8	-1.50	-74 55	16.6 38	77.6	-4.7 -4.0	4.5 -99.4	5.33 5.6E-3	6.34 0.011	19.3 0.0
2013-10-29.71	1633+382	100-13	17.99	1.8	0.056	0.0180 92	38.2	2.4	-1.50	-71 46	16.6 38	73.2	-15.3 5.6	3.3 -108.9	4.92 5.1E-3	5.78 9.4E-3	19.6 0.0
2013-10-29.72	1633+382	100-13	18.06	0.8	0.018	0.0157 91	38.1	2.3	-1.50	-71 46	16.6 38	72.9	-5.8 -3.4	2.2 -108.7	4.75 5.8E-3	5.44 0.011	19.1 0.0
2013-10-29.73	1633+382	100-13	18.08	1.0	0.031	0.0173 91	35.8	2.3	-2.10	-70 45	16.6 38	72.8	-5.0 -4.7	3.0 -110.2	4.89 5.5E-3	5.61 0.014	19.0 0.0
2013-10-29.74	1633+382	100-13	18.10	0.8	0.031	0.0154 94	38.0	2.3	-2.70	-70 45	16.6 38	72.7	-3.1 -5.4	4.9 -111.0	4.03 5.6E-3	5.48 0.012	20.5 0.0
2013-10-29.75	1633+382	100-13	18.12	1.0	0.031	0.0171 94	36.2	2.2	-0.90	-70 45	16.6 38	72.6	-5.5 -3.6	2.6 -109.3	3.85 6.4E-3	5.60 0.013	21.4 0.0
2013-10-29.76	1633+382	100-13	18.14	0.8	0.031	0.0163 94	38.2	2.2	-0.30	-70 45	16.6 38	72.4	-6.1 -1.9	2.0 -107.7	2.55 7.3E-3	5.36 0.014	25.8 0.1
#2013-10-29.79	1633+382	100-13	18.67	2.0	0.002	0.0278 89	37.3	1.4	1.87	-67 39	16.6 38	69.3	4.2 14.5	12.0 -93.3	0.530 0.010	4.16 0.037	50.4 0.7
#2013-10-29.81	1633+382	100-13	18.97	2.0	0.539	0.0334 90	37.2	1.0	1.87	-66 36	16.6 38	67.5	1.9 16.6	9.5 -92.2	0.736 0.017	5.34 0.081	48.0 0.8
2013-10-29.82	1633+382	100-13	19.17	1.0	0.068	0.0298 91	36.7	0.8	-1.80	-65 33	16.6 38	66.3	-7.6 -5.0	1.3 -114.6	4.20 0.018	5.01 0.017	19.4 0.1
2013-10-29.83	1633+382	100-13	19.19	1.0	0.069	0.0286 90	37.0	0.8	-2.40	-65 33	16.6 38	66.2	-7.5 -8.9	1.4 -118.6	4.68 0.013	5.84 0.035	19.8 0.1
2013-10-29.84	1633+382	100-13	19.21	0.8	0.069	0.0276 90	38.2	0.8	-3.00	-64 33	16.6 38	66.1	-4.9 -10.1	4.0 -119.8	4.13 0.013	5.69 0.021	20.8 0.1
2013-10-29.85	1633+382	100-13	19.23	1.0	0.069	0.0288 90	36.4	0.7	-1.20	-64 33	16.6 38	65.9	-7.7 -9.1	1.2 -118.9	4.17 0.014	5.69 0.022	20.6 0.1
2013-10-29.86	1633+382	100-13	19.26	1.0	0.111	0.0268 91	36.8	0.7	-0.60	-64 32	16.6 38	65.8	-7.1 -7.6	1.8 -117.4	3.13 0.013	5.91 0.025	24.4 0.1
2013-10-29.87	1633+382	100-13	19.30	2.0	0.111	0.0335 90	37.3	0.6	-2.10	-64 32	16.6 38	65.5	-5.6 -8.6	3.4 -118.4	4.81 8.1E-3	5.88 0.016	19.6 0.0
# Tue Oct 29 20:11:41 UTC 2013 - After scan 91, bias changed to 10,000. CK going for M33, 077-13
2013-10-29.92	0133+476	077-13	20.18	2.0	0.475	0.0278 65	37.3	0.0	-2.10	57 54	1.6 48	-90.3	-3.9 -3.6	-24.4 -85.1	3.20 7.4E-3	3.52 0.013	18.8 0.0
# Tue Oct 29 20:23:26 UTC 2013 - less than 90 OK channels, changed back to bias=8000, updated source
# Tue Oct 29 20:53:07 UTC 2013 - bias changed to 10,000 again, relocked this time
2013-10-29.108	0133+476	077-13	21.78	2.1	0.400	0.0209 89	37.2	-0.7	-2.10	50 70	1.6 48	-115.1	-2.0 1.0	-31.5 -70.5	3.06 5.7E-3	3.64 0.014	19.6 0.0
2013-10-29.118	0355+508	099-13	23.17	2.0	0.167	0.0247 90	37.3	-1.1	-2.00	50 60	4.0 51	-103.2	-18.7 8.3	-27.2 -77.5	2.82 6.2E-3	3.28 0.015	19.6 0.0
2013-10-29.119	0355+508	099-13	23.23	1.0	0.108	0.0215 90	37.2	-1.2	-2.00	50 61	4.0 51	-104.1	0.6 -1.0	-27.0 -78.1	2.64 8.4E-3	3.17 0.015	19.7 0.1
2013-10-29.120	0355+508	099-13	23.25	1.0	0.108	0.0205 90	37.1	-1.2	-2.60	50 61	4.0 51	-104.5	0.9 -1.7	-26.8 -78.7	2.35 8.8E-3	3.17 0.016	20.8 0.1
2013-10-29.121	0355+508	099-13	23.28	0.8	0.108	0.0199 90	38.2	-1.2	-3.20	50 61	4.0 51	-104.8	1.4 -3.2	-26.4 -80.1	1.82 8.4E-3	3.05 0.016	23.3 0.1
2013-10-29.122	0355+508	099-13	23.30	0.8	0.108	0.0199 90	38.4	-1.2	-1.40	50 61	4.0 51	-105.2	-0.3 0.8	-28.2 -75.9	2.60 7.9E-3	3.14 0.014	19.8 0.1
2013-10-29.123	0355+508	099-13	23.32	1.1	0.058	0.0211 90	36.1	-1.2	-0.80	49 61	4.0 51	-105.5	-0.9 1.1	-28.9 -75.5	2.11 5.1E-3	2.90 0.012	21.1 0.0
2013-10-29.124	0355+508	099-13	23.36	1.8	0.058	0.0242 90	38.2	-1.2	-1.75	49 62	4.0 51	-106.4	0.9 -1.7	-27.3 -78.1	2.61 5.4E-3	3.09 0.011	19.5 0.0
2013-10-30.5	0716+714	099-13	0.70	2.0	0.036	0.0434 82	37.3	-1.7	-1.75	23 43	7.4 71	-99.9	-1.6 -1.7	-16.7 -98.3	2.42 8.6E-3	2.80 0.021	19.3 0.1
# Wed Oct 30 01:07:17 UTC 2013 - LN2 refill
2013-10-30.9	0716+714	099-13	2.23	2.0	0.026	0.0200 105	37.3	-3.0	-1.75	19 50	7.4 71	-124.7	-0.6 -0.0	-19.0 -94.9	2.46 4.2E-3	2.83 0.013	19.3 0.0
2013-10-30.10	0716+714	099-13	2.27	1.8	0.027	0.0190 105	38.2	-2.9	-1.75	19 50	7.4 71	-125.4	-0.5 -0.4	-18.9 -95.3	2.50 3.8E-3	2.80 9.7E-3	19.1 0.0
2013-10-30.17	0716+714	099-13	3.36	2.0	0.056	0.0202 103	37.6	-3.4	-1.75	13 53	7.4 71	-145.7	-1.5 1.9	-20.9 -92.6	2.49 5.2E-3	2.82 0.010	19.1 0.0
2013-10-30.18	0355+508	099-13	3.43	2.0	0.028	0.0202 104	37.4	-3.3	-1.75	-45 67	4.0 51	115.8	2.9 2.6	-6.1 -89.3	2.51 5.1E-3	2.88 8.2E-3	19.2 0.0
2013-10-30.24	0954+658	103-13	4.13	2.0	0.028	0.0219 104	37.3	-3.9	-1.75	30 48	10.0 66	-106.8	-2.7 0.6	-21.8 -91.4	1.56 6.0E-3	1.76 9.1E-3	18.9 0.1
2013-10-30.35	0954+658	103-13	5.89	2.0	0.031	0.0198 98	37.4	-2.6	-1.75	20 58	10.0 66	-138.9	0.2 -1.3	-22.8 -91.0	1.53 4.1E-3	1.74 7.9E-3	19.4 0.0
2013-10-30.43	0954+658	103-13	7.14	2.0	0.065	0.0168 104	37.6	-2.1	-1.75	6 61	10.0 66	-168.0	2.1 0.9	-20.1 -90.0	1.57 3.8E-3	1.88 8.6E-3	19.6 0.0
2013-10-30.185	NGC7538	079-13	18.27	1.8	0.080	0.0377 101	38.2	-2.1	-2.00	32 56	23.2 61	-117.9	-18.3 6.3	-23.5 -89.1	4.35 0.014	9.46 0.096	26.8 0.1
2013-10-30.186	NGC7538	079-13	18.33	1.0	0.026	0.0368 101	36.1	-2.2	-2.00	32 56	23.2 61	-118.8	-0.6 0.5	-24.0 -88.5	4.26 0.022	6.51 0.022	22.0 0.1
2013-10-30.187	NGC7538	079-13	18.35	1.0	0.026	0.0483 101	35.8	-2.1	-2.60	31 56	23.2 61	-119.2	-1.2 -1.0	-24.6 -89.9	3.75 0.025	6.41 0.030	23.9 0.1
2013-10-30.188	NGC7538	079-13	18.37	1.0	0.026	0.0328 101	37.3	-2.1	-3.20	31 56	23.2 61	-119.5	0.9 -1.5	-22.6 -90.3	2.75 0.022	8.84 0.12	32.0 0.2
2013-10-30.189	NGC7538	079-13	18.39	1.0	0.029	0.0284 101	36.3	-2.1	-1.40	31 57	23.2 61	-120.0	0.3 0.8	-23.3 -88.0	4.16 0.018	9.67 0.11	27.7 0.1
2013-10-30.190	NGC7538	079-13	18.42	1.0	0.029	0.0308 102	37.1	-2.1	-0.80	31 57	23.2 61	-120.4	-0.5 2.3	-24.3 -86.5	3.53 0.016	8.84 0.12	28.6 0.1
2013-10-30.210	NGC7538	079-13	19.83	1.8	0.076	0.0229 103	38.2	-0.2	-2.18	16 64	23.2 61	-152.3	1.4 3.2	-23.9 -84.8	4.26 0.027	12.4 0.11	30.7 0.2
2013-10-30.211	NGC7538	079-13	19.92	1.0	0.092	0.0208 103	36.0	-0.2	-2.10	15 64	23.2 61	-154.1	-0.3 0.8	-24.1 -84.2	4.25 0.027	11.0 0.13	28.6 0.2
2013-10-30.212	NGC7538	079-13	19.94	1.0	0.091	0.0219 103	36.5	-0.2	-2.70	15 64	23.2 61	-154.7	0.1 0.0	-23.7 -85.0	3.70 0.026	10.7 0.14	30.3 0.2
2013-10-30.213	NGC7538	079-13	19.96	0.8	0.091	0.0230 102	38.2	-0.2	-3.30	15 64	23.2 61	-155.3	0.8 -1.4	-22.9 -86.4	2.46 0.021	7.87 0.11	31.8 0.2
2013-10-30.214	NGC7538	079-13	19.98	1.0	0.091	0.0227 102	36.0	-0.2	-1.50	14 64	23.2 61	-155.9	0.1 1.8	-23.7 -83.3	4.21 0.026	10.6 0.14	28.3 0.1
2013-10-30.215	NGC7538	079-13	20.00	1.0	0.080	0.0216 103	37.4	-0.2	-0.90	14 64	23.2 61	-156.5	-0.9 3.2	-24.6 -81.9	3.32 0.022	10.5 0.11	31.8 0.2
2013-10-30.228	2230+114	099-13	21.09	1.8	0.076	0.0252 102	38.2	-0.4	-2.02	-150 62	22.5 12	24.4	-1.8 0.3	7.4 -65.5	1.76 6.4E-3	1.91 8.0E-3	18.3 0.1
2013-10-30.229	2230+114	099-13	21.14	0.8	0.076	0.0189 102	38.4	-0.2	-2.00	-149 61	22.5 12	25.3	-1.5 1.0	8.0 -65.5	1.80 6.2E-3	1.92 9.7E-3	18.5 0.1
2013-10-30.230	2230+114	099-13	21.16	1.0	0.077	0.0191 102	37.3	-0.2	-2.60	-148 61	22.5 12	25.7	-0.8 -0.0	8.7 -66.8	1.47 8.2E-3	1.89 0.010	20.0 0.1
2013-10-30.231	2230+114	099-13	21.18	0.8	0.077	0.0271 102	38.2	-0.2	-3.20	-147 61	22.5 12	26.2	-1.1 -1.2	8.8 -68.3	1.23 9.2E-3	2.09 0.018	23.4 0.2
2013-10-30.232	2230+114	099-13	21.20	0.8	0.102	0.0223 102	38.2	-0.1	-1.40	-147 61	22.5 12	26.7	-2.5 1.7	7.2 -65.8	1.61 7.0E-3	1.91 0.012	19.2 0.1
2013-10-30.233	2230+114	099-13	21.23	1.0	0.102	0.0194 102	36.7	-0.1	-0.80	-146 61	22.5 12	27.1	-2.6 2.2	7.3 -65.6	1.30 6.6E-3	1.89 0.011	21.5 0.1
2013-10-30.240	2136+141	099-13	22.37	2.0	0.105	0.0197 103	37.3	-0.3	-1.85	-106 43	21.7 14	52.4	-4.4 -2.5	8.5 -95.0	0.431 3.5E-3	0.481 8.1E-3	19.0 0.1
2013-10-30.247	2136+141	099-13	23.44	1.8	0.060	0.0187 103	38.2	-0.2	-1.85	-95 30	21.7 14	55.2	-0.9 -3.8	7.7 -104.9	0.384 2.8E-3	0.399 6.2E-3	18.5 0.1
2013-10-30.251	2136+141	099-13	23.99	2.0	0.002	0.0203 103	37.3	-0.3	-1.85	-89 24	21.7 14	55.5	-1.6 -5.3	6.3 -107.4	0.367 3.5E-3	0.452 0.010	20.3 0.2
2013-10-31.1	0133+476	077-13	0.09	2.0	0.047	0.0189 103	37.4	-0.5	-1.85	-37 76	1.6 48	133.4	8.6 3.1	-8.1 -81.4	2.64 5.4E-3	3.05 8.7E-3	19.6 0.0
2013-10-31.2	0133+476	077-13	0.18	2.0	0.066	0.0189 103	37.3	-0.6	-1.85	-40 75	1.6 48	130.2	-0.3 0.3	-7.4 -81.8	2.43 5.3E-3	2.80 7.8E-3	19.2 0.0
2013-10-31.16	0133+476	077-13	1.69	1.6	0.055	0.0228 88	38.8	-0.7	-1.85	-56 61	1.6 48	98.0	-5.1 -2.3	-1.1 -96.2	2.48 4.5E-3	2.75 9.4E-3	18.9 0.0
2013-10-31.39	Uranus	077-13	2.93	1.8	0.054	0.0196 102	38.3	-0.7	-1.85	-99 17	0.6 3	52.1	-11.6 -11.9	4.9 -106.2	12.3 0.012	15.8 0.014	20.6 0.0
2013-10-31.40	Uranus	077-13	3.00	0.9	0.054	0.0195 102	36.8	-0.7	-1.80	-98 16	0.6 3	52.2	-11.6 -12.2	4.8 -106.5	11.9 0.015	15.9 0.021	21.1 0.0
2013-10-31.41	Uranus	077-13	3.02	0.8	0.054	0.0193 102	38.3	-0.8	-2.40	-98 16	0.6 3	52.3	-11.8 -12.4	4.7 -106.7	12.5 0.015	15.8 0.020	20.4 0.0
2013-10-31.42	Uranus	077-13	3.04	1.0	0.067	0.0189 102	37.0	-0.8	-3.00	-98 16	0.6 3	52.3	-10.8 -12.4	5.5 -106.6	10.8 0.014	16.1 0.023	22.2 0.0
2013-10-31.43	Uranus	077-13	3.06	1.0	0.067	0.0189 101	36.6	-0.9	-1.20	-98 15	0.6 3	52.4	-12.3 -11.5	4.1 -105.7	9.44 0.017	15.5 0.025	23.2 0.0
2013-10-31.44	Uranus	077-13	3.09	0.8	0.091	0.0206 100	38.0	-0.9	-0.60	-98 15	0.6 3	52.4	-11.4 -9.8	4.7 -104.0	6.66 0.021	15.4 0.028	27.5 0.1
2013-10-31.59	0954+658	103-13	4.15	1.9	0.134	0.0190 104	37.4	-0.7	-2.20	30 49	10.0 66	-108.2	-8.6 -5.2	-20.6 -95.2	1.58 4.8E-3	1.79 9.4E-3	18.9 0.1
# Thu Oct 31 04:55:58 UTC 2013 - JS: Scan 62 appears to have problenm with astrometry!? 
2013-10-31.69	0954+658	103-13	5.74	1.7	0.121	0.0172 104	38.2	-0.4	-2.20	21 57	10.0 66	-137.2	1.1 22.1	-23.2 -91.9	1.65 4.4E-3	1.86 9.1E-3	19.2 0.0
2013-10-31.70	0954+658	103-13	5.88	1.9	0.136	0.0167 104	37.1	-0.5	-2.20	20 58	10.0 66	-140.2	0.6 0.8	-22.7 -91.1	1.58 3.8E-3	1.82 8.9E-3	19.4 0.0
2013-10-31.75	0954+658	103-13	6.68	2.0	0.101	0.0188 104	36.9	0.0	-2.20	11 61	10.0 66	-158.4	0.6 0.5	-22.6 -90.9	1.56 4.1E-3	1.76 7.2E-3	19.3 0.0
2013-10-31.80	0954+658	103-13	7.46	1.9	0.118	0.0198 104	37.2	-0.1	-2.20	1 62	10.0 66	-177.6	2.1 0.8	-19.4 -92.3	1.62 5.0E-3	1.87 0.017	19.3 0.1
2013-10-31.81	1226+023	103-13	7.63	1.9	0.107	0.0189 104	37.3	-0.1	-2.20	127 41	12.5 2	-39.2	0.5 -1.9	-5.7 -69.6	4.25 5.0E-3	5.28 0.012	20.1 0.0
2013-10-31.84	1226+023	102-13	8.05	0.6	0.212	0.0202 105	35.2	0.3	-2.20	134 45	12.5 2	-34.7	1.2 -1.2	-4.8 -66.9	4.52 6.9E-3	5.32 0.014	19.9 0.0
2013-10-31.85	1226+023	102-13	8.08	0.9	0.212	0.0171 104	36.9	0.4	-2.80	135 45	12.5 2	-34.4	1.7 -2.4	-4.2 -68.0	3.83 8.8E-3	5.63 0.018	22.1 0.0
2013-10-31.86	1226+023	102-13	8.10	0.8	0.212	0.0170 104	37.9	0.4	-3.40	135 46	12.5 2	-34.1	3.0 -3.4	-3.0 -68.9	2.72 6.3E-3	5.23 0.015	25.1 0.0
2013-10-31.87	1226+023	102-13	8.12	0.8	0.127	0.0162 103	38.1	0.4	-1.60	136 46	12.5 2	-33.9	0.5 -1.1	-5.4 -66.6	4.23 8.0E-3	5.20 0.012	19.8 0.0
2013-10-31.88	1226+023	102-13	8.14	0.6	0.127	0.0163 104	35.4	0.4	-1.00	136 46	12.5 2	-33.6	-0.2 -0.5	-6.0 -65.9	3.90 7.1E-3	5.02 0.012	20.7 0.0
2013-10-31.89	1226+023	102-13	8.19	1.4	0.136	0.0198 104	38.1	0.5	-1.70	137 46	12.5 2	-32.9	0.6 -1.4	-5.2 -66.5	4.51 7.2E-3	5.30 0.011	19.5 0.0
2013-10-31.94	1226+023	102-13	8.96	1.6	0.107	0.0212 104	37.5	1.2	-1.70	152 52	12.5 2	-21.4	1.7 0.0	-1.6 -62.6	4.33 6.6E-3	5.18 0.013	19.8 0.0
2013-10-31.101	1116+128	102-13	10.04	1.9	0.092	0.0232 101	37.4	1.8	-1.70	-143 61	11.3 13	29.5	1.3 3.3	9.3 -68.0	0.399 4.8E-3	0.475 0.020	19.9 0.2
2013-10-31.106	1226+023	100-13	10.75	1.9	0.206	0.0211 103	37.8	1.9	-1.70	-162 54	12.5 2	14.3	-1.1 -0.3	6.0 -70.5	4.54 5.5E-3	5.37 0.012	19.6 0.0
2013-10-31.114	1226+023	100-13	12.08	1.7	0.202	0.0226 103	36.9	1.5	-1.70	-134 45	12.5 2	35.0	-2.9 -4.2	8.1 -88.1	4.56 6.1E-3	5.47 0.012	19.8 0.0
2013-10-31.115	1226+023	100-13	12.11	0.6	0.202	0.0172 103	36.8	1.5	-1.70	-134 45	12.5 2	35.3	-3.1 -5.0	8.0 -89.3	4.35 7.7E-3	5.31 0.015	19.5 0.0
2013-10-31.116	1226+023	100-13	12.13	0.9	0.202	0.0189 103	37.2	1.5	-2.30	-133 45	12.5 2	35.6	-1.9 -5.4	9.2 -89.9	3.58 8.1E-3	5.31 0.019	21.6 0.0
