# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2012-04-21.130	0823+033	test	16.83	1.0	0.031	0.0114 64	37.2	6.0	-1.00	137 48	8.4 3	-33.0	-2.7 5.9	-4.4 -67.7	0.243 2.8E-3	0.230 4.6E-3	17.4 0.2
2012-04-21.131	0823+033	test	16.87	0.8	0.031	0.0106 103	38.1	6.0	-1.00	138 48	8.4 3	-32.4	-1.3 9.7	-2.8 -63.6	0.294 2.1E-3	0.290 3.4E-3	18.6 0.1
# Sat Apr 21 16:57:13 UTC 2012 - Tau 0.22 (new) 0.28 (old).  Using GISMO_DJB Lissajous randomizer observing script.  (DjB)
2012-04-21.135	0805-078	test	17.49	1.0	0.100	0.0103 104	36.9	7.4	-1.00	162 43	8.1 -8	-14.3	0.0 11.1	5.0 -69.1	0.233 2.8E-3	0.260 4.0E-3	19.2 0.2
# Sat Apr 21 17:30:39 UTC 2012 - New tau meter waking up again! Old tau 0.3, New 0.2 on scan 135 (ACE) 
2012-04-21.137	Mars	test	17.67	1.0	0.114	0.0477 102	37.3	6.2	-1.00	110 43	10.4 12	-50.2	-1.3 10.8	-8.7 -70.1	190 0.15	272 0.14	22.0 0.0
2012-04-21.138	Mars	test	17.69	1.0	0.114	0.0493 103	36.2	6.2	-1.50	110 43	10.4 12	-50.1	-2.2 10.7	-9.5 -69.9	190 0.15	272 0.17	22.0 0.0
2012-04-21.139	Mars	test	17.72	0.8	0.116	0.0463 104	38.2	6.5	-0.50	110 43	10.4 12	-49.9	-4.4 12.0	-11.7 -69.1	155 0.15	268 0.18	23.8 0.0
2012-04-21.140	1055+018	test	17.80	1.0	0.145	0.0123 103	37.2	6.7	-1.70	115 31	11.0 2	-46.4	0.9 16.2	-2.9 -70.2	1.59 5.8E-3	1.84 7.5E-3	19.5 0.1
2012-04-21.141	1055+018	test	17.82	1.0	0.145	0.0108 103	37.0	6.5	-2.30	115 31	11.0 2	-46.3	-0.8 15.3	-4.6 -70.5	1.47 2.8E-3	1.77 6.3E-3	20.3 0.0
2012-04-21.142	1055+018	test	17.84	1.0	0.136	0.0122 103	37.2	6.3	-2.90	115 32	11.0 2	-46.1	0.3 13.2	-3.5 -72.1	1.13 5.7E-3	1.71 7.8E-3	22.4 0.1
2012-04-21.143	1055+018	test	17.87	0.8	0.136	0.0114 103	38.2	6.3	-1.10	116 32	11.0 2	-46.0	-0.0 11.7	-3.8 -73.5	1.46 3.9E-3	1.71 6.5E-3	19.7 0.1
2012-04-21.144	1055+018	test	17.89	0.8	0.136	0.0107 103	38.3	5.6	-0.50	116 32	11.0 2	-45.8	-3.0 8.1	-6.8 -75.3	1.12 3.6E-3	1.60 6.9E-3	22.0 0.1
2012-04-21.145	1055+018	test	17.92	0.8	0.148	0.0114 103	38.2	5.3	-1.50	116 32	11.0 2	-45.7	-0.9 8.1	-4.7 -74.5	1.57 4.0E-3	1.73 5.3E-3	19.4 0.0
# Sat Apr 21 17:58:28 UTC 2012 - Focus changed significantly in past hour from -1.1 to -1.6 (ACE)
# Sat Apr 21 17:58:55 UTC 2012 - Pointing set to 3.6 2.1 (ACE)
# Sat Apr 21 17:59:57 UTC 2012 - Old Tau meter reads 0.27 at start of scan 146  (ACE)
# Sat Apr 21 18:23:33 UTC 2012 - New Tau meter back to sensible values. Old meter reads 0.23 at this point (ACE) 
2012-04-21.152	1055+018	test	18.96	1.0	0.172	0.0114 103	37.5	1.8	-1.60	131 43	11.0 2	-36.9	-1.9 1.3	-4.5 -66.7	1.71 3.6E-3	1.88 7.6E-3	19.3 0.0
2012-04-21.158	1055+018	test	19.88	1.0	0.191	0.0122 103	36.2	1.4	-1.60	148 50	11.0 2	-24.6	0.2 1.9	1.3 -59.7	1.72 3.4E-3	1.90 6.4E-3	19.3 0.0
2012-04-21.159	1055+018	test	19.93	1.0	0.191	0.0126 103	36.3	1.3	-1.70	149 50	11.0 2	-23.9	-0.2 1.0	1.2 -60.3	1.80 4.6E-3	1.99 6.5E-3	19.0 0.0
# Sat Apr 21 19:57:35 UTC 2012 - Tau 0.32 (old) 0.22 (new).  Focusing using new static values of -1.7 -2.3 -2.9 -1.1 -0.5.  (DjB)
2012-04-21.160	1055+018	test	19.95	1.0	0.191	0.0131 103	35.8	1.3	-2.30	150 50	11.0 2	-23.5	-0.3 2.9	1.2 -58.3	1.76 4.9E-3	1.94 7.3E-3	19.0 0.1
2012-04-21.161	1055+018	test	19.97	0.8	0.191	0.0115 103	38.2	1.3	-2.90	150 51	11.0 2	-23.1	1.7 -0.3	3.3 -61.4	1.51 2.9E-3	1.77 6.6E-3	19.9 0.0
2012-04-21.162	1055+018	test	20.00	0.8	0.191	0.0122 103	38.1	1.3	-1.10	151 51	11.0 2	-22.7	-3.6 0.5	-1.8 -60.5	1.53 4.2E-3	1.86 6.2E-3	20.0 0.1
2012-04-21.163	1055+018	test	20.02	1.0	0.191	0.0133 103	37.5	1.4	-0.50	151 51	11.0 2	-22.3	-1.0 2.2	1.0 -58.9	1.05 7.0E-3	1.85 1.0E-2	23.8 0.1
2012-04-21.172	1055+018	test	21.34	1.0	0.244	0.0114 103	36.4	1.4	-2.00	-176 54	11.0 2	3.2	-2.1 3.9	8.3 -58.9	1.98 4.0E-3	2.08 6.2E-3	18.6 0.0
# Sat Apr 21 22:02:15 UTC 2012 - Tau values 0.29 and 0.21.  (DjB)
2012-04-21.177	0923+392	test	22.13	1.0	0.194	0.0113 100	36.9	0.7	-1.70	-75 61	9.5 39	81.9	-3.0 3.1	7.6 -84.5	2.57 3.2E-3	2.85 6.2E-3	19.2 0.0
2012-04-21.178	0923+392	test	22.15	0.9	0.194	0.0114 100	37.7	0.7	-2.30	-75 61	9.5 39	81.8	-3.3 2.1	7.4 -85.8	2.54 3.6E-3	2.77 6.0E-3	19.0 0.0
2012-04-21.179	0923+392	test	22.17	0.8	0.194	0.0105 100	38.1	0.7	-2.90	-75 61	9.5 39	81.7	-2.5 1.2	8.1 -87.0	2.18 4.2E-3	2.69 6.6E-3	20.2 0.0
2012-04-21.180	0923+392	test	22.20	0.8	0.185	0.0108 100	38.1	0.7	-1.10	-74 60	9.5 39	81.5	-4.4 3.4	6.2 -85.0	2.11 4.9E-3	2.75 7.3E-3	20.8 0.0
# Sat Apr 21 22:14:30 UTC 2012 - Focus scans 177-181.   -1.7 -2.3 -2.9 -1.1 -0.5 as usual.  (DjB)
2012-04-21.181	0923+392	test	22.22	1.0	0.185	0.0113 100	36.3	0.7	-0.50	-74 60	9.5 39	81.4	-4.8 3.6	5.7 -85.1	1.57 4.0E-3	2.72 7.9E-3	24.2 0.1
# Sat Apr 21 22:15:25 UTC 2012 - Focus set to -2.0.  (DjB)
2012-04-21.182	0923+392	test	22.29	1.0	0.185	0.0110 100	36.5	0.9	-2.00	-74 59	9.5 39	80.9	-6.4 2.3	4.1 -87.6	2.63 3.7E-3	2.80 6.4E-3	18.9 0.0
2012-04-21.187	1418+546	test	23.16	1.0	0.157	0.0117 99	37.0	0.8	-2.00	33 68	14.3 54	-132.5	-0.5 6.9	-20.2 -66.1	0.208 3.1E-3	0.218 5.4E-3	18.4 0.3
2012-04-22.2	1418+546	test	0.32	0.9	0.154	0.0110 100	38.0	0.3	-2.00	6 73	14.3 54	-172.1	-2.0 3.7	-17.7 -70.6	0.219 2.7E-3	0.221 4.1E-3	18.8 0.2
2012-04-22.9	1418+546	test	1.56	1.0	0.231	0.0108 100	36.7	0.7	-2.00	-27 70	14.3 54	141.8	-2.4 5.5	-7.4 -77.8	0.209 4.5E-3	0.207 4.8E-3	18.4 0.4
2012-04-22.14	1418+546	test	2.41	1.0	0.209	0.0112 100	35.9	0.6	-2.00	-39 64	14.3 54	119.9	1.1 6.7	1.0 -82.5	0.211 2.9E-3	0.203 4.2E-3	18.3 0.2
# Sun Apr 22 02:27:45 UTC 2012 - Going to 1757-240 to focus pre-SgrA.  Tau 0.24/0.21.  (DjB)
2012-04-22.15	1757-240	test	2.55	0.9	0.209	0.0128 95	37.5	0.5	-1.70	155 25	18.0 -24	-21.6	-0.5 2.9	3.0 -69.1	5.41 0.012	7.17 0.013	20.6 0.0
2012-04-22.16	1757-240	test	2.57	0.8	0.209	0.0146 82	38.2	0.4	-2.30	155 25	18.0 -24	-21.3	0.5 0.2	3.9 -71.6	4.64 0.025	6.76 0.033	19.3 0.1
2012-04-22.17	1757-240	test	2.59	0.9	0.209	0.0137 90	36.2	0.3	-2.90	156 25	18.0 -24	-21.0	-2.1 1.9	1.4 -69.6	5.66 0.015	7.37 0.016	20.4 0.1
2012-04-22.18	1757-240	test	2.62	0.8	0.197	0.0137 96	38.2	0.3	-1.10	156 25	18.0 -24	-20.7	-2.0 3.1	1.6 -68.5	4.12 0.011	6.59 0.012	22.8 0.1
2012-04-22.19	1757-240	test	2.64	1.0	0.197	0.0136 101	37.5	0.3	-0.50	156 25	18.0 -24	-20.5	-1.1 -0.1	2.5 -71.7	2.69 0.011	6.80 0.015	28.8 0.1
2012-04-22.20	1757-240	test	2.70	0.8	0.198	0.0138 92	38.2	0.2	-2.10	157 25	18.0 -24	-19.8	-3.7 2.1	0.1 -69.2	5.58 0.013	7.26 0.024	20.1 0.0
# Sun Apr 22 02:43:23 UTC 2012 - Focus set to -2.1.  (DjB)
2012-04-22.27	1757-240	test	4.18	1.0	0.091	0.0148 100	37.3	-0.7	-2.10	180 29	18.0 -24	-0.2	-3.4 -0.6	4.1 -72.4	6.50 0.012	7.89 0.013	20.1 0.0
# Sun Apr 22 05:14:03 UTC 2012 - SgrA #29 did not reduce due to Crush error.  By the way, tau is 0.3 or 0.25 and getting a bit variable/worse as Dawn's rosy fingers curl above the horizon.  (DjB)
2012-04-22.34	1757-240	test	5.71	0.8	0.242	0.0137 85	38.2	-1.2	-2.10	-157 25	18.0 -24	20.0	-1.7 -3.8	7.8 -81.4	4.36 0.011	6.38 0.015	20.6 0.0
#2012-04-22.40	1502+106	test	6.30	0.8	0.255	0.0114 64	38.1	-1.0	-2.10	-90 18	15.1 10	54.2	12.6 -22.0	20.0 -123.8	0.215 2.9E-3	0.197 5.3E-3	18.4 0.2
2012-04-22.44	1637+574	test	7.11	0.9	0.312	0.0098 102	37.0	0.1	-2.10	-43 44	16.6 57	87.1	1.2 3.4	3.9 -101.1	0.435 2.6E-3	0.424 4.5E-3	18.4 0.1
2012-04-22.48	1637+574	test	7.67	1.0	0.366	0.0089 99	37.3	1.6	-2.10	-42 39	16.6 57	80.5	1.8 13.0	4.5 -97.4	0.408 2.3E-3	0.429 4.4E-3	19.0 0.1
2012-04-22.49	2223-052	test	7.80	1.0	0.443	0.0092 101	36.2	1.8	-2.10	162 47	22.4 -5	-14.2	-1.6 5.0	3.4 -61.0	0.809 2.8E-3	0.850 4.2E-3	18.9 0.1
# Sun Apr 22 08:37:19 UTC 2012 - Tau now 0.4 and rising. (ACE)
2012-04-22.56	2145+067	test	8.94	1.0	0.393	0.0098 101	36.0	1.6	-1.70	-153 57	21.8 7	21.5	-3.3 5.4	11.6 -61.9	0.882 2.6E-3	0.915 5.0E-3	18.9 0.1
2012-04-22.57	2145+067	test	8.96	0.8	0.393	0.0090 101	38.3	1.6	-2.30	-152 57	21.8 7	22.0	-2.1 4.6	12.9 -62.9	0.918 2.8E-3	0.924 5.3E-3	18.4 0.1
2012-04-22.58	2145+067	test	8.98	0.8	0.364	0.0087 101	38.1	1.6	-2.90	-152 57	21.8 7	22.4	-2.4 1.6	12.6 -66.2	0.802 3.0E-3	0.856 4.8E-3	19.2 0.1
2012-04-22.59	2145+067	test	9.01	0.8	0.364	0.0088 101	38.2	1.5	-1.10	-151 57	21.8 7	22.9	-6.6 7.5	8.5 -60.4	0.639 2.7E-3	0.856 4.8E-3	21.2 0.1
2012-04-22.60	2145+067	test	9.03	0.9	0.364	0.0098 101	37.8	1.5	-0.50	-151 57	21.8 7	23.4	-7.4 9.2	7.8 -59.1	0.405 3.2E-3	0.730 5.5E-3	24.5 0.2
2012-04-22.61	2145+067	test	9.05	1.0	0.364	0.0095 101	35.7	1.5	-2.10	-150 57	21.8 7	23.7	-5.7 6.7	9.6 -61.9	0.873 2.4E-3	0.904 4.8E-3	18.8 0.1
# Sun Apr 22 09:12:17 UTC 2012 - Focus changed to -2.2 (ACE)
2012-04-22.66	2134+004	test	9.76	0.8	0.422	0.0093 99	38.2	1.3	-2.20	-136 45	21.6 1	33.6	-1.5 3.6	13.5 -78.4	0.682 2.5E-3	0.671 4.7E-3	18.5 0.1
2012-04-22.69	Neptune	test	10.43	1.8	0.383	0.0131 97	38.1	1.1	-2.20	-144 35	22.3 -11	28.4	-4.5 7.5	8.1 -76.4	4.40 4.3E-3	4.60 5.3E-3	19.3 0.0
2012-04-22.70	0234+285	test	10.54	0.8	0.384	0.0115 102	38.2	1.0	-2.20	96 60	2.6 29	-64.9	0.6 1.5	-14.0 -57.6	1.55 4.6E-3	1.59 6.7E-3	18.8 0.1
# Sun Apr 22 10:49:39 UTC 2012 - M33 observations made with ROTF script very close to the elevation limits (ACE)
# Sun Apr 22 10:50:50 UTC 2012 - Wisps of cloud over telescope at start of scan 74 (ACE)
2012-04-22.77	0235+164	test	11.09	1.0	0.276	0.0125 103	37.4	0.3	-2.20	125 59	2.6 17	-43.1	-4.2 -2.1	-11.2 -54.9	0.762 4.6E-3	0.816 6.9E-3	19.1 0.1
# Sun Apr 22 11:38:52 UTC 2012 - Temperature started to rise 6mins into scan 80 (ACE)
# Sun Apr 22 13:32:27 UTC 2012 - Telescope now in cloud. (ACE)
# Sun Apr 22 14:46:32 UTC 2012 - Trying to start after cool down but clouds over telescope are preventing us! (ACE)
2012-04-22.85	0316+413	test	14.77	1.0	0.655	0.0533 94	36.3	1.2	-2.20	-67 75	3.3 42	100.6	-5.6 2.2	2.2 -73.7	7.27 0.035	7.70 0.040	17.9 0.1
#2012-04-22.87	0316+413	test	14.83	1.0	0.655	2.3626 93	37.1	1.2	-2.30	-68 74	3.3 42	99.5	44.4 -167.4	52.4 -244.0	36.5 2.5	5.99 0.48	16.8 1.2
2012-04-22.90	0316+413	test	14.91	0.8	0.692	0.3088 78	38.2	1.2	-0.50	-68 73	3.3 42	98.3	--- ---	--- ---	--- ---	--- ---	--- ---
# Sun Apr 22 16:53:10 UTC 2012 - Still in cloud with tau>0.6. Waiting. (ACE)
2012-04-22.95	0316+413	test	17.75	1.0	0.855	0.0034 88	36.2	-0.5	-1.80	-64 42	3.3 42	73.0	--- ---	--- ---	--- ---	--- ---	--- ---
# Sun Apr 22 21:57:38 UTC 2012 - Fog appears to have lifted so we are going to test the sky! (ACE)
# Sun Apr 22 21:58:41 UTC 2012 - Nasmyth offsets input as -12.5 -3.8 (ACE)
2012-04-22.98	0923+392	test	22.03	1.0	0.075	0.0522 92	37.7	-1.9	-2.00	-75 61	9.5 39	82.2	-7.0 -2.2	3.7 -83.8	1.59 0.018	1.59 0.022	18.4 0.2
2012-04-22.99	0923+392	test	22.07	0.8	0.147	0.0679 86	38.2	-1.9	-1.70	-75 61	9.5 39	81.9	-1.4 -4.5	9.3 -86.5	1.90 0.026	1.84 0.030	17.4 0.2
2012-04-22.100	0923+392	test	22.09	1.0	0.147	0.0776 73	36.2	-1.9	-2.30	-75 61	9.5 39	81.8	-2.7 -4.1	7.9 -86.4	1.17 0.042	1.50 0.043	19.0 0.7
2012-04-22.101	0923+392	test	22.11	0.8	0.580	0.0574 99	38.1	-1.9	-2.90	-75 60	9.5 39	81.6	-2.4 -4.5	8.2 -87.1	1.19 0.024	1.58 0.032	20.4 0.4
2012-04-22.102	0923+392	test	22.14	0.8	0.580	0.0664 98	38.1	-1.9	-1.10	-74 60	9.5 39	81.5	-3.9 -0.7	6.7 -83.5	2.67 0.037	2.56 0.036	18.3 0.2
2012-04-22.103	0923+392	test	22.16	0.8	0.389	0.0697 95	38.2	-1.9	-0.50	-74 60	9.5 39	81.3	-5.8 -1.1	4.7 -84.1	1.65 0.025	1.55 0.025	17.4 0.3
2012-04-22.104	0923+392	test	22.21	0.8	0.389	0.0470 74	38.2	-1.9	-0.80	-74 59	9.5 39	81.0	-4.6 -1.6	5.9 -85.3	2.06 0.023	2.22 0.034	18.6 0.2
2012-04-22.106	0923+392	test	22.28	1.0	0.474	0.0185 101	35.8	-1.9	-1.30	-74 58	9.5 39	80.5	-5.0 -0.0	5.4 -84.5	3.05 7.6E-3	3.18 8.6E-3	19.0 0.0
2012-04-22.108	0923+392	test	22.37	0.8	0.190	0.0887 70	38.2	-1.9	-2.30	-74 57	9.5 39	80.0	-4.1 -4.2	6.2 -89.7	1.94 0.042	1.79 0.053	17.5 0.4
# Sun Apr 22 22:29:18 UTC 2012 - NCS had to be restarted, new focus sequence started with scan 110
2012-04-22.113	0923+392	test	22.54	1.0	0.657	0.0915 98	36.7	-2.1	-1.70	-73 56	9.5 39	78.9	-3.4 -0.8	6.7 -87.7	2.94 0.043	3.31 0.11	18.7 0.3
2012-04-22.115	0923+392	test	22.59	1.0	0.657	0.2829 65	36.4	-2.2	-2.90	-73 55	9.5 39	78.6	--- ---	--- ---	--- ---	--- ---	--- ---
2012-04-22.117	0923+392	test	22.63	0.8	0.257	0.1054 83	38.0	-2.2	-0.50	-73 54	9.5 39	78.3	-6.0 -5.1	4.1 -92.7	0.924 0.038	1.02 0.037	19.0 0.8
2012-04-22.118	0923+392	test	22.81	1.1	0.261	0.0147 100	36.4	-2.0	-1.70	-72 52	9.5 39	77.2	-4.5 0.1	5.4 -89.8	2.81 4.3E-3	2.96 7.7E-3	18.9 0.0
2012-04-22.119	0923+392	test	22.84	0.8	0.163	0.0177 100	38.2	-2.1	-2.30	-72 52	9.5 39	77.1	-3.2 -0.9	6.6 -90.9	2.63 6.1E-3	2.77 9.7E-3	18.8 0.0
2012-04-22.120	0923+392	test	22.86	0.8	0.163	0.0185 100	38.1	-2.1	-2.90	-72 52	9.5 39	77.0	-3.7 -0.8	6.1 -91.0	2.19 6.2E-3	2.63 0.011	20.0 0.1
2012-04-22.121	0923+392	test	22.88	1.0	0.163	0.0163 100	36.0	-2.1	-1.10	-72 52	9.5 39	76.8	-8.2 -0.2	1.6 -90.6	2.31 5.7E-3	2.72 8.9E-3	19.8 0.0
2012-04-22.122	0923+392	test	22.91	0.8	0.163	0.0137 100	38.2	-2.2	-0.50	-71 51	9.5 39	76.7	-4.2 -2.6	5.6 -93.0	1.61 5.3E-3	2.44 9.8E-3	22.5 0.1
2012-04-22.123	1418+546	test	23.07	1.1	0.177	0.0145 96	36.3	-2.5	-2.00	33 68	14.3 54	-131.9	1.8 -5.4	-17.9 -71.3	0.205 3.6E-3	0.195 4.7E-3	17.8 0.3
2012-04-23.2	1044+719	250-11	0.21	1.0	0.161	0.0139 99	35.9	-2.0	-2.00	-21 47	10.8 72	117.0	-2.0 -2.5	-5.4 -99.6	0.442 4.4E-3	0.461 6.5E-3	18.6 0.2
# Mon Apr 23 01:17:47 UTC 2012 - GISMO is now wearing its burqa.  (DjB)
# Mon Apr 23 01:25:12 UTC 2012 - Note: scan # 8 was made with the met glas flower!!!!!
2012-04-23.10	1044+719	250-11	1.53	0.8	0.130	0.0158 58	38.2	-2.2	-2.00	-23 42	10.8 72	96.4	0.3 -1.2	-1.6 -101.8	0.353 5.6E-3	0.339 6.4E-3	17.1 0.3
# Mon Apr 23 01:34:53 UTC 2012 - Metglas did not improve things - taken off again (JS)
2012-04-23.18	1044+719	250-11	2.81	0.8	0.150	0.0098 102	38.3	-0.8	-2.00	-23 36	10.8 72	78.3	1.9 3.2	0.8 -103.5	0.399 3.1E-3	0.408 4.3E-3	18.4 0.1
2012-04-23.26	1044+719	250-11	4.17	0.8	0.178	0.0105 102	38.2	-1.5	-2.00	-20 30	10.8 72	60.4	-1.2 2.2	-2.1 -104.9	0.383 2.5E-3	0.376 4.6E-3	18.3 0.1
2012-04-23.34	1044+719	250-11	5.47	1.1	0.192	0.0100 90	36.7	-2.1	-2.00	-16 25	10.8 72	43.7	0.3 0.0	-0.7 -106.4	0.377 2.5E-3	0.352 5.2E-3	18.1 0.1
2012-04-23.38	2254+617	250-11	6.15	1.0	0.213	0.0130 103	36.0	-0.9	-1.70	33 53	22.9 62	-112.7	1.7 0.5	-13.9 -82.2	1.28 9.7E-3	2.96 0.017	27.9 0.2
2012-04-23.39	2254+617	250-11	6.18	1.0	0.213	0.0134 103	36.0	-0.9	-2.30	33 54	22.9 62	-113.1	-0.1 -5.3	-15.8 -87.9	1.14 0.011	2.73 0.013	28.2 0.2
2012-04-23.40	2254+617	250-11	6.20	0.8	0.163	0.0131 103	38.1	-0.7	-2.90	33 54	22.9 62	-113.5	3.3 -2.0	-12.4 -85.0	0.840 8.4E-3	2.30 0.018	30.3 0.2
2012-04-23.42	1928+738	250-11	6.25	1.0	0.163	0.0110 103	37.1	-0.4	-1.70	-5 53	19.5 74	166.4	0.2 3.4	-8.3 -91.1	1.79 3.0E-3	1.85 4.8E-3	19.0 0.0
2012-04-23.43	1928+738	250-11	6.27	0.8	0.163	0.0108 103	38.3	-0.4	-2.30	-5 53	19.5 74	165.9	-1.8 2.2	-10.2 -92.3	1.63 3.4E-3	1.81 6.0E-3	19.7 0.0
2012-04-23.44	1928+738	250-11	6.30	0.8	0.163	0.0108 103	38.2	-0.3	-2.90	-5 53	19.5 74	165.5	-0.3 -1.6	-8.6 -96.4	1.14 3.7E-3	1.66 6.8E-3	22.2 0.1
2012-04-23.45	1928+738	250-11	6.32	0.8	0.163	0.0103 103	38.2	-0.3	-1.10	-5 53	19.5 74	165.0	-0.7 4.7	-9.1 -90.2	1.76 3.4E-3	1.88 5.0E-3	19.2 0.0
2012-04-23.46	1928+738	250-11	6.34	1.0	0.163	0.0106 103	36.3	-0.3	-0.50	-5 53	19.5 74	164.6	-4.2 4.1	-12.4 -90.8	1.50 3.4E-3	1.84 5.8E-3	20.6 0.0
2012-04-23.52	0003+380	209-11	7.18	1.0	0.357	0.0126 104	37.3	1.6	-1.60	74 54	0.1 38	-77.6	-2.3 3.7	-18.6 -69.3	0.309 3.0E-3	0.279 3.4E-3	17.7 0.2
# Mon Apr 23 07:51:49 UTC 2012 - M33X1: do not include first scan # 53 (bad scan!)  (JS)
2012-04-23.67	0003+380	test	8.41	0.8	0.297	0.0116 103	38.1	1.9	-1.60	78 69	0.1 38	-85.2	-0.6 2.7	-20.5 -55.6	0.300 3.8E-3	0.286 4.6E-3	18.5 0.2
2012-04-23.74	0316+413	test	8.99	0.8	0.273	0.0190 74	38.1	2.1	-1.70	63 39	3.3 42	-71.7	-0.7 8.5	-12.7 -79.5	3.70 0.024	8.01 0.064	18.4 0.1
2012-04-23.75	0316+413	test	9.01	0.8	0.273	0.0170 84	38.3	2.2	-2.30	63 40	3.3 42	-71.9	-3.4 8.8	-15.4 -79.2	6.40 0.013	8.26 0.025	18.9 0.0
2012-04-23.76	0316+413	test	9.03	1.0	0.273	0.0168 84	36.4	2.2	-2.90	63 40	3.3 42	-72.0	4.2 6.4	-7.9 -81.5	4.95 0.014	7.71 0.030	22.3 0.1
2012-04-23.77	0316+413	test	9.06	0.9	0.273	0.0157 90	36.0	2.1	-1.10	63 40	3.3 42	-72.2	-1.8 10.8	-14.0 -76.7	7.03 0.012	9.26 0.017	18.2 0.0
2012-04-23.78	0316+413	test	9.08	0.8	0.232	0.0173 102	38.2	2.1	-0.50	63 40	3.3 42	-72.4	0.2 8.9	-12.1 -78.4	6.43 7.1E-3	8.39 0.014	21.1 0.0
2012-04-23.79	0316+413	test	9.12	0.9	0.267	0.0202 81	36.8	2.1	-1.50	63 41	3.3 42	-72.7	-1.6 6.7	-14.0 -80.3	4.33 0.018	8.06 0.046	18.9 0.1
2012-04-23.80	2255-282	test	9.25	1.0	0.312	0.0123 98	37.4	2.1	-1.50	-178 25	23.0 -28	2.2	-3.0 4.5	4.3 -74.9	2.56 4.2E-3	2.64 6.3E-3	19.1 0.0
2012-04-23.88	2255-282	d07-11	10.60	0.8	0.260	0.0098 96	38.3	2.5	-1.50	-158 22	23.0 -28	19.6	-2.5 2.5	5.9 -83.4	2.32 4.2E-3	2.50 7.3E-3	19.4 0.0
# Mon Apr 23 11:11:03 UTC 2012 - Time for lunch and therefore refill.  Shutting down observations.  (DjB)
2012-04-23.102	0133+476	209-11	14.53	0.8	0.145	0.0121 98	38.2	2.6	-1.70	-57 58	1.6 48	93.7	-6.0 3.5	-0.1 -94.7	0.790 3.2E-3	0.966 6.6E-3	20.2 0.1
2012-04-23.103	0133+476	209-11	14.55	1.0	0.145	0.0119 98	37.0	2.6	-1.70	-57 57	1.6 48	93.4	-6.0 3.5	0.0 -95.0	0.798 3.5E-3	0.976 6.1E-3	20.4 0.1
2012-04-23.104	0133+476	209-11	14.58	0.8	0.142	0.0109 98	38.2	2.5	-2.30	-57 57	1.6 48	93.1	-2.5 3.0	3.5 -95.5	0.530 3.7E-3	0.866 7.1E-3	23.6 0.1
# Mon Apr 23 14:36:50 UTC 2012 - test
2012-04-23.105	0133+476	209-11	14.60	1.0	0.142	0.0119 98	36.3	2.5	-2.90	-57 57	1.6 48	92.8	-4.0 -0.8	2.0 -99.5	0.318 4.1E-3	0.761 7.1E-3	28.4 0.3
# Mon Apr 23 14:38:18 UTC 2012 - Up until now (<#102), detector biases had been set to 0 during recycle.  To quote one HJS, <<D'oh!>>.  (DjB)
2012-04-23.106	0133+476	209-11	14.63	1.0	0.142	0.0116 98	35.9	2.6	-1.10	-57 57	1.6 48	92.5	-3.8 4.9	2.2 -94.2	0.925 3.6E-3	0.977 5.3E-3	19.1 0.1
2012-04-23.107	0133+476	209-11	14.65	0.8	0.142	0.0107 98	38.2	2.7	-0.50	-57 56	1.6 48	92.2	-4.8 2.3	1.3 -97.3	0.937 2.6E-3	1.02 4.5E-3	19.2 0.1
# Mon Apr 23 14:40:57 UTC 2012 - Up until now (<#102), detector biases had been set to 0 during recycle.  To quote one HJS, --D'oh!--.  (DjB)
2012-04-23.108	0133+476	209-11	14.71	1.0	0.134	0.0117 98	37.1	2.8	-0.90	-57 56	1.6 48	91.5	-7.1 5.3	-1.0 -95.1	0.932 3.3E-3	1.01 6.8E-3	18.9 0.1
# Mon Apr 23 15:51:26 UTC 2012 - Taking a pointing scan during cryogen refill; #121 should be corrupt.  (DjB)
2012-04-23.122	0003+380	209-11	16.30	1.0	0.149	0.0133 99	36.9	2.7	-0.90	-57 21	0.1 38	58.6	-3.9 8.8	0.9 -108.3	0.234 4.0E-3	0.237 6.2E-3	18.9 0.3
# Mon Apr 23 16:20:30 UTC 2012 - Slewing past the Sun with the vertex closed.  #123 will be dark.  (DjB)
# Mon Apr 23 16:24:56 UTC 2012 - I take that back.  #123 is ok.  (DjB)
2012-04-23.126	0316+413	250-11	16.85	0.8	0.181	0.0216 82	38.2	5.2	-1.70	-67 51	3.3 42	79.0	-4.5 8.1	4.2 -100.0	2.24 0.025	6.36 0.10	26.3 0.2
2012-04-23.127	0316+413	250-11	16.87	0.8	0.181	0.0203 90	38.2	5.1	-2.30	-67 50	3.3 42	78.8	-6.1 9.5	2.6 -98.6	5.47 0.015	9.07 0.019	22.2 0.1
2012-04-23.128	0316+413	250-11	16.90	0.8	0.124	0.0185 100	38.2	5.1	-2.90	-67 50	3.3 42	78.7	-3.9 8.2	4.7 -100.1	3.97 0.011	8.68 0.018	27.1 0.1
