# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2012-04-20.43	0420-014	test	14.64	0.8	0.380	0.0115 101	38.0	1.3	-2.40	179 52	4.4 -1	-0.6	0.6 -3.6	9.8 -67.4	1.61 4.1E-3	2.09 8.3E-3	21.1 0.0
2012-04-20.44	0420-014	test	14.67	0.8	0.384	0.0119 101	38.3	1.3	-3.00	180 52	4.4 -1	-0.2	1.9 -1.0	11.2 -64.9	1.10 4.5E-3	1.93 9.5E-3	24.5 0.1
2012-04-20.45	0420-014	test	14.69	0.8	0.384	0.0109 101	38.2	1.4	-1.20	-180 52	4.4 -1	0.2	-1.0 0.8	8.5 -63.4	2.09 3.7E-3	2.23 6.6E-3	19.3 0.0
2012-04-20.46	0420-014	test	14.71	0.8	0.384	0.0108 102	38.2	1.5	-0.60	-179 52	4.4 -1	0.7	-1.6 -1.4	8.0 -66.0	1.87 3.8E-3	2.24 7.0E-3	20.3 0.0
2012-04-20.47	0221+067	test	14.81	1.0	0.384	0.0113 101	37.0	1.6	-1.40	-128 48	2.4 7	39.2	-0.2 1.5	15.7 -81.4	0.521 3.7E-3	0.537 6.0E-3	18.9 0.1
2012-04-20.49	0221+067	test	15.04	1.0	0.108	0.0161 98	36.0	1.6	-1.40	-125 46	2.4 7	41.5	-1.4 0.6	14.3 -85.2	0.439 5.9E-3	0.464 5.8E-3	19.0 0.2
2012-04-20.50	0221+067	test	15.09	1.0	0.108	0.0139 99	36.8	1.5	-1.40	-124 46	2.4 7	42.0	-5.1 0.5	10.5 -85.7	0.450 5.8E-3	0.513 6.9E-3	19.8 0.2
# Fri Apr 20 15:21:26 UTC 2012 - Scan #49+ have Nasmyth Offsets set to 0 0.  Scan #50+ have SET POINTING -20 9.  (DjB)
# Fri Apr 20 15:21:35 UTC 2012 - Scans #42-46 were focus scans.  (DjB)
# Fri Apr 20 15:22:20 UTC 2012 - Focus for scans #47- is at -1.4, which is notably different from the typical value of ~-1.8.  (DjNB
# Fri Apr 20 15:23:08 UTC 2012 - ugly stripes
# Fri Apr 20 15:28:53 UTC 2012 - Scan #53 is ROTF_TINY.  (DjB)
# Fri Apr 20 15:35:14 UTC 2012 - That should have been scans #53-56 as subscans of one ROTF_TINY call.  NEFD seems worse!  (DjB)
# Fri Apr 20 15:43:17 UTC 2012 - A slower Lissajous was implemented for #57.  (DjB)
# Fri Apr 20 15:54:00 UTC 2012 - A standard Lissajous (freq 0.1) being used for #58.  (DjB)
# Fri Apr 20 16:34:32 UTC 2012 - Scan 60 didn't close properly so scan 61 was cancelled and Steve should be able to salvage the data from scan 61 (ACE)
# Fri Apr 20 18:17:40 UTC 2012 - Manually reprocessed scan 60 - it is data from 60 and half of 61 due to operator error - SFM
# Fri Apr 20 16:43:51 UTC 2012 - Topping up He, adding magnetic insulation and reinstituting ground throught the power system (ACE)
2012-04-20.63	0528+134	test	17.30	0.8	0.003	0.0107 103	38.2	2.8	-1.40	-134 59	5.5 14	36.5	-4.7 4.1	12.2 -70.8	1.49 2.8E-3	1.54 5.4E-3	18.9 0.0
2012-04-20.64	0528+134	test	17.33	1.0	0.003	0.0109 103	37.1	2.8	-1.40	-133 59	5.5 14	36.9	-5.1 4.1	11.8 -71.2	1.45 3.4E-3	1.54 6.0E-3	19.2 0.0
2012-04-20.65	0336-019	test	17.38	0.9	0.003	0.0119 45	37.5	2.8	-1.40	-117 29	3.7 -2	45.4	0.7 1.3	12.4 -98.3	0.603 5.6E-3	0.738 7.4E-3	17.8 0.2
2012-04-20.66	0336-019	test	17.41	0.8	0.003	0.0097 95	38.1	2.7	-1.40	-117 28	3.7 -2	45.5	0.1 1.3	11.7 -98.2	0.803 2.2E-3	0.873 4.1E-3	19.4 0.1
# Fri Apr 20 17:39:08 UTC 2012 - Note: magnetic material was NOT added in grounding effort.  (DjB)
# Fri Apr 20 17:53:07 UTC 2012 - Tau meter is broken but old meter has read 0.4-0.45 consistently for the past 3 hours. (ACE)
# Fri Apr 20 18:04:55 UTC 2012 - Some errors when reprocessing scan 60
2012-04-20.71	0823+033	test	18.17	1.0	0.003	0.0102 104	35.9	3.7	-1.40	166 55	8.4 3	-11.3	-2.2 -0.5	3.5 -64.4	0.263 2.2E-3	0.265 3.6E-3	18.7 0.2
2012-04-20.72	0823+033	test	18.22	0.8	0.003	0.0097 103	38.2	3.7	-1.40	167 55	8.4 3	-10.3	-2.6 2.8	3.4 -61.1	0.257 2.1E-3	0.251 3.6E-3	18.1 0.1
2012-04-20.73	0823+033	test	18.24	0.8	0.003	0.0096 103	38.2	3.6	-1.40	167 55	8.4 3	-9.9	-0.4 3.9	5.8 -59.9	0.249 2.3E-3	0.254 3.6E-3	18.6 0.2
# Fri Apr 20 19:19:20 UTC 2012 - Tau seems to be around 0.30+/- 0.02.  Has been declining slowly & constantly.  (DjB)
2012-04-20.80	1055+018	test	19.37	0.8	0.003	0.0114 103	38.2	-0.6	-1.70	137 46	11.0 2	-32.8	-3.2 -5.1	-4.7 -65.5	1.59 3.2E-3	1.60 5.6E-3	18.7 0.0
# Fri Apr 20 19:25:23 UTC 2012 - Scans #80-84: Focus settings in order:  -1.7 -2.3 -2.9 -1.1 -0.5  (DjB)
2012-04-20.81	1055+018	test	19.40	0.8	0.003	0.0112 103	38.1	-0.6	-2.30	138 46	11.0 2	-32.5	-2.7 -4.4	-4.1 -64.6	1.33 3.1E-3	1.55 5.6E-3	20.0 0.0
2012-04-20.82	1055+018	test	19.42	1.1	0.003	0.0109 103	36.2	-0.6	-2.90	138 46	11.0 2	-32.2	2.0 -3.3	0.7 -63.5	0.991 2.8E-3	1.52 5.9E-3	22.8 0.1
2012-04-20.83	1055+018	test	19.45	1.0	0.003	0.0111 103	35.9	-0.7	-1.10	138 46	11.0 2	-31.9	-4.2 -4.0	-5.4 -63.7	1.56 2.7E-3	1.70 4.9E-3	19.1 0.0
2012-04-20.84	1055+018	test	19.47	1.1	0.003	0.0116 103	36.3	-0.7	-0.50	139 47	11.0 2	-31.6	-1.7 -2.6	-2.8 -62.2	1.29 2.9E-3	1.62 5.7E-3	20.5 0.0
# Fri Apr 20 19:30:20 UTC 2012 - Focus set to -1.6 for #85+.  (DjB)
2012-04-20.85	1055+018	test	19.50	0.8	0.003	0.0103 103	38.2	-0.7	-1.60	139 47	11.0 2	-31.2	-1.6 -7.3	-2.6 -66.7	1.61 2.6E-3	1.67 5.1E-3	19.0 0.0
# Fri Apr 20 19:57:36 UTC 2012 - Tau meter reads 0.26. First two scans had wrong step size so are rectangular not square! (ACE)
# Fri Apr 20 20:17:06 UTC 2012 - Tau is at 0.21 +/- 0.02.  (DjB)
# Fri Apr 20 20:26:59 UTC 2012 - Tau at start of scan 91 is 0.31 (ACE)
2012-04-20.92	1055+018	test	20.62	1.0	0.003	0.0140 100	36.1	-1.7	-1.60	164 53	11.0 2	-12.7	0.4 -4.0	5.7 -57.4	1.64 4.0E-3	1.75 5.5E-3	18.9 0.0
# Fri Apr 20 20:40:02 UTC 2012 - Pointing set to +3.3 +3.8
# Fri Apr 20 20:40:27 UTC 2012 - Tau at start of scan 93 is 0.27 (ACE)
# Fri Apr 20 20:42:22 UTC 2012 - Failed to lock pixels at start of scan 93 so killed it. (ACE)
# Fri Apr 20 21:03:13 UTC 2012 - Tau at start of scan 96 is 0.29 (ACE)
# Fri Apr 20 21:13:24 UTC 2012 - Tau at start of scan 97 is 0.23 (ACE)
# Fri Apr 20 21:26:00 UTC 2012 - Tau at start of scan 98 is 0.32 (ACE)
2012-04-20.100	1055+018	test	21.73	0.8	0.003	0.0130 98	38.0	-1.4	-1.60	-168 54	11.0 2	9.9	-4.7 -4.5	7.4 -63.7	1.67 3.9E-3	1.83 6.3E-3	18.9 0.0
# Fri Apr 20 21:46:24 UTC 2012 - Pointing set to -5.0 -0.8 (ACE)
# Fri Apr 20 21:46:55 UTC 2012 - Tau at start of scan 101 is 0.18 (ACE)
# Fri Apr 20 22:07:58 UTC 2012 - Tau at start of scan 103 is 0.28 (ACE)
# Fri Apr 20 22:19:54 UTC 2012 - Tau at start of scan 104 is 0.24 (ACE)
# Fri Apr 20 22:32:29 UTC 2012 - Tau at start of scan 105 is 0.25 (ACE)
2012-04-20.107	1055+018	test	22.81	1.0	0.003	0.0120 100	36.3	-1.4	-1.60	-143 48	11.0 2	28.6	-5.5 -2.9	9.7 -73.9	1.64 3.1E-3	1.69 5.5E-3	19.0 0.0
# Fri Apr 20 22:50:41 UTC 2012 - Pointing on #107:  set pointing 4.7 4.6.  (DjB)
# Fri Apr 20 22:51:36 UTC 2012 - Tau at start of scan 108 is 0.27 (ACE)
# Fri Apr 20 23:04:58 UTC 2012 - Tau at start of scan 109 is 0.35 (ACE)
# Fri Apr 20 23:12:41 UTC 2012 - Tau at start of scan 110 is 0.22 (ACE)
# Fri Apr 20 23:20:37 UTC 2012 - Tau at start of scan 111 is 0.22 (ACE)
# Fri Apr 20 23:31:21 UTC 2012 - Tau at start of scan 112 is 0.28 (ACE)
# Fri Apr 20 23:42:24 UTC 2012 - Tau at start of scan 113 is 0.25 (ACE)
# Fri Apr 20 23:51:13 UTC 2012 - End COSMOS observations at El=30 exactly! (ACE)
2012-04-20.114	1055+018	test	23.86	0.8	0.003	0.0109 104	38.2	-1.7	-1.60	-125 39	11.0 2	40.7	-2.0 -1.4	12.4 -83.8	1.62 3.4E-3	1.67 5.6E-3	18.6 0.0
#2012-04-20.115	1253-055	test	23.91	0.8	0.003	0.0229 67	38.2	-1.7	-1.70	-165 46	12.9 -6	12.2	-15.9 -0.3	-3.8 -65.5	1.08 0.016	4.01 0.15	32.2 0.4
#2012-04-20.116	1253-055	test	23.93	0.7	0.003	0.0209 64	38.1	-1.7	-2.30	-164 46	12.9 -6	12.6	-13.9 -0.3	-1.7 -65.7	1.08 0.014	4.51 0.15	31.3 0.3
#2012-04-20.117	1253-055	test	23.95	0.9	0.003	0.0235 71	37.2	-1.7	-2.90	-164 46	12.9 -6	13.0	17.2 -7.7	29.4 -73.3	1.38 0.019	6.57 0.18	32.4 0.4
#2012-04-20.118	1253-055	test	23.98	0.7	0.003	0.0208 65	38.1	-1.7	-1.10	-163 46	12.9 -6	13.4	-15.2 0.1	-2.9 -65.7	1.29 0.016	4.91 0.13	30.6 0.3
#2012-04-20.119	1253-055	test	0.00	0.8	0.003	0.0241 69	37.2	-1.7	-0.50	-163 46	12.9 -6	13.7	-18.3 0.6	-5.9 -65.4	1.60 0.016	8.08 0.18	33.5 0.3
#2012-04-21.2	1253-055	test	0.11	0.9	0.003	0.0228 71	37.3	-1.5	-1.80	-161 45	12.9 -6	15.6	-12.5 0.7	0.2 -66.7	0.873 0.023	2.57 0.13	30.5 0.6
# Sat Apr 21 00:13:34 UTC 2012 - Tau at start of scan 3 is 0.24 (ACE)
# Sat Apr 21 00:14:26 UTC 2012 - Pointing analysis on 3C279 done by hand - set to -5.3 +1.5 (ACE)
# Sat Apr 21 00:17:33 UTC 2012 - Bolometers not relocked at start of scan 3 (ACE)
# Sat Apr 21 00:23:44 UTC 2012 - Tau at start of scan 4 is 0.21 (ACE)
2012-04-21.5	A3581	233-11	0.57	1.9	0.003	0.0130 103	37.1	-1.4	-1.80	-177 26	14.1 -27	2.5	2.7 -5.1	10.2 -76.6	0.0488 1.7E-3	0.0436 2.3E-3	17.2 0.6
# Sat Apr 21 00:36:52 UTC 2012 - Tau at start of scan 4 is 0.21 (ACE)
2012-04-21.6	1144+402	test	0.67	0.9	0.003	0.0126 98	36.6	-1.6	-1.80	-72 59	11.8 40	82.5	-0.4 -5.8	9.7 -90.5	0.661 3.2E-3	0.684 5.8E-3	18.9 0.1
# Sat Apr 21 01:03:54 UTC 2012 - New Tau meter back on line! Reads 0.13 vs 0.17 from the old one. (ACE)
# Sat Apr 21 01:27:57 UTC 2012 - Old Tau meter reads 0.20 vs 0.07 from the new one. (ACE)
2012-04-21.12	1418+546	test	1.65	0.9	0.096	0.0148 98	37.5	-0.4	-1.80	-27 70	14.3 54	141.0	-1.9 2.1	-6.7 -79.0	0.205 4.2E-3	0.197 6.4E-3	18.1 0.4
# Sat Apr 21 01:41:34 UTC 2012 - Pointing set to -3.5 -0.5 (ACE)
2012-04-21.17	1308+326	test	2.43	0.8	0.166	0.0109 99	38.2	-0.3	-1.80	-84 53	13.2 32	69.7	-4.1 1.4	8.3 -88.8	0.904 3.1E-3	0.887 4.6E-3	18.4 0.1
2012-04-21.20	1757-240	test	2.90	0.8	0.155	0.0146 88	38.1	-0.4	-1.80	159 26	18.0 -24	-18.1	1.7 -2.0	5.7 -72.0	5.31 0.013	7.06 0.013	20.1 0.0
2012-04-21.21	1757-240	test	2.98	1.0	0.135	0.0137 91	36.4	-0.6	-1.80	160 26	18.0 -24	-17.1	-2.3 -3.2	2.0 -72.8	6.15 0.012	7.49 0.013	19.7 0.0
2012-04-21.22	1757-240	test	3.00	0.8	0.135	0.0138 87	38.1	-0.6	-2.40	161 26	18.0 -24	-16.8	1.3 -2.0	5.7 -71.7	5.22 0.014	7.02 0.015	20.1 0.1
2012-04-21.23	1757-240	test	3.03	0.8	0.135	0.0132 100	38.2	-0.6	-3.00	161 26	18.0 -24	-16.5	2.9 -0.7	7.3 -70.4	4.31 0.013	6.74 0.012	22.7 0.1
# Sat Apr 21 03:03:08 UTC 2012 - Focus scans #20-25; Focus settings in order:  -1.8 -2.4 -3.0 -1.2 -0.6.  (DjB)
2012-04-21.24	1757-240	test	3.05	1.0	0.128	0.0130 97	36.6	-0.6	-1.20	161 26	18.0 -24	-16.2	0.9 -3.9	5.4 -73.6	5.17 0.012	7.45 0.014	21.2 0.0
2012-04-21.25	1757-240	test	3.07	0.8	0.128	0.0140 95	38.3	-0.7	-0.60	162 27	18.0 -24	-15.9	0.1 -4.7	4.6 -74.2	4.03 0.012	7.22 0.014	24.1 0.1
# Sat Apr 21 03:09:31 UTC 2012 - Focus set to -1.9 (ACE)
# Sat Apr 21 03:44:05 UTC 2012 - Scan pattern for SgrA will be: (-300,-600, OTF);(-450,-900, ROTF); (-600-1200,OTF);(-750,-1500,ROTF).  Scans would be 26-33.  (DjB)
# Sat Apr 21 03:45:13 UTC 2012 - Tau in scan #28 is 0.35 +/- 0.03.  (DjB)
# Sat Apr 21 04:07:52 UTC 2012 - Scan #30 had offsets still in, so source won't be there!  (DjB)
2012-04-21.31	1757-240	test	4.13	1.0	0.216	0.0137 99	36.5	-0.9	-1.90	178 29	18.0 -24	-1.8	-2.4 -5.5	4.8 -76.4	6.38 0.012	7.82 0.014	19.8 0.0
2012-04-21.38	1757-240	test	5.60	0.9	0.194	0.0151 88	35.6	-1.4	-1.90	-160 26	18.0 -24	17.8	0.3 -1.5	9.7 -77.7	6.46 0.015	7.65 0.018	19.3 0.0
2012-04-21.40	1757-240	test	5.85	0.8	0.182	0.0142 82	38.1	-0.9	-1.80	-156 25	18.0 -24	20.9	-3.2 -2.9	6.2 -81.6	3.98 0.025	7.16 0.035	20.3 0.1
2012-04-21.41	1757-240	test	5.87	0.9	0.182	0.0152 82	36.1	-0.9	-2.40	-156 25	18.0 -24	21.1	-4.5 -1.1	5.0 -79.8	3.45 0.023	6.90 0.026	21.1 0.1
# Sat Apr 21 05:55:09 UTC 2012 - Focus settings in order:  -1.8 -2.4 -3.0 -1.2 -0.6; Scans #40-44.  (DjB)
2012-04-21.42	1757-240	test	5.89	1.0	0.182	0.0120 95	37.2	-1.0	-3.00	-155 25	18.0 -24	21.4	1.2 -2.8	10.7 -81.4	4.53 0.014	7.50 0.014	22.7 0.1
2012-04-21.43	1757-240	test	5.92	0.8	0.178	0.0144 80	38.1	-1.0	-1.20	-155 25	18.0 -24	21.7	-4.0 -4.5	5.4 -83.2	3.66 0.020	7.17 0.029	21.5 0.1
2012-04-21.44	1757-240	test	5.94	1.0	0.178	0.0126 98	35.9	-1.0	-0.60	-155 24	18.0 -24	22.0	-2.4 -2.2	7.0 -81.1	4.14 1.0E-2	7.36 0.014	24.5 0.1
# Sat Apr 21 05:59:59 UTC 2012 - Focus retained at -1.90.  Sun coming up.  Tau 0.27 +/- 0.03.  (DjB)
2012-04-21.45	1928+738	test	6.08	1.0	0.161	0.0119 102	35.9	-1.0	-1.90	-3 53	19.5 74	172.3	-2.7 0.4	-11.7 -92.2	2.11 4.1E-3	2.04 5.3E-3	18.8 0.0
# Sat Apr 21 06:27:22 UTC 2012 - Tau purports to be 0.27 +/- 0.03, but 2 minutes ago was 0.22 +/- 0.015.  (DjB)
# Sat Apr 21 06:40:51 UTC 2012 - Refilling nitrogen during scan #48 - no good data.  Tau 0.29 +/- 0.025.  (DjB)
2012-04-21.49	2223-052	test	6.72	0.8	0.147	0.0099 104	38.2	1.0	-1.90	140 40	22.4 -5	-30.7	-0.2 4.0	-0.2 -63.4	0.940 2.5E-3	0.893 4.7E-3	18.3 0.0
2012-04-21.54	2251+158	248-11	7.50	0.9	0.144	0.0126 101	35.7	2.3	-1.80	127 60	22.9 16	-41.5	-3.1 4.4	-9.6 -52.1	1.68 3.3E-3	1.80 6.0E-3	18.6 0.0
2012-04-21.55	2251+158	248-11	7.52	1.0	0.151	0.0116 101	36.9	2.3	-2.40	127 60	22.9 16	-41.1	0.2 5.3	-6.2 -50.9	1.63 3.2E-3	1.76 5.7E-3	18.8 0.0
2012-04-21.56	2251+158	248-11	7.55	0.8	0.151	0.0115 101	38.2	2.2	-3.00	128 60	22.9 16	-40.8	0.9 4.2	-5.3 -51.5	1.22 4.1E-3	1.60 6.7E-3	20.7 0.1
2012-04-21.57	2251+158	248-11	7.57	0.8	0.151	0.0110 101	38.0	2.3	-1.20	129 60	22.9 16	-40.4	-2.3 2.8	-8.4 -52.9	1.56 3.5E-3	1.79 5.9E-3	19.4 0.0
2012-04-21.58	2251+158	248-11	7.59	0.8	0.153	0.0114 101	38.2	2.3	-0.60	129 61	22.9 16	-40.1	-2.5 2.9	-8.5 -52.5	1.22 3.5E-3	1.78 7.6E-3	21.6 0.1
# Sat Apr 21 07:44:11 UTC 2012 - old tau meter reads tau 0.30 (JS)
2012-04-21.59	0133+476	248-11	7.83	0.9	0.154	0.0107 104	37.4	2.3	-1.90	56 45	1.6 48	-80.8	-1.6 10.5	-15.7 -77.0	0.951 3.0E-3	0.991 4.6E-3	18.7 0.1
2012-04-21.72	0133+476	test	9.26	0.8	0.169	0.0109 102	38.2	2.6	-1.90	57 60	1.6 48	-96.4	1.2 4.2	-17.6 -72.4	0.904 2.8E-3	0.967 6.0E-3	19.3 0.1
# Sat Apr 21 09:25:15 UTC 2012 - Old Tau meter reads 0.22 vs 0.16 from the new one. (ACE)
2012-04-21.73	Neptune	test	9.41	1.8	0.213	0.0135 98	38.2	2.4	-1.90	-163 40	22.3 -11	13.7	-3.2 4.4	8.5 -73.6	4.48 4.9E-3	5.37 8.0E-3	19.4 0.0
2012-04-21.74	2255-282	test	9.46	1.0	0.159	0.0117 101	36.5	2.5	-1.90	-176 25	23.0 -28	3.4	-2.8 3.9	4.6 -76.6	2.23 4.3E-3	2.57 7.1E-3	19.9 0.0
2012-04-21.75	2255-282	test	9.50	1.0	0.159	0.0109 101	37.3	2.6	-1.80	-176 25	23.0 -28	3.9	-0.0 2.4	7.4 -78.5	2.14 3.9E-3	2.61 7.2E-3	20.5 0.0
2012-04-21.76	2255-282	test	9.53	1.0	0.159	0.0104 101	37.7	2.6	-2.40	-175 25	23.0 -28	4.2	-2.6 2.4	4.9 -78.6	2.03 3.5E-3	2.57 8.4E-3	20.8 0.0
2012-04-21.77	2255-282	test	9.55	0.8	0.159	0.0106 101	38.2	2.6	-3.00	-175 25	23.0 -28	4.5	2.0 4.9	9.5 -76.1	1.58 4.2E-3	2.45 8.7E-3	22.9 0.1
2012-04-21.78	2255-282	test	9.57	0.9	0.159	0.0106 101	37.6	2.8	-1.20	-175 25	23.0 -28	4.8	-3.8 3.8	3.8 -77.8	2.02 4.2E-3	2.59 7.1E-3	20.9 0.0
2012-04-21.79	2255-282	test	9.59	1.0	0.132	0.0109 101	37.3	2.9	-0.60	-174 25	23.0 -28	5.1	-5.3 3.3	2.3 -78.6	1.66 4.9E-3	2.50 7.2E-3	22.7 0.1
# Sat Apr 21 10:07:16 UTC 2012 - Old Tau meter reads 0.25 vs 0.15 from the new one. (ACE)
2012-04-21.86	2255-282	test	10.74	1.0	0.128	0.0108 99	37.6	3.9	-1.80	-158 22	23.0 -28	19.6	-1.1 6.2	7.3 -82.7	2.05 3.8E-3	2.44 7.0E-3	20.5 0.0
# Sat Apr 21 11:01:21 UTC 2012 - Pointing shifted considerably - from 4.1 4.5 to -10.8 -2.8 (ACE)
# Sat Apr 21 11:38:04 UTC 2012 - Temperature in dewar started rising 7mins into scan 91 (ACE)
2012-04-21.92	0135-247	test	11.67	0.8	0.012	0.0160 95	38.0	3.4	-1.80	177 28	1.6 -25	-2.6	-2.3 3.2	4.8 -77.2	0.304 4.1E-3	0.315 5.1E-3	18.7 0.2
# Sat Apr 21 11:42:54 UTC 2012 - Temperature warning already sounding during scan 92! (ACE)
# Sat Apr 21 13:23:28 UTC 2012 - Scans from 95 are test of auto lock software (ACE)
# Sat Apr 21 13:25:19 UTC 2012 - Running some scans during cycling to test auto-relock SFM
2012-04-21.99	W0220+0137	test	13.77	0.9	0.002	0.0033 117	37.2	5.0	-1.80	-151 51	2.3 2	22.9	--- ---	--- ---	--- ---	--- ---	--- ---
# Sat Apr 21 14:16:04 UTC 2012 - Restarting observations early while T=273mK as a test (ACE)
2012-04-21.101	0528+134	test	14.28	1.0	0.001	0.0130 103	37.1	5.7	-1.80	134 59	5.5 14	-35.9	-4.8 4.9	-9.0 -58.8	1.30 4.4E-3	1.65 7.5E-3	20.7 0.1
# Sat Apr 21 14:19:53 UTC 2012 - New tau meter broken (again!). Old tau meter reads 0.30 (ACE)
2012-04-21.102	0528+134	test	14.32	0.8	0.001	0.0121 102	38.3	5.7	-1.80	135 60	5.5 14	-35.1	-4.0 5.2	-7.8 -58.0	1.36 3.3E-3	1.71 6.7E-3	20.5 0.0
2012-04-21.103	0528+134	test	14.35	1.0	0.001	0.0128 102	36.8	5.7	-2.40	136 60	5.5 14	-34.7	-5.3 6.9	-9.0 -56.2	0.981 3.8E-3	1.63 7.3E-3	23.4 0.1
2012-04-21.104	0528+134	test	14.37	1.1	0.004	0.0144 102	36.5	5.8	-3.00	136 60	5.5 14	-34.3	-2.8 6.0	-6.4 -57.0	0.585 4.1E-3	1.37 7.9E-3	27.9 0.2
2012-04-21.105	0528+134	test	14.40	0.8	0.004	0.0131 101	38.1	5.9	-1.20	137 60	5.5 14	-33.8	-4.1 6.2	-7.5 -56.8	1.58 4.2E-3	1.82 6.3E-3	19.2 0.0
2012-04-21.106	0528+134	test	14.42	1.0	0.004	0.0124 101	35.7	5.9	-0.60	138 60	5.5 14	-33.4	-6.4 9.9	-9.7 -52.9	1.55 3.5E-3	1.87 5.9E-3	20.0 0.0
2012-04-21.107	0528+134	test	14.47	1.1	0.003	0.0122 100	36.2	5.9	-1.70	139 61	5.5 14	-32.5	-3.7 6.5	-6.6 -55.9	1.40 2.9E-3	1.76 5.8E-3	20.4 0.0
2012-04-21.108	0528+134	test	14.49	1.0	0.003	0.0126 100	37.2	5.9	-2.30	139 61	5.5 14	-32.1	-3.2 8.5	-6.0 -53.7	1.03 3.3E-3	1.62 7.0E-3	22.7 0.1
2012-04-21.109	0528+134	test	14.52	1.0	0.004	0.0130 100	36.1	5.9	-2.90	140 61	5.5 14	-31.6	-1.6 9.0	-4.2 -53.0	0.654 4.6E-3	1.47 8.1E-3	27.1 0.2
# Sat Apr 21 14:33:22 UTC 2012 - Focus along way out as the telescope was pointing within 20deg of the Sun during the cycling (Doh!) (ACE)
2012-04-21.110	0528+134	test	14.54	0.8	0.004	0.0116 99	38.1	5.9	-1.10	141 61	5.5 14	-31.1	-5.7 9.7	-8.2 -52.2	1.63 3.9E-3	1.89 6.1E-3	19.5 0.0
2012-04-21.111	0528+134	test	14.56	0.8	0.004	0.0128 98	38.0	6.0	-0.50	141 62	5.5 14	-30.7	-3.5 12.5	-5.8 -49.4	1.48 3.8E-3	1.82 5.8E-3	20.0 0.0
2012-04-21.112	0528+134	test	14.59	0.8	0.004	0.0124 98	38.1	6.2	-1.00	142 62	5.5 14	-30.2	-5.9 10.4	-8.0 -51.8	1.65 3.3E-3	1.84 6.2E-3	19.2 0.0
# Sat Apr 21 14:40:08 UTC 2012 - Old Tau meter reads 0.23 at start of scan 113  (ACE)
# Sat Apr 21 14:40:28 UTC 2012 - Focus set to -1.1 after extensive focus run (ACE)
2012-04-21.114	M0242-21	233-11	14.80	1.9	0.001	0.0115 98	37.5	6.0	-1.00	-151 26	2.7 -22	24.7	-0.7 5.1	9.3 -90.0	0.0254 1.9E-3	0.0295 2.7E-3	19.5 1.4
# Sat Apr 21 14:51:59 UTC 2012 - Erratum - focus set to -1.0 (not -1.1) by mistake (ACE)
# Sat Apr 21 15:02:03 UTC 2012 - Set focus to -1.1 and will check on pointing source (ACE)
2012-04-21.116	0420-014	test	15.04	1.0	0.001	0.0122 101	35.9	6.0	-1.10	-170 51	4.4 -1	8.1	-7.1 6.6	4.5 -70.4	2.01 3.4E-3	2.38 6.3E-3	19.7 0.0
2012-04-21.117	0420-014	test	15.06	1.0	0.001	0.0120 102	37.2	6.0	-0.50	-169 51	4.4 -1	8.6	-7.4 7.4	4.3 -69.8	1.87 3.3E-3	2.39 7.7E-3	20.6 0.0
2012-04-21.118	0420-014	test	15.09	0.8	0.001	0.0114 102	38.3	6.0	-1.70	-169 51	4.4 -1	9.1	-6.0 9.2	5.8 -68.2	1.86 3.5E-3	2.34 7.9E-3	20.5 0.0
2012-04-21.119	0420-014	test	15.13	1.0	0.001	0.0121 102	37.1	6.0	-1.00	-168 51	4.4 -1	9.8	-6.1 9.8	5.9 -67.9	2.02 3.7E-3	2.36 6.3E-3	19.7 0.0
# Sat Apr 21 15:10:36 UTC 2012 - Focus WAS -1.0 (now set). Pointing offsets -10.5 -0.5 (ACE)
# Sat Apr 21 15:11:22 UTC 2012 - Tau at start of scan 120 is 0.25 (ACE)
# Sat Apr 21 16:06:58 UTC 2012 - Tau 0.32 (old) and 0.19 (new) at start of scan 125 (ACE)
# Sat Apr 21 16:08:26 UTC 2012 - Tau rising slightly over past 1.5 hours (from when new meter broke) from 0.13 to 0.20 (ACE)
2012-04-21.126	0420-014	test	16.29	1.0	0.005	0.0128 103	37.0	6.0	-1.00	-143 45	4.4 -1	28.9	-4.6 8.8	10.1 -80.8	2.11 4.0E-3	2.25 6.3E-3	19.1 0.0
2012-04-21.127	0420-014	test	16.33	0.8	0.007	0.0114 103	38.2	6.0	-1.50	-142 45	4.4 -1	29.3	-3.8 11.7	11.0 -78.3	1.97 3.3E-3	2.28 6.3E-3	20.0 0.0
2012-04-21.128	0420-014	test	16.35	0.8	0.007	0.0131 99	38.1	6.0	-0.50	-142 45	4.4 -1	29.7	-3.7 11.2	11.1 -79.1	2.08 4.2E-3	2.21 8.2E-3	19.5 0.0
# Sat Apr 21 16:30:23 UTC 2012 - Scan #129 taken while cryogen refill, so should be junk.  Tau 0.25 (old) and 0.2 (new).  Choose which you will.  (DjB)
