59380   2009-09-13T04:57:32   55087.2066455208   1.475    0.860
59414   2009-09-13T06:41:17   55087.2786881366   1.248    0.560
62120   2009-09-21T02:08:20   55095.0987518866   0.772    0.290
62131   2009-09-21T03:14:41   55095.1452192130   0.887    0.250
62145   2009-09-21T04:28:02   55095.1965917014   0.755    0.260
62280   2009-09-21T10:09:52   55095.4360063310   0.653    0.190
62313   2009-09-21T11:56:56   55095.5110059144   0.661    0.220
62336   2009-09-21T13:00:58   55095.5558517593   0.626    0.230
66541   2009-10-02T09:50:14   55106.4099037037   0.997    0.440
67432   2009-10-04T11:57:47   55108.4984813773   1.232    0.700
67437   2009-10-04T12:24:43   55108.5171812731   1.263    0.700
67464   2009-10-04T13:23:39   55108.5581106944   1.119    0.690
67617   2009-10-05T03:31:38   55109.1469897801   1.094    0.660
67653   2009-10-05T04:47:50   55109.1999077662   1.276    0.700
67803   2009-10-05T10:05:40   55109.4206213889   1.075    0.570
67839   2009-10-05T11:17:18   55109.4703675926   1.040    0.550
67865   2009-10-05T12:23:58   55109.5166628009   1.044    0.580
67902   2009-10-05T13:39:34   55109.5691702199   1.185    0.660
67918   2009-10-05T14:32:42   55109.6060573380   1.137    0.670
67977   2009-10-05T19:17:58   55109.8041598380   1.084    0.500
67991   2009-10-05T19:46:04   55109.8236799421   1.200    0.500
68655   2009-10-07T18:19:59   55111.7638965393   1.035    0.680
68642   2009-10-07T18:19:59   55111.7638965393   1.035    0.770
68656   2009-10-07T18:49:27   55111.7843620833   1.139    0.730
79147   2009-11-10T04:07:58   55145.1722173380   1.017    0.440
79183   2009-11-10T05:20:39   55145.2226985069   0.943    0.460
79223   2009-11-10T06:36:58   55145.2756992014   0.928    0.460
79268   2009-11-10T08:09:40   55145.3400704745   0.863    0.450
79306   2009-11-10T09:22:12   55145.3904354282   0.775    0.430
79327   2009-11-10T09:59:08   55145.4160828935   0.770    0.450
84931   2009-12-01T06:15:02   55166.2604588310   1.062    0.790
84949   2009-12-01T07:51:02   55166.3271244560   0.980    0.750
85505   2009-12-03T05:46:03   55168.2403284375   0.890    0.510
85510   2009-12-03T06:07:03   55168.2549169907   1.051    0.570
85522   2009-12-03T07:18:29   55168.3045237269   0.993    0.460
85549   2009-12-03T09:07:11   55168.3800162500   0.847    0.450
85559   2009-12-03T09:41:49   55168.4040609259   1.110    0.590
 9629   2010-03-11T08:25:58   55266.3514317708   2.053    1.610
 9911   2010-03-14T05:02:11   55269.2099268634   1.290    0.660
 9926   2010-03-14T05:48:17   55269.2419336343   1.131    0.530
 9938   2010-03-14T06:34:34   55269.2740660995   1.071    0.460
 9949   2010-03-14T07:27:56   55269.3111382176   1.074    0.420
10064   2010-03-15T03:05:37   55270.1289778357   1.253    0.720
10070   2010-03-15T03:19:35   55270.1386718287   1.327    0.790
10085   2010-03-15T04:27:20   55270.1857193866   1.155    0.590
10118   2010-03-15T05:44:29   55270.2393027893   1.246    0.560
10148   2010-03-15T08:08:20   55270.3391983912   0.985    0.380
10166   2010-03-15T09:22:38   55270.3907900231   0.867    0.300
10175   2010-03-15T09:41:20   55270.4037826157   0.851    0.300
10207   2010-03-15T10:52:45   55270.4533742593   0.836    0.270
10227   2010-03-15T11:52:27   55270.4948306597   0.918    0.300
10245   2010-03-15T12:42:50   55270.5298219329   0.879    0.300
10300   2010-03-15T14:59:54   55270.6250229282   1.113    0.450
10437   2010-03-16T02:34:56   55271.1076726273   1.607    0.900
10460   2010-03-16T03:34:54   55271.1493318171   1.456    1.040
22476   2010-05-05T02:08:29   55321.0893069792   1.200    0.520
22503   2010-05-05T03:18:26   55321.1378763079   1.009    0.450
22518   2010-05-05T03:52:07   55321.1612794560   1.207    0.550
22532   2010-05-05T04:28:31   55321.1865537037   1.138    0.520
22545   2010-05-05T05:03:28   55321.2108158333   1.203    0.470
22563   2010-05-05T05:45:34   55321.2400562731   1.079    0.410
22578   2010-05-05T06:26:37   55321.2685642361   1.031    0.380
22608   2010-05-05T07:41:20   55321.3204575232   1.114    0.350
22631   2010-05-05T08:49:34   55321.3678320255   1.152    0.400
22648   2010-05-05T09:30:29   55321.3962497106   1.127    0.440
22664   2010-05-05T10:06:44   55321.4214184491   1.085    0.400
22686   2010-05-05T10:53:42   55321.4540354514   1.124    0.420
22709   2010-05-05T13:14:33   55321.5518260880   1.110    0.390
22713   2010-05-05T13:26:40   55321.5602351389   1.133    0.420
22766   2010-05-05T16:13:07   55321.6758395949   1.166    0.510
22925   2010-05-06T03:01:07   55322.1258440972   1.151    0.530
22955   2010-05-06T04:22:42   55322.1824911921   1.177    0.560
23019   2010-05-06T06:57:38   55322.2900944676   1.022    0.430
23035   2010-05-06T07:33:32   55322.3150279977   1.033    0.430
23036   2010-05-06T07:35:39   55322.3164944444   1.085    0.440
23037   2010-05-06T07:38:35   55322.3185362847   1.057    0.470
23062   2010-05-06T08:37:31   55322.3594615741   1.154    0.510
23090   2010-05-06T09:36:14   55322.4002363773   1.070    0.510
23117   2010-05-06T10:47:27   55322.4496920023   1.175    0.630
23447   2010-05-07T06:42:52   55323.2798424653   1.070    0.470
23458   2010-05-07T07:10:26   55323.2989884722   1.125    0.460
23478   2010-05-07T08:00:29   55323.3337445949   1.104    0.460
23491   2010-05-07T08:47:22   55323.3663029745   1.161    0.500
23517   2010-05-07T09:55:57   55323.4139372685   1.167    0.490
23534   2010-05-07T10:41:32   55323.4455816088   1.086    0.530
23539   2010-05-07T11:00:48   55323.4589683912   1.087    0.540
23577   2010-05-07T12:53:04   55323.5369417824   1.103    0.520
23843   2010-05-08T10:17:28   55324.4288838542   1.010    0.390
23858   2010-05-08T11:18:37   55324.4713471644   0.936    0.370
23867   2010-05-08T11:39:45   55324.4860170486   0.999    0.340
23896   2010-05-08T13:04:18   55324.5447406481   0.992    0.330
23995   2010-05-08T20:30:08   55324.8543531944   1.120    0.420
24047   2010-05-08T23:31:26   55324.9802475347   1.021    0.380
24063   2010-05-09T00:11:57   55325.0083975463   0.952    0.330
24184   2010-05-09T06:25:12   55325.2675961574   0.999    0.320
24220   2010-05-09T09:46:40   55325.4074993287   0.874    0.300
24280   2010-05-09T12:31:02   55325.5216515856   0.863    0.390
24320   2010-05-09T14:24:48   55325.6006483102   0.841    0.540
24918   2010-05-10T08:49:48   55326.3679904977   0.944    0.350
24942   2010-05-10T09:46:28   55326.4073350347   0.884    0.350
24993   2010-05-10T12:07:51   55326.5055208912   0.870    0.280
25033   2010-05-10T13:49:39   55326.5762109028   0.862    0.270
25151   2010-05-10T21:30:31   55326.8962584375   0.894    0.220
25167   2010-05-10T22:23:05   55326.9327713079   0.964    0.290
25198   2010-05-10T23:40:47   55326.9867280787   0.845    0.280
25209   2010-05-11T00:28:41   55327.0199927083   0.939    0.250
25296   2010-05-11T05:21:45   55327.2235020718   0.870    0.260
25326   2010-05-11T06:23:01   55327.2660630903   0.866    0.270
25359   2010-05-11T09:55:47   55327.4138083102   0.831    0.220
25380   2010-05-11T10:50:18   55327.4516792824   0.807    0.220
25455   2010-05-11T15:06:03   55327.6292798032   0.870    0.270
25498   2010-05-11T17:08:32   55327.7143363542   0.816    0.330
25553   2010-05-11T22:11:17   55327.9245811574   0.840    0.260
25577   2010-05-11T23:19:23   55327.9718738194   0.865    0.320
25608   2010-05-12T00:24:57   55328.0174239699   0.838    0.280
25721   2010-05-12T06:02:51   55328.2520584259   0.807    0.230
25789   2010-05-12T09:47:02   55328.4077491782   1.063    0.390
25799   2010-05-12T10:30:02   55328.4376081944   1.013    0.450
26657   2010-05-17T20:13:12   55333.8425191782   1.202    0.510
28226   2010-05-24T08:24:47   55340.3505671181   0.933    0.210
28233   2010-05-24T08:44:46   55340.3644421296   0.882    0.230
28303   2010-05-24T11:57:04   55340.4979828241   0.924    0.210
28337   2010-05-24T13:21:02   55340.5563007292   0.932    0.250
28393   2010-05-24T16:05:52   55340.6707695602   0.910    0.280
28428   2010-05-24T17:43:15   55340.7383962963   0.855    0.290
28473   2010-05-24T19:44:56   55340.8228931481   1.017    0.340
28690   2010-05-25T09:23:05   55341.3910517014   0.748    0.140
28706   2010-05-25T10:09:36   55341.4233574306   0.698    0.130
28710   2010-05-25T10:31:03   55341.4382538310   0.695    0.090
28724   2010-05-25T11:07:20   55341.4634496528   0.690    0.090
28763   2010-05-25T12:45:17   55341.5314685532   0.611    0.050
28809   2010-05-25T14:47:19   55341.6162209259   0.661    0.100
28833   2010-05-25T15:50:56   55341.6603893634   0.817    0.150
28848   2010-05-25T16:40:47   55341.6950080787   0.625    0.200
28899   2010-05-25T19:21:03   55341.8063118287   1.118    0.380
28903   2010-05-25T19:25:31   55341.8094144560   0.915    0.280
29129   2010-05-26T12:04:36   55342.5032219213   1.088    0.450
30709   2010-05-30T07:41:49   55346.3207345370   0.976    0.300
30716   2010-05-30T07:59:16   55346.3328498495   1.045    0.300
30733   2010-05-30T09:10:47   55346.3825064815   0.883    0.370
30752   2010-05-30T10:27:18   55346.4356535648   0.879    0.350
30764   2010-05-30T10:59:40   55346.4581258449   1.018    0.310
30784   2010-05-30T11:58:13   55346.4987940972   1.030    0.320
30800   2010-05-30T13:02:52   55346.5436863310   1.001    0.330
30833   2010-05-30T14:40:21   55346.6113841319   1.016    0.370
30978   2010-05-31T00:59:48   55347.0415557523   1.191    0.450
30988   2010-05-31T01:46:46   55347.0741685880   1.037    0.360
31007   2010-05-31T02:35:11   55347.1077957986   0.986    0.340
31017   2010-05-31T03:40:28   55347.1531222569   0.976    0.310
31034   2010-05-31T04:21:49   55347.1818428588   0.909    0.280
31117   2010-05-31T08:25:41   55347.3511871875   1.014    0.280
31142   2010-05-31T09:05:25   55347.3787888194   0.981    0.310
31151   2010-05-31T09:32:27   55347.3975588079   0.992    0.300
31169   2010-05-31T12:19:22   55347.5134697222   0.955    0.290
31504   2010-06-01T07:25:50   55348.3096224537   0.914    0.250
31523   2010-06-01T07:49:21   55348.3259567014   0.890    0.260
31537   2010-06-01T08:29:49   55348.3540662616   0.860    0.250
31827   2010-06-02T02:06:27   55349.0878358565   1.152    0.450
31836   2010-06-02T03:04:27   55349.1281161690   1.078    0.370
31855   2010-06-02T06:12:06   55349.2584297569   1.023    0.370
31870   2010-06-02T07:16:37   55349.3032338310   0.868    0.290
31878   2010-06-02T07:30:09   55349.3126250232   0.889    0.300
31885   2010-06-02T09:43:51   55349.4054718866   0.829    0.280
31890   2010-06-02T10:31:42   55349.4387002199   0.832    0.280
31897   2010-06-02T11:45:10   55349.4897255556   0.906    0.230
31926   2010-06-02T14:21:59   55349.5986335069   0.946    0.220
31964   2010-06-02T17:06:19   55349.7127456018   0.979    0.340
32197   2010-06-03T09:28:30   55350.3948158218   0.855    0.370
32209   2010-06-03T10:18:33   55350.4295680093   0.814    0.350
32222   2010-06-03T11:17:20   55350.4703959954   0.819    0.310
