JCMT-183-GHz 2014-09-05
21:56:37.0 0.6003
21:56:36.0 0.5999
21:56:34.0 0.5995
21:56:33.0 0.5987
21:56:31.0 0.5700
21:56:29.0 0.5699
21:56:28.0 0.5696
21:56:27.0 0.5693
21:56:25.0 0.5502
21:56:24.0 0.5508
21:56:22.0 0.5517
21:56:21.0 0.5527
21:56:19.0 0.5017
21:56:17.0 0.5016
21:56:16.0 0.5015
21:56:15.0 0.5013
21:56:13.0 0.4099
21:56:12.0 0.4092
21:56:07.0 0.2110
21:56:06.0 0.2109
21:56:04.0 0.2108
21:56:03.0 0.2106
21:56:01.0 0.1651
21:55:59.0 0.1651
21:55:58.0 0.1650
21:55:56.0 0.1648
21:55:55.0 0.1647
21:55:53.0 0.1638
21:55:52.0 0.1628
21:55:51.0 0.1614
21:55:49.0 0.1617
21:55:47.0 0.1616
21:55:46.0 0.1614
21:55:45.0 0.1609
21:55:43.0 0.1643
21:55:42.0 0.1643
21:55:40.0 0.1644
21:55:38.0 0.1646
21:55:37.0 0.1656
21:55:35.0 0.1658
21:55:34.0 0.1659
21:55:32.0 0.1661
21:55:31.0 0.1661
21:55:29.0 0.1660
21:55:28.0 0.1660
21:55:26.0 0.1661
21:55:23.0 0.1670
21:55:22.0 0.1669
21:55:20.0 0.1669
21:55:19.0 0.1671
21:55:17.0 0.1668
21:55:16.0 0.1664
21:55:14.0 0.1655
21:55:13.0 0.1667
21:55:11.0 0.1672
21:55:10.0 0.1679
21:55:08.0 0.1689
21:55:07.0 0.1677
21:55:05.0 0.1680
21:55:04.0 0.1682
21:55:02.0 0.1684
21:54:59.0 0.1706
21:54:58.0 0.1705
21:54:56.0 0.1703
21:54:55.0 0.1697
21:54:53.0 0.1695
21:54:52.0 0.1692
21:54:51.0 0.1691
21:54:47.0 0.1707
21:54:46.0 0.1708
21:54:44.0 0.1709
21:54:43.0 0.1710
21:54:41.0 0.1711
21:54:40.0 0.1715
21:54:38.0 0.1723
21:54:35.0 0.1705
21:54:34.0 0.1708
21:54:32.0 0.1712
21:54:29.0 0.1777
21:54:28.0 0.1779
21:54:26.0 0.1783
21:54:25.0 0.1761
21:54:23.0 0.1755
21:54:22.0 0.1746
21:54:20.0 0.1733
21:54:19.0 0.1771
21:54:17.0 0.1769
21:54:16.0 0.1768
21:54:15.0 0.1767
21:54:13.0 0.1790
21:54:11.0 0.1783
21:54:10.0 0.1773
21:54:08.0 0.1761
21:54:06.0 0.1863
21:54:04.0 0.1841
21:54:02.0 0.1812
21:54:01.0 0.1881
21:53:59.0 0.1873
21:53:58.0 0.1867
21:53:57.0 0.1857
21:53:55.0 0.1909
21:53:53.0 0.1891
21:53:52.0 0.1874
21:53:50.0 0.1855
21:53:49.0 0.1925
21:53:47.0 0.1903
21:53:46.0 0.1883
21:53:44.0 0.1860
21:53:43.0 0.1898
21:53:41.0 0.1880
21:53:40.0 0.1867
21:53:38.0 0.1852
21:53:37.0 0.1887
21:53:35.0 0.1860
21:53:34.0 0.1844
21:53:33.0 0.1814
21:53:31.0 0.1915
21:53:29.0 0.1871
21:53:28.0 0.1843
21:53:27.0 0.1809
21:53:25.0 0.1909
21:53:23.0 0.1873
21:53:22.0 0.1843
21:53:20.0 0.1809
21:53:19.0 0.1874
21:53:17.0 0.1837
21:53:16.0 0.1805
21:53:14.0 0.1790
21:53:13.0 0.1809
21:53:11.0 0.1807
21:53:10.0 0.1803
21:53:08.0 0.1796
21:53:07.0 0.1806
21:53:05.0 0.1802
21:53:04.0 0.1799
21:53:02.0 0.1795
21:53:01.0 0.1791
21:52:59.0 0.1789
21:52:58.0 0.1785
21:52:56.0 0.1779
21:52:55.0 0.1793
21:52:53.0 0.1794
21:52:52.0 0.1799
21:52:50.0 0.1808
21:52:49.0 0.1788
21:52:47.0 0.1792
21:52:46.0 0.1796
21:52:44.0 0.1803
21:52:43.0 0.1793
21:52:41.0 0.1798
21:52:40.0 0.1804
21:52:38.0 0.1812
21:52:37.0 0.1806
21:52:35.0 0.1804
21:52:34.0 0.1801
21:52:32.0 0.1797
21:52:30.0 0.1792
21:52:29.0 0.1789
21:52:25.0 0.1802
21:52:23.0 0.1802
21:52:22.0 0.1803
21:52:20.0 0.1805
21:52:19.0 0.1801
21:52:17.0 0.1798
21:52:16.0 0.1794
21:52:14.0 0.1788
21:52:13.0 0.1814
21:52:11.0 0.1812
21:52:10.0 0.1809
21:52:08.0 0.1803
21:52:07.0 0.1816
21:52:05.0 0.1824
21:52:04.0 0.1836
21:52:02.0 0.1855
21:52:01.0 0.1839
21:51:59.0 0.1839
21:51:58.0 0.1838
21:51:56.0 0.1837
21:51:55.0 0.1833
21:51:53.0 0.1832
21:51:52.0 0.1829
21:51:50.0 0.1826
21:51:49.0 0.1822
21:51:47.0 0.1826
21:51:46.0 0.1831
21:51:44.0 0.1838
21:51:41.0 0.1859
21:51:40.0 0.1859
21:51:38.0 0.1858
21:51:37.0 0.1848
21:51:35.0 0.1848
21:51:34.0 0.1849
21:51:32.0 0.1850
21:51:30.0 0.1846
21:51:28.0 0.1847
21:51:25.0 0.1849
21:51:23.0 0.1844
21:51:22.0 0.1837
21:51:20.0 0.1827
21:51:19.0 0.1866
21:51:17.0 0.1865
21:51:16.0 0.1864
21:51:14.0 0.1865
21:51:13.0 0.1838
21:51:11.0 0.1841
21:51:10.0 0.1846
21:51:09.0 0.1852
21:51:07.0 0.1849
21:51:05.0 0.1851
21:51:04.0 0.1852
21:51:02.0 0.1852
21:51:01.0 0.1854
21:50:59.0 0.1847
21:50:58.0 0.1838
21:50:57.0 0.1826
21:50:55.0 0.1846
21:50:53.0 0.1849
21:50:52.0 0.1854
21:50:50.0 0.1863
21:50:49.0 0.1856
21:50:47.0 0.1859
21:50:46.0 0.1862
21:50:44.0 0.1866
21:50:43.0 0.1851
21:50:41.0 0.1847
21:50:40.0 0.1842
21:50:38.0 0.1835
21:50:37.0 0.1833
21:50:35.0 0.1840
21:50:34.0 0.1851
21:50:32.0 0.1867
21:50:31.0 0.1858
21:50:29.0 0.1861
21:50:28.0 0.1867
21:50:26.0 0.1877
21:50:25.0 0.1854
21:50:23.0 0.1851
21:50:22.0 0.1847
21:50:21.0 0.1839
21:50:19.0 0.1844
21:50:17.0 0.1840
21:50:16.0 0.1834
21:50:14.0 0.1826
21:50:12.0 0.1846
21:50:10.0 0.1847
21:50:08.0 0.1848
21:50:07.0 0.1852
21:50:05.0 0.1851
21:50:04.0 0.1849
21:50:02.0 0.1845
21:50:01.0 0.1839
21:49:59.0 0.1840
21:49:55.0 0.1866
21:49:53.0 0.1871
21:49:52.0 0.1878
21:49:51.0 0.1887
21:49:49.0 0.1865
21:49:47.0 0.1860
