JCMT-183-GHz 2014-09-08
19:46:19.0 0.6025
19:46:18.0 0.6025
19:46:16.0 0.6023
19:46:15.0 0.6019
19:46:13.0 0.5862
19:46:12.0 0.5868
19:46:10.0 0.5876
19:46:09.0 0.5887
19:46:06.0 0.5857
19:46:04.0 0.5854
19:46:03.0 0.5849
19:46:01.0 0.5392
19:46:00.0 0.5394
19:45:58.0 0.5397
19:45:57.0 0.5400
19:45:55.0 0.4202
19:45:54.0 0.4196
19:45:52.0 0.4189
19:45:51.0 0.4179
19:45:50.0 0.2103
19:45:48.0 0.2104
19:45:46.0 0.2106
19:45:45.0 0.2108
19:45:43.0 0.1200
19:45:42.0 0.1198
19:45:40.0 0.1196
19:45:39.0 0.1193
19:45:37.0 0.1183
19:45:36.0 0.1182
19:45:34.0 0.1182
19:45:33.0 0.1180
19:45:31.0 0.1179
19:45:29.0 0.1181
19:45:28.0 0.1182
19:45:25.0 0.1149
19:45:24.0 0.1153
19:45:22.0 0.1158
19:45:21.0 0.1166
19:45:19.0 0.1113
19:45:18.0 0.1113
19:45:16.0 0.1113
19:45:15.0 0.1115
19:45:13.0 0.1097
19:45:12.0 0.1095
19:45:10.0 0.1093
19:45:09.0 0.1090
19:45:07.0 0.1039
19:45:06.0 0.1037
19:45:04.0 0.1035
19:45:03.0 0.1030
19:45:01.0 0.1039
19:45:00.0 0.1035
19:44:58.0 0.1032
19:44:57.0 0.1029
19:44:55.0 0.1017
19:44:54.0 0.1017
19:44:51.0 0.1017
19:44:49.0 0.0998
19:44:46.0 0.0995
19:44:43.0 0.1009
19:44:42.0 0.1008
19:44:40.0 0.1007
19:44:38.0 0.1006
19:44:36.0 0.1001
19:44:34.0 0.1001
19:44:33.0 0.1001
19:44:31.0 0.1001
19:44:30.0 0.1004
19:44:28.0 0.1008
19:44:27.0 0.1012
19:44:25.0 0.0983
19:44:24.0 0.0984
19:44:22.0 0.0983
19:44:21.0 0.0981
19:44:19.0 0.1007
19:44:18.0 0.1010
19:44:16.0 0.1014
19:44:13.0 0.1031
19:44:12.0 0.1044
19:44:10.0 0.1063
19:44:09.0 0.1089
19:44:07.0 0.1061
19:44:06.0 0.1056
19:44:04.0 0.1048
19:44:03.0 0.1037
19:44:01.0 0.1055
19:44:00.0 0.1051
19:43:58.0 0.1045
19:43:57.0 0.1038
19:43:55.0 0.1007
19:43:52.0 0.1000
19:43:50.0 0.0989
19:43:49.0 0.0995
19:43:47.0 0.0991
19:43:44.0 0.0983
19:43:43.0 0.1006
19:43:41.0 0.1001
19:43:38.0 0.0995
19:43:36.0 0.0994
19:43:34.0 0.0994
19:43:33.0 0.0993
19:43:31.0 0.0981
19:43:30.0 0.0982
19:43:28.0 0.0983
19:43:26.0 0.0983
19:43:24.0 0.1003
19:43:22.0 0.1017
19:43:21.0 0.1037
19:43:19.0 0.0995
19:43:18.0 0.0998
19:43:16.0 0.1001
19:43:14.0 0.1004
19:43:11.0 0.1015
19:43:09.0 0.1012
19:43:07.0 0.1018
19:43:06.0 0.1019
19:43:04.0 0.1022
19:43:03.0 0.1029
19:43:00.0 0.0997
19:42:57.0 0.1000
19:42:55.0 0.1008
19:42:54.0 0.1004
19:42:51.0 0.1001
19:42:49.0 0.0976
19:42:48.0 0.0974
19:42:46.0 0.0973
19:42:45.0 0.0975
19:42:43.0 0.0986
19:42:42.0 0.0985
19:42:40.0 0.0984
19:42:38.0 0.0984
19:42:37.0 0.0969
19:42:34.0 0.0972
19:42:32.0 0.0974
19:42:30.0 0.0990
19:42:28.0 0.0987
19:42:27.0 0.0983
19:42:24.0 0.0998
19:42:22.0 0.0992
19:42:21.0 0.0985
19:42:19.0 0.0998
19:42:18.0 0.0999
19:42:16.0 0.1001
19:42:15.0 0.1003
19:42:13.0 0.1031
19:42:12.0 0.1028
19:42:10.0 0.1024
19:42:09.0 0.1019
19:42:07.0 0.1011
19:42:06.0 0.1015
19:42:04.0 0.1023
19:42:03.0 0.1032
19:42:01.0 0.1043
19:42:00.0 0.1038
19:41:57.0 0.1029
19:41:55.0 0.1032
19:41:54.0 0.1027
19:41:52.0 0.1023
19:41:51.0 0.1019
19:41:49.0 0.1043
19:41:48.0 0.1034
19:41:46.0 0.1024
19:41:45.0 0.1010
19:41:43.0 0.1054
19:41:42.0 0.1046
19:41:40.0 0.1042
19:41:39.0 0.1034
19:41:37.0 0.1065
19:41:36.0 0.1053
19:41:34.0 0.1039
19:41:32.0 0.1026
19:41:31.0 0.1062
19:41:29.0 0.1054
19:41:27.0 0.1032
19:41:25.0 0.1133
19:41:24.0 0.1119
19:41:22.0 0.1106
19:41:21.0 0.1094
19:41:19.0 0.1150
19:41:18.0 0.1133
19:41:16.0 0.1117
19:41:15.0 0.1100
19:41:13.0 0.1105
19:41:12.0 0.1083
19:41:10.0 0.1069
19:41:09.0 0.1067
19:41:07.0 0.1063
19:41:06.0 0.1060
19:41:04.0 0.1054
19:41:03.0 0.1045
19:41:01.0 0.1080
19:41:00.0 0.1082
19:40:58.0 0.1084
19:40:57.0 0.1089
19:40:54.0 0.1101
19:40:52.0 0.1101
19:40:51.0 0.1103
19:40:50.0 0.1107
19:40:48.0 0.1107
19:40:46.0 0.1107
19:40:45.0 0.1108
19:40:43.0 0.1130
19:40:42.0 0.1133
19:40:40.0 0.1138
19:40:39.0 0.1145
19:40:37.0 0.1130
19:40:36.0 0.1127
19:40:34.0 0.1124
19:40:30.0 0.1130
19:40:27.0 0.1131
19:40:24.0 0.1145
19:40:22.0 0.1142
19:40:21.0 0.1137
19:40:19.0 0.1153
19:40:18.0 0.1151
19:40:16.0 0.1149
19:40:14.0 0.1146
19:40:13.0 0.1173
19:40:10.0 0.1179
19:40:09.0 0.1187
19:40:07.0 0.1192
19:40:06.0 0.1189
19:40:04.0 0.1186
19:40:03.0 0.1180
19:40:00.0 0.1183
19:39:59.0 0.1186
19:39:55.0 0.1192
19:39:54.0 0.1191
19:39:52.0 0.1191
19:39:50.0 0.1192
19:39:49.0 0.1200
19:39:47.0 0.1202
19:39:46.0 0.1205
19:39:44.0 0.1177
19:39:43.0 0.1177
19:39:40.0 0.1178
19:39:39.0 0.1179
19:39:36.0 0.1179
19:39:34.0 0.1176
19:39:33.0 0.1171
19:39:31.0 0.1175
19:39:30.0 0.1175
19:39:28.0 0.1174
19:39:27.0 0.1172
19:39:25.0 0.1175
19:39:24.0 0.1173
19:39:22.0 0.1171
19:39:21.0 0.1169
19:39:19.0 0.1156
19:39:18.0 0.1156
19:39:13.0 0.1165
19:39:12.0 0.1170
19:39:10.0 0.1177
19:39:09.0 0.1187
19:39:08.0 0.1192
19:39:06.0 0.1196
19:39:01.0 0.1195
19:38:59.0 0.1195
19:38:55.0 0.1191
19:38:54.0 0.1188
19:38:52.0 0.1186
19:38:51.0 0.1182
19:38:49.0 0.1178
19:38:48.0 0.1177
19:38:46.0 0.1177
19:38:45.0 0.1178
19:38:43.0 0.1181
19:38:42.0 0.1181
19:38:40.0 0.1181
19:38:39.0 0.1179
19:38:38.0 0.1176
19:38:36.0 0.1178
19:38:34.0 0.1180
19:38:33.0 0.1184
19:38:31.0 0.1182
19:38:30.0 0.1181
19:38:28.0 0.1179
19:38:27.0 0.1177
19:38:25.0 0.1173
19:38:24.0 0.1174
19:38:22.0 0.1174
19:38:21.0 0.1174
19:38:19.0 0.1163
19:38:18.0 0.1163
19:38:16.0 0.1163
19:38:15.0 0.1162
19:38:13.0 0.1169
19:38:12.0 0.1171
19:38:10.0 0.1174
19:38:09.0 0.1177
19:38:07.0 0.1180
19:38:06.0 0.1178
19:38:04.0 0.1176
19:38:03.0 0.1172
19:38:01.0 0.1180
19:38:00.0 0.1181
19:37:58.0 0.1182
19:37:57.0 0.1185
19:37:56.0 0.1165
19:37:54.0 0.1163
19:37:53.0 0.1160
19:37:51.0 0.1156
19:37:49.0 0.1169
19:37:48.0 0.1169
19:37:46.0 0.1170
19:37:45.0 0.1172
19:37:43.0 0.1162
19:37:42.0 0.1165
19:37:40.0 0.1168
19:37:39.0 0.1173
19:37:37.0 0.1192
19:37:36.0 0.1190
19:37:34.0 0.1187
19:37:32.0 0.1170
19:37:30.0 0.1169
19:37:29.0 0.1169
19:37:27.0 0.1171
19:37:25.0 0.1154
19:37:24.0 0.1154
19:37:22.0 0.1155
19:37:20.0 0.1156
19:37:18.0 0.1133
19:37:16.0 0.1132
19:37:14.0 0.1131
19:37:12.0 0.1128
19:37:10.0 0.1130
19:37:08.0 0.1133
19:37:07.0 0.1113
19:37:04.0 0.1112
19:37:03.0 0.1108
19:37:01.0 0.1129
19:37:00.0 0.1129
19:36:58.0 0.1128
19:36:57.0 0.1127
19:36:55.0 0.1119
19:36:54.0 0.1121
19:36:52.0 0.1125
19:36:51.0 0.1128
19:36:49.0 0.1143
19:36:48.0 0.1141
19:36:46.0 0.1139
19:36:44.0 0.1137
19:36:43.0 0.1140
19:36:40.0 0.1141
19:36:39.0 0.1143
19:36:37.0 0.1129
19:36:36.0 0.1127
19:36:34.0 0.1124
19:36:33.0 0.1119
19:36:32.0 0.1129
19:36:30.0 0.1126
19:36:27.0 0.1122
19:36:25.0 0.1143
19:36:24.0 0.1147
19:36:22.0 0.1152
19:36:21.0 0.1161
19:36:19.0 0.1153
19:36:16.0 0.1159
19:36:15.0 0.1169
19:36:13.0 0.1146
19:36:11.0 0.1143
19:36:09.0 0.1139
19:36:07.0 0.1158
19:36:06.0 0.1159
19:36:04.0 0.1160
19:36:03.0 0.1161
