# Time[CET]   Date          Tau         TauERR
  17:05:07    2014-10-21    0.4901      0.0190
  17:09:22    2014-10-21    0.5085      0.0205
  17:13:36    2014-10-21    0.4700      0.0416
  17:17:50    2014-10-21    0.5113      0.0161
  17:22:05    2014-10-21    0.5200      0.0129
  17:26:19    2014-10-21    0.5068      0.0092
  17:30:33    2014-10-21    0.4926      0.0199
  17:34:48    2014-10-21    0.4867      0.0123
  17:39:02    2014-10-21    0.4856      0.0096
  17:43:16    2014-10-21    0.4622      0.0318
  17:47:30    2014-10-21    0.4400      0.0171
  17:51:45    2014-10-21    0.4339      0.0204
  17:55:59    2014-10-21    0.4651      0.0080
  18:00:13    2014-10-21    0.4344      0.0154
  18:04:27    2014-10-21    0.4439      0.0086
  18:08:42    2014-10-21    0.4811      0.0114
  18:12:56    2014-10-21    0.4776      0.0214
  18:17:10    2014-10-21    0.4528      0.0127
  18:21:25    2014-10-21    0.4203      0.0102
  18:25:39    2014-10-21    0.4257      0.0087
  18:29:53    2014-10-21    0.4207      0.0081
  18:34:08    2014-10-21    0.4101      0.0105
  18:38:22    2014-10-21    0.4303      0.0103
  18:42:37    2014-10-21    0.4470      0.1879
  18:46:51    2014-10-21    0.4275      0.0101
  18:51:05    2014-10-21    0.4375      0.0096
  18:55:20    2014-10-21    0.4579      0.0116
  18:59:34    2014-10-21    0.4539      0.0070
  19:03:48    2014-10-21    0.4334      0.0108
  19:08:03    2014-10-21    0.4531      0.0104
  19:12:17    2014-10-21    0.4810      0.0083
  19:16:31    2014-10-21    0.4367      0.0550
  19:20:46    2014-10-21    0.4796      0.0128
  19:25:00    2014-10-21    0.4817      0.0166
  19:29:15    2014-10-21    0.4602      0.0234
  19:33:29    2014-10-21    0.4573      0.0348
  19:37:44    2014-10-21    0.4061      0.1119
  19:41:58    2014-10-21    0.4388      0.0153
  19:46:12    2014-10-21    0.4541      0.0152
  19:50:27    2014-10-21    0.5013      0.0542
  19:54:41    2014-10-21    0.4281      0.0117
  19:58:56    2014-10-21    0.4539      0.0105
  20:03:10    2014-10-21    0.4697      0.0148
  20:07:25    2014-10-21    0.4486      0.0104
  20:11:39    2014-10-21    0.4461      0.0099
  20:15:54    2014-10-21    0.4222      0.0221
  20:20:08    2014-10-21    0.4483      0.0110
  20:24:23    2014-10-21    0.4440      0.0094
  20:28:38    2014-10-21    0.4406      0.0186
  20:32:52    2014-10-21    0.4588      0.0076
  20:37:07    2014-10-21    0.4532      0.0105
  20:41:21    2014-10-21    0.4489      0.0071
  20:45:36    2014-10-21    0.4531      0.0154
  20:49:51    2014-10-21    0.4289      0.0191
  20:54:05    2014-10-21    0.4575      0.0178
  20:58:20    2014-10-21    0.4379      0.0098
  21:02:35    2014-10-21    0.4467      0.0078
  21:06:49    2014-10-21    0.4570      0.0105
  21:11:04    2014-10-21    0.4512      0.0076
  21:15:19    2014-10-21    0.4509      0.0063
  21:19:33    2014-10-21    0.4550      0.0101
  21:23:48    2014-10-21    0.4453      0.0138
  21:28:03    2014-10-21    0.3884      0.0681
  21:32:18    2014-10-21    0.4587      0.0151
  21:36:32    2014-10-21    0.4518      0.0074
  21:40:47    2014-10-21    0.4517      0.0105
  21:45:02    2014-10-21    0.4125      0.0408
  21:49:16    2014-10-21    0.4558      0.0081
  21:53:31    2014-10-21    0.4582      0.0087
  21:57:46    2014-10-21    0.4528      0.0066
  22:02:01    2014-10-21    0.4480      0.0069
  22:06:15    2014-10-21    0.4480      0.0077
  22:10:30    2014-10-21    0.4603      0.0100
  22:14:45    2014-10-21    0.4767      0.0077
  22:19:00    2014-10-21    0.4527      0.0070
  22:23:14    2014-10-21    0.4628      0.0130
  22:27:29    2014-10-21    0.4602      0.0106
  22:31:44    2014-10-21    0.4585      0.0103
  22:35:59    2014-10-21    0.4623      0.0077
  22:40:13    2014-10-21    0.4440      0.0127
  22:44:28    2014-10-21    0.4231      0.0121
  22:48:43    2014-10-21    0.4443      0.0093
  22:52:58    2014-10-21    0.4400      0.0140
  22:57:12    2014-10-21    0.4362      0.0148
  23:01:27    2014-10-21    0.4523      0.0167
  23:05:42    2014-10-21    0.4366      0.0135
  23:09:57    2014-10-21    0.4637      0.0079
  23:14:12    2014-10-21    0.4584      0.0100
  23:18:26    2014-10-21    0.4420      0.0103
  23:22:41    2014-10-21    0.4233      0.0449
  23:26:56    2014-10-21    0.6541      0.2472
  23:31:11    2014-10-21    0.4372      0.0206
  23:35:26    2014-10-21    0.4403      0.0518
  23:39:40    2014-10-21    0.4421      0.0240
  23:43:55    2014-10-21    0.4752      0.0112
  23:48:10    2014-10-21    0.4995      0.0179
  23:52:25    2014-10-21    0.4978      0.0155
  23:56:40    2014-10-21    0.4793      0.0109
  00:00:54    2014-10-22    0.4816      0.0122
  00:05:09    2014-10-22    0.4920      0.0166
  00:09:24    2014-10-22    0.4953      0.0112
  00:13:39    2014-10-22    0.5029      0.0175
  00:17:54    2014-10-22    0.4987      0.0139
  00:22:09    2014-10-22    0.4857      0.0122
  00:26:23    2014-10-22    0.4694      0.0086
  00:30:38    2014-10-22    0.4688      0.0113
  00:34:53    2014-10-22    0.4454      0.0173
  00:39:08    2014-10-22    0.4771      0.0198
  00:43:23    2014-10-22    0.4703      0.0188
  00:47:37    2014-10-22    0.4685      0.0186
  00:51:52    2014-10-22    0.5123      0.0260
  01:00:22    2014-10-22    0.5058      0.0148
  01:04:37    2014-10-22    0.4816      0.0147
  01:08:52    2014-10-22    0.5148      0.0164
  01:13:07    2014-10-22    0.5290      0.0206
  01:17:21    2014-10-22    0.5437      0.0213
  01:21:36    2014-10-22    0.5836      0.0246
  01:25:51    2014-10-22    0.5920      0.0144
  01:38:36    2014-10-22    0.5829      0.0211
  01:47:06    2014-10-22    0.5682      0.0436
  01:51:21    2014-10-22    0.5954      0.0554
  01:59:50    2014-10-22    0.5719      0.0123
  02:04:05    2014-10-22    0.5678      0.0199
  02:08:20    2014-10-22    0.5547      0.0145
  02:12:35    2014-10-22    0.5416      0.0185
  02:16:50    2014-10-22    0.5565      0.0146
  02:21:05    2014-10-22    0.5351      0.0175
  02:25:20    2014-10-22    0.5375      0.0133
  02:29:34    2014-10-22    0.5293      0.0153
  02:33:49    2014-10-22    0.5390      0.0114
  02:38:04    2014-10-22    0.5412      0.0122
  02:42:19    2014-10-22    0.5213      0.0126
  02:46:34    2014-10-22    0.5333      0.0132
  02:50:49    2014-10-22    0.4960      0.0218
  02:55:04    2014-10-22    0.4747      0.0244
  02:59:19    2014-10-22    0.4658      0.0217
  03:03:34    2014-10-22    0.4868      0.0204
  03:07:48    2014-10-22    0.4714      0.0189
  03:12:03    2014-10-22    0.4895      0.0185
  03:16:18    2014-10-22    0.4987      0.0099
  03:20:33    2014-10-22    0.4958      0.0205
  03:24:48    2014-10-22    0.4990      0.0150
  03:29:03    2014-10-22    0.5264      0.0119
  03:33:18    2014-10-22    0.5415      0.0084
  03:37:33    2014-10-22    0.5313      0.0153
  03:41:48    2014-10-22    0.5484      0.0146
  03:46:02    2014-10-22    0.5516      0.0143
  03:50:17    2014-10-22    0.5519      0.0090
  03:54:32    2014-10-22    0.5482      0.0162
  03:58:47    2014-10-22    0.5383      0.0159
  04:03:02    2014-10-22    0.5280      0.0219
  04:07:17    2014-10-22    0.5457      0.0153
  04:11:32    2014-10-22    0.5360      0.0091
  04:15:47    2014-10-22    0.5513      0.0143
  04:20:02    2014-10-22    0.5321      0.0179
  04:24:17    2014-10-22    0.5284      0.0124
  04:28:32    2014-10-22    0.9795      0.2832
  04:32:46    2014-10-22    0.4953      0.0123
  04:37:01    2014-10-22    0.4852      0.0095
  04:41:16    2014-10-22    0.4588      0.0123
  04:45:31    2014-10-22    0.4934      0.0081
  04:49:46    2014-10-22    0.5194      0.0098
  04:54:01    2014-10-22    0.5108      0.0139
  04:58:16    2014-10-22    0.5318      0.0141
  05:02:31    2014-10-22    0.5263      0.0114
  05:06:46    2014-10-22    0.5074      0.0160
  05:11:01    2014-10-22    0.5194      0.0135
  05:15:16    2014-10-22    0.4936      0.0141
  05:19:31    2014-10-22    0.4907      0.0141
  05:23:46    2014-10-22    0.5134      0.0093
  05:28:01    2014-10-22    0.4813      0.0092
  05:32:15    2014-10-22    0.4943      0.0113
  05:36:30    2014-10-22    0.4847      0.0098
  05:40:45    2014-10-22    0.4960      0.0143
  05:45:00    2014-10-22    0.4718      0.0097
  05:49:15    2014-10-22    0.4788      0.0111
  05:53:30    2014-10-22    0.4764      0.0083
  05:57:45    2014-10-22    0.4985      0.0193
  06:02:00    2014-10-22    0.4931      0.0121
  06:06:15    2014-10-22    0.5777      0.0646
  06:10:30    2014-10-22    0.4902      0.0166
  06:19:00    2014-10-22    0.4846      0.0179
  06:23:15    2014-10-22    0.4703      0.0158
  06:27:30    2014-10-22    0.4453      0.0161
  06:31:45    2014-10-22    0.5205      0.0150
  06:36:00    2014-10-22    0.5099      0.0199
  06:40:15    2014-10-22    0.5103      0.0086
  06:44:30    2014-10-22    0.5097      0.0199
  06:48:45    2014-10-22    0.5277      0.0246
  06:53:00    2014-10-22    0.5390      0.0169
  06:57:15    2014-10-22    0.5146      0.0154
  07:01:30    2014-10-22    0.4871      0.0182
  07:05:45    2014-10-22    0.5047      0.0171
  07:10:00    2014-10-22    0.5291      0.0153
  07:14:15    2014-10-22    0.4952      0.0193
  07:18:29    2014-10-22    0.5080      0.0132
  07:22:44    2014-10-22    0.4668      0.1020
  07:26:59    2014-10-22    0.5206      0.0170
  07:31:14    2014-10-22    0.5229      0.0182
  07:35:29    2014-10-22    0.5292      0.0116
  07:39:44    2014-10-22    0.5176      0.0111
  07:43:59    2014-10-22    0.5014      0.0270
  07:48:14    2014-10-22    0.4689      0.0137
  07:52:29    2014-10-22    0.4758      0.0217
  07:56:44    2014-10-22    0.4823      0.0104
  08:00:59    2014-10-22    0.4679      0.0072
  08:05:14    2014-10-22    0.4585      0.0139
  08:09:29    2014-10-22    0.4657      0.0131
  08:13:44    2014-10-22    0.4675      0.0145
  08:17:59    2014-10-22    0.4805      0.0825
  08:22:14    2014-10-22    0.5111      0.0341
  08:26:29    2014-10-22    0.4484      0.0207
  08:30:44    2014-10-22    0.4585      0.0173
  08:34:59    2014-10-22    0.4562      0.0164
  08:39:14    2014-10-22    0.4446      0.0421
  08:43:29    2014-10-22    0.4649      0.0146
  08:47:44    2014-10-22    0.4338      0.0185
  08:51:59    2014-10-22    0.3668      0.0330
  08:56:14    2014-10-22    0.4334      0.0147
  09:00:29    2014-10-22    0.3718      0.0210
  09:04:44    2014-10-22    0.4076      0.0169
  09:08:59    2014-10-22    0.4126      0.0114
  09:13:14    2014-10-22    0.4203      0.0156
  09:17:29    2014-10-22    0.4056      0.0123
  09:21:44    2014-10-22    0.4005      0.0113
  09:25:59    2014-10-22    0.3984      0.0118
  09:30:14    2014-10-22    0.3905      0.0186
  09:34:29    2014-10-22    0.3756      0.0151
  09:38:44    2014-10-22    0.3850      0.0173
  09:42:59    2014-10-22    0.3638      0.0178
  09:47:13    2014-10-22    0.3642      0.0149
  09:51:28    2014-10-22    0.3531      0.0117
  09:55:43    2014-10-22    0.3442      0.0164
  09:59:58    2014-10-22    0.3637      0.0193
  10:04:13    2014-10-22    0.3380      0.0133
  10:08:28    2014-10-22    0.3439      0.0330
  10:12:43    2014-10-22    0.3664      0.0136
  10:16:58    2014-10-22    0.3782      0.0085
  10:21:13    2014-10-22    0.3932      0.0089
  10:25:28    2014-10-22    0.3812      0.0093
  10:29:43    2014-10-22    0.3957      0.0926
  10:33:58    2014-10-22    0.3729      0.0186
  10:38:13    2014-10-22    0.3348      0.0307
  10:42:28    2014-10-22    0.3735      0.0100
  10:46:43    2014-10-22    0.3807      0.0063
  10:50:58    2014-10-22    0.3961      0.0100
  10:55:13    2014-10-22    0.3431      0.0173
  10:59:28    2014-10-22    0.3526      0.0166
  11:03:43    2014-10-22    0.3605      0.0099
  11:07:58    2014-10-22    0.2512      0.0823
  11:12:13    2014-10-22    0.3470      0.0127
  11:16:28    2014-10-22    0.2964      0.0102
  11:20:43    2014-10-22    0.2917      0.0102
  11:24:58    2014-10-22    0.2685      0.0119
  11:29:13    2014-10-22    0.2913      0.0205
  11:33:28    2014-10-22    0.2486      0.0114
  11:37:43    2014-10-22    0.2938      0.0669
  11:41:58    2014-10-22    0.2255      0.0203
  11:46:13    2014-10-22    0.2941      0.0151
  11:50:28    2014-10-22    0.2914      0.0226
  11:54:43    2014-10-22    0.0166      0.2815
  11:58:58    2014-10-22    2.2286      2.6136
  12:03:13    2014-10-22    0.2345      0.0132
  12:07:28    2014-10-22    0.2456      0.0625
  12:11:43    2014-10-22    0.2563      0.0373
  12:15:58    2014-10-22    0.2203      0.0204
  12:20:13    2014-10-22    0.1977      0.0103
  12:24:27    2014-10-22    0.2918      0.0154
  12:28:42    2014-10-22    0.2471      0.0102
  12:32:57    2014-10-22    0.2402      0.0334
  12:37:12    2014-10-22    0.2811      0.0264
  12:41:27    2014-10-22    0.2023      0.0173
  12:45:42    2014-10-22    0.2819      0.0152
  12:49:57    2014-10-22    0.2177      0.0106
  12:54:12    2014-10-22    0.2000      0.0174
  12:58:27    2014-10-22    0.2656      0.0324
  13:02:42    2014-10-22    0.2403      0.0102
  13:06:57    2014-10-22    0.2286      0.0131
  13:11:12    2014-10-22    0.2119      0.0237
  13:15:27    2014-10-22    0.2168      0.0289
  13:19:42    2014-10-22    0.2018      0.0365
  13:23:56    2014-10-22    0.2352      0.0293
  13:28:11    2014-10-22    0.2616      0.0197
  13:32:26    2014-10-22    0.1893      0.0170
  13:36:41    2014-10-22    0.2319      0.0228
  13:40:55    2014-10-22    0.1859      0.0185
  13:45:10    2014-10-22    0.0670      0.0852
  13:49:25    2014-10-22    0.1574      0.0214
  13:53:39    2014-10-22    0.1560      0.0163
  13:57:54    2014-10-22    0.1547      0.0156
  14:02:09    2014-10-22    0.1910      0.0313
  14:06:23    2014-10-22    0.2062      0.0352
  14:10:38    2014-10-22    0.1687      0.0370
  14:14:52    2014-10-22    0.1600      0.0193
  14:19:07    2014-10-22    0.2371      0.0839
  14:23:22    2014-10-22    0.1843      0.0263
  14:27:36    2014-10-22    0.1302      0.0201
  14:31:51    2014-10-22    0.1580      0.0129
  14:36:05    2014-10-22    0.1496      0.0237
  14:40:20    2014-10-22    0.1416      0.0134
  14:44:34    2014-10-22    0.1214      0.0214
  14:48:49    2014-10-22    0.1746      0.0248
  14:53:03    2014-10-22    0.2083      0.0142
  14:57:18    2014-10-22    0.2025      0.0272
  15:01:32    2014-10-22    0.1780      0.0140
  15:05:47    2014-10-22    0.1709      0.0208
  15:10:01    2014-10-22    0.1694      0.0232
  15:14:16    2014-10-22    0.1904      0.0154
  15:18:30    2014-10-22    0.1834      0.0318
  15:22:45    2014-10-22    0.2819      0.0167
  15:26:59    2014-10-22    0.2180      0.0212
  15:31:14    2014-10-22    0.2073      0.0206
  15:35:28    2014-10-22    0.2352      0.0343
  15:39:43    2014-10-22    0.1390      0.0252
  15:43:57    2014-10-22    0.1654      0.0309
  15:48:12    2014-10-22    0.1598      0.0353
  15:52:26    2014-10-22    0.2219      0.0541
  15:56:40    2014-10-22    0.1929      0.0555
  16:00:55    2014-10-22    0.2179      0.0623
  16:05:09    2014-10-22    0.2324      0.0507
  16:09:24    2014-10-22    0.2563      0.0349
  16:13:38    2014-10-22    0.3062      0.0498
  16:17:53    2014-10-22    0.2522      0.0188
  16:22:07    2014-10-22    0.2601      0.0189
  16:26:21    2014-10-22    0.3417      0.0158
  16:30:36    2014-10-22    0.3282      0.0217
  16:34:50    2014-10-22    0.3278      0.0159
  16:39:05    2014-10-22    0.3383      0.0138
  16:43:19    2014-10-22    0.3287      0.0146
  16:47:33    2014-10-22    0.3605      0.0147
  16:51:48    2014-10-22    0.3248      0.0150
  16:56:02    2014-10-22    0.3159      0.0123
  17:00:17    2014-10-22    0.3338      0.0069
  17:04:31    2014-10-22    0.2236      0.1707
  17:08:45    2014-10-22    0.3115      0.0245
  17:13:00    2014-10-22    0.3192      0.0377
  17:17:14    2014-10-22    0.3219      0.0116
  17:21:29    2014-10-22    0.3149      0.0140
  17:25:43    2014-10-22    0.3302      0.0289
  17:29:57    2014-10-22    0.3661      0.0114
  17:34:12    2014-10-22    0.2945      0.0156
  17:38:26    2014-10-22    0.3473      0.0239
  17:42:40    2014-10-22    0.3349      0.0146
  17:46:55    2014-10-22    0.2283      0.0526
  17:51:09    2014-10-22    0.3338      0.0102
  17:55:24    2014-10-22    0.3628      0.0091
  17:59:38    2014-10-22    0.3393      0.0139
  18:03:52    2014-10-22    0.2300      0.0142
  18:12:21    2014-10-22    0.2745      0.0113
  18:16:36    2014-10-22    0.2631      0.0178
  18:20:50    2014-10-22    0.3010      0.0135
  18:25:04    2014-10-22    0.2822      0.0091
  18:29:19    2014-10-22    0.3268      0.0175
  18:33:33    2014-10-22    0.3013      0.0099
  18:37:48    2014-10-22    0.3061      0.0387
  18:42:02    2014-10-22    0.3196      0.0142
  18:46:16    2014-10-22    0.2973      0.0292
  18:50:31    2014-10-22    0.2690      0.0228
  18:54:45    2014-10-22    0.2098      0.0358
  18:59:00    2014-10-22    0.2300      0.0125
  19:03:14    2014-10-22    0.2385      0.0098
  19:07:29    2014-10-22    0.2161      0.0096
  19:11:43    2014-10-22    0.2272      0.0107
  19:15:58    2014-10-22    0.2084      0.0249
  19:20:12    2014-10-22    0.2256      0.0101
  19:24:27    2014-10-22    0.2322      0.0105
  19:28:41    2014-10-22    0.2194      0.0125
  19:32:56    2014-10-22    0.2266      0.0142
  19:37:10    2014-10-22    0.2539      0.0149
  19:41:25    2014-10-22    0.2291      0.0099
  19:45:40    2014-10-22    0.2314      0.0124
  19:49:54    2014-10-22    0.2207      0.0102
  19:54:09    2014-10-22    0.2286      0.0078
  19:58:23    2014-10-22    0.2357      0.0134
  20:02:38    2014-10-22    0.2351      0.0113
  20:06:53    2014-10-22    0.2381      0.0103
  20:11:07    2014-10-22    0.2449      0.0073
  20:15:22    2014-10-22    0.2465      0.0069
  20:19:37    2014-10-22    0.2466      0.0245
  20:23:51    2014-10-22    0.2006      0.0207
  20:28:06    2014-10-22    0.2295      0.0114
  20:32:21    2014-10-22    0.2309      0.0095
  20:36:35    2014-10-22    0.2444      0.0065
  20:40:50    2014-10-22    0.2473      0.0165
  20:45:05    2014-10-22    0.2366      0.0127
  20:49:19    2014-10-22    0.2342      0.0146
  20:53:34    2014-10-22    0.2331      0.0111
  20:57:49    2014-10-22    0.2200      0.0099
  21:02:04    2014-10-22    0.2263      0.0105
  21:06:18    2014-10-22    0.2292      0.0120
  21:10:33    2014-10-22    0.2205      0.0094
  21:14:48    2014-10-22    0.2021      0.0183
  21:19:03    2014-10-22    0.2078      0.0102
  21:23:18    2014-10-22    0.1939      0.0094
  21:27:32    2014-10-22    0.2073      0.0100
  21:31:47    2014-10-22    0.2024      0.0119
  21:36:02    2014-10-22    0.1990      0.0087
  21:40:17    2014-10-22    0.2101      0.0156
  21:44:32    2014-10-22    0.2254      0.0132
  21:48:46    2014-10-22    0.2057      0.0179
  21:53:01    2014-10-22    0.2212      0.0168
  21:57:16    2014-10-22    0.2104      0.0160
  22:01:31    2014-10-22    0.2174      0.0122
  22:05:46    2014-10-22    0.1964      0.0133
  22:10:01    2014-10-22    0.2081      0.0191
  22:14:15    2014-10-22    0.2056      0.0139
  22:18:30    2014-10-22    0.2038      0.0143
  22:22:45    2014-10-22    0.2014      0.0171
  22:27:00    2014-10-22    0.2166      0.0128
  22:31:15    2014-10-22    0.2209      0.0169
  22:35:30    2014-10-22    0.2106      0.0180
  22:39:44    2014-10-22    0.2191      0.0132
  22:43:59    2014-10-22    0.2105      0.0138
  22:48:14    2014-10-22    0.1972      0.0199
  22:52:29    2014-10-22    0.2051      0.0208
  22:56:44    2014-10-22    0.2311      0.0145
  23:00:59    2014-10-22    0.2084      0.0119
  23:05:13    2014-10-22    0.2035      0.0158
  23:09:28    2014-10-22    0.2200      0.0161
  23:13:43    2014-10-22    0.2271      0.0118
  23:17:58    2014-10-22    0.2320      0.0152
  23:22:13    2014-10-22    0.2380      0.0164
  23:26:28    2014-10-22    0.2673      0.0124
  23:30:43    2014-10-22    0.2623      0.0141
  23:34:57    2014-10-22    0.2583      0.0158
  23:39:12    2014-10-22    0.2761      0.0115
  23:43:27    2014-10-22    0.2673      0.0059
  23:47:42    2014-10-22    0.2548      0.0124
  23:51:57    2014-10-22    0.2696      0.0112
  23:56:12    2014-10-22    0.2727      0.0123
  00:00:27    2014-10-23    0.2472      0.0091
  00:04:42    2014-10-23    0.2546      0.0134
  00:08:57    2014-10-23    0.2668      0.0134
  00:13:12    2014-10-23    0.2652      0.0104
  00:17:26    2014-10-23    0.2881      0.0143
  00:21:41    2014-10-23    0.2765      0.0127
  00:25:56    2014-10-23    0.2816      0.0116
  00:30:11    2014-10-23    0.2804      0.0098
  00:34:26    2014-10-23    0.2975      0.0090
  00:38:41    2014-10-23    0.2333      0.0304
  00:42:56    2014-10-23    0.2913      0.0083
  00:47:11    2014-10-23    0.2814      0.0077
  00:51:26    2014-10-23    0.2867      0.0101
  00:55:41    2014-10-23    0.2735      0.0097
  00:59:56    2014-10-23    0.2774      0.0101
  01:04:11    2014-10-23    0.2881      0.0179
  01:08:26    2014-10-23    0.2802      0.0098
  01:12:40    2014-10-23    0.2804      0.0085
  01:16:55    2014-10-23    0.2789      0.0131
  01:21:10    2014-10-23    0.2846      0.0065
  01:25:25    2014-10-23    0.2666      0.0093
  01:29:40    2014-10-23    0.2685      0.0108
  01:33:55    2014-10-23    0.2905      0.0071
  01:38:10    2014-10-23    0.2867      0.0058
  01:42:25    2014-10-23    0.2918      0.0093
  01:46:40    2014-10-23    0.2854      0.0117
  01:50:55    2014-10-23    0.2770      0.0144
  01:55:10    2014-10-23    0.2957      0.0141
  01:59:25    2014-10-23    0.3013      0.0199
  02:03:40    2014-10-23    0.2920      0.0207
  02:07:54    2014-10-23    0.2970      0.0137
  02:12:09    2014-10-23    0.2824      0.0158
  02:16:24    2014-10-23    0.2941      0.0143
  02:20:39    2014-10-23    0.2708      0.0132
  02:24:54    2014-10-23    0.2794      0.0087
  02:29:09    2014-10-23    0.2798      0.0082
  02:33:24    2014-10-23    0.2876      0.0073
  02:37:39    2014-10-23    0.2936      0.0114
  02:41:54    2014-10-23    0.2958      0.0139
  02:46:09    2014-10-23    0.2767      0.0128
  02:50:24    2014-10-23    0.2798      0.0064
  02:54:39    2014-10-23    0.2712      0.0108
  02:58:54    2014-10-23    0.2782      0.0115
  03:03:09    2014-10-23    0.2615      0.0115
  03:07:23    2014-10-23    0.2614      0.0096
  03:11:38    2014-10-23    0.2608      0.0106
  03:15:53    2014-10-23    0.2674      0.0105
  03:20:08    2014-10-23    0.2904      0.0273
  03:24:23    2014-10-23    0.2671      0.0174
  03:28:38    2014-10-23    0.2633      0.0108
  03:32:53    2014-10-23    0.2722      0.0092
  03:37:08    2014-10-23    0.2696      0.0205
  03:41:23    2014-10-23    0.2842      0.0326
  03:45:38    2014-10-23    0.2645      0.0111
  03:49:53    2014-10-23    0.2641      0.0097
  03:54:08    2014-10-23    0.2743      0.0116
  03:58:23    2014-10-23    0.2545      0.0155
  04:02:38    2014-10-23    0.2627      0.0140
  04:06:53    2014-10-23    0.2503      0.0137
  04:11:08    2014-10-23    0.2343      0.0076
  04:15:22    2014-10-23    0.2385      0.0107
  04:19:37    2014-10-23    0.2372      0.0056
  04:23:52    2014-10-23    0.2422      0.0077
  04:28:07    2014-10-23    0.2448      0.0090
  04:32:22    2014-10-23    0.2112      0.0450
  04:36:37    2014-10-23    0.4728      0.5038
  04:40:52    2014-10-23    0.2369      0.0089
  04:45:07    2014-10-23    0.2137      0.0071
  04:49:22    2014-10-23    0.2589      0.1143
  04:53:37    2014-10-23    0.2099      0.0168
  04:57:52    2014-10-23    0.2132      0.0134
  05:02:07    2014-10-23    0.2131      0.0117
  05:06:22    2014-10-23    0.2376      0.0089
  05:10:37    2014-10-23    0.2242      0.0144
  05:14:52    2014-10-23    0.2249      0.0114
  05:19:07    2014-10-23    0.1994      0.0102
  05:23:22    2014-10-23    0.2368      0.0110
  05:27:37    2014-10-23    0.2169      0.0128
  05:31:52    2014-10-23    0.2243      0.0109
  05:36:07    2014-10-23    0.2290      0.0405
  05:40:22    2014-10-23    0.1787      0.0153
  05:44:37    2014-10-23    0.1851      0.0166
  05:48:51    2014-10-23    0.1863      0.0152
  05:53:06    2014-10-23    0.1972      0.0115
  05:57:21    2014-10-23    0.1824      0.0146
  06:01:36    2014-10-23    0.1925      0.0155
  06:05:51    2014-10-23    0.2092      0.0139
  06:10:06    2014-10-23    0.2293      0.0425
  06:14:21    2014-10-23    0.2986      0.0450
  06:18:36    2014-10-23    0.2659      0.0240
  06:22:51    2014-10-23    0.1866      0.0588
  06:27:06    2014-10-23    0.2685      0.0140
  06:31:21    2014-10-23    0.2869      0.0212
  06:35:36    2014-10-23    0.2794      0.0135
  06:39:51    2014-10-23    0.2731      0.0233
  06:44:06    2014-10-23    0.2902      0.0178
  06:48:21    2014-10-23    0.2614      0.0144
  06:52:36    2014-10-23    0.2840      0.0258
  06:56:51    2014-10-23    0.2621      0.0272
  07:01:06    2014-10-23    0.2522      0.0211
  07:05:21    2014-10-23    0.2544      0.0104
  07:09:36    2014-10-23    0.2751      0.2060
  07:13:51    2014-10-23    0.2669      0.0157
  07:18:06    2014-10-23    0.2442      0.0100
  07:22:21    2014-10-23    0.1102      0.2657
  07:26:36    2014-10-23    0.2728      0.0231
  07:30:51    2014-10-23    0.2811      0.0170
  07:35:06    2014-10-23    0.2620      0.0086
  07:39:21    2014-10-23    0.2859      0.0130
  07:43:36    2014-10-23    0.1844      0.0293
  07:47:51    2014-10-23    0.2486      0.0172
  07:52:06    2014-10-23    0.2541      0.0064
  07:56:21    2014-10-23    0.2636      0.0077
  08:00:36    2014-10-23    0.2428      0.0096
  08:04:51    2014-10-23    0.2571      0.0097
  08:09:06    2014-10-23    0.2558      0.0123
  08:13:21    2014-10-23    0.2560      0.0284
  08:17:36    2014-10-23    0.2698      0.0129
  08:21:51    2014-10-23    0.2630      0.0099
  08:26:06    2014-10-23    0.2679      0.0096
  08:30:21    2014-10-23    0.2703      0.0117
  08:34:36    2014-10-23    0.2696      0.0111
  08:38:51    2014-10-23    0.2639      0.0111
  08:43:06    2014-10-23    0.2428      0.0644
  08:47:21    2014-10-23    0.2661      0.0088
  08:51:36    2014-10-23    0.2619      0.0125
  08:55:51    2014-10-23    0.2048      0.0676
  09:00:05    2014-10-23    0.2620      0.0083
  09:04:20    2014-10-23    0.3055      0.0312
  09:08:35    2014-10-23    0.2781      0.0081
  09:12:50    2014-10-23    0.2745      0.0720
  09:17:05    2014-10-23    0.2764      0.0117
  09:21:20    2014-10-23    0.2739      0.0100
  09:25:35    2014-10-23    0.2788      0.0087
  09:29:50    2014-10-23    0.2745      0.0072
  09:34:05    2014-10-23    0.2724      0.0112
  09:38:20    2014-10-23    0.2625      0.0146
  09:42:35    2014-10-23    0.2391      0.0406
  09:46:50    2014-10-23    0.2799      0.0091
  09:51:05    2014-10-23    0.2811      0.0103
  09:55:20    2014-10-23    0.2617      0.0083
  09:59:35    2014-10-23    0.2691      0.0073
  10:03:50    2014-10-23    0.2824      0.0313
  10:08:05    2014-10-23    0.2648      0.0140
  10:12:20    2014-10-23    0.3067      0.0621
  10:16:35    2014-10-23    0.2805      0.0112
  10:20:51    2014-10-23    0.2927      0.0170
  10:25:06    2014-10-23    0.2930      0.0072
  10:29:21    2014-10-23    0.2917      0.0088
  10:33:36    2014-10-23    0.2714      0.0107
  10:37:51    2014-10-23    0.2885      0.0113
  10:42:06    2014-10-23    0.2800      0.0121
