# Time[CET]   Date          Tau         TauERR
  10:46:21    2014-10-23    0.2850      0.0098
  10:50:36    2014-10-23    0.2870      0.0080
  10:54:51    2014-10-23    0.2815      0.0081
  10:59:06    2014-10-23    0.2940      0.0135
  11:03:21    2014-10-23    0.2836      0.0099
  11:07:36    2014-10-23    0.2714      0.0066
  11:11:51    2014-10-23    0.2800      0.0072
  11:16:06    2014-10-23    0.2857      0.0102
  11:20:22    2014-10-23    0.3038      0.0668
  11:24:37    2014-10-23    0.2721      0.0128
  11:28:52    2014-10-23    0.2971      0.0084
  11:33:07    2014-10-23    0.2739      0.0109
  11:37:22    2014-10-23    0.2901      0.0090
  11:41:37    2014-10-23    0.2905      0.0095
  11:45:52    2014-10-23    0.3003      0.0113
  11:54:22    2014-10-23    0.2900      0.0811
  11:58:37    2014-10-23    0.3470      0.0518
  12:02:52    2014-10-23    0.2859      0.0058
  12:07:07    2014-10-23    0.2814      0.0106
  12:11:22    2014-10-23    0.2877      0.0095
  12:15:37    2014-10-23    0.2911      0.0086
  12:19:52    2014-10-23    0.2857      0.0126
  12:24:07    2014-10-23    0.3054      0.0097
  12:28:22    2014-10-23    0.3763      0.2099
  12:32:37    2014-10-23    0.2190      0.0570
  12:36:52    2014-10-23    0.2930      0.0107
  12:41:07    2014-10-23    0.2865      0.0102
  12:45:22    2014-10-23    0.3038      0.0135
  12:49:37    2014-10-23    0.2900      0.0193
  12:53:52    2014-10-23    0.2539      0.0284
  12:58:07    2014-10-23    0.0060      0.1926
  13:02:22    2014-10-23    0.2788      0.0210
  13:06:37    2014-10-23    0.2779      0.0174
  13:10:52    2014-10-23    0.3019      0.0157
  13:15:07    2014-10-23    0.2965      0.0148
  13:19:22    2014-10-23    0.2816      0.0160
  13:23:37    2014-10-23    0.2782      0.0091
  13:27:52    2014-10-23    0.2306      0.1456
  13:32:06    2014-10-23    0.2725      0.0113
  13:40:36    2014-10-23    0.2735      0.0091
  13:44:51    2014-10-23    0.2839      0.0086
  13:49:05    2014-10-23    0.3083      0.0122
  13:53:20    2014-10-23    0.2750      0.0078
  13:57:35    2014-10-23    0.2943      0.0330
  14:01:49    2014-10-23    0.2790      0.0092
  14:06:04    2014-10-23    0.2818      0.0096
  14:10:19    2014-10-23    0.2975      0.0081
  14:14:33    2014-10-23    0.2927      0.0087
  14:18:48    2014-10-23    0.2996      0.0085
  14:23:02    2014-10-23    0.2998      0.0171
  14:27:17    2014-10-23    0.3201      0.0313
  14:31:32    2014-10-23    0.3362      0.0184
  14:35:46    2014-10-23    0.3360      0.0239
  14:40:01    2014-10-23    0.3332      0.0154
  14:44:15    2014-10-23    0.3249      0.0186
  14:52:44    2014-10-23    0.2902      0.0108
  14:56:59    2014-10-23    0.2898      0.0232
  15:01:13    2014-10-23    0.3059      0.0177
  15:05:28    2014-10-23    0.2860      0.0103
  15:09:42    2014-10-23    0.3178      0.0213
  15:13:56    2014-10-23    0.2980      0.0087
  15:18:11    2014-10-23    0.3125      0.1144
  15:22:25    2014-10-23    0.2992      0.0149
  15:26:40    2014-10-23    0.2983      0.0121
  15:30:54    2014-10-23    0.2944      0.0143
  15:35:09    2014-10-23    0.2969      0.0188
  15:39:23    2014-10-23    0.3089      0.0267
  15:43:37    2014-10-23    0.3108      0.0250
  15:47:52    2014-10-23    0.2702      0.0415
  15:52:06    2014-10-23    0.2550      0.0445
  15:56:20    2014-10-23    0.2641      0.0607
  16:00:35    2014-10-23    0.2913      0.0509
  16:04:49    2014-10-23    0.2951      0.0465
  16:09:03    2014-10-23    0.2977      0.0360
  16:13:18    2014-10-23    0.2284      0.0436
  16:17:32    2014-10-23    0.2789      0.0194
  16:21:46    2014-10-23    0.3176      0.0247
  16:26:01    2014-10-23    0.3019      0.0130
  16:30:15    2014-10-23    0.3051      0.0121
  16:34:29    2014-10-23    0.2324      0.0784
  16:38:44    2014-10-23    0.2955      0.0124
  16:42:58    2014-10-23    0.3064      0.0574
  16:47:12    2014-10-23    0.3093      0.0147
  16:51:26    2014-10-23    0.3144      0.0093
  16:55:41    2014-10-23    0.2883      0.0136
  16:59:55    2014-10-23    0.2467      0.0093
  17:04:09    2014-10-23    0.2606      0.0056
  17:08:24    2014-10-23    0.2710      0.0069
  17:12:38    2014-10-23    0.2591      0.0159
  17:16:52    2014-10-23    0.2546      0.0273
  17:21:07    2014-10-23    0.2509      0.0331
  17:25:21    2014-10-23    0.2695      0.0130
  17:29:35    2014-10-23    0.2687      0.0111
  17:33:49    2014-10-23    0.2976      0.0620
  17:38:04    2014-10-23    0.2488      0.0077
  17:42:18    2014-10-23    0.2530      0.0178
  17:46:32    2014-10-23    0.2641      0.0178
  17:50:47    2014-10-23    0.2757      0.0067
  17:55:01    2014-10-23    0.2696      0.0080
  17:59:15    2014-10-23    0.3027      0.0101
  18:03:29    2014-10-23    0.3171      0.0100
  18:07:44    2014-10-23    0.2904      0.0139
  18:11:58    2014-10-23    0.2753      0.0105
  18:16:12    2014-10-23    0.3527      0.0635
  18:20:27    2014-10-23    0.2670      0.0129
  18:24:41    2014-10-23    0.2725      0.0085
  18:28:55    2014-10-23    0.3683      0.0235
  18:33:10    2014-10-23    0.3622      0.1607
  18:37:24    2014-10-23    0.2899      0.0179
  18:41:38    2014-10-23    0.2816      0.0163
  18:45:52    2014-10-23    0.2688      0.0104
  18:50:07    2014-10-23    0.2396      0.0195
  18:54:21    2014-10-23    0.2374      0.0071
  18:58:35    2014-10-23    0.2928      0.0205
  19:02:50    2014-10-23    0.2498      0.0105
  19:07:04    2014-10-23    0.2449      0.0052
  19:11:18    2014-10-23    0.2551      0.0206
  19:15:33    2014-10-23    0.2309      0.0069
  19:19:47    2014-10-23    0.2369      0.0062
  19:24:01    2014-10-23    0.2472      0.0123
  19:28:16    2014-10-23    0.2493      0.0107
  19:32:30    2014-10-23    0.2434      0.0079
  19:36:45    2014-10-23    0.2252      0.0089
  19:40:59    2014-10-23    0.2453      0.0120
  19:45:14    2014-10-23    0.2375      0.0124
  19:49:28    2014-10-23    0.2452      0.0179
  19:53:42    2014-10-23    0.2684      0.0664
  19:57:57    2014-10-23    0.2102      0.0087
  20:02:11    2014-10-23    0.2113      0.0104
  20:06:26    2014-10-23    0.2162      0.0215
  20:10:41    2014-10-23    0.2288      0.0112
  20:14:55    2014-10-23    0.2220      0.0120
  20:19:10    2014-10-23    0.2321      0.0115
  20:23:24    2014-10-23    0.2370      0.0229
  20:27:39    2014-10-23    0.2222      0.0109
  20:31:53    2014-10-23    0.2101      0.0070
  20:36:08    2014-10-23    0.2215      0.0356
  20:40:23    2014-10-23    0.2018      0.0108
  20:44:37    2014-10-23    0.1226      0.0410
  20:48:52    2014-10-23    0.1919      0.0202
  20:53:07    2014-10-23    0.1702      0.0174
  20:57:21    2014-10-23    0.1851      0.0200
  21:01:36    2014-10-23    0.1873      0.0184
  21:05:50    2014-10-23    0.1846      0.0108
  21:10:05    2014-10-23    0.1871      0.0091
  21:14:20    2014-10-23    0.2351      0.0324
  21:18:34    2014-10-23    0.1629      0.0179
  21:22:49    2014-10-23    0.2089      0.0175
  21:27:04    2014-10-23    0.1947      0.0122
  21:31:18    2014-10-23    0.2144      0.0087
  21:35:33    2014-10-23    0.2260      0.0091
  21:39:48    2014-10-23    0.2083      0.0085
  21:44:02    2014-10-23    0.2157      0.0061
  21:48:17    2014-10-23    0.2029      0.0093
  21:52:31    2014-10-23    0.2139      0.0092
  21:56:46    2014-10-23    0.2193      0.0189
  22:01:01    2014-10-23    0.2375      0.0176
  22:05:15    2014-10-23    0.1954      0.0076
  22:09:30    2014-10-23    0.2030      0.0116
  22:13:44    2014-10-23    0.1979      0.0094
  22:17:59    2014-10-23    0.2252      0.0061
  22:22:14    2014-10-23    0.2207      0.0070
  22:26:28    2014-10-23    0.2156      0.0103
  22:30:43    2014-10-23    0.2040      0.0104
  22:34:58    2014-10-23    0.2167      0.0134
  22:39:12    2014-10-23    0.1991      0.0108
  22:43:27    2014-10-23    0.2123      0.0167
  22:47:42    2014-10-23    0.2233      0.0177
  22:51:56    2014-10-23    0.2410      0.0287
  22:56:11    2014-10-23    0.2195      0.0114
  23:00:25    2014-10-23    0.2671      0.0114
  23:04:40    2014-10-23    0.2623      0.0130
  23:08:55    2014-10-23    0.2661      0.0145
  23:13:09    2014-10-23    0.2569      0.0117
  23:17:24    2014-10-23    0.2583      0.0128
  23:21:39    2014-10-23    0.2482      0.0204
  23:25:53    2014-10-23    0.2801      0.0212
  23:30:08    2014-10-23    0.2522      0.0119
  23:34:23    2014-10-23    0.2297      0.0139
  23:38:37    2014-10-23    0.2195      0.0200
  23:42:52    2014-10-23    0.1963      0.0236
  23:47:07    2014-10-23    0.2651      0.0166
  23:51:21    2014-10-23    0.2933      0.0146
  23:55:36    2014-10-23    0.2864      0.0090
  23:59:51    2014-10-23    0.2709      0.0080
  00:04:05    2014-10-24    0.3151      0.0142
  00:08:20    2014-10-24    0.3337      0.0117
  00:12:35    2014-10-24    0.2889      0.0100
  00:16:49    2014-10-24    0.3095      0.0190
  00:21:04    2014-10-24    0.3006      0.0087
  00:25:19    2014-10-24    0.3192      0.0120
  00:33:48    2014-10-24    0.3301      0.0132
  00:38:03    2014-10-24    0.3099      0.0166
  00:42:17    2014-10-24    0.2825      0.0301
  00:46:32    2014-10-24    0.3083      0.0484
  00:50:47    2014-10-24    0.3064      0.0137
  00:55:01    2014-10-24    0.3057      0.0219
  00:59:16    2014-10-24    0.3187      0.0118
  01:03:31    2014-10-24    0.2994      0.0099
  01:07:45    2014-10-24    0.2683      0.0131
  01:12:00    2014-10-24    0.2663      0.0084
  01:16:15    2014-10-24    0.3298      0.0418
  01:20:29    2014-10-24    0.2657      0.0097
  01:24:44    2014-10-24    0.2624      0.0115
  01:28:59    2014-10-24    0.2422      0.0046
  01:33:13    2014-10-24    0.2516      0.0120
  01:37:28    2014-10-24    0.1439      0.0988
  01:41:43    2014-10-24    0.2613      0.0104
  01:45:58    2014-10-24    0.2556      0.0117
  01:50:12    2014-10-24    0.2758      0.0141
  01:54:27    2014-10-24    0.2672      0.0124
  01:58:42    2014-10-24    0.2716      0.0150
  02:02:56    2014-10-24    0.2675      0.0085
  02:07:11    2014-10-24    0.2745      0.0081
  02:11:26    2014-10-24    0.2713      0.0083
  02:15:40    2014-10-24    0.2898      0.0095
  02:24:09    2014-10-24    0.3416      0.0414
  02:28:24    2014-10-24    0.2553      0.0150
  02:32:39    2014-10-24    0.2865      0.0096
  02:36:53    2014-10-24    0.2992      0.0088
  02:41:08    2014-10-24    0.2883      0.0240
  02:45:23    2014-10-24    0.2975      0.0080
  02:49:37    2014-10-24    0.2934      0.0125
  02:53:52    2014-10-24    0.2620      0.0239
  02:58:07    2014-10-24    0.3074      0.0156
  03:02:21    2014-10-24    0.2898      0.0169
  03:06:36    2014-10-24    0.2749      0.0277
  03:10:50    2014-10-24    0.3112      0.0283
  03:15:05    2014-10-24    0.3093      0.0079
  03:19:20    2014-10-24    0.2797      0.0172
  03:23:34    2014-10-24    0.2981      0.0126
  03:27:49    2014-10-24    0.3071      0.0085
  03:32:03    2014-10-24    0.2577      0.0135
  03:36:18    2014-10-24    0.3111      0.0126
  03:40:33    2014-10-24    0.2824      0.0140
  03:44:47    2014-10-24    0.2634      0.0111
  03:49:02    2014-10-24    0.2794      0.0179
  03:53:16    2014-10-24    0.2709      0.0161
  03:57:31    2014-10-24    0.1690      0.0858
  04:01:46    2014-10-24    0.2768      0.0081
  04:06:00    2014-10-24    0.2816      0.0151
  04:10:15    2014-10-24    0.2842      0.0125
  04:14:29    2014-10-24    0.3147      0.0238
  04:18:44    2014-10-24    0.2702      0.0061
  04:22:58    2014-10-24    0.2778      0.0162
  04:27:13    2014-10-24    0.2892      0.0097
  04:31:28    2014-10-24    0.2964      0.0136
  04:35:42    2014-10-24    0.2926      0.0091
  04:39:57    2014-10-24    0.3075      0.0099
  04:44:11    2014-10-24    0.2978      0.0134
  04:48:26    2014-10-24    0.2998      0.0142
  04:52:40    2014-10-24    0.2991      0.0181
  04:56:55    2014-10-24    0.3163      0.0134
  05:01:09    2014-10-24    0.2961      0.0099
  05:05:24    2014-10-24    0.3158      0.0146
  05:09:39    2014-10-24    0.2913      0.0143
  05:13:53    2014-10-24    0.2990      0.0136
  05:18:08    2014-10-24    0.3265      0.0237
  05:22:22    2014-10-24    0.2999      0.0105
  05:26:37    2014-10-24    0.3039      0.0091
  05:30:51    2014-10-24    0.2972      0.0138
  05:35:06    2014-10-24    0.3157      0.0185
  05:39:21    2014-10-24    0.3079      0.0149
  05:43:35    2014-10-24    0.2293      0.0494
  05:47:50    2014-10-24    0.3441      0.0349
  05:52:04    2014-10-24    0.3168      0.0115
  05:56:19    2014-10-24    0.3084      0.0222
  06:00:33    2014-10-24    0.3220      0.0215
  06:04:48    2014-10-24    0.3252      0.0136
  06:09:03    2014-10-24    0.3187      0.0098
  06:13:17    2014-10-24    0.3384      0.0119
  06:17:32    2014-10-24    0.1939      0.0659
  06:21:46    2014-10-24    0.3015      0.0096
  06:26:01    2014-10-24    0.3084      0.0059
  06:30:15    2014-10-24    0.3121      0.0084
  06:34:30    2014-10-24    0.3235      0.0118
  06:38:44    2014-10-24    0.3084      0.0185
  06:42:59    2014-10-24    0.3175      0.0140
  06:47:13    2014-10-24    0.2947      0.0171
  06:51:28    2014-10-24    0.2251      0.0584
  06:55:43    2014-10-24    0.2915      0.0075
  06:59:57    2014-10-24    0.3150      0.0095
  07:04:12    2014-10-24    0.3193      0.0096
  07:08:26    2014-10-24    0.3113      0.0132
  07:12:41    2014-10-24    0.3026      0.0077
  07:16:55    2014-10-24    0.3236      0.0099
  07:21:10    2014-10-24    0.3212      0.0200
  07:25:24    2014-10-24    0.3141      0.0130
  07:29:39    2014-10-24    0.3083      0.0102
  07:33:54    2014-10-24    0.3020      0.0120
  07:38:08    2014-10-24    0.3126      0.0131
  07:46:38    2014-10-24    0.3113      0.0077
  07:50:52    2014-10-24    0.2979      0.0103
  07:55:07    2014-10-24    0.3057      0.0085
  07:59:21    2014-10-24    0.3035      0.0065
  08:03:36    2014-10-24    0.2914      0.0104
  08:07:51    2014-10-24    0.2585      0.0131
  08:12:05    2014-10-24    0.2938      0.0078
  08:16:20    2014-10-24    0.3029      0.0108
  08:20:35    2014-10-24    0.3166      0.0146
  08:24:49    2014-10-24    0.2848      0.0110
  08:29:04    2014-10-24    0.3020      0.0085
  08:33:19    2014-10-24    0.3011      0.0092
  08:37:33    2014-10-24    0.3075      0.0142
  08:41:48    2014-10-24    0.2971      0.0054
  08:46:02    2014-10-24    0.2897      0.0087
  08:50:17    2014-10-24    0.2825      0.0142
  08:54:32    2014-10-24    0.3072      0.0099
  08:58:46    2014-10-24    0.3359      0.0157
  09:03:01    2014-10-24    0.2951      0.0123
  09:07:16    2014-10-24    0.3506      0.0596
  09:11:30    2014-10-24    0.3034      0.0068
  09:15:45    2014-10-24    0.2969      0.0113
  09:20:00    2014-10-24    0.3093      0.0282
  09:24:14    2014-10-24    0.3047      0.0083
  09:28:29    2014-10-24    0.4317      0.3316
  09:32:44    2014-10-24    0.3398      0.0105
  09:36:59    2014-10-24    0.3221      0.0243
  09:41:13    2014-10-24    0.3231      0.0118
  09:45:28    2014-10-24    0.3006      0.0148
  09:49:43    2014-10-24    0.3115      0.0213
  09:58:12    2014-10-24    0.3023      0.0179
  10:02:27    2014-10-24    0.3094      0.0113
  10:06:41    2014-10-24    0.2146      0.0917
  10:10:56    2014-10-24    0.3040      0.0118
  10:15:10    2014-10-24    0.2836      0.0152
  10:19:25    2014-10-24    0.2889      0.0128
  10:23:40    2014-10-24    0.3109      0.0158
  10:27:54    2014-10-24    0.3052      0.0148
  10:32:09    2014-10-24    0.3070      0.0093
  10:36:24    2014-10-24    0.2943      0.0109
  10:40:38    2014-10-24    0.2968      0.0098
  10:44:53    2014-10-24    0.2936      0.0159
  10:49:08    2014-10-24    0.2974      0.0169
  10:53:22    2014-10-24    0.7356      0.1633
  10:57:37    2014-10-24    0.2908      0.0089
  11:01:52    2014-10-24    0.2938      0.0120
  11:06:06    2014-10-24    0.2783      0.0494
  11:10:21    2014-10-24    0.2817      0.0108
  11:14:36    2014-10-24    0.2684      0.0574
  11:18:50    2014-10-24    0.2948      0.0218
  11:23:05    2014-10-24    0.1316      0.1897
  11:27:20    2014-10-24    0.2946      0.0136
  11:31:34    2014-10-24    0.2947      0.0123
  11:40:03    2014-10-24    0.3058      0.0052
  11:44:18    2014-10-24    0.3034      0.0170
  11:48:33    2014-10-24    0.5256      0.1551
  11:52:47    2014-10-24    0.1249      0.0940
  11:57:02    2014-10-24    0.3084      0.0148
  12:01:17    2014-10-24    0.3882      0.0998
  12:05:31    2014-10-24    0.7590      0.0851
  12:09:46    2014-10-24    0.3227      0.0070
  12:14:00    2014-10-24    0.3306      0.0142
  12:18:15    2014-10-24    0.3345      0.0098
  12:22:30    2014-10-24    0.3291      0.0506
  12:26:44    2014-10-24    0.2994      0.0043
  12:30:59    2014-10-24    0.4139      0.1206
  12:35:13    2014-10-24    0.3199      0.0817
  12:39:28    2014-10-24    0.3869      0.0477
  12:43:43    2014-10-24    0.3249      0.1251
  12:47:57    2014-10-24    0.3293      0.0180
  12:52:12    2014-10-24    0.3824      0.0665
  12:56:26    2014-10-24    0.3027      0.0191
  13:00:41    2014-10-24    0.3024      0.0100
  13:04:55    2014-10-24    0.2752      0.0188
  13:09:10    2014-10-24    0.3533      0.0195
  13:13:25    2014-10-24    0.2984      0.0094
  13:17:39    2014-10-24    0.3520      0.0117
  13:21:54    2014-10-24    0.4062      0.0912
  13:26:08    2014-10-24    0.3470      0.0130
  13:30:23    2014-10-24    0.3368      0.0071
  13:34:37    2014-10-24    0.3653      0.0222
  13:38:51    2014-10-24    0.3890      0.0189
  13:43:06    2014-10-24    0.3566      0.0178
  13:47:20    2014-10-24    0.3077      0.0105
  13:51:35    2014-10-24    0.3897      0.0413
  13:55:49    2014-10-24    0.3936      0.0146
  14:00:03    2014-10-24    0.3609      0.0259
  14:04:18    2014-10-24    0.4301      0.0220
  14:08:32    2014-10-24    0.4141      0.0114
  14:12:46    2014-10-24    0.3939      0.0274
  14:17:01    2014-10-24    0.1450      0.0636
  14:21:15    2014-10-24    0.3793      0.0185
  14:25:29    2014-10-24    0.3849      0.0149
  14:29:43    2014-10-24    0.3997      0.0121
  14:33:58    2014-10-24    0.3348      0.0236
  14:38:12    2014-10-24    0.3920      0.0183
  14:42:26    2014-10-24    0.4110      0.0075
  14:46:40    2014-10-24    0.4233      0.0192
  14:50:54    2014-10-24    0.4475      0.0085
  14:55:08    2014-10-24    0.4561      0.0080
  14:59:23    2014-10-24    0.4443      0.0098
  15:03:37    2014-10-24    0.4537      0.0106
  15:12:05    2014-10-24    0.4633      0.0158
  15:16:19    2014-10-24    0.4475      0.0069
  15:20:33    2014-10-24    0.4457      0.0141
  15:24:47    2014-10-24    0.4734      0.0147
  15:29:01    2014-10-24    0.4381      0.0111
  15:33:15    2014-10-24    0.4101      0.0198
  15:37:29    2014-10-24    0.4077      0.0243
  15:41:44    2014-10-24    0.4324      0.0155
  15:45:58    2014-10-24    0.4271      0.0176
  15:50:12    2014-10-24    0.4515      0.0467
  15:54:26    2014-10-24    0.4869      0.0599
  15:58:40    2014-10-24    0.4614      0.0755
  16:02:54    2014-10-24    0.4584      0.0390
  16:07:08    2014-10-24    0.4610      0.0414
  16:11:23    2014-10-24    0.4585      0.0410
  16:15:37    2014-10-24    0.4592      0.0226
  16:19:51    2014-10-24    0.4701      0.0199
  16:24:05    2014-10-24    0.4262      0.0142
  16:28:19    2014-10-24    0.4631      0.0114
  16:32:33    2014-10-24    0.4514      0.0228
  16:36:47    2014-10-24    0.4462      0.0157
  16:41:02    2014-10-24    0.4348      0.0112
  16:45:16    2014-10-24    0.4283      0.0149
  16:49:30    2014-10-24    0.4316      0.0127
  16:53:44    2014-10-24    0.4494      0.0133
  16:57:58    2014-10-24    0.4351      0.0064
  17:02:12    2014-10-24    0.4330      0.0143
  17:06:27    2014-10-24    0.4166      0.0250
  17:10:41    2014-10-24    0.2383      0.1180
  17:14:55    2014-10-24    0.4164      0.0138
  17:19:09    2014-10-24    0.4097      0.0353
  17:23:23    2014-10-24    0.4457      0.0118
  17:27:37    2014-10-24    0.4361      0.0109
  17:31:51    2014-10-24    0.4205      0.0081
  17:36:05    2014-10-24    0.4461      0.0095
  17:40:19    2014-10-24    0.4931      0.0689
  17:44:33    2014-10-24    0.4028      0.1056
  17:48:47    2014-10-24    0.4619      0.0286
  17:53:01    2014-10-24    0.3982      0.0579
  17:57:16    2014-10-24    0.3893      0.0160
  18:01:30    2014-10-24    0.4167      0.0097
  18:05:44    2014-10-24    0.4039      0.0107
  18:09:58    2014-10-24    0.4369      0.0335
  18:14:12    2014-10-24    0.4401      0.0104
  18:18:26    2014-10-24    0.4245      0.0111
  18:22:40    2014-10-24    0.4190      0.0245
  18:26:54    2014-10-24    0.3405      0.1180
  18:31:08    2014-10-24    0.4580      0.0109
  18:35:22    2014-10-24    0.4206      0.0101
  18:39:36    2014-10-24    0.4017      0.0102
  18:43:51    2014-10-24    0.4026      0.0094
  18:52:19    2014-10-24    0.4153      0.0177
  18:56:33    2014-10-24    0.4054      0.0118
  19:00:47    2014-10-24    0.4024      0.0097
  19:05:01    2014-10-24    0.4284      0.0110
  19:09:15    2014-10-24    0.4163      0.0100
  19:13:29    2014-10-24    0.4032      0.0124
  19:17:44    2014-10-24    0.3863      0.0093
  19:21:58    2014-10-24    0.4017      0.0100
  19:26:12    2014-10-24    0.4210      0.0116
  19:30:26    2014-10-24    0.4371      0.0147
  19:34:40    2014-10-24    0.4082      0.0118
  19:38:55    2014-10-24    0.4293      0.0143
  19:43:09    2014-10-24    0.4297      0.0214
  19:47:23    2014-10-24    0.4586      0.0124
  19:51:37    2014-10-24    0.4519      0.0128
  19:55:52    2014-10-24    0.4029      0.0106
  20:00:06    2014-10-24    0.4033      0.0161
  20:04:20    2014-10-24    0.3789      0.0124
  20:08:35    2014-10-24    0.3652      0.0157
  20:12:49    2014-10-24    0.3590      0.0162
  20:17:03    2014-10-24    0.3470      0.0225
  20:21:18    2014-10-24    0.3780      0.0158
  20:25:32    2014-10-24    0.3994      0.0198
  20:29:46    2014-10-24    0.3652      0.0205
  20:34:01    2014-10-24    0.3564      0.0070
  20:38:15    2014-10-24    0.3561      0.0164
  20:42:29    2014-10-24    0.3448      0.0182
  20:46:44    2014-10-24    0.2978      0.0118
  20:50:58    2014-10-24    0.3085      0.0143
  20:55:13    2014-10-24    0.3232      0.0138
  20:59:27    2014-10-24    0.3668      0.0146
  21:03:41    2014-10-24    0.3674      0.0093
  21:07:56    2014-10-24    0.3445      0.0123
  21:12:10    2014-10-24    0.3571      0.0216
  21:16:25    2014-10-24    0.3325      0.0096
  21:20:39    2014-10-24    0.3387      0.0160
  21:24:53    2014-10-24    0.3296      0.0133
  21:29:08    2014-10-24    0.3205      0.0202
  21:33:22    2014-10-24    0.3168      0.0081
  21:37:37    2014-10-24    0.3174      0.0147
  21:41:51    2014-10-24    0.3219      0.0110
  21:46:06    2014-10-24    0.3214      0.0136
  21:50:20    2014-10-24    0.3699      0.0175
  21:54:34    2014-10-24    0.3631      0.0267
  21:58:49    2014-10-24    0.3752      0.0122
  22:03:03    2014-10-24    0.3172      0.0136
  22:07:18    2014-10-24    0.3545      0.0089
  22:11:32    2014-10-24    0.3588      0.0127
  22:15:47    2014-10-24    0.3480      0.0120
  22:20:01    2014-10-24    0.3481      0.0120
  22:24:16    2014-10-24    0.3780      0.0090
  22:28:30    2014-10-24    0.3948      0.0229
  22:32:45    2014-10-24    0.3935      0.0201
  22:36:59    2014-10-24    0.3896      0.0145
  22:41:13    2014-10-24    0.3586      0.0103
  22:45:28    2014-10-24    0.3822      0.0173
  22:49:42    2014-10-24    0.3672      0.0112
  22:53:57    2014-10-24    0.3553      0.0176
  22:58:11    2014-10-24    0.3734      0.0430
  23:02:26    2014-10-24    0.3329      0.0107
  23:06:40    2014-10-24    0.3182      0.0100
  23:10:55    2014-10-24    0.3077      0.0172
  23:15:09    2014-10-24    0.3114      0.0211
  23:19:24    2014-10-24    0.3055      0.0218
  23:23:38    2014-10-24    0.3133      0.0172
  23:27:52    2014-10-24    0.3535      0.0412
  23:32:07    2014-10-24    0.4313      0.0669
  23:36:21    2014-10-24    0.3217      0.0160
  23:40:36    2014-10-24    0.3192      0.0100
  23:44:50    2014-10-24    0.3063      0.0127
  23:49:05    2014-10-24    0.2914      0.0126
  23:53:19    2014-10-24    0.2868      0.0067
  23:57:34    2014-10-24    0.2993      0.0075
  00:01:49    2014-10-25    0.2880      0.0094
  00:06:03    2014-10-25    0.2799      0.0092
  00:10:18    2014-10-25    0.2770      0.0149
  00:14:32    2014-10-25    0.3021      0.0079
  00:18:47    2014-10-25    0.3121      0.0888
  00:23:01    2014-10-25    0.3002      0.0231
  00:27:16    2014-10-25    0.2903      0.0109
  00:31:30    2014-10-25    0.2672      0.0083
  00:35:45    2014-10-25    0.3590      0.0990
  00:39:59    2014-10-25    0.2817      0.0110
  00:44:14    2014-10-25    0.2653      0.0126
  00:48:28    2014-10-25    0.2763      0.0086
  00:52:43    2014-10-25    0.2757      0.0095
  00:56:57    2014-10-25    0.2834      0.0074
  01:01:12    2014-10-25    0.2712      0.0152
  01:05:26    2014-10-25    0.2755      0.0141
  01:09:41    2014-10-25    0.2793      0.0077
  01:13:55    2014-10-25    0.2880      0.0077
  01:18:10    2014-10-25    0.2831      0.0359
  01:22:25    2014-10-25    0.2874      0.0072
  01:26:39    2014-10-25    0.2947      0.0129
  01:30:54    2014-10-25    0.2852      0.0166
  01:35:08    2014-10-25    0.3038      0.0116
  01:39:23    2014-10-25    0.3012      0.0082
  01:43:37    2014-10-25    0.3084      0.0107
  01:47:52    2014-10-25    0.2988      0.0098
  01:52:06    2014-10-25    0.2904      0.0115
  01:56:21    2014-10-25    0.3330      0.0130
  02:00:36    2014-10-25    0.3499      0.1105
  02:04:50    2014-10-25    0.2639      0.0326
  02:09:05    2014-10-25    0.2996      0.0144
  02:13:19    2014-10-25    0.3075      0.0069
  02:21:48    2014-10-25    0.3068      0.0084
  02:26:03    2014-10-25    0.2894      0.0185
  02:30:18    2014-10-25    0.2856      0.0103
  02:34:32    2014-10-25    0.2975      0.0151
  02:38:47    2014-10-25    0.2941      0.0151
  02:43:01    2014-10-25    0.3089      0.0122
  02:47:16    2014-10-25    0.2915      0.0163
  02:51:30    2014-10-25    0.3123      0.0084
  02:55:45    2014-10-25    0.3084      0.0088
  03:00:00    2014-10-25    0.3175      0.0124
  03:04:14    2014-10-25    0.3720      0.0498
  03:08:29    2014-10-25    0.3152      0.0086
  03:12:43    2014-10-25    0.2899      0.0182
  03:16:58    2014-10-25    0.2968      0.0108
  03:21:12    2014-10-25    0.3008      0.0142
  03:25:27    2014-10-25    0.3051      0.0121
  03:29:42    2014-10-25    0.3206      0.0084
  03:33:56    2014-10-25    0.3103      0.0063
  03:38:11    2014-10-25    0.3039      0.0123
  03:42:25    2014-10-25    0.3275      0.0121
  03:46:40    2014-10-25    0.3163      0.0120
  03:50:55    2014-10-25    0.3248      0.0200
  03:55:09    2014-10-25    0.3188      0.0099
  03:59:24    2014-10-25    0.3037      0.0176
  04:03:38    2014-10-25    0.3039      0.0119
  04:07:53    2014-10-25    0.3383      0.0181
  04:12:07    2014-10-25    0.3099      0.0123
  04:16:22    2014-10-25    0.2980      0.0122
  04:20:37    2014-10-25    0.2975      0.0095
  04:24:51    2014-10-25    0.2554      0.0173
  04:29:06    2014-10-25    0.7010      0.3060
  04:33:20    2014-10-25    0.2900      0.0085
  04:37:35    2014-10-25    0.2641      0.0285
