# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2013-04-13.147	0823+033	227-12	20.65	1.0	0.131	0.0159 96	37.0	4.3	-0.80	-144 51	8.4 3	28.0	-1.7 0.6	12.7 -75.5	0.427 5.2E-3	0.451 6.6E-3	18.2 0.2
2013-04-13.148	0823+033	227-12	20.71	1.1	0.000	0.0161 96	36.6	4.3	-1.30	-143 50	8.4 3	28.9	-2.7 0.8	11.7 -76.0	0.406 3.4E-3	0.419 5.4E-3	18.0 0.1
2013-04-13.149	0823+033	227-12	20.73	1.0	0.000	0.0179 96	36.0	4.3	-1.90	-142 50	8.4 3	29.2	-1.5 0.5	13.1 -76.5	0.385 4.0E-3	0.439 7.7E-3	18.9 0.2
2013-04-13.150	0823+033	227-12	20.75	0.8	0.095	0.0210 96	38.2	4.3	-2.50	-142 50	8.4 3	29.6	0.7 -2.1	15.0 -79.4	0.240 6.5E-3	0.342 7.5E-3	21.7 0.5
2013-04-13.151	0823+033	227-12	20.77	0.8	0.095	0.0154 96	38.1	4.2	-0.70	-142 50	8.4 3	29.9	-2.1 0.9	12.3 -76.6	0.385 4.1E-3	0.441 6.6E-3	19.1 0.2
2013-04-13.152	0823+033	227-12	20.79	0.8	0.095	0.0158 96	38.2	4.2	-0.10	-141 49	8.4 3	30.2	-1.9 1.9	12.5 -75.8	0.322 4.8E-3	0.424 7.7E-3	20.5 0.3
# Sat Apr 13 20:52:08 UTC 2013 - Alex Karim: Had to do focus runs. Both fits independetly and the joint fit confirm a new value of -1.3. Need to monitor this throughout the night as this value seems low.
2013-04-13.153	0823+033	227-12	20.85	2.0	0.144	0.0212 96	37.4	4.2	-1.30	-140 49	8.4 3	31.1	-3.5 -0.3	11.1 -78.6	0.446 3.7E-3	0.519 7.2E-3	19.2 0.2
# Sat Apr 13 20:59:22 UTC 2013 - Alex Karim: After some debate we decided to go for a focus value of -1.6, closer to the other nights. We don't trust the fits too much and the point source FWHM seems to suggest a more standard value.
2013-04-13.159	1055+018	227-12	21.73	2.1	0.222	0.0206 96	37.3	4.1	-1.60	-180 54	11.0 2	0.4	1.6 0.8	9.1 -62.4	1.05 4.3E-3	1.27 7.7E-3	19.5 0.1
2013-04-13.160	1055+018	227-12	21.83	1.1	0.209	0.0188 96	36.0	4.2	-1.80	-178 54	11.0 2	2.2	-3.8 -0.4	9.0 -63.6	0.957 5.4E-3	1.19 8.5E-3	19.6 0.1
2013-04-13.161	1055+018	227-12	21.85	1.0	0.235	0.0175 96	36.0	4.2	-2.40	-177 54	11.0 2	2.6	-3.7 0.1	9.2 -63.2	0.649 6.9E-3	1.15 0.012	23.7 0.2
2013-04-13.162	1055+018	227-12	21.87	0.8	0.235	0.0194 96	38.1	4.1	-3.00	-176 54	11.0 2	3.0	-3.5 0.1	9.6 -63.4	0.403 7.6E-3	0.867 0.013	26.3 0.4
2013-04-13.163	1055+018	227-12	21.89	0.8	0.235	0.0190 96	38.1	4.1	-1.20	-176 54	11.0 2	3.5	-3.9 0.5	9.3 -63.1	1.11 6.2E-3	1.22 9.3E-3	18.5 0.1
2013-04-13.164	1055+018	227-12	21.91	1.0	0.229	0.0167 96	36.2	4.1	-0.60	-175 54	11.0 2	3.9	-5.2 1.0	8.2 -62.7	1.20 4.8E-3	1.37 8.8E-3	19.2 0.1
2013-04-13.165	1055+018	227-12	21.99	2.0	0.224	0.0206 96	37.4	4.1	-1.80	-173 54	11.0 2	5.7	-4.1 0.2	9.6 -64.1	0.995 4.2E-3	1.26 8.2E-3	20.1 0.1
2013-04-13.166	1055+018	227-12	22.03	1.0	0.224	0.0160 96	36.3	4.1	-1.30	-172 54	11.0 2	6.3	-3.8 0.3	10.2 -64.3	1.14 5.1E-3	1.29 8.4E-3	19.1 0.1
2013-04-13.167	1055+018	227-12	22.05	1.0	0.233	0.0163 96	36.7	4.1	-1.90	-172 54	11.0 2	6.7	-5.2 0.9	8.9 -63.9	0.972 5.4E-3	1.26 9.9E-3	20.1 0.1
2013-04-13.168	1055+018	227-12	22.07	0.8	0.233	0.0176 96	38.2	4.1	-2.50	-171 54	11.0 2	7.2	-4.9 0.8	9.4 -64.2	0.651 5.8E-3	1.03 0.012	22.3 0.2
2013-04-13.169	1055+018	227-12	22.09	0.8	0.233	0.0163 96	38.2	4.1	-0.70	-171 54	11.0 2	7.6	-4.0 0.3	10.2 -64.8	1.18 5.7E-3	1.30 7.5E-3	18.8 0.1
2013-04-13.170	1055+018	227-12	22.12	1.1	0.219	0.0181 96	36.2	4.1	-0.10	-170 54	11.0 2	8.1	-3.3 1.3	11.2 -64.0	1.06 5.0E-3	1.32 9.2E-3	19.7 0.1
# Sat Apr 13 22:10:43 UTC 2013 - Alex Karim: Latest focus fits still suggest a quite unusual value. now we're at -1.0 and now work with this value.
# Sat Apr 13 22:48:00 UTC 2013 - Alex Karim: Aborted the queue due to upcoming wind.
# Sun Apr 14 10:00:21 UTC 2013 - cycling finished at 12pm (midday) but wind >20m/s
2013-04-14.2	0851+202	test	18.20	2.0	0.645	0.0203 98	37.1	7.2	-2.00	127 65	8.9 20	-42.6	-16.1 11.5	-13.7 -49.1	2.17 5.4E-3	2.27 8.2E-3	18.7 0.0
2013-04-14.3	0851+202	test	18.27	1.0	0.566	0.0202 98	37.2	6.6	-2.00	128 66	8.9 20	-41.5	-17.3 11.3	-14.4 -48.6	2.13 8.1E-3	2.24 0.010	18.8 0.1
# Sun Apr 14 18:18:01 UTC 2013 - SK: try to restart, tau ~0.6
2013-04-14.4	0851+202	test	18.29	0.8	0.566	0.0188 98	38.1	6.4	-2.60	129 66	8.9 20	-41.1	-16.0 10.9	-13.2 -48.7	1.75 7.5E-3	1.99 0.012	19.4 0.1
2013-04-14.5	0851+202	test	18.31	0.8	0.566	0.0175 97	38.1	6.4	-3.20	130 66	8.9 20	-40.7	-16.8 11.1	-13.9 -48.4	1.38 7.3E-3	1.98 0.014	21.7 0.1
2013-04-14.6	0851+202	test	18.33	1.0	0.627	0.0179 98	37.1	6.3	-1.40	130 66	8.9 20	-40.3	-15.4 11.7	-12.4 -47.5	2.18 9.4E-3	2.31 9.2E-3	18.8 0.1
2013-04-14.7	0851+202	test	18.35	0.8	0.627	0.0163 98	38.0	6.3	-0.80	131 66	8.9 20	-39.9	-15.6 13.2	-12.5 -45.8	1.81 6.6E-3	2.30 9.2E-3	20.5 0.1
2013-04-14.8	0851+202	test	18.38	0.8	0.627	0.0184 98	38.2	6.3	-2.00	131 67	8.9 20	-39.4	-0.1 -4.3	-12.0 -47.2	2.04 5.4E-3	2.27 0.012	19.0 0.0
2013-04-14.9	0851+202	test	18.40	0.8	0.587	0.0169 98	38.2	6.3	-2.60	132 67	8.9 20	-38.9	-0.7 -4.6	-12.5 -47.3	1.61 6.3E-3	2.10 0.011	20.2 0.1
# Sun Apr 14 18:25:47 UTC 2013 - Alex Karim: Wind improved after a long wait. Tau dropping below 0.6 currently. Will perform tests for now.
2013-04-14.10	0851+202	test	18.42	0.8	0.587	0.0172 98	38.1	6.2	-3.20	133 67	8.9 20	-38.5	-0.2 -5.5	-11.9 -48.0	1.12 7.5E-3	1.92 0.013	23.3 0.1
2013-04-14.11	0851+202	test	18.44	0.8	0.587	0.0161 99	38.4	6.2	-1.40	133 67	8.9 20	-38.0	1.5 -2.6	-10.1 -44.9	2.16 5.9E-3	2.39 0.011	18.8 0.0
2013-04-14.12	0851+202	test	18.47	0.8	0.654	0.0156 100	38.2	6.1	-0.80	134 67	8.9 20	-37.5	1.4 -2.3	-10.1 -44.4	1.69 6.9E-3	2.32 0.012	21.2 0.1
# Sun Apr 14 18:30:49 UTC 2013 - Alex Karim: Focus came out surprisingly well. Current value -1.85.
2013-04-14.13	0605-085	test	18.57	1.8	0.567	0.0139 96	38.1	5.9	-1.85	-146 38	6.1 -9	26.7	-4.7 -7.0	9.9 -80.0	1.25 3.4E-3	1.33 7.1E-3	18.7 0.1
2013-04-14.14	0605-085	221-12	18.63	1.8	0.628	0.0142 97	38.2	5.7	-1.85	-145 38	6.1 -9	27.5	-4.9 -6.8	9.7 -80.3	1.26 3.6E-3	1.31 6.1E-3	18.6 0.1
2013-04-14.17	1144+402	test	19.14	2.0	0.578	0.0148 100	37.7	5.2	-1.85	70 51	11.8 40	-77.7	0.4 -6.8	-17.5 -75.5	0.547 3.5E-3	0.574 5.2E-3	18.3 0.1
2013-04-14.18	1144+402	222-12	19.19	2.1	0.563	0.0168 100	37.1	5.2	-1.85	70 52	11.8 40	-78.1	1.1 -7.7	-17.0 -76.0	0.531 3.7E-3	0.573 5.7E-3	18.4 0.1
# Sun Apr 14 19:35:38 UTC 2013 - Alex Karim: Tau dropping... deep field time soon!
2013-04-14.21	1156+295	221-12	19.64	2.0	0.352	0.0198 101	37.1	5.2	-1.85	88 51	12.0 29	-66.0	-0.1 -8.4	-15.7 -71.2	0.654 3.2E-3	0.727 6.9E-3	18.8 0.1
# Sun Apr 14 20:01:57 UTC 2013 - To all nighthawks out there: The next focus is for you!
2013-04-14.24	1055+018	227-12	20.07	2.1	0.278	0.0237 102	37.2	5.0	-1.85	143 48	11.0 2	-28.8	-2.1 -7.9	-3.2 -63.3	1.02 4.6E-3	1.22 8.5E-3	19.3 0.1
2013-04-14.25	1055+018	227-12	20.14	1.0	0.272	0.0203 102	36.0	5.0	-2.00	144 49	11.0 2	-28.0	3.4 -4.5	-3.1 -64.0	0.995 6.3E-3	1.19 0.012	19.7 0.1
2013-04-14.26	1055+018	227-12	20.16	0.8	0.272	0.0199 102	38.2	4.9	-2.60	144 49	11.0 2	-27.7	3.5 -5.3	-2.9 -64.8	0.791 5.5E-3	1.03 0.011	20.8 0.1
2013-04-14.27	1055+018	227-12	20.18	1.0	0.272	0.0208 102	37.2	5.0	-3.20	145 49	11.0 2	-27.4	4.6 -3.9	-1.7 -63.3	0.412 8.5E-3	0.868 0.015	25.9 0.5
2013-04-14.28	1055+018	227-12	20.20	1.1	0.359	0.0205 102	36.7	5.0	-1.40	145 49	11.0 2	-27.0	2.7 -3.4	-3.5 -62.7	1.25 4.4E-3	1.29 8.6E-3	18.7 0.1
2013-04-14.29	1055+018	227-12	20.22	1.0	0.359	0.0214 102	35.8	4.9	-0.80	146 49	11.0 2	-26.7	2.5 -1.3	-3.7 -60.6	1.13 7.8E-3	1.23 0.011	19.2 0.1
2013-04-14.30	1055+018	test	20.28	1.8	0.314	0.0199 101	38.1	4.9	-1.00	147 50	11.0 2	-25.7	4.5 -2.7	-1.5 -61.8	1.16 4.3E-3	1.24 6.7E-3	19.0 0.1
2013-04-14.31	1055+018	test	20.34	2.0	0.399	0.0223 101	37.4	4.9	-0.50	148 50	11.0 2	-24.7	3.9 -3.2	-1.9 -62.2	1.10 4.8E-3	1.31 9.6E-3	19.7 0.1
# Sun Apr 14 20:25:14 UTC 2013 - Alex Karim: Tau now above 0.4 again. Focus value came out to be -1.32. Will keep an eye on it. Now 227-12, COSMOS.
2013-04-14.39	0851+202	test	21.48	2.0	0.325	0.0221 102	37.3	4.8	-1.32	-117 60	8.9 20	49.4	2.2 -0.0	9.0 -77.1	2.43 4.9E-3	2.80 8.6E-3	19.5 0.0
2013-04-14.40	0851+202	test	21.54	1.0	0.325	0.0210 101	37.3	4.9	-1.50	-116 60	8.9 20	49.9	-3.7 2.2	7.2 -78.4	2.50 7.4E-3	2.83 0.012	19.3 0.1
2013-04-14.41	0851+202	test	21.56	0.8	0.255	0.0191 101	38.0	4.9	-2.10	-115 59	8.9 20	50.2	-2.4 2.3	8.5 -78.6	2.39 7.6E-3	2.63 0.011	18.9 0.1
2013-04-14.42	0851+202	test	21.59	1.1	0.255	0.0206 101	36.1	4.8	-2.70	-115 59	8.9 20	50.4	-2.9 1.2	8.1 -80.0	2.00 6.5E-3	2.57 0.011	20.5 0.1
2013-04-14.43	0851+202	test	21.61	1.0	0.255	0.0188 101	37.1	4.9	-0.90	-115 59	8.9 20	50.6	-3.1 3.2	7.9 -78.4	2.06 7.5E-3	2.60 0.012	20.2 0.1
2013-04-14.44	0851+202	test	21.63	1.0	0.332	0.0213 102	36.0	4.9	-0.30	-114 59	8.9 20	50.8	-2.4 4.0	8.6 -77.8	1.46 7.8E-3	2.43 0.015	23.1 0.1
# Sun Apr 14 21:42:35 UTC 2013 - Alex Karim: Tau fluctuating now around 0.3. All night still some wind around, with periodic peaks. Last focus encouraging, new value -1.67.
2013-04-14.54	1055+018	227-12	23.06	2.0	0.325	0.0164 100	37.7	5.1	-1.67	-147 50	11.0 2	26.3	-1.2 -0.7	10.8 -76.5	1.08 3.1E-3	1.18 6.4E-3	18.9 0.1
# Sun Apr 14 23:07:40 UTC 2013 - Alex Karim: Size of pointing source suggests that focus is still rather stable. Will hence check it somewhat later again.
# Sun Apr 14 23:25:10 UTC 2013 - Alex Karim: Tau climbing again, now approaching 0.5. Will keep an eye and change to bad weather queue if needed.
# Mon Apr 15 00:02:09 UTC 2013 - Alex Karim: Tau too high now, switch to bad weather queue. New project 222-12, will start with a focus and then target  G080.3 before it reaches too high elevation.
2013-04-15.1	0851+202	222-12	0.02	2.0	0.465	0.0164 53	37.5	5.3	-1.67	-87 30	8.9 20	58.0	-6.9 -3.3	4.1 -104.9	1.90 5.3E-3	2.05 0.011	19.2 0.1
2013-04-15.3	0851+202	222-12	0.11	1.0	0.554	0.0150 51	37.2	5.5	-2.40	-86 29	8.9 20	57.9	0.3 -0.0	4.3 -105.2	2.15 5.4E-3	2.16 0.015	18.8 0.0
2013-04-15.4	0851+202	222-12	0.13	1.0	0.554	0.0149 48	37.2	5.6	-3.00	-86 29	8.9 20	57.9	1.5 -2.3	5.5 -107.5	1.77 7.9E-3	2.15 0.020	20.1 0.1
2013-04-15.5	0851+202	222-12	0.15	1.0	0.554	0.0168 46	36.9	5.6	-1.20	-86 29	8.9 20	57.9	0.3 0.1	4.2 -105.2	1.54 8.8E-3	1.99 0.022	20.3 0.1
# Mon Apr 15 00:11:24 UTC 2013 - Alex Karim: Need to try another focus source at higher elevation since we're suffering from too many bad pixels right now. Will resort to project test for this.
2013-04-15.6	0851+202	222-12	0.17	0.8	0.519	0.0153 48	38.2	5.6	-0.60	-86 29	8.9 20	57.9	1.3 0.7	5.2 -104.6	1.21 7.3E-3	1.81 0.018	22.3 0.1
2013-04-15.7	0945+408	test	0.22	2.0	0.540	0.0161 98	37.5	5.7	-1.80	-67 47	9.8 41	75.8	5.2 4.0	3.8 -101.6	0.214 4.1E-3	0.219 5.5E-3	19.6 0.4
# Mon Apr 15 00:18:27 UTC 2013 - Alex Karim: Actually we only lost one focus scan and the fit appears consistent. New value -2.1, as usual at this time of the night. Will proceed with 222-12 now.
2013-04-15.8	1637+574	222-12	0.35	2.0	0.473	0.0160 100	37.3	5.4	-2.10	41 55	16.6 57	-105.7	9.1 5.4	-19.6 -82.2	0.199 3.1E-3	0.205 6.2E-3	18.3 0.3
# Mon Apr 15 00:56:59 UTC 2013 - Alex Karim: Quick reduction of G080.3 delivered a 7.8sigma detection after two scans. We'll only add one more and gor to the next target. Ting will take over now.
2013-04-15.16	0954+658	222-12	1.78	1.9	0.549	0.0149 96	38.2	5.0	-2.10	-31 39	10.0 66	83.6	-2.9 -1.0	-1.7 -104.2	0.738 3.1E-3	0.782 7.3E-3	18.7 0.1
2013-04-15.21	1144+402	225-12	2.52	2.0	0.518	0.0176 98	37.4	5.2	-2.10	-67 43	11.8 40	72.8	-5.3 -3.4	3.0 -102.6	0.474 3.3E-3	0.511 6.4E-3	18.8 0.1
#2013-04-15.22	6C1	225-12	2.99	9.9	0.424	0.0196 101	43.7	5.2	-2.10	-69 47	12.6 39	74.0	-143.4 -100.2	-128.6 -166.6	0.620 0.042	0.193 0.018	14.6 1.0
2013-04-15.31	1418+546	225-12	4.54	2.0	0.440	0.0193 101	37.1	5.3	-2.10	-47 50	14.3 54	93.1	-4.0 -2.7	-2.5 -101.3	0.480 3.8E-3	0.514 7.7E-3	18.9 0.1
2013-04-15.42	1842+681	225-12	6.30	2.0	0.378	0.0207 102	37.2	5.1	-2.10	-10 58	18.7 68	158.2	-0.0 -3.0	-12.4 -94.7	0.272 4.5E-3	0.304 9.6E-3	19.9 0.3
2013-04-15.43	1842+681	225-12	6.38	2.0	0.427	0.0206 102	37.6	5.1	-3.00	-11 58	18.7 68	156.5	6.0 1.3	-9.5 -94.2	0.181 5.1E-3	0.260 7.5E-3	21.5 0.5
2013-04-15.44	1842+681	225-12	6.42	1.8	0.427	0.0202 102	38.1	5.2	-2.50	-11 58	18.7 68	155.6	5.0 2.6	-10.1 -93.1	0.231 5.6E-3	0.254 6.0E-3	19.0 0.4
2013-04-15.45	1842+681	225-12	6.46	2.1	0.447	0.0239 102	37.4	5.3	-1.30	-11 58	18.7 68	154.7	4.2 3.5	-10.4 -92.3	0.269 5.3E-3	0.261 7.1E-3	17.8 0.4
2013-04-15.46	1842+681	225-12	6.50	1.8	0.426	0.0195 102	38.2	5.2	-0.60	-12 57	18.7 68	153.8	4.8 4.4	-10.4 -91.5	0.218 4.4E-3	0.261 6.8E-3	19.5 0.4
2013-04-15.49	Uranus	test	7.07	2.0	0.415	0.0211 96	37.4	5.6	-1.40	105 23	0.6 3	-50.6	-0.2 -13.2	-2.3 -83.0	8.40 0.020	11.9 0.032	21.9 0.0
# Mon Apr 15 07:49:06 UTC 2013 - SK: start recycling at 09:40 CEST
2013-04-15.55	Uranus	test	10.46	2.0	0.376	0.0194 76	37.4	6.4	-1.40	160 54	0.6 3	-15.8	2.2 -2.7	0.9 -61.5	10.7 0.018	14.2 0.020	20.8 0.0
2013-04-15.56	Uranus	test	10.52	1.8	0.376	0.0171 83	38.2	6.3	-1.40	161 55	0.6 3	-14.7	1.0 1.6	2.3 -59.9	10.7 0.023	14.9 0.034	21.2 0.0
# Mon Apr 15 10:33:47 UTC 2013 - SK: resuming with observations on 221-12
2013-04-15.57	Uranus	test	10.57	1.0	0.380	0.0162 84	36.1	6.2	-1.80	162 55	0.6 3	-13.9	0.0 0.5	1.6 -61.0	10.2 0.022	13.7 0.028	21.0 0.0
2013-04-15.58	Uranus	test	10.59	0.8	0.380	0.0166 80	38.2	6.2	-2.40	163 55	0.6 3	-13.4	0.2 -1.3	1.9 -62.8	8.07 0.029	14.9 0.051	24.5 0.1
#2013-04-15.59	Uranus	test	10.61	1.0	0.271	0.0195 78	36.1	6.2	-3.00	163 55	0.6 3	-13.0	1.3 0.9	3.1 -60.7	4.43 0.023	13.2 0.052	31.5 0.1
2013-04-15.60	Uranus	test	10.63	1.0	0.271	0.0163 83	37.7	6.2	-1.20	164 55	0.6 3	-12.6	0.1 0.8	2.1 -60.8	10.2 0.023	13.6 0.035	20.7 0.0
2013-04-15.61	Uranus	test	10.65	0.8	0.271	0.0161 81	38.2	6.2	-0.60	165 55	0.6 3	-12.1	1.0 2.1	3.2 -59.5	9.82 0.020	13.2 0.028	20.9 0.0
2013-04-15.62	Uranus	test	10.70	0.8	0.573	0.0182 82	38.2	6.2	-1.20	166 55	0.6 3	-11.3	0.3 1.3	2.6 -60.4	12.0 0.027	15.5 0.034	20.4 0.0
2013-04-15.63	Uranus	test	10.72	1.0	0.573	0.0169 79	36.8	6.2	-1.80	166 55	0.6 3	-10.9	0.3 1.3	2.8 -60.4	11.1 0.029	16.3 0.046	21.8 0.1
2013-04-15.64	Uranus	test	10.74	0.8	0.573	0.0163 80	38.4	6.3	-2.40	167 55	0.6 3	-10.4	-1.2 -0.0	1.5 -61.8	8.04 0.029	15.9 0.045	25.2 0.1
2013-04-15.65	Uranus	test	10.76	1.0	0.520	0.0163 80	35.9	6.3	-0.60	167 55	0.6 3	-10.0	-1.1 1.6	1.7 -60.2	11.2 0.031	15.5 0.21	20.8 0.1
2013-04-15.66	Uranus	test	10.78	1.0	0.520	0.0172 83	36.7	6.3	-1.00	168 55	0.6 3	-9.5	-0.3 1.2	2.7 -60.7	11.8 0.023	15.1 0.028	20.5 0.0
2013-04-15.71	2318+049	226-12	11.49	1.8	0.437	0.0155 102	38.1	6.6	-1.10	-142 52	23.3 5	30.0	-0.6 3.9	12.3 -73.8	0.366 3.4E-3	0.441 6.4E-3	19.9 0.2
2013-04-15.72	2318+049	226-12	11.55	0.8	0.631	0.0156 102	38.2	6.6	-1.50	-141 52	23.3 5	30.8	-2.1 -1.4	13.3 -77.2	0.377 5.4E-3	0.411 8.2E-3	18.5 0.3
2013-04-15.73	2318+049	226-12	11.57	0.8	0.631	0.0141 102	38.1	6.6	-2.10	-140 52	23.3 5	31.1	-1.3 0.7	14.1 -75.3	0.302 4.9E-3	0.359 7.9E-3	19.4 0.3
2013-04-15.74	2318+049	226-12	11.59	0.8	0.395	0.0139 102	38.2	6.6	-2.70	-140 51	23.3 5	31.4	-0.7 0.7	14.8 -75.5	0.176 4.0E-3	0.280 8.5E-3	22.6 0.5
2013-04-15.75	2318+049	226-12	11.61	1.1	0.395	0.0167 102	36.2	6.6	-0.90	-139 51	23.3 5	31.7	-1.5 0.6	14.0 -75.9	0.333 5.0E-3	0.380 7.6E-3	19.2 0.3
2013-04-15.76	2318+049	226-12	11.64	0.8	0.395	0.0151 102	38.2	6.6	-0.30	-139 51	23.3 5	32.0	-1.2 3.9	14.4 -72.8	0.320 5.0E-3	0.391 8.2E-3	20.1 0.3
2013-04-15.82	2318+049	226-12	12.66	2.0	0.498	0.0166 98	37.3	6.6	-1.40	-121 42	23.3 5	43.5	-5.2 -3.6	11.5 -90.9	0.320 3.3E-3	0.376 7.5E-3	19.5 0.2
2013-04-15.85	0133+476	195-12	13.11	2.1	0.412	0.0178 102	37.2	6.6	-1.40	-37 76	1.6 48	134.2	5.7 2.3	-5.0 -79.2	1.89 6.0E-3	2.31 9.3E-3	19.8 0.1
# Mon Apr 15 13:16:09 UTC 2013 - gismo_otf_m33 10'x10', cumuli at the horizon
2013-04-15.98	0133+476	195-12	14.19	1.8	0.501	0.0186 85	38.1	6.6	-1.40	-54 66	1.6 48	106.3	1.7 1.9	0.7 -88.1	1.51 4.2E-3	1.84 8.6E-3	20.0 0.1
# Mon Apr 15 14:16:06 UTC 2013 - NGC604/M33 map with faint/extended looks awful. Better continue with point sources. <CK>
2013-04-15.99	0133+476	195-12	14.29	1.0	0.501	0.0181 89	36.5	6.6	-1.60	-54 65	1.6 48	104.8	1.3 2.6	0.9 -88.2	1.30 9.2E-3	1.72 0.013	20.8 0.1
2013-04-15.100	0133+476	195-12	14.31	1.0	0.501	0.0152 89	36.1	6.6	-2.20	-54 65	1.6 48	104.4	3.7 3.6	3.4 -87.4	0.996 6.3E-3	1.64 0.012	23.3 0.1
2013-04-15.101	0133+476	195-12	14.33	0.8	0.501	0.0164 89	38.2	6.6	-2.80	-55 65	1.6 48	104.0	1.4 0.5	1.2 -90.7	0.631 7.7E-3	1.45 0.013	27.1 0.3
2013-04-15.102	0133+476	195-12	14.35	1.0	0.501	0.0153 89	37.3	6.6	-1.00	-55 65	1.6 48	103.7	0.1 3.5	0.1 -87.9	1.60 6.0E-3	1.84 7.8E-3	19.5 0.1
2013-04-15.103	0133+476	195-12	14.37	0.8	0.501	0.0175 93	38.2	6.6	-0.40	-55 65	1.6 48	103.3	-2.5 4.1	-2.5 -87.4	1.49 7.3E-3	1.87 0.010	20.3 0.1
# Mon Apr 15 14:25:57 UTC 2013 - 104 is a skydip 
# Mon Apr 15 15:30:12 UTC 2013 - the bias' were at 0. JS put them back to 8000. Now, the array looks healthy again. No idea what happened.
2013-04-15.116	0336-019	test	15.54	2.0	0.501	0.0135 102	37.9	6.6	-1.00	-152 48	3.7 -2	22.4	-3.1 0.8	11.9 -73.2	0.800 3.4E-3	0.980 5.4E-3	20.1 0.1
2013-04-15.117	0336-019	test	15.61	1.0	0.501	0.0131 101	35.9	6.6	-1.00	-150 47	3.7 -2	23.3	0.9 -0.2	12.8 -73.8	0.828 4.3E-3	0.922 6.8E-3	19.6 0.1
2013-04-15.118	0336-019	test	15.63	1.0	0.501	0.0125 101	36.2	6.6	-1.60	-150 47	3.7 -2	23.6	-2.5 1.1	9.7 -72.7	0.713 5.1E-3	0.916 7.6E-3	20.5 0.1
2013-04-15.119	0336-019	test	15.65	1.0	0.501	0.0120 102	36.2	6.6	-2.20	-150 47	3.7 -2	23.9	-0.5 -0.3	11.8 -74.4	0.539 4.7E-3	0.863 9.3E-3	22.7 0.2
2013-04-15.120	0336-019	test	15.67	0.8	0.501	0.0121 102	38.2	6.6	-0.40	-149 47	3.7 -2	24.3	0.4 -0.8	12.5 -75.0	0.709 4.2E-3	0.914 7.4E-3	20.4 0.1
2013-04-15.121	0336-019	test	15.69	0.8	0.501	0.0120 102	38.4	6.6	0.19	-149 47	3.7 -2	24.6	0.7 1.9	13.1 -72.5	0.571 4.9E-3	0.852 9.8E-3	22.1 0.2
2013-04-15.122	0607-157	221-12	15.77	2.0	0.501	0.0136 98	37.6	6.6	-1.00	162 35	6.2 -16	-14.8	-1.6 -3.4	4.0 -69.0	0.640 3.1E-3	0.812 5.7E-3	20.4 0.1
2013-04-15.125	0945+408	221-12	16.24	2.0	0.501	0.0220 99	37.1	6.6	-1.00	65 42	9.8 41	-72.7	-1.3 -1.4	-15.2 -80.9	0.185 4.0E-3	0.200 7.5E-3	18.6 0.4
2013-04-15.126	0945+408	221-12	16.50	2.0	0.501	0.0149 79	37.7	6.6	-1.00	66 44	9.8 41	-74.4	0.4 0.4	-15.1 -77.7	0.163 3.4E-3	0.190 6.1E-3	19.2 0.4
# Mon Apr 15 16:35:13 UTC 2013 - taumeter web page was stuck for ~3h. From the laptop: tau(lin,225)~0.3.
# Mon Apr 15 16:36:43 UTC 2013 - Thick clouds on the horizon and high overcast by Cirrus clouds.
# Mon Apr 15 16:42:44 UTC 2013 - taumeter web page working again. It shows the results of exponential fits.
2013-04-15.127	0133+476	195-12	16.69	1.8	0.476	0.0133 91	38.1	6.6	-1.00	-55 41	1.6 48	76.9	-1.2 -3.2	2.9 -107.4	1.46 3.1E-3	1.96 7.5E-3	20.8 0.0
2013-04-15.128	0133+476	195-12	16.75	0.8	0.419	0.0129 90	38.1	6.6	-1.50	-55 41	1.6 48	76.4	-0.7 -1.7	3.5 -106.1	1.46 4.3E-3	1.86 8.5E-3	20.4 0.1
2013-04-15.129	0133+476	195-12	16.77	1.0	0.419	0.0119 90	36.8	6.6	-2.10	-55 41	1.6 48	76.3	-0.5 -3.6	3.7 -108.1	1.33 4.7E-3	1.93 9.6E-3	21.7 0.1
2013-04-15.130	0133+476	195-12	16.79	1.0	0.480	0.0123 90	35.9	6.6	-2.70	-55 40	1.6 48	76.1	-0.2 -3.9	4.0 -108.4	1.05 4.3E-3	1.92 0.012	24.5 0.1
2013-04-15.131	0133+476	195-12	16.81	0.8	0.480	0.0139 90	38.2	6.6	-0.90	-55 40	1.6 48	75.9	-1.1 -2.6	3.2 -107.2	1.40 5.3E-3	1.93 0.010	21.1 0.1
2013-04-15.132	0133+476	195-12	16.84	0.8	0.480	0.0143 91	38.2	6.6	-0.30	-54 40	1.6 48	75.7	-2.3 -2.2	2.1 -106.9	1.07 5.0E-3	1.79 0.012	23.2 0.1
# Mon Apr 15 18:01:50 UTC 2013 - Alex Karim: Tau around 0.5. We'll prepare for 227-12 now. Plan for tonight is to observe COSMOS if weather stays stable and later a high priority target from 221-12.
# Mon Apr 15 18:03:36 UTC 2013 - Alex Karim: We'll have GISMO flux calibration at 4am local time.
