# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2013-04-18.103	0945+408	222-12	15.00	0.8	0.747	0.0134 96	38.2	9.2	-1.30	60 31	9.8 41	-65.5	-3.4 3.8	-9.8 -83.1	0.181 6.2E-3	0.189 8.0E-3	18.5 0.6
# Thu Apr 18 15:13:45 UTC 2013 - Israel Hermelo: During the focus procedure (4th scan) the antenna reached the az limit
2013-04-18.104	0945+408	222-12	15.22	1.0	0.607	0.0144 96	37.1	8.9	-0.70	61 33	9.8 41	-67.0	-4.7 0.3	-12.4 -86.2	0.157 5.5E-3	0.192 7.8E-3	20.9 0.7
# Thu Apr 18 15:18:35 UTC 2013 - Israel Hermelo: Need to repeat focus
2013-04-18.105	0945+408	222-12	15.30	1.0	0.592	0.0136 96	36.3	8.9	-1.90	62 34	9.8 41	-67.5	-2.9 0.8	-11.0 -85.4	0.192 5.1E-3	0.223 9.8E-3	19.3 0.5
2013-04-18.106	0945+408	222-12	15.32	0.8	0.592	0.0139 95	38.5	8.9	-2.50	62 34	9.8 41	-67.7	-3.7 -3.3	-12.0 -89.4	0.160 6.5E-3	0.173 6.2E-3	19.1 0.7
2013-04-18.107	0945+408	222-12	15.34	0.8	0.592	0.0146 96	38.2	8.9	-3.10	62 34	9.8 41	-67.8	-1.0 -2.6	-9.5 -88.7	0.114 6.5E-3	0.154 7.3E-3	21.1 1.1
2013-04-18.108	0945+408	222-12	15.36	0.8	0.556	0.0129 97	38.2	8.9	-1.30	62 34	9.8 41	-68.0	-3.3 -1.4	-11.9 -87.3	0.170 4.8E-3	0.180 6.6E-3	18.4 0.5
2013-04-18.109	0945+408	222-12	15.38	1.0	0.556	0.0171 97	36.1	8.9	-0.70	62 35	9.8 41	-68.1	-2.4 -1.3	-10.3 -87.2	0.133 5.4E-3	0.148 8.2E-3	18.3 0.7
# Thu Apr 18 15:26:58 UTC 2013 - Israel Hermelo: Again bad fit for the focus! Checking pointing corrections
2013-04-18.110	0945+408	222-12	15.43	1.8	0.521	0.0155 95	38.1	9.1	-1.90	62 35	9.8 41	-68.5	-3.6 -2.9	-12.6 -88.7	0.194 3.7E-3	0.217 6.1E-3	18.9 0.3
2013-04-18.111	0945+408	222-12	15.52	0.8	0.421	0.0124 97	38.2	9.3	-1.50	63 36	9.8 41	-69.1	-0.1 0.0	-9.7 -85.4	0.165 3.9E-3	0.170 5.2E-3	17.9 0.4
2013-04-18.112	0945+408	222-12	15.54	1.1	0.421	0.0132 97	36.3	9.4	-2.10	63 36	9.8 41	-69.2	-1.9 0.1	-10.8 -85.2	0.169 3.3E-3	0.193 7.7E-3	19.2 0.4
2013-04-18.113	0945+408	222-12	15.56	0.8	0.454	0.0129 95	38.2	9.5	-2.70	63 36	9.8 41	-69.4	-3.9 -1.0	-13.6 -86.3	0.153 4.4E-3	0.214 8.8E-3	21.3 0.6
2013-04-18.114	0945+408	222-12	15.59	1.0	0.454	0.0133 95	36.7	9.5	-0.90	63 37	9.8 41	-69.5	-3.0 -2.1	-13.2 -87.3	0.146 4.8E-3	0.155 6.0E-3	18.6 0.6
2013-04-18.115	0945+408	222-12	15.61	0.8	0.454	0.0129 95	38.2	9.5	-0.30	63 37	9.8 41	-69.7	-3.3 1.1	-12.4 -84.0	0.0945 4.5E-3	0.149 7.4E-3	21.8 1.0
2013-04-18.116	0923+392	test	15.67	1.8	0.444	0.0145 101	38.1	9.5	-1.50	67 41	9.5 39	-71.3	2.6 -0.2	-14.3 -81.9	2.46 3.4E-3	2.80 7.0E-3	19.3 0.0
2013-04-18.117	0923+392	test	15.77	1.0	0.457	0.0152 101	37.6	9.5	-1.50	68 42	9.5 39	-71.8	-3.1 -1.4	-16.5 -79.7	2.34 6.0E-3	2.76 0.011	19.7 0.0
2013-04-18.118	0923+392	test	15.79	0.8	0.457	0.0123 101	38.4	9.5	-2.10	68 42	9.5 39	-71.9	-2.3 -1.2	-15.8 -79.3	2.30 5.2E-3	2.79 9.1E-3	20.0 0.0
2013-04-18.119	0923+392	test	15.81	1.0	0.457	0.0133 101	37.4	9.6	-2.70	68 43	9.5 39	-72.0	-2.3 -3.1	-16.0 -81.1	2.00 5.3E-3	2.79 0.011	21.3 0.1
2013-04-18.120	0923+392	test	15.83	0.8	0.451	0.0131 101	38.3	9.6	-0.90	68 43	9.5 39	-72.2	-2.3 -1.4	-16.1 -79.3	2.07 4.3E-3	2.68 9.8E-3	20.5 0.0
2013-04-18.121	0923+392	test	15.85	0.8	0.451	0.0134 101	38.1	9.5	-0.30	68 43	9.5 39	-72.3	-0.9 -1.1	-14.9 -78.9	1.40 5.2E-3	2.47 0.012	23.9 0.1
2013-04-18.129	0923+392	222-12	16.97	1.8	0.457	0.0152 102	38.2	11.1	-1.80	73 56	9.5 39	-79.2	0.3 1.6	-20.7 -68.0	2.36 3.9E-3	2.74 8.4E-3	19.6 0.0
2013-04-18.130	0923+392	222-12	17.05	1.0	0.484	0.0140 102	36.4	11.3	-1.80	73 57	9.5 39	-79.7	-0.9 -2.0	-21.4 -65.9	2.42 4.5E-3	2.85 0.011	19.4 0.0
2013-04-18.131	0923+392	222-12	17.07	1.0	0.441	0.0152 102	35.8	11.3	-2.40	73 57	9.5 39	-79.8	-2.9 -3.7	-23.5 -67.3	2.37 5.6E-3	2.84 9.5E-3	19.6 0.0
2013-04-18.132	0923+392	222-12	17.09	0.8	0.441	0.0162 102	38.2	11.2	-3.00	74 57	9.5 39	-79.9	0.5 -5.0	-20.3 -68.5	1.84 5.9E-3	2.63 0.012	21.2 0.1
2013-04-18.133	0923+392	222-12	17.12	0.8	0.441	0.0146 102	38.2	11.0	-1.20	74 57	9.5 39	-80.1	-0.4 -1.3	-21.2 -64.6	2.05 5.7E-3	2.68 0.013	20.6 0.1
2013-04-18.134	0923+392	222-12	17.14	0.8	0.460	0.0150 102	38.1	11.0	-0.60	74 58	9.5 39	-80.2	-1.7 0.1	-22.7 -62.9	1.48 5.0E-3	2.53 0.013	23.5 0.1
2013-04-18.138	1308+326	222-12	17.82	2.0	0.427	0.0188 78	37.1	10.7	-1.94	65 21	13.2 32	-58.7	-5.9 -10.0	-6.5 -85.4	0.382 3.6E-3	0.455 7.3E-3	19.6 0.2
2013-04-18.139	1308+326	222-12	17.89	1.0	0.427	0.0154 83	37.3	10.6	-1.90	65 22	13.2 32	-59.0	1.5 -6.1	-5.6 -86.4	0.443 5.0E-3	0.524 9.5E-3	19.8 0.2
2013-04-18.140	1308+326	222-12	17.91	1.1	0.450	0.0146 87	36.2	10.6	-2.50	65 22	13.2 32	-59.2	0.2 -5.8	-6.9 -86.1	0.449 5.5E-3	0.498 8.0E-3	18.9 0.2
2013-04-18.141	1308+326	222-12	17.93	0.8	0.450	0.0152 87	38.4	10.3	-3.10	66 22	13.2 32	-59.3	-2.4 -5.0	-9.9 -85.3	0.435 8.3E-3	0.544 0.012	20.3 0.4
2013-04-18.142	1308+326	222-12	17.96	0.8	0.450	0.0137 89	38.2	10.1	-1.30	66 23	13.2 32	-59.4	1.3 -6.9	-6.1 -87.2	0.358 4.6E-3	0.498 0.010	21.4 0.3
2013-04-18.143	1308+326	222-12	17.98	1.0	0.426	0.0135 88	36.0	10.1	-0.70	66 23	13.2 32	-59.5	0.2 -6.9	-7.3 -87.1	0.244 5.3E-3	0.427 0.011	23.3 0.4
# Thu Apr 18 18:06:29 UTC 2013 - Israel Hermelo: GISMO Nexus is not showing the last scans
# Thu Apr 18 18:09:31 UTC 2013 - Israel Hermelo: My fault, GISMO Nexus is working fine
# Thu Apr 18 18:46:40 UTC 2013 - Israel Hermelo: scan 147 cancelled (beCS.state.waitForStart)
2013-04-18.152	1308+326	197-12	19.12	1.8	0.422	0.0149 101	38.1	5.4	-2.40	74 36	13.2 32	-64.9	3.0 -4.7	-11.2 -82.5	0.666 3.5E-3	0.680 6.4E-3	18.3 0.1
2013-04-18.153	1308+326	197-12	19.19	1.0	0.415	0.0131 101	37.1	5.4	-2.40	74 36	13.2 32	-65.2	-2.0 1.8	-13.5 -80.1	0.592 4.0E-3	0.623 6.9E-3	18.3 0.1
2013-04-18.154	1308+326	197-12	19.21	1.0	0.409	0.0136 101	35.8	5.4	-3.00	74 37	13.2 32	-65.3	0.7 -1.5	-11.0 -83.4	0.535 4.5E-3	0.610 7.1E-3	19.5 0.2
2013-04-18.155	1308+326	197-12	19.23	1.0	0.409	0.0121 101	36.8	5.4	-3.60	74 37	13.2 32	-65.4	0.2 -2.7	-11.5 -84.4	0.372 3.8E-3	0.573 7.6E-3	22.3 0.2
2013-04-18.156	1308+326	197-12	19.26	1.0	0.409	0.0129 101	36.1	5.4	-1.80	75 37	13.2 32	-65.5	-1.9 1.4	-13.7 -80.3	0.604 4.3E-3	0.645 6.7E-3	18.5 0.1
2013-04-18.157	1308+326	197-12	19.28	0.8	0.557	0.0124 101	38.2	5.4	-1.20	75 37	13.2 32	-65.6	-2.2 1.7	-14.2 -79.8	0.541 4.3E-3	0.656 0.010	19.8 0.1
2013-04-18.176	1308+326	197-12	21.65	1.8	0.364	0.0145 101	38.2	3.3	-2.37	93 66	13.2 32	-70.5	5.6 5.9	-19.5 -54.4	0.625 2.8E-3	0.712 6.0E-3	19.4 0.1
2013-04-18.177	1308+326	197-12	21.72	0.8	0.374	0.0124 100	38.2	3.3	-2.30	93 66	13.2 32	-70.4	2.4 -3.7	-19.3 -53.7	0.629 3.7E-3	0.693 7.5E-3	18.7 0.1
2013-04-18.178	1308+326	197-12	21.74	1.0	0.367	0.0118 100	36.5	3.3	-2.90	93 67	13.2 32	-70.4	1.6 -4.1	-20.1 -53.8	0.446 3.7E-3	0.617 7.0E-3	20.9 0.2
2013-04-18.179	1308+326	197-12	21.76	0.8	0.367	0.0127 100	38.2	3.3	-3.50	94 67	13.2 32	-70.3	1.6 -3.2	-20.2 -52.6	0.266 3.9E-3	0.536 8.4E-3	25.2 0.3
2013-04-18.180	1308+326	197-12	21.78	1.0	0.367	0.0128 99	35.8	3.3	-1.70	94 67	13.2 32	-70.3	2.4 -2.3	-19.5 -51.4	0.677 4.0E-3	0.739 6.7E-3	18.6 0.1
2013-04-18.181	1308+326	197-12	21.80	1.1	0.369	0.0127 99	36.6	3.3	-1.10	94 67	13.2 32	-70.2	2.6 -2.1	-19.3 -50.9	0.636 3.7E-3	0.706 6.6E-3	18.7 0.1
# Thu Apr 18 22:27:08 UTC 2013 - Israel Hermelo:  Doing skydip before to start observing COSMOS (scan 187)
2013-04-18.188	1055+018	227-12	22.63	2.0	0.338	0.0138 101	37.5	4.3	-1.86	-150 51	11.0 2	23.7	-1.3 -5.7	12.9 -72.7	1.30 3.3E-3	1.35 5.4E-3	18.3 0.0
2013-04-18.189	1055+018	227-12	22.70	0.8	0.338	0.0131 101	38.4	4.4	-1.80	-149 50	11.0 2	24.7	-3.0 -1.9	11.3 -72.5	1.31 4.5E-3	1.30 6.3E-3	18.0 0.1
2013-04-18.190	1055+018	227-12	22.72	0.8	0.351	0.0123 101	38.2	4.4	-2.40	-148 50	11.0 2	25.0	-1.2 -2.2	13.1 -73.1	1.20 3.7E-3	1.30 7.9E-3	18.8 0.1
2013-04-18.191	1055+018	227-12	22.74	1.0	0.351	0.0137 101	36.7	4.4	-3.00	-148 50	11.0 2	25.3	-1.3 -2.8	13.0 -73.9	0.930 4.5E-3	1.25 9.4E-3	20.7 0.1
2013-04-18.192	1055+018	227-12	22.76	1.0	0.351	0.0125 100	36.0	4.4	-1.20	-147 50	11.0 2	25.7	-2.0 -0.6	12.4 -71.9	1.21 4.1E-3	1.33 6.3E-3	18.9 0.1
2013-04-18.193	1055+018	227-12	22.78	0.8	0.331	0.0124 101	38.2	4.4	-0.60	-147 50	11.0 2	26.0	-1.9 -0.3	12.5 -71.8	0.909 4.4E-3	1.21 8.4E-3	20.7 0.1
2013-04-19.1	0851+202	227-12	0.02	2.0	0.361	0.0143 71	37.6	3.9	-1.82	-85 27	8.9 20	57.7	-6.2 -9.3	7.1 -107.3	2.09 3.2E-3	2.23 7.0E-3	18.7 0.0
2013-04-19.5	1823+568	226-12	0.61	1.8	0.424	0.0140 102	38.1	3.9	-1.82	43 45	18.4 57	-88.1	-3.0 -4.4	-16.4 -88.8	0.534 2.7E-3	0.541 4.7E-3	18.1 0.1
# Fri Apr 19 02:09:10 UTC 2013 - Ting SU: Since there is a strong point source in these scans, no more pointing scan needed here.
# Fri Apr 19 02:52:54 UTC 2013 - Ting Su: the tau is climbing up, doing a skydip and then changing to the bad weather plan probably would be better
# Fri Apr 19 03:06:54 UTC 2013 - Ting Su: 19 is a sky dip scan
2013-04-19.20	1354+195	222-12	3.17	1.8	0.472	0.0178 103	38.1	3.5	-1.82	-104 49	14.0 19	55.1	4.7 -1.1	12.5 -92.6	0.858 3.6E-3	0.891 7.8E-3	18.6 0.1
2013-04-19.25	1418+546	222-12	3.97	1.8	0.416	0.0193 101	38.2	3.7	-1.82	-46 53	14.3 54	97.2	-0.3 4.7	1.1 -101.1	0.482 3.2E-3	0.472 5.8E-3	18.1 0.1
2013-04-19.30	1418+546	222-12	4.70	2.0	0.459	0.0187 100	37.1	3.9	-1.82	-47 47	14.3 54	88.0	-1.3 3.2	2.0 -106.0	0.476 3.7E-3	0.532 7.7E-3	19.3 0.1
2013-04-19.32	1354+195	222-12	4.83	2.0	0.533	0.0192 96	37.6	3.9	-1.82	-87 29	14.0 19	57.6	-5.0 0.1	8.8 -105.6	0.720 4.1E-3	0.764 9.2E-3	18.8 0.1
2013-04-19.33	1354+195	222-12	4.87	2.0	0.533	0.0190 97	37.1	3.9	-1.20	-87 29	14.0 19	57.5	-5.4 0.6	8.4 -105.1	0.699 4.6E-3	0.763 9.1E-3	18.9 0.1
2013-04-19.34	1354+195	222-12	4.91	2.0	0.541	0.0192 96	37.4	3.8	-0.60	-87 29	14.0 19	57.5	-6.4 0.9	7.6 -104.9	0.527 4.6E-3	0.616 8.2E-3	19.7 0.2
2013-04-19.35	1354+195	222-12	4.95	2.0	0.541	0.0177 97	37.6	3.7	-2.40	-86 28	14.0 19	57.5	-4.9 -0.9	8.9 -106.8	0.643 4.6E-3	0.722 7.8E-3	19.2 0.1
2013-04-19.36	1354+195	222-12	4.98	2.1	0.541	0.0207 96	37.3	3.7	-3.00	-86 28	14.0 19	57.4	-6.3 -1.0	7.3 -106.9	0.465 4.5E-3	0.628 9.2E-3	21.0 0.2
# Fri Apr 19 05:23:10 UTC 2013 - Ting Su: G046.8+70.4 EL would be lower than 30 after 3 scans, then go to another available source
2013-04-19.40	1641+399	222-12	5.61	2.0	0.506	0.0216 101	37.6	3.7	-1.50	-73 61	16.7 40	83.1	0.3 5.8	6.5 -91.0	2.22 5.2E-3	2.29 9.1E-3	18.7 0.0
2013-04-19.41	1641+399	test	5.70	1.0	0.424	0.0169 100	35.9	3.6	-1.50	-73 60	16.7 40	82.5	-5.3 -0.3	6.9 -91.5	2.02 5.5E-3	2.19 0.010	18.8 0.0
# Fri Apr 19 05:44:02 UTC 2013 - Ting Su: Do another focus and set it to project test
2013-04-19.42	1641+399	test	5.72	0.8	0.424	0.0176 100	38.2	3.6	-2.10	-73 60	16.7 40	82.4	-5.1 -1.0	7.2 -92.4	1.85 6.3E-3	2.13 0.011	18.8 0.1
2013-04-19.44	1641+399	test	5.79	1.0	0.304	0.0174 101	37.3	3.6	-1.50	-72 59	16.7 40	81.9	0.5 0.5	7.1 -92.1	1.97 4.6E-3	2.01 7.7E-3	18.5 0.0
2013-04-19.45	1641+399	test	5.81	1.0	0.304	0.0150 102	37.2	3.6	-2.10	-72 59	16.7 40	81.8	0.5 -0.3	7.2 -93.1	1.81 4.3E-3	1.97 6.7E-3	19.0 0.0
2013-04-19.46	1641+399	test	5.83	0.8	0.646	0.0211 98	38.1	3.6	-2.70	-72 58	16.7 40	81.6	0.5 -1.1	7.2 -94.1	1.67 6.3E-3	2.14 0.012	20.5 0.1
2013-04-19.47	1641+399	test	5.85	0.8	0.646	0.0183 99	38.4	3.6	-0.90	-72 58	16.7 40	81.5	0.3 1.0	7.1 -92.2	2.03 6.8E-3	2.21 0.012	19.0 0.1
2013-04-19.48	1641+399	test	5.87	1.1	0.646	0.0182 101	36.3	3.6	-0.30	-72 58	16.7 40	81.3	0.4 1.9	7.2 -91.5	1.57 5.9E-3	2.18 0.012	21.3 0.1
#2013-04-19.55	1642+690	213-12	9.16	10.1	0.370	0.0153 83	43.8	5.9	-1.60	-26 34	16.7 69	72.7	-131.5 28.2	-128.8 -78.5	0.278 1.3E-3	0.0906 5.8E-3	21.5 0.1
2013-04-19.56	1642+690	213-12	9.49	1.8	0.364	0.0180 98	38.2	5.9	-1.60	-25 32	16.7 69	69.3	-3.1 -1.5	-0.3 -108.3	0.650 3.9E-3	0.747 6.7E-3	19.5 0.1
# Fri Apr 19 09:34:46 UTC 2013 - Israel Hermelo: Scan 57 is a skydip
2013-04-19.58	1642+690	213-12	9.69	2.1	0.372	0.0152 98	37.4	6.0	-1.60	-25 31	16.7 69	66.8	-2.9 2.6	0.5 -108.1	0.627 3.7E-3	0.783 8.6E-3	20.0 0.1
2013-04-19.59	1642+690	213-12	9.77	0.8	0.374	0.0114 98	38.1	6.1	-1.60	-24 31	16.7 69	65.9	-0.5 -0.4	-0.0 -108.6	0.607 3.6E-3	0.730 7.0E-3	20.0 0.1
2013-04-19.60	1642+690	213-12	9.79	1.0	0.388	0.0127 98	36.8	6.2	-2.20	-24 31	16.7 69	65.6	-0.3 -0.3	0.3 -108.5	0.756 4.3E-3	0.785 6.7E-3	18.4 0.1
2013-04-19.61	1642+690	213-12	9.81	0.8	0.388	0.0119 98	38.2	6.2	-2.80	-24 31	16.7 69	65.3	-0.0 -0.6	0.6 -108.9	0.730 4.0E-3	0.729 6.9E-3	18.2 0.1
2013-04-19.62	1642+690	213-12	9.83	0.8	0.388	0.0120 98	38.0	6.2	-1.00	-24 30	16.7 69	65.1	-0.6 0.9	0.0 -107.4	0.429 5.3E-3	0.642 8.5E-3	22.1 0.2
2013-04-19.63	1642+690	213-12	9.85	1.0	0.350	0.0117 98	35.9	6.3	-0.40	-24 30	16.7 69	64.8	-1.1 2.9	-0.4 -105.3	0.240 4.0E-3	0.501 8.6E-3	26.0 0.4
2013-04-19.64	1642+690	213-12	9.95	1.0	0.397	0.0182 85	37.2	6.2	-2.40	-24 30	16.7 69	63.6	0.3 -1.1	1.0 -109.3	0.646 6.2E-3	0.679 7.5E-3	18.2 0.2
2013-04-19.65	1642+690	213-12	9.97	1.0	0.397	0.0113 98	36.8	6.1	-3.00	-24 30	16.7 69	63.3	0.1 -1.6	0.8 -109.8	0.746 4.0E-3	0.826 7.9E-3	19.2 0.1
2013-04-19.66	1642+690	213-12	9.99	0.8	0.415	0.0112 98	38.2	6.1	-3.60	-24 30	16.7 69	63.1	0.9 -1.4	1.7 -109.6	0.595 4.0E-3	0.783 7.4E-3	20.9 0.1
2013-04-19.67	1642+690	213-12	10.01	0.8	0.415	0.0118 98	38.1	6.2	-1.80	-24 30	16.7 69	62.8	-1.1 -1.1	-0.2 -109.3	0.684 4.3E-3	0.814 9.0E-3	19.8 0.1
2013-04-19.68	1642+690	213-12	10.03	1.0	0.415	0.0124 97	36.0	6.2	-1.20	-24 29	16.7 69	62.5	-0.7 1.3	0.2 -106.9	0.475 4.3E-3	0.669 8.0E-3	21.3 0.2
# Fri Apr 19 10:44:57 UTC 2013 - Israel Hermelo: Scan 72 is a skydip
2013-04-19.73	0430+052	213-12	10.87	2.0	0.346	0.0148 99	37.7	5.7	-2.50	104 26	4.6 5	-51.0	-3.5 -5.4	-5.3 -76.5	1.21 3.1E-3	1.31 6.6E-3	19.0 0.0
2013-04-19.80	0430+052	213-12	11.98	2.0	0.383	0.0234 100	37.2	5.9	-2.50	117 39	4.6 5	-45.5	2.8 -3.1	-6.6 -72.1	1.23 5.0E-3	1.35 0.010	19.0 0.1
2013-04-19.82	0430+052	213-12	12.07	0.8	0.326	0.0206 101	38.1	6.0	-2.50	118 40	4.6 5	-44.9	-0.4 -6.4	-8.0 -74.2	1.21 6.1E-3	1.32 0.012	19.1 0.1
# Fri Apr 19 12:05:46 UTC 2013 - Israel Hermelo: Scan 81 is a pointing on the target (my mistake)
2013-04-19.83	0430+052	213-12	12.09	1.0	0.326	0.0180 101	37.9	6.0	-3.10	118 40	4.6 5	-44.7	0.6 -4.1	-7.0 -71.9	0.951 6.6E-3	1.27 0.013	21.0 0.1
2013-04-19.84	0430+052	213-12	12.11	1.0	0.326	0.0170 101	36.1	6.0	-3.70	119 40	4.6 5	-44.6	0.3 -3.7	-7.3 -71.4	0.491 6.0E-3	1.01 0.012	25.5 0.3
2013-04-19.85	0430+052	213-12	12.14	0.8	0.326	0.0191 102	38.3	6.0	-1.90	119 40	4.6 5	-44.4	-4.2 2.6	-11.8 -65.0	1.15 6.8E-3	1.37 0.011	19.5 0.1
2013-04-19.86	0430+052	213-12	12.16	0.8	0.326	0.0167 102	38.2	6.0	-1.30	119 40	4.6 5	-44.2	-0.3 -3.1	-8.0 -70.5	1.25 5.0E-3	1.41 0.012	19.4 0.1
# Fri Apr 19 13:08:39 UTC 2013 - Israel Hermelo is  is now in charge. Tau unstable. We're switching to the bad weather queue
2013-04-19.93	0113-118	223-12	13.31	2.0	0.430	0.0334 101	37.6	6.1	-2.10	-149 36	1.3 -12	24.7	0.8 -5.1	11.4 -84.9	0.225 6.4E-3	0.314 0.013	20.8 0.5
2013-04-19.95	0336-019	223-12	13.66	2.0	0.309	0.0352 100	37.2	5.7	-2.10	171 51	3.7 -2	-6.9	-1.6 1.7	5.4 -66.2	0.647 7.1E-3	0.770 0.011	19.8 0.2
2013-04-19.97	0235+164	223-12	14.00	2.0	0.103	0.0337 101	37.4	6.7	-2.10	-144 66	2.6 17	30.0	-1.5 2.1	9.8 -62.8	0.252 5.6E-3	0.288 8.7E-3	19.0 0.4
# Fri Apr 19 14:19:15 UTC 2013 - Israel Hermelo: Tau is very unstable. Doing skydips while we check the data
# Fri Apr 19 14:34:08 UTC 2013 - Israel Hermelo: Stopped since last comment (antennanot responding)
2013-04-19.101	0355+508	test	14.60	2.0	0.401	0.0286 99	37.7	6.0	-2.00	-9 76	4.0 51	168.3	-11.6 9.7	-18.2 -78.9	1.76 6.6E-3	2.26 0.013	20.5 0.1
2013-04-19.105	0420-014	test	15.03	1.8	0.237	0.0373 68	38.2	6.7	-2.00	-174 51	4.4 -1	5.4	0.9 0.8	5.6 -70.0	1.90 8.9E-3	2.39 0.017	19.8 0.1
2013-04-19.106	0735+178	test	15.11	2.0	0.381	0.0563 47	37.8	6.8	-2.00	105 47	7.6 18	-54.0	3.7 5.0	-11.0 -66.5	0.441 0.011	0.519 0.018	19.3 0.4
2013-04-19.108	0528+134	test	15.27	2.0	0.177	0.0264 81	37.3	6.8	-2.00	158 65	5.5 14	-17.4	7.5 2.0	1.5 -50.3	0.326 5.7E-3	0.436 9.6E-3	20.7 0.3
2013-04-19.109	0528+134	test	15.35	1.0	0.177	0.0227 99	35.9	6.8	-2.00	161 65	5.5 14	-15.6	11.0 0.8	5.6 -51.9	0.360 9.6E-3	0.442 0.010	19.8 0.5
2013-04-19.110	0528+134	test	15.37	0.8	0.177	0.0272 97	38.1	6.7	-2.60	161 65	5.5 14	-15.0	4.1 0.7	-0.9 -51.5	0.205 0.010	0.321 0.013	22.2 1.0
2013-04-19.111	0528+134	test	15.39	1.0	0.304	0.0225 84	36.9	6.7	-3.20	162 66	5.5 14	-14.4	5.3 0.2	1.6 -52.1	0.148 9.1E-3	0.298 0.022	25.1 1.3
2013-04-19.112	0528+134	test	15.41	1.0	0.304	0.0219 86	37.0	6.8	-1.40	163 66	5.5 14	-13.8	5.3 1.7	1.3 -50.6	0.383 0.010	0.435 0.010	19.7 0.5
2013-04-19.113	0528+134	test	15.44	0.8	0.423	0.0282 93	38.0	6.8	-0.80	164 66	5.5 14	-13.2	11.6 2.7	7.4 -49.6	0.365 0.011	0.413 0.015	18.7 0.6
2013-04-19.115	0805-078	test	15.62	1.9	0.327	0.0243 74	38.1	6.9	-1.60	129 29	8.1 -8	-38.8	-0.9 -6.7	-2.2 -74.7	0.436 5.2E-3	0.530 0.012	19.8 0.2
2013-04-19.117	0642+449	test	16.02	2.0	0.285	0.0210 89	37.1	8.0	-1.60	53 75	6.8 45	-115.7	11.5 7.8	-27.1 -59.1	0.459 4.8E-3	0.506 7.2E-3	19.0 0.2
2013-04-19.119	1039+811	test	16.19	2.0	0.380	0.0186 85	37.7	9.0	-1.60	11 39	10.7 81	-99.2	-8.2 -6.3	-11.4 -104.0	0.400 4.2E-3	0.421 7.6E-3	18.6 0.2
2013-04-19.121	NGC7538	test	16.39	2.0	0.381	0.0198 93	37.4	8.7	-1.60	-32 27	23.2 61	61.0	-1.5 -4.0	-0.5 -116.3	2.54 0.012	3.96 0.015	22.6 0.1
2013-04-19.124	NGC7538	test	16.70	1.8	0.299	0.0219 95	38.2	8.2	-1.60	-30 25	23.2 61	57.4	0.2 -6.5	1.6 -118.6	2.20 0.013	3.48 0.012	23.0 0.1
2013-04-19.125	NGC7538	test	17.25	2.0	0.405	0.0172 95	37.6	7.9	-1.60	-28 22	23.2 61	51.1	-2.8 -6.7	-0.9 -118.2	2.85 0.013	4.47 0.015	27.6 0.1
2013-04-19.126	W3OH	test	17.49	2.0	0.431	0.0195 102	37.2	7.9	-1.60	-36 41	2.5 62	86.6	0.3 9.3	-3.0 -110.6	4.61 8.3E-3	6.71 0.019	21.6 0.0
2013-04-19.127	0224+671	test	17.68	2.0	0.411	0.0154 102	37.6	7.5	-1.60	-29 41	2.5 67	89.2	-2.2 5.0	-4.1 -108.9	0.825 3.6E-3	0.886 6.4E-3	18.7 0.1
2013-04-19.128	0224+671	test	17.84	1.1	0.352	0.0131 101	36.2	6.5	-1.60	-29 40	2.5 67	87.1	-18.0 4.0	-5.1 -110.4	0.774 3.8E-3	0.809 5.6E-3	18.6 0.1
2013-04-19.129	0224+671	test	17.86	0.8	0.352	0.0114 101	38.2	6.5	-2.20	-29 39	2.5 67	86.8	-16.6 3.9	-3.6 -110.5	0.750 3.5E-3	0.788 6.2E-3	18.8 0.1
2013-04-19.130	0224+671	test	17.88	1.0	0.407	0.0116 102	37.3	6.6	-2.80	-29 39	2.5 67	86.5	-16.7 3.5	-3.7 -110.9	0.634 4.2E-3	0.792 7.7E-3	20.2 0.1
2013-04-19.131	0224+671	test	17.91	1.0	0.407	0.0122 102	36.2	6.6	-1.00	-29 39	2.5 67	86.2	-17.6 4.7	-4.5 -109.8	0.721 4.4E-3	0.814 6.2E-3	19.1 0.1
2013-04-19.132	0224+671	test	17.93	1.0	0.407	0.0129 102	36.2	6.5	-0.40	-29 39	2.5 67	85.9	-16.6 5.5	-3.5 -109.0	0.535 4.5E-3	0.756 7.9E-3	21.4 0.2
2013-04-19.133	1156+295	197-12	18.15	2.0	0.353	0.0137 102	37.0	6.1	-1.73	79 37	12.0 29	-63.8	-18.5 6.0	-14.4 -78.7	0.790 2.9E-3	0.810 5.6E-3	18.5 0.1
2013-04-19.143	1308+326	197-12	19.88	2.1	0.316	0.0167 99	37.2	3.2	-1.73	79 45	13.2 32	-68.0	5.2 -0.8	-16.2 -75.7	0.755 3.7E-3	0.779 6.4E-3	18.3 0.1
