# dc(n) = int((n-1) % 8) - 3.5
# dr(n) = int((n-1) / 8) - 7.5
#
# dc(n),dr(n) --> x,y
#
# id	x		y
0	16.75		-0.03
x	14.00		0.1906
y	0.1755		-13.91
xy	-0.03500	0.01362		
x2	-0.07810	-0.02036
y2	-0.07932	0.03773
# rms			0.92

