# gains, weight, flags from 17048
# coupling from 31255-7
#
# BEch	gain	weight		flag	eff	gRow
1	-0.006 	4.835E13 	0x1	1.000	1.000
2	0.001 	4.867E13 	0x1	1.000	1.000
3	0.947 	1.400E15 	0x0	1.190	1.000
4	0.004 	5.155E13 	0x1	1.000	1.000
5	0.985 	1.325E15 	0x0	1.162	1.000
6	1.003 	1.236E15 	0x0	1.135	1.000
7	1.008 	1.204E15 	0x0	1.134	1.000
8	0.975 	1.259E15 	0x0	1.126	1.000
9	0.996 	9.095E14 	0x0	1.126	1.000
10	1.000 	1.223E15 	0x0	1.124	1.000
11	1.007 	1.257E15 	0x0	1.110	1.000
12	0.992 	1.281E15 	0x0	1.097	1.000
13	0.995 	1.284E15 	0x0	1.078	1.000
14	1.000 	1.240E15 	0x0	1.064	1.000
15	1.003 	1.248E15 	0x0	1.030	1.000
16	1.014 	1.269E15 	0x0	1.024	1.000
17	1.016 	1.180E15 	0x0	1.025	1.000
18	1.004 	1.234E15 	0x0	1.030	1.000
19	1.004 	1.227E15 	0x0	1.029	1.000
20	0.990 	9.365E14 	0x0	1.031	1.000
21	0.983 	1.325E15 	0x0	1.018	1.000
22	1.010 	1.256E15 	0x0	1.008	1.000
23	0.990 	1.276E15 	0x0	1.014	1.000
24	0.963 	1.397E15 	0x0	1.020	1.000
25	0.947 	1.402E15 	0x0	1.029	1.000
26	0.921 	1.287E15 	0x0	1.047	1.000
27	0.924 	1.417E15 	0x0	1.063	1.000
28	0.908 	1.576E15 	0x0	1.075	1.000
29	0.886 	1.510E15 	0x0	1.080	1.000
30	0.875 	1.480E15 	0x0	1.093	1.000
31	0.850 	7.263E13 	0x0	1.135	1.000
32	-0.037 	4.126E13 	0x1	1.000	1.000
33	0.633 	8.773E14 	0x0	1.166	1.000
34	0.796 	4.807E14 	0x0	1.175	1.000
35	0.836 	1.227E15 	0x0	1.176	1.000
36	0.866 	1.034E15 	0x0	1.169	1.000
37	0.889 	8.984E14 	0x0	1.140	1.000
38	0.022 	9.570E12 	0x1	1.000	1.000
39	0.930 	9.138E14 	0x0	1.099	1.000
40	0.961 	1.059E15 	0x0	1.092	1.000
41	0.981 	1.098E15 	0x0	1.084	1.000
42	0.989 	1.051E15 	0x0	1.089	1.000
43	0.999 	1.105E15 	0x0	1.084	1.000
44	1.005 	1.112E15 	0x0	1.064	1.000
45	1.015 	1.040E15 	0x0	1.052	1.000
46	0.032 	1.133E13 	0x1	1.000	1.000
47	1.103 	7.417E14 	0x0	1.010	1.000
48	1.061 	9.544E14 	0x0	0.999	1.000
49	1.074 	4.487E14 	0x0	1.001	1.000
50	1.088 	9.785E14 	0x0	1.004	1.000
51	1.106 	1.012E15 	0x0	1.001	1.000
52	1.104 	9.842E14 	0x0	1.007	1.000
53	1.097 	1.010E15 	0x0	1.010	1.000
54	1.111 	9.653E14 	0x0	1.009	1.000
55	1.101 	1.082E15 	0x0	1.016	1.000
56	1.102 	1.059E15 	0x0	1.019	1.000
57	1.100 	9.927E14 	0x0	1.025	1.000
58	1.081 	9.293E14 	0x0	1.047	1.000
59	0.001 	4.251E13 	0x1	1.000	1.000
60	0.994 	2.994E14 	0x0	1.083	1.000
61	1.003 	1.198E15 	0x0	1.088	1.000
62	0.987 	1.166E15 	0x0	1.094	1.000
63	0.777 	1.224E15 	0x0	1.104	1.000
64	0.745 	1.137E14 	0x0	1.142	1.000
65	0.924 	4.875E14 	0x0	1.130	1.000
66	0.993 	3.744E13 	0x0	1.141	1.000
67	1.084 	1.022E15 	0x0	1.138	1.000
68	1.126 	9.409E14 	0x0	1.130	1.000
69	1.128 	9.336E14 	0x0	1.117	1.000
70	1.120 	8.806E14 	0x0	1.082	1.000
71	1.155 	9.050E14 	0x0	1.068	1.000
72	1.151 	9.094E14 	0x0	1.042	1.000
73	1.154 	9.254E14 	0x0	1.035	1.000
74	1.179 	8.744E14 	0x0	1.151	1.000
75	1.167 	8.940E14 	0x0	1.124	1.000
76	1.189 	8.894E14 	0x0	1.096	1.000
77	1.269 	7.847E14 	0x0	1.024	1.000
78	1.198 	8.831E14 	0x0	1.006	1.000
79	1.204 	9.211E14 	0x0	0.978	1.000
80	1.208 	8.816E14 	0x0	0.962	1.000
81	1.189 	1.701E15 	0x0	0.967	1.000
82	1.192 	8.235E14 	0x0	0.991	1.000
83	1.187 	9.138E14 	0x0	0.992	1.000
84	1.215 	9.197E14 	0x0	0.995	1.000
85	1.157 	9.852E14 	0x0	1.000	1.000
86	1.194 	9.892E14 	0x0	1.003	1.000
87	1.160 	1.002E15 	0x0	1.007	1.000
88	1.192 	9.718E14 	0x0	1.004	1.000
89	1.150 	1.009E15 	0x0	1.008	1.000
90	1.126 	1.074E15 	0x0	1.025	1.000
91	1.118 	1.052E15 	0x0	1.043	1.000
92	1.081 	1.162E15 	0x0	1.061	1.000
93	1.068 	1.108E15 	0x0	1.066	1.000
94	1.038 	1.224E15 	0x0	1.068	1.000
95	1.007 	1.329E15 	0x0	1.090	1.000
96	0.894 	1.591E15 	0x0	1.131	1.000
97	0.843 	1.868E14 	0x800	1.109	1.000
98	0.983 	9.844E14 	0x0	1.129	1.000
99	-0.003 	4.795E13 	0x1	1.000	1.000
100	-0.004 	4.557E13 	0x1	1.000	1.000
101	1.048 	1.239E14 	0x0	1.088	1.000
102	1.061 	1.009E15 	0x0	1.060	1.000
103	0.008 	5.341E13 	0x1	1.000	1.000
104	1.080 	1.078E15 	0x0	1.015	1.000
105	1.093 	8.725E14 	0x0	1.011	1.000
106	1.105 	9.729E14 	0x0	0.996	1.000
107	1.094 	1.010E15 	0x0	1.088	1.000
108	1.065 	4.644E14 	0x0	1.000	1.000
