# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2016-12-03_HA_F354-88_0005_79-040
# Object: omc1_c
# Date: 2016-12-03T07:18:36.810 (MJD: 57725.305393449074)
# Project: 88_0005_79
# Exposure: 212.76539999999997 s.
# Equatorial: 05h35m13.921s -05d22m22.81s (J2000.0)
# Horizontal: 127d52m33.28s 33d33m07.52s
# CRUSH version: 2.34-2 (devel.1)
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R0[34,13]	1.061 	3.515E-4 	-	0.848	1.000	1.000	1101	0	34	13
R0[34,14]	0.298 	1.761E-3 	g	1.061	1.000	1.000	1102	0	34	14
R0[34,15]	1.291 	2.088E-4 	-	0.813	1.000	1.000	1103	0	34	15
R0[34,16]	1.279 	2.477E-4 	-	0.778	1.000	1.000	1104	0	34	16
R0[34,17]	1.239 	2.898E-4 	-	0.759	1.000	1.000	1105	0	34	17
R0[34,18]	1.081 	2.732E-4 	-	0.784	1.000	1.000	1106	0	34	18
R0[34,19]	1.019 	3.115E-4 	-	0.837	1.000	1.000	1107	0	34	19
R0[34,21]	1.053 	2.489E-4 	-	0.790	1.000	1.000	1109	0	34	21
R0[34,22]	1.042 	3.503E-4 	-	0.790	1.000	1.000	1110	0	34	22
R0[34,23]	1.042 	2.869E-4 	-	0.790	1.000	1.000	1111	0	34	23
R0[34,24]	0.000 	3.418E-3 	gn	-1273.934	1.000	1.000	1112	0	34	24
R0[34,25]	1.013 	3.513E-4 	-	0.805	1.000	1.000	1113	0	34	25
R0[34,26]	0.966 	3.234E-4 	-	0.836	1.000	1.000	1114	0	34	26
R0[35,0]	0.773 	4.623E-4 	-	1.063	1.000	1.000	1120	0	35	0
R0[35,1]	0.805 	4.286E-4 	-	1.038	1.000	1.000	1121	0	35	1
R0[35,2]	0.818 	4.072E-4 	-	1.031	1.000	1.000	1122	0	35	2
R0[35,3]	0.997 	2.750E-4 	-	0.893	1.000	1.000	1123	0	35	3
R0[35,4]	0.841 	3.929E-4 	-	1.019	1.000	1.000	1124	0	35	4
R0[35,5]	0.853 	3.360E-4 	-	1.101	1.000	1.000	1125	0	35	5
R0[35,7]	0.932 	3.505E-4 	-	1.020	1.000	1.000	1127	0	35	7
R0[35,8]	0.963 	3.284E-4 	-	1.025	1.000	1.000	1128	0	35	8
R0[35,9]	0.981 	2.784E-4 	-	0.994	1.000	1.000	1129	0	35	9
R0[35,10]	0.960 	3.159E-4 	-	0.997	1.000	1.000	1130	0	35	10
R0[35,11]	1.008 	3.475E-4 	-	0.905	1.000	1.000	1131	0	35	11
R0[35,12]	1.017 	2.789E-4 	-	0.868	1.000	1.000	1132	0	35	12
R0[35,13]	1.032 	3.559E-4 	-	0.860	1.000	1.000	1133	0	35	13
R0[35,14]	1.085 	3.054E-4 	-	0.835	1.000	1.000	1134	0	35	14
R0[35,15]	1.150 	2.721E-4 	-	0.822	1.000	1.000	1135	0	35	15
R0[35,16]	1.167 	2.887E-4 	-	0.797	1.000	1.000	1136	0	35	16
R0[35,17]	1.114 	2.465E-4 	-	0.806	1.000	1.000	1137	0	35	17
R0[35,18]	1.014 	3.247E-4 	-	0.826	1.000	1.000	1138	0	35	18
R0[35,19]	0.997 	3.492E-4 	-	0.829	1.000	1.000	1139	0	35	19
R0[35,21]	1.006 	2.919E-4 	-	0.816	1.000	1.000	1141	0	35	21
R0[35,22]	0.997 	3.636E-4 	-	0.808	1.000	1.000	1142	0	35	22
R0[35,23]	1.019 	2.919E-4 	-	0.798	1.000	1.000	1143	0	35	23
R0[35,24]	0.000 	3.437E-3 	gn	-67.665	1.000	1.000	1144	0	35	24
R0[35,25]	0.957 	3.711E-4 	-	0.825	1.000	1.000	1145	0	35	25
R0[35,26]	0.914 	3.696E-4 	-	0.858	1.000	1.000	1146	0	35	26
R0[36,0]	0.700 	3.778E-4 	-	1.288	1.000	1.000	1152	0	36	0
R0[36,1]	0.962 	2.913E-4 	-	1.040	1.000	1.000	1153	0	36	1
R0[36,2]	0.863 	2.528E-4 	-	1.207	1.000	1.000	1154	0	36	2
R0[36,3]	0.912 	2.882E-4 	-	1.114	1.000	1.000	1155	0	36	3
R0[36,4]	0.968 	2.754E-4 	-	1.108	1.000	1.000	1156	0	36	4
R0[36,5]	0.984 	2.610E-4 	-	1.105	1.000	1.000	1157	0	36	5
R0[36,7]	1.091 	2.380E-4 	-	1.059	1.000	1.000	1159	0	36	7
R0[36,8]	1.104 	2.398E-4 	-	1.052	1.000	1.000	1160	0	36	8
R0[36,9]	1.112 	2.196E-4 	-	1.022	1.000	1.000	1161	0	36	9
R0[36,10]	1.161 	2.095E-4 	-	1.018	1.000	1.000	1162	0	36	10
R0[36,11]	1.193 	2.262E-4 	-	0.960	1.000	1.000	1163	0	36	11
R0[36,12]	1.220 	2.218E-4 	-	0.919	1.000	1.000	1164	0	36	12
R0[36,13]	1.237 	1.818E-4 	-	0.900	1.000	1.000	1165	0	36	13
R0[36,14]	1.216 	2.294E-4 	-	0.889	1.000	1.000	1166	0	36	14
R0[36,15]	1.253 	2.220E-4 	-	0.861	1.000	1.000	1167	0	36	15
R0[36,16]	-0.000 	4.541E-3 	gn	12.644	1.000	1.000	1168	0	36	16
R0[36,17]	1.187 	2.296E-4 	-	0.872	1.000	1.000	1169	0	36	17
R0[36,18]	1.185 	2.470E-4 	-	0.853	1.000	1.000	1170	0	36	18
R0[36,19]	1.161 	1.944E-4 	-	0.869	1.000	1.000	1171	0	36	19
R0[36,21]	1.175 	2.162E-4 	-	0.840	1.000	1.000	1173	0	36	21
R0[36,22]	-0.000 	3.487E-3 	gn	37.190	1.000	1.000	1174	0	36	22
R0[36,23]	1.161 	2.326E-4 	-	0.826	1.000	1.000	1175	0	36	23
R0[36,24]	0.000 	3.363E-3 	gn	-113.844	1.000	1.000	1176	0	36	24
R0[36,25]	1.112 	2.621E-4 	-	0.869	1.000	1.000	1177	0	36	25
R0[36,26]	1.042 	2.469E-4 	-	0.902	1.000	1.000	1178	0	36	26
R0[37,0]	0.654 	1.029E-4 	-	1.299	1.000	1.000	1184	0	37	0
R0[37,1]	0.778 	1.021E-4 	-	1.037	1.000	1.000	1185	0	37	1
R0[37,2]	0.800 	2.871E-4 	-	1.175	1.000	1.000	1186	0	37	2
R0[37,3]	0.828 	2.672E-4 	-	1.192	1.000	1.000	1187	0	37	3
R0[37,4]	0.890 	2.600E-4 	-	1.123	1.000	1.000	1188	0	37	4
R0[37,5]	0.896 	2.888E-4 	-	1.117	1.000	1.000	1189	0	37	5
R0[37,7]	0.956 	2.557E-4 	-	1.135	1.000	1.000	1191	0	37	7
R0[37,8]	1.011 	2.313E-4 	-	1.110	1.000	1.000	1192	0	37	8
R0[37,9]	1.034 	2.411E-4 	-	1.081	1.000	1.000	1193	0	37	9
R0[37,10]	1.043 	1.880E-4 	-	1.064	1.000	1.000	1194	0	37	10
R0[37,11]	1.052 	2.402E-4 	-	1.043	1.000	1.000	1195	0	37	11
R0[37,12]	1.158 	2.289E-4 	-	0.950	1.000	1.000	1196	0	37	12
R0[37,13]	1.136 	1.802E-4 	-	0.747	1.000	1.000	1197	0	37	13
R0[37,14]	1.118 	2.372E-4 	-	0.939	1.000	1.000	1198	0	37	14
R0[37,15]	1.162 	2.466E-4 	-	0.895	1.000	1.000	1199	0	37	15
R0[37,16]	1.129 	1.909E-4 	-	0.891	1.000	1.000	1200	0	37	16
R0[37,17]	1.081 	2.160E-4 	-	0.914	1.000	1.000	1201	0	37	17
R0[37,18]	1.082 	2.603E-4 	-	0.907	1.000	1.000	1202	0	37	18
R0[37,19]	1.041 	2.167E-4 	-	0.933	1.000	1.000	1203	0	37	19
R0[37,21]	1.084 	2.292E-4 	-	0.896	1.000	1.000	1205	0	37	21
R0[37,22]	1.059 	2.421E-4 	-	0.885	1.000	1.000	1206	0	37	22
R0[37,23]	1.001 	2.842E-4 	-	0.928	1.000	1.000	1207	0	37	23
R0[37,24]	0.000 	3.468E-3 	gn	-35.883	1.000	1.000	1208	0	37	24
R0[37,25]	0.988 	2.864E-4 	-	0.925	1.000	1.000	1209	0	37	25
R0[37,26]	0.953 	2.612E-4 	-	0.919	1.000	1.000	1210	0	37	26
R0[38,0]	0.687 	3.572E-4 	-	1.242	1.000	1.000	1216	0	38	0
R0[38,1]	0.681 	3.370E-4 	-	1.270	1.000	1.000	1217	0	38	1
R0[38,2]	0.695 	4.031E-4 	-	1.245	1.000	1.000	1218	0	38	2
R0[38,3]	0.794 	3.572E-4 	-	1.146	1.000	1.000	1219	0	38	3
R0[38,4]	0.853 	2.978E-4 	-	1.123	1.000	1.000	1220	0	38	4
R0[38,5]	0.960 	3.008E-4 	-	1.072	1.000	1.000	1221	0	38	5
R0[38,7]	1.192 	2.404E-4 	-	0.916	1.000	1.000	1223	0	38	7
R0[38,8]	0.846 	3.070E-4 	-	1.147	1.000	1.000	1224	0	38	8
R0[38,9]	0.931 	2.992E-4 	-	1.067	1.000	1.000	1225	0	38	9
R0[38,10]	1.034 	1.826E-4 	-	1.033	1.000	1.000	1226	0	38	10
R0[38,11]	0.961 	2.969E-4 	-	1.046	1.000	1.000	1227	0	38	11
R0[38,12]	0.963 	2.970E-4 	-	1.028	1.000	1.000	1228	0	38	12
R0[38,13]	0.975 	2.439E-4 	-	1.030	1.000	1.000	1229	0	38	13
R0[38,14]	1.043 	2.620E-4 	-	0.945	1.000	1.000	1230	0	38	14
R0[38,15]	1.110 	2.338E-4 	-	0.905	1.000	1.000	1231	0	38	15
R0[38,16]	1.158 	2.533E-4 	-	0.852	1.000	1.000	1232	0	38	16
R0[38,17]	0.890 	3.009E-4 	-	0.991	1.000	1.000	1233	0	38	17
R0[38,18]	0.871 	2.651E-4 	-	1.008	1.000	1.000	1234	0	38	18
R0[38,19]	1.141 	1.707E-4 	-	0.825	1.000	1.000	1235	0	38	19
R0[38,21]	1.136 	2.729E-4 	-	0.843	1.000	1.000	1237	0	38	21
R0[38,22]	0.963 	2.652E-4 	-	0.936	1.000	1.000	1238	0	38	22
R0[38,23]	0.854 	3.285E-4 	-	0.995	1.000	1.000	1239	0	38	23
R0[38,24]	-0.000 	3.286E-3 	gn	21.682	1.000	1.000	1240	0	38	24
R0[38,25]	1.203 	2.205E-4 	-	0.733	1.000	1.000	1241	0	38	25
R0[38,26]	1.119 	2.513E-4 	-	0.803	1.000	1.000	1242	0	38	26
R0[39,0]	0.772 	3.824E-4 	-	1.100	1.000	1.000	1248	0	39	0
R0[39,1]	-0.001 	6.161E-3 	gn	3.061	1.000	1.000	1249	0	39	1
R0[39,2]	-0.001 	5.812E-3 	gn	2.661	1.000	1.000	1250	0	39	2
R0[39,3]	-0.001 	6.036E-3 	gn	3.078	1.000	1.000	1251	0	39	3
R0[39,4]	-0.001 	4.435E-3 	gn	-1.840	1.000	1.000	1252	0	39	4
R0[39,5]	-0.001 	4.810E-3 	gn	-0.282	1.000	1.000	1253	0	39	5
R0[39,7]	-0.001 	4.549E-3 	gn	0.761	1.000	1.000	1255	0	39	7
R0[39,8]	0.735 	3.256E-4 	-	1.262	1.000	1.000	1256	0	39	8
R0[39,9]	0.842 	3.186E-4 	-	1.140	1.000	1.000	1257	0	39	9
R0[39,10]	-0.001 	4.321E-3 	gn	1.003	1.000	1.000	1258	0	39	10
R0[39,11]	0.989 	2.533E-4 	-	1.032	1.000	1.000	1259	0	39	11
R0[39,12]	-0.001 	4.717E-3 	gn	3.213	1.000	1.000	1260	0	39	12
R0[39,13]	0.813 	2.796E-4 	-	1.144	1.000	1.000	1261	0	39	13
R0[39,14]	-0.001 	4.740E-3 	gn	2.122	1.000	1.000	1262	0	39	14
R0[39,15]	-0.001 	4.655E-3 	gn	3.075	1.000	1.000	1263	0	39	15
R0[39,16]	1.077 	2.457E-4 	-	0.894	1.000	1.000	1264	0	39	16
R0[39,17]	1.056 	2.308E-4 	-	0.967	1.000	1.000	1265	0	39	17
R0[39,18]	0.781 	3.488E-4 	-	1.078	1.000	1.000	1266	0	39	18
R0[39,19]	0.766 	3.279E-4 	-	1.109	1.000	1.000	1267	0	39	19
R0[39,21]	1.102 	2.088E-5 	n	0.798	1.000	1.000	1269	0	39	21
R0[39,22]	0.926 	2.792E-4 	-	0.961	1.000	1.000	1270	0	39	22
R0[39,23]	0.761 	3.606E-4 	-	1.080	1.000	1.000	1271	0	39	23
R0[39,24]	-0.000 	3.499E-3 	gn	18.995	1.000	1.000	1272	0	39	24
R0[39,25]	-0.000 	3.476E-3 	gn	9.653	1.000	1.000	1273	0	39	25
R0[39,26]	1.086 	1.444E-4 	-	0.800	1.000	1.000	1274	0	39	26
R0[40,0]	1.000 	1.765E-1 	Bn	0.000	1.000	1.000	1280	0	40	0
R0[40,1]	1.000 	1.520E-1 	Bn	0.000	1.000	1.000	1281	0	40	1
R0[40,2]	1.000 	1.610E-1 	Bn	0.000	1.000	1.000	1282	0	40	2
R0[40,3]	1.000 	1.967E-1 	Bn	0.000	1.000	1.000	1283	0	40	3
R0[40,4]	1.000 	1.542E-1 	Bn	0.000	1.000	1.000	1284	0	40	4
R0[40,5]	1.000 	2.006E-1 	Bn	0.000	1.000	1.000	1285	0	40	5
R0[40,7]	1.000 	2.067E-1 	Bn	0.000	1.000	1.000	1287	0	40	7
R0[40,8]	1.000 	1.917E-1 	Bn	0.000	1.000	1.000	1288	0	40	8
R0[40,9]	1.000 	2.241E-1 	Bn	0.000	1.000	1.000	1289	0	40	9
R0[40,10]	1.000 	2.011E-1 	Bn	0.000	1.000	1.000	1290	0	40	10
R0[40,11]	1.000 	2.216E-1 	Bn	0.000	1.000	1.000	1291	0	40	11
R0[40,12]	1.000 	1.727E-1 	Bn	0.000	1.000	1.000	1292	0	40	12
R0[40,13]	1.000 	1.189E-1 	Bn	0.000	1.000	1.000	1293	0	40	13
R0[40,14]	1.000 	1.492E-1 	Bn	0.000	1.000	1.000	1294	0	40	14
R0[40,15]	1.000 	1.621E-1 	Bn	0.000	1.000	1.000	1295	0	40	15
R0[40,16]	1.000 	1.009E-1 	Bn	0.000	1.000	1.000	1296	0	40	16
R0[40,17]	1.000 	1.958E-1 	Bn	0.000	1.000	1.000	1297	0	40	17
R0[40,18]	1.000 	1.827E-1 	Bn	0.000	1.000	1.000	1298	0	40	18
R0[40,19]	1.000 	1.995E-1 	Bn	0.000	1.000	1.000	1299	0	40	19
R0[40,21]	1.000 	9.615E-2 	Bn	0.000	1.000	1.000	1301	0	40	21
R0[40,22]	1.000 	1.127E-1 	Bn	0.000	1.000	1.000	1302	0	40	22
R0[40,23]	1.000 	1.016E-1 	Bn	0.000	1.000	1.000	1303	0	40	23
R0[40,24]	1.000 	0.000E0 	Bn	0.000	1.000	1.000	1304	0	40	24
R0[40,25]	1.000 	1.251E-1 	Bn	0.000	1.000	1.000	1305	0	40	25
R0[40,26]	1.000 	1.209E-1 	Bn	0.000	1.000	1.000	1306	0	40	26
R1[0,1]	-0.000 	1.262E-3 	gn	48.165	1.000	1.000	1313	1	0	1
R1[0,2]	-0.000 	1.509E-3 	gn	49.452	1.000	1.000	1314	1	0	2
R1[0,3]	0.043 	1.678E-3 	gn	1.551	1.000	1.000	1315	1	0	3
R1[0,4]	0.731 	1.516E-4 	-	1.870	1.000	1.000	1316	1	0	4
R1[0,5]	0.907 	1.150E-4 	-	1.718	1.000	1.000	1317	1	0	5
R1[0,6]	0.881 	1.277E-4 	-	1.697	1.000	1.000	1318	1	0	6
R1[0,7]	0.001 	1.797E-3 	gn	-44.261	1.000	1.000	1319	1	0	7
R1[0,8]	0.000 	1.717E-3 	gn	-98.851	1.000	1.000	1320	1	0	8
R1[0,9]	0.696 	1.670E-4 	-	1.864	1.000	1.000	1321	1	0	9
R1[0,10]	0.694 	1.551E-4 	-	1.883	1.000	1.000	1322	1	0	10
R1[0,11]	0.573 	2.061E-4 	-	2.065	1.000	1.000	1323	1	0	11
R1[0,12]	0.975 	7.643E-5 	-	1.763	1.000	1.000	1324	1	0	12
R1[0,13]	0.253 	4.760E-4 	g	2.457	1.000	1.000	1325	1	0	13
R1[0,15]	0.124 	1.330E-3 	gn	2.141	1.000	1.000	1327	1	0	15
R1[0,16]	0.000 	2.093E-3 	gn	-113.693	1.000	1.000	1328	1	0	16
R1[0,17]	-0.002 	2.671E-3 	gn	7.946	1.000	1.000	1329	1	0	17
R1[0,18]	0.000 	2.097E-3 	gn	-83.873	1.000	1.000	1330	1	0	18
R1[0,19]	0.070 	2.041E-3 	gn	1.985	1.000	1.000	1331	1	0	19
R1[0,20]	0.052 	1.963E-3 	gn	1.810	1.000	1.000	1332	1	0	20
R1[0,21]	0.128 	1.199E-3 	gn	2.486	1.000	1.000	1333	1	0	21
R1[0,22]	0.072 	1.945E-3 	gn	2.285	1.000	1.000	1334	1	0	22
R1[0,24]	0.031 	3.148E-4 	gn	2.587	1.000	1.000	1336	1	0	24
R1[0,25]	0.111 	1.457E-3 	gn	2.243	1.000	1.000	1337	1	0	25
R1[0,26]	0.252 	6.565E-4 	g	2.238	1.000	1.000	1338	1	0	26
R1[0,27]	0.133 	1.544E-6 	gn	0.646	1.000	1.000	1339	1	0	27
R1[0,28]	0.000 	2.931E-3 	gn	-253.974	1.000	1.000	1340	1	0	28
R1[0,29]	0.035 	2.479E-3 	gn	2.069	1.000	1.000	1341	1	0	29
R1[0,30]	0.042 	2.351E-3 	gn	1.908	1.000	1.000	1342	1	0	30
R1[0,31]	0.054 	2.327E-3 	gn	1.891	1.000	1.000	1343	1	0	31
R1[1,1]	-0.000 	1.264E-3 	gn	59.931	1.000	1.000	1345	1	1	1
R1[1,2]	-0.040 	1.233E-3 	gn	3.490	1.000	1.000	1346	1	1	2
R1[1,3]	-0.021 	1.625E-3 	gn	4.096	1.000	1.000	1347	1	1	3
R1[1,4]	0.884 	1.151E-4 	-	1.601	1.000	1.000	1348	1	1	4
R1[1,5]	1.601 	6.190E-5 	-	1.236	1.000	1.000	1349	1	1	5
R1[1,6]	1.104 	8.775E-5 	-	1.396	1.000	1.000	1350	1	1	6
R1[1,7]	1.078 	1.016E-4 	-	1.386	1.000	1.000	1351	1	1	7
R1[1,8]	0.000 	1.740E-3 	gn	-116.811	1.000	1.000	1352	1	1	8
R1[1,9]	0.929 	1.203E-4 	-	1.564	1.000	1.000	1353	1	1	9
R1[1,10]	0.868 	1.334E-4 	-	1.515	1.000	1.000	1354	1	1	10
R1[1,11]	-0.020 	3.963E-4 	gn	4.236	1.000	1.000	1355	1	1	11
R1[1,12]	0.698 	1.551E-4 	-	1.628	1.000	1.000	1356	1	1	12
R1[1,13]	0.000 	1.413E-3 	gn	-44.847	1.000	1.000	1357	1	1	13
R1[1,15]	0.411 	2.083E-4 	-	1.968	1.000	1.000	1359	1	1	15
R1[1,16]	0.000 	2.257E-3 	gn	-104.623	1.000	1.000	1360	1	1	16
R1[1,17]	0.005 	3.000E-3 	gn	1.362	1.000	1.000	1361	1	1	17
R1[1,18]	0.000 	2.088E-3 	gn	-101.105	1.000	1.000	1362	1	1	18
R1[1,19]	0.013 	2.073E-3 	gn	1.307	1.000	1.000	1363	1	1	19
R1[1,20]	0.008 	1.391E-3 	gn	-4.760	1.000	1.000	1364	1	1	20
R1[1,21]	0.425 	2.131E-4 	-	2.286	1.000	1.000	1365	1	1	21
R1[1,22]	0.448 	1.204E-4 	n	2.189	1.000	1.000	1366	1	1	22
R1[1,23]	0.379 	1.252E-4 	n	2.864	1.000	1.000	1367	1	1	23
R1[1,24]	-0.000 	1.537E-3 	gn	690.651	1.000	1.000	1368	1	1	24
R1[1,25]	-0.104 	4.894E-4 	gn	3.716	1.000	1.000	1369	1	1	25
R1[1,26]	0.665 	1.294E-4 	-	1.663	1.000	1.000	1370	1	1	26
R1[1,27]	0.616 	2.866E-5 	n	1.580	1.000	1.000	1371	1	1	27
R1[1,28]	0.639 	1.389E-4 	-	1.695	1.000	1.000	1372	1	1	28
R1[1,29]	0.532 	1.402E-4 	-	1.717	1.000	1.000	1373	1	1	29
R1[1,30]	-0.031 	1.193E-3 	gn	5.456	1.000	1.000	1374	1	1	30
R1[1,31]	-0.109 	7.704E-4 	gn	3.501	1.000	1.000	1375	1	1	31
R1[2,1]	-0.001 	1.300E-3 	gn	36.724	1.000	1.000	1377	1	2	1
R1[2,2]	0.017 	1.458E-3 	gn	0.366	1.000	1.000	1378	1	2	2
R1[2,3]	0.522 	2.149E-4 	-	1.823	1.000	1.000	1379	1	2	3
R1[2,4]	1.168 	1.225E-4 	-	1.249	1.000	1.000	1380	1	2	4
R1[2,5]	0.958 	1.332E-4 	-	1.352	1.000	1.000	1381	1	2	5
R1[2,6]	0.967 	1.507E-4 	-	1.330	1.000	1.000	1382	1	2	6
R1[2,7]	0.957 	1.635E-4 	-	1.312	1.000	1.000	1383	1	2	7
R1[2,8]	0.000 	1.761E-3 	gn	-97.906	1.000	1.000	1384	1	2	8
R1[2,9]	0.771 	1.952E-4 	-	1.482	1.000	1.000	1385	1	2	9
R1[2,10]	0.363 	6.624E-4 	-	1.789	1.000	1.000	1386	1	2	10
R1[2,11]	0.040 	2.014E-3 	gn	1.959	1.000	1.000	1387	1	2	11
R1[2,12]	0.109 	1.516E-3 	gn	1.802	1.000	1.000	1388	1	2	12
R1[2,13]	0.000 	1.453E-3 	gn	-46.844	1.000	1.000	1389	1	2	13
R1[2,15]	0.643 	2.254E-4 	-	1.635	1.000	1.000	1391	1	2	15
R1[2,16]	0.000 	2.285E-3 	gn	-84.759	1.000	1.000	1392	1	2	16
R1[2,17]	-0.006 	2.680E-3 	gn	4.403	1.000	1.000	1393	1	2	17
R1[2,18]	0.000 	2.214E-3 	gn	-90.618	1.000	1.000	1394	1	2	18
R1[2,19]	0.000 	2.672E-3 	gn	-94.078	1.000	1.000	1395	1	2	19
R1[2,20]	0.001 	2.051E-3 	gn	8.850	1.000	1.000	1396	1	2	20
R1[2,21]	0.076 	1.982E-3 	gn	1.880	1.000	1.000	1397	1	2	21
R1[2,22]	0.476 	2.387E-4 	-	1.973	1.000	1.000	1398	1	2	22
R1[2,23]	0.543 	1.706E-4 	-	1.825	1.000	1.000	1399	1	2	23
R1[2,24]	0.556 	8.779E-5 	-	2.355	1.000	1.000	1400	1	2	24
R1[2,25]	0.653 	1.683E-4 	-	1.588	1.000	1.000	1401	1	2	25
R1[2,26]	0.677 	1.735E-4 	-	1.588	1.000	1.000	1402	1	2	26
R1[2,27]	-0.000 	1.746E-3 	gn	158.005	1.000	1.000	1403	1	2	27
R1[2,28]	0.732 	1.817E-4 	-	1.521	1.000	1.000	1404	1	2	28
R1[2,29]	0.845 	1.303E-4 	-	1.579	1.000	1.000	1405	1	2	29
R1[2,30]	0.456 	3.025E-4 	-	2.090	1.000	1.000	1406	1	2	30
R1[2,31]	0.036 	2.657E-3 	gn	1.527	1.000	1.000	1407	1	2	31
R1[3,1]	-0.000 	1.339E-3 	gn	42.026	1.000	1.000	1409	1	3	1
R1[3,2]	0.017 	1.556E-3 	gn	0.902	1.000	1.000	1410	1	3	2
R1[3,3]	0.622 	2.239E-4 	-	1.783	1.000	1.000	1411	1	3	3
R1[3,4]	0.885 	1.768E-4 	-	1.447	1.000	1.000	1412	1	3	4
R1[3,5]	1.008 	1.427E-4 	-	1.345	1.000	1.000	1413	1	3	5
R1[3,6]	1.066 	1.527E-4 	-	1.224	1.000	1.000	1414	1	3	6
R1[3,7]	1.033 	1.455E-4 	-	1.286	1.000	1.000	1415	1	3	7
R1[3,8]	0.000 	1.860E-3 	gn	-102.619	1.000	1.000	1416	1	3	8
R1[3,9]	0.788 	1.890E-4 	-	1.482	1.000	1.000	1417	1	3	9
R1[3,10]	0.058 	2.072E-3 	gn	1.516	1.000	1.000	1418	1	3	10
R1[3,11]	-0.007 	1.891E-3 	gn	0.410	1.000	1.000	1419	1	3	11
R1[3,12]	0.042 	1.781E-3 	gn	1.803	1.000	1.000	1420	1	3	12
R1[3,13]	0.638 	1.877E-4 	-	0.900	1.000	1.000	1421	1	3	13
R1[3,15]	0.785 	1.960E-4 	-	1.425	1.000	1.000	1423	1	3	15
R1[3,16]	0.000 	2.338E-3 	gn	-180.163	1.000	1.000	1424	1	3	16
R1[3,17]	0.037 	3.022E-3 	gn	1.311	1.000	1.000	1425	1	3	17
R1[3,18]	0.000 	2.288E-3 	gn	-60.942	1.000	1.000	1426	1	3	18
R1[3,19]	0.007 	2.464E-3 	gn	1.498	1.000	1.000	1427	1	3	19
R1[3,20]	0.507 	2.901E-4 	-	1.681	1.000	1.000	1428	1	3	20
R1[3,21]	0.001 	2.438E-3 	gn	-35.801	1.000	1.000	1429	1	3	21
R1[3,22]	0.221 	8.981E-4 	g	1.908	1.000	1.000	1430	1	3	22
R1[3,23]	0.674 	1.723E-4 	-	1.491	1.000	1.000	1431	1	3	23
R1[3,24]	-0.000 	1.587E-3 	gn	330.633	1.000	1.000	1432	1	3	24
R1[3,25]	0.829 	1.344E-4 	-	1.365	1.000	1.000	1433	1	3	25
R1[3,26]	1.053 	1.089E-4 	-	1.187	1.000	1.000	1434	1	3	26
R1[3,27]	0.911 	1.341E-6 	n	1.087	1.000	1.000	1435	1	3	27
R1[3,28]	0.821 	1.587E-4 	-	1.374	1.000	1.000	1436	1	3	28
R1[3,29]	0.798 	1.662E-4 	-	1.451	1.000	1.000	1437	1	3	29
R1[3,30]	0.397 	4.546E-4 	-	1.899	1.000	1.000	1438	1	3	30
R1[3,31]	-0.000 	3.175E-3 	gn	46317.078	1.000	1.000	1439	1	3	31
R1[4,1]	-0.000 	1.385E-3 	gn	50.478	1.000	1.000	1441	1	4	1
R1[4,2]	0.015 	1.484E-3 	gn	0.857	1.000	1.000	1442	1	4	2
R1[4,3]	0.694 	1.931E-4 	-	1.655	1.000	1.000	1443	1	4	3
R1[4,4]	0.002 	1.849E-3 	gn	-14.702	1.000	1.000	1444	1	4	4
R1[4,5]	1.144 	1.207E-4 	-	1.295	1.000	1.000	1445	1	4	5
R1[4,6]	0.000 	1.713E-3 	gn	-156.606	1.000	1.000	1446	1	4	6
R1[4,7]	1.112 	1.324E-4 	-	1.300	1.000	1.000	1447	1	4	7
R1[4,8]	0.000 	1.895E-3 	gn	-143.133	1.000	1.000	1448	1	4	8
R1[4,9]	0.695 	2.201E-4 	-	1.596	1.000	1.000	1449	1	4	9
R1[4,10]	0.016 	1.962E-3 	gn	0.323	1.000	1.000	1450	1	4	10
R1[4,11]	0.005 	1.814E-3 	gn	-2.518	1.000	1.000	1451	1	4	11
R1[4,12]	0.022 	1.690E-3 	gn	1.374	1.000	1.000	1452	1	4	12
R1[4,13]	0.633 	2.147E-4 	-	1.526	1.000	1.000	1453	1	4	13
R1[4,15]	1.122 	2.570E-5 	-	1.147	1.000	1.000	1455	1	4	15
R1[4,16]	0.000 	2.477E-3 	gn	-168.445	1.000	1.000	1456	1	4	16
R1[4,17]	-0.163 	8.013E-4 	gn	1.851	1.000	1.000	1457	1	4	17
