# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2016-12-03_HA_F354-88_0005_79-040
# Object: omc1_c
# Date: 2016-12-03T07:18:36.810 (MJD: 57725.305393449074)
# Project: 88_0005_79
# Exposure: 212.76539999999997 s.
# Equatorial: 05h35m13.921s -05d22m22.81s (J2000.0)
# Horizontal: 127d52m33.28s 33d33m07.52s
# CRUSH version: 2.34-2 (devel.1)
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R1[25,2]	0.791 	2.376E-4 	-	1.112	1.000	1.000	2114	1	25	2
R1[25,3]	0.888 	2.816E-4 	-	1.091	1.000	1.000	2115	1	25	3
R1[25,4]	0.962 	2.468E-4 	-	1.099	1.000	1.000	2116	1	25	4
R1[25,5]	1.053 	2.306E-4 	-	1.053	1.000	1.000	2117	1	25	5
R1[25,6]	1.122 	2.080E-4 	-	1.011	1.000	1.000	2118	1	25	6
R1[25,7]	1.143 	2.100E-4 	-	0.980	1.000	1.000	2119	1	25	7
R1[25,8]	-0.000 	1.797E-3 	gn	6.311	1.000	1.000	2120	1	25	8
R1[25,9]	1.141 	2.108E-4 	-	0.944	1.000	1.000	2121	1	25	9
R1[25,10]	1.204 	1.889E-4 	-	0.959	1.000	1.000	2122	1	25	10
R1[25,11]	1.154 	1.901E-4 	-	0.963	1.000	1.000	2123	1	25	11
R1[25,12]	0.002 	2.043E-3 	gn	1.211	1.000	1.000	2124	1	25	12
R1[25,13]	0.000 	1.615E-3 	gn	253.734	1.000	1.000	2125	1	25	13
R1[25,16]	0.000 	3.084E-3 	gn	-50.544	1.000	1.000	2128	1	25	16
R1[25,17]	0.006 	3.223E-3 	gn	-6.867	1.000	1.000	2129	1	25	17
R1[25,18]	0.000 	3.106E-3 	gn	-18.598	1.000	1.000	2130	1	25	18
R1[25,19]	0.023 	3.213E-3 	gn	1.613	1.000	1.000	2131	1	25	19
R1[25,20]	0.013 	2.720E-3 	gn	3.445	1.000	1.000	2132	1	25	20
R1[25,21]	0.012 	2.580E-3 	gn	3.216	1.000	1.000	2133	1	25	21
R1[25,22]	0.918 	2.284E-4 	-	1.048	1.000	1.000	2134	1	25	22
R1[25,23]	0.005 	2.233E-3 	gn	2.006	1.000	1.000	2135	1	25	23
R1[25,24]	0.040 	1.879E-3 	gn	2.020	1.000	1.000	2136	1	25	24
R1[25,25]	0.451 	6.230E-4 	-	1.445	1.000	1.000	2137	1	25	25
R1[25,26]	1.045 	1.935E-4 	-	1.047	1.000	1.000	2138	1	25	26
R1[25,27]	1.239 	3.641E-6 	n	0.963	1.000	1.000	2139	1	25	27
R1[25,28]	0.003 	3.489E-3 	gn	-0.792	1.000	1.000	2140	1	25	28
R1[25,29]	1.036 	1.830E-4 	-	0.949	1.000	1.000	2141	1	25	29
R1[25,30]	0.914 	2.306E-4 	-	1.060	1.000	1.000	2142	1	25	30
R1[25,31]	0.061 	2.800E-3 	gn	1.575	1.000	1.000	2143	1	25	31
R1[26,1]	-0.000 	1.850E-3 	gn	9.248	1.000	1.000	2145	1	26	1
R1[26,2]	0.822 	2.510E-4 	-	1.139	1.000	1.000	2146	1	26	2
R1[26,3]	1.008 	2.149E-4 	-	1.107	1.000	1.000	2147	1	26	3
R1[26,4]	0.933 	1.762E-4 	-	1.095	1.000	1.000	2148	1	26	4
R1[26,5]	1.171 	7.526E-5 	-	1.351	1.000	1.000	2149	1	26	5
R1[26,6]	1.385 	1.439E-4 	-	1.016	1.000	1.000	2150	1	26	6
R1[26,7]	1.286 	1.603E-4 	-	0.928	1.000	1.000	2151	1	26	7
R1[26,8]	-0.000 	1.884E-3 	gn	6.332	1.000	1.000	2152	1	26	8
R1[26,9]	1.277 	1.715E-4 	-	0.968	1.000	1.000	2153	1	26	9
R1[26,10]	1.476 	1.436E-4 	-	0.956	1.000	1.000	2154	1	26	10
R1[26,11]	1.357 	1.155E-4 	s	0.970	1.000	1.000	2155	1	26	11
R1[26,12]	1.267 	1.762E-4 	-	0.928	1.000	1.000	2156	1	26	12
R1[26,13]	0.002 	2.089E-3 	gn	3.367	1.000	1.000	2157	1	26	13
R1[26,16]	0.000 	3.090E-3 	gn	-56.863	1.000	1.000	2160	1	26	16
R1[26,17]	0.009 	3.139E-3 	gn	-3.157	1.000	1.000	2161	1	26	17
R1[26,18]	0.000 	3.060E-3 	gn	-5.208	1.000	1.000	2162	1	26	18
R1[26,19]	0.406 	8.047E-4 	-	1.396	1.000	1.000	2163	1	26	19
R1[26,20]	0.038 	2.787E-3 	gn	2.054	1.000	1.000	2164	1	26	20
R1[26,21]	0.482 	4.994E-4 	-	1.457	1.000	1.000	2165	1	26	21
R1[26,22]	0.002 	3.014E-3 	gn	7.824	1.000	1.000	2166	1	26	22
R1[26,23]	0.864 	2.090E-4 	-	1.239	1.000	1.000	2167	1	26	23
R1[26,24]	0.051 	1.833E-3 	gn	1.699	1.000	1.000	2168	1	26	24
R1[26,25]	0.026 	2.204E-3 	gn	1.984	1.000	1.000	2169	1	26	25
R1[26,26]	0.795 	1.079E-4 	-	1.306	1.000	1.000	2170	1	26	26
R1[26,27]	0.001 	1.931E-3 	gn	6.654	1.000	1.000	2171	1	26	27
R1[26,28]	1.114 	1.636E-4 	-	0.922	1.000	1.000	2172	1	26	28
R1[26,29]	1.032 	1.692E-4 	-	0.924	1.000	1.000	2173	1	26	29
R1[26,30]	0.896 	2.209E-4 	-	1.079	1.000	1.000	2174	1	26	30
R1[26,31]	0.041 	2.885E-3 	gn	1.736	1.000	1.000	2175	1	26	31
R1[27,1]	-0.000 	1.834E-3 	gn	8.719	1.000	1.000	2177	1	27	1
R1[27,2]	0.795 	2.516E-4 	-	1.161	1.000	1.000	2178	1	27	2
R1[27,3]	0.811 	2.115E-4 	-	1.115	1.000	1.000	2179	1	27	3
R1[27,4]	0.973 	2.388E-4 	-	1.081	1.000	1.000	2180	1	27	4
R1[27,5]	1.129 	2.023E-4 	-	1.075	1.000	1.000	2181	1	27	5
R1[27,6]	1.241 	1.747E-4 	-	1.036	1.000	1.000	2182	1	27	6
R1[27,7]	1.302 	1.530E-4 	-	1.013	1.000	1.000	2183	1	27	7
R1[27,8]	-0.001 	1.897E-3 	gn	3.849	1.000	1.000	2184	1	27	8
R1[27,9]	1.365 	6.714E-5 	-	0.991	1.000	1.000	2185	1	27	9
R1[27,10]	1.383 	1.546E-4 	-	0.965	1.000	1.000	2186	1	27	10
R1[27,11]	1.330 	1.638E-4 	-	0.940	1.000	1.000	2187	1	27	11
R1[27,12]	1.368 	1.513E-4 	-	0.926	1.000	1.000	2188	1	27	12
R1[27,13]	1.252 	1.613E-4 	-	0.841	1.000	1.000	2189	1	27	13
R1[27,16]	0.000 	3.053E-3 	gn	-49.326	1.000	1.000	2192	1	27	16
R1[27,17]	-0.023 	9.640E-4 	gn	-5.569	1.000	1.000	2193	1	27	17
R1[27,18]	0.000 	3.027E-3 	gn	-0.591	1.000	1.000	2194	1	27	18
R1[27,19]	0.741 	2.656E-4 	-	1.231	1.000	1.000	2195	1	27	19
R1[27,20]	0.783 	2.519E-4 	-	1.280	1.000	1.000	2196	1	27	20
R1[27,21]	0.935 	1.902E-4 	-	1.205	1.000	1.000	2197	1	27	21
R1[27,22]	0.669 	2.941E-4 	-	1.400	1.000	1.000	2198	1	27	22
R1[27,23]	0.004 	3.036E-3 	gn	4.239	1.000	1.000	2199	1	27	23
R1[27,24]	0.014 	1.861E-3 	gn	2.477	1.000	1.000	2200	1	27	24
R1[27,25]	0.000 	2.248E-3 	gn	21.686	1.000	1.000	2201	1	27	25
R1[27,26]	0.025 	2.171E-3 	gn	2.610	1.000	1.000	2202	1	27	26
R1[27,27]	0.001 	1.953E-3 	gn	10.264	1.000	1.000	2203	1	27	27
R1[27,28]	0.950 	2.196E-4 	-	1.056	1.000	1.000	2204	1	27	28
R1[27,29]	1.073 	1.350E-4 	-	0.919	1.000	1.000	2205	1	27	29
R1[27,30]	0.901 	1.885E-4 	-	1.084	1.000	1.000	2206	1	27	30
R1[27,31]	0.061 	2.913E-3 	gn	1.595	1.000	1.000	2207	1	27	31
R1[28,1]	-0.000 	1.804E-3 	gn	6.367	1.000	1.000	2209	1	28	1
R1[28,2]	0.867 	2.639E-4 	-	1.187	1.000	1.000	2210	1	28	2
R1[28,3]	0.894 	2.793E-4 	-	1.130	1.000	1.000	2211	1	28	3
R1[28,4]	0.955 	2.597E-4 	-	1.070	1.000	1.000	2212	1	28	4
R1[28,5]	0.951 	1.729E-4 	-	1.023	1.000	1.000	2213	1	28	5
R1[28,6]	1.129 	2.016E-4 	-	1.029	1.000	1.000	2214	1	28	6
R1[28,7]	1.337 	1.645E-4 	-	0.990	1.000	1.000	2215	1	28	7
R1[28,8]	-0.001 	1.902E-3 	gn	2.101	1.000	1.000	2216	1	28	8
R1[28,9]	1.211 	1.818E-4 	-	0.984	1.000	1.000	2217	1	28	9
R1[28,10]	0.002 	2.390E-3 	gn	1.986	1.000	1.000	2218	1	28	10
R1[28,11]	1.223 	1.812E-4 	-	0.985	1.000	1.000	2219	1	28	11
R1[28,12]	1.920 	9.461E-5 	-	0.780	1.000	1.000	2220	1	28	12
R1[28,13]	1.054 	9.543E-5 	-	1.509	1.000	1.000	2221	1	28	13
R1[28,16]	0.000 	3.026E-3 	gn	-172.513	1.000	1.000	2224	1	28	16
R1[28,17]	-0.083 	1.708E-3 	gn	1.662	1.000	1.000	2225	1	28	17
R1[28,18]	0.000 	3.063E-3 	gn	-3.393	1.000	1.000	2226	1	28	18
R1[28,19]	0.885 	2.280E-4 	-	1.100	1.000	1.000	2227	1	28	19
R1[28,23]	0.000 	2.343E-3 	gn	50.426	1.000	1.000	2231	1	28	23
R1[29,1]	-0.000 	1.867E-3 	gn	0.694	1.000	1.000	2241	1	29	1
R1[29,2]	0.838 	2.752E-4 	-	1.217	1.000	1.000	2242	1	29	2
R1[29,3]	0.903 	2.591E-4 	-	1.167	1.000	1.000	2243	1	29	3
R1[29,4]	1.014 	2.081E-4 	-	1.103	1.000	1.000	2244	1	29	4
R1[29,5]	1.062 	2.238E-4 	-	1.053	1.000	1.000	2245	1	29	5
R1[29,6]	1.228 	1.709E-4 	-	1.078	1.000	1.000	2246	1	29	6
R1[29,7]	1.280 	1.527E-4 	-	1.040	1.000	1.000	2247	1	29	7
R1[29,8]	-0.001 	1.903E-3 	gn	-0.154	1.000	1.000	2248	1	29	8
R1[29,9]	1.192 	1.938E-4 	-	0.996	1.000	1.000	2249	1	29	9
R1[29,10]	-0.001 	1.950E-3 	gn	-10.145	1.000	1.000	2250	1	29	10
R1[29,11]	1.312 	1.628E-4 	-	0.928	1.000	1.000	2251	1	29	11
R1[29,12]	1.352 	1.586E-4 	-	0.936	1.000	1.000	2252	1	29	12
R1[29,13]	1.213 	2.340E-4 	-	0.975	1.000	1.000	2253	1	29	13
R1[29,16]	-0.000 	2.985E-3 	gn	16.031	1.000	1.000	2256	1	29	16
R1[29,17]	-0.403 	7.736E-4 	g	0.964	1.000	1.000	2257	1	29	17
R1[29,18]	0.000 	2.974E-3 	gn	10.668	1.000	1.000	2258	1	29	18
R1[29,19]	1.123 	1.867E-4 	-	0.976	1.000	1.000	2259	1	29	19
R1[29,20]	1.043 	2.012E-4 	-	1.010	1.000	1.000	2260	1	29	20
R1[29,21]	1.120 	1.906E-4 	-	0.989	1.000	1.000	2261	1	29	21
R1[29,22]	1.354 	1.563E-4 	-	0.872	1.000	1.000	2262	1	29	22
R1[29,23]	0.792 	2.582E-4 	-	1.219	1.000	1.000	2263	1	29	23
R1[29,24]	0.711 	2.483E-4 	-	1.265	1.000	1.000	2264	1	29	24
R1[29,25]	0.711 	2.201E-4 	-	1.307	1.000	1.000	2265	1	29	25
R1[29,26]	0.438 	4.846E-4 	-	1.362	1.000	1.000	2266	1	29	26
R1[29,27]	0.690 	8.775E-6 	n	1.216	1.000	1.000	2267	1	29	27
R1[29,28]	1.076 	1.867E-4 	-	0.961	1.000	1.000	2268	1	29	28
R1[29,29]	1.036 	2.096E-4 	-	0.989	1.000	1.000	2269	1	29	29
R1[29,30]	1.009 	2.128E-4 	-	1.000	1.000	1.000	2270	1	29	30
R1[29,31]	0.399 	8.085E-4 	-	1.398	1.000	1.000	2271	1	29	31
R1[30,1]	-0.000 	1.786E-3 	gn	-3.845	1.000	1.000	2273	1	30	1
R1[30,2]	0.732 	3.140E-4 	-	1.218	1.000	1.000	2274	1	30	2
R1[30,3]	0.728 	2.654E-4 	-	1.165	1.000	1.000	2275	1	30	3
R1[30,4]	0.850 	2.977E-4 	-	1.099	1.000	1.000	2276	1	30	4
R1[30,5]	1.070 	2.235E-4 	-	1.080	1.000	1.000	2277	1	30	5
R1[30,6]	1.431 	1.451E-4 	-	0.946	1.000	1.000	2278	1	30	6
R1[30,7]	1.204 	1.736E-4 	-	1.045	1.000	1.000	2279	1	30	7
R1[30,8]	-0.001 	1.906E-3 	gn	-1.848	1.000	1.000	2280	1	30	8
R1[30,9]	1.059 	2.363E-4 	-	1.034	1.000	1.000	2281	1	30	9
R1[30,10]	1.105 	1.530E-4 	-	1.012	1.000	1.000	2282	1	30	10
R1[30,11]	1.155 	2.031E-4 	-	0.975	1.000	1.000	2283	1	30	11
R1[30,12]	1.169 	1.966E-4 	-	0.942	1.000	1.000	2284	1	30	12
R1[30,13]	0.767 	3.119E-4 	-	1.185	1.000	1.000	2285	1	30	13
R1[30,16]	-0.000 	2.967E-3 	gn	8.320	1.000	1.000	2288	1	30	16
R1[30,17]	0.323 	1.439E-3 	-	1.111	1.000	1.000	2289	1	30	17
R1[30,18]	0.000 	3.015E-3 	gn	7.052	1.000	1.000	2290	1	30	18
R1[30,19]	0.955 	2.298E-4 	-	1.024	1.000	1.000	2291	1	30	19
R1[30,20]	0.949 	2.474E-4 	-	1.049	1.000	1.000	2292	1	30	20
R1[30,21]	1.121 	2.044E-4 	-	0.947	1.000	1.000	2293	1	30	21
R1[30,22]	1.106 	2.019E-4 	-	0.954	1.000	1.000	2294	1	30	22
R1[30,23]	0.989 	2.339E-4 	-	0.971	1.000	1.000	2295	1	30	23
R1[30,24]	0.871 	2.496E-4 	-	1.103	1.000	1.000	2296	1	30	24
R1[30,25]	0.819 	2.053E-4 	-	1.145	1.000	1.000	2297	1	30	25
R1[30,26]	0.847 	1.591E-4 	-	1.125	1.000	1.000	2298	1	30	26
R1[30,27]	0.000 	1.949E-3 	gn	35.069	1.000	1.000	2299	1	30	27
R1[30,28]	1.037 	1.952E-4 	-	0.960	1.000	1.000	2300	1	30	28
R1[30,29]	0.967 	2.241E-4 	-	1.016	1.000	1.000	2301	1	30	29
R1[30,30]	0.560 	4.736E-4 	-	1.276	1.000	1.000	2302	1	30	30
R1[30,31]	0.067 	2.773E-3 	gn	1.550	1.000	1.000	2303	1	30	31
R1[31,1]	-0.001 	1.752E-3 	gn	-4.537	1.000	1.000	2305	1	31	1
R1[31,2]	0.791 	2.886E-4 	-	1.201	1.000	1.000	2306	1	31	2
R1[31,3]	0.845 	2.805E-4 	-	1.183	1.000	1.000	2307	1	31	3
R1[31,4]	0.903 	2.604E-4 	-	1.122	1.000	1.000	2308	1	31	4
R1[31,5]	0.002 	2.202E-3 	gn	-3.032	1.000	1.000	2309	1	31	5
R1[31,6]	1.085 	1.971E-4 	-	1.105	1.000	1.000	2310	1	31	6
R1[31,7]	1.100 	2.067E-4 	-	1.062	1.000	1.000	2311	1	31	7
R1[31,8]	-0.000 	1.866E-3 	gn	-4.743	1.000	1.000	2312	1	31	8
R1[31,9]	1.136 	2.086E-4 	-	1.085	1.000	1.000	2313	1	31	9
R1[31,10]	1.138 	2.103E-4 	-	1.070	1.000	1.000	2314	1	31	10
R1[31,11]	0.987 	2.491E-4 	-	1.043	1.000	1.000	2315	1	31	11
R1[31,12]	1.101 	2.215E-4 	-	0.992	1.000	1.000	2316	1	31	12
R1[31,13]	0.767 	3.164E-4 	-	1.175	1.000	1.000	2317	1	31	13
R1[31,16]	-0.000 	2.858E-3 	gn	-5.067	1.000	1.000	2320	1	31	16
R1[31,17]	-0.054 	2.382E-3 	gn	1.899	1.000	1.000	2321	1	31	17
R1[31,18]	0.000 	2.927E-3 	gn	16.244	1.000	1.000	2322	1	31	18
R1[31,19]	0.952 	2.458E-4 	-	1.018	1.000	1.000	2323	1	31	19
R1[31,20]	1.176 	1.806E-4 	-	0.960	1.000	1.000	2324	1	31	20
R1[31,21]	1.317 	1.414E-4 	-	0.909	1.000	1.000	2325	1	31	21
R1[31,22]	1.248 	1.612E-4 	-	0.936	1.000	1.000	2326	1	31	22
R1[31,23]	1.093 	2.022E-4 	-	0.947	1.000	1.000	2327	1	31	23
R1[31,24]	0.000 	1.762E-3 	gn	21.142	1.000	1.000	2328	1	31	24
R1[31,25]	1.123 	1.292E-4 	-	0.941	1.000	1.000	2329	1	31	25
R1[31,26]	1.294 	9.149E-5 	-	0.939	1.000	1.000	2330	1	31	26
R1[31,27]	1.152 	1.419E-6 	n	1.031	1.000	1.000	2331	1	31	27
R1[31,28]	1.030 	2.041E-4 	-	0.959	1.000	1.000	2332	1	31	28
R1[31,29]	0.639 	3.629E-4 	-	1.268	1.000	1.000	2333	1	31	29
R1[31,30]	0.012 	2.548E-3 	gn	2.838	1.000	1.000	2334	1	31	30
R1[31,31]	0.259 	1.489E-3 	g	1.347	1.000	1.000	2335	1	31	31
R1[32,1]	-0.001 	1.762E-3 	gn	-5.341	1.000	1.000	2337	1	32	1
R1[32,2]	0.759 	3.198E-4 	-	1.220	1.000	1.000	2338	1	32	2
R1[32,3]	0.786 	3.311E-4 	-	1.191	1.000	1.000	2339	1	32	3
R1[32,4]	0.002 	2.251E-3 	gn	-1.200	1.000	1.000	2340	1	32	4
R1[32,5]	-0.002 	1.859E-3 	gn	-8.365	1.000	1.000	2341	1	32	5
R1[32,6]	0.848 	2.755E-4 	-	1.231	1.000	1.000	2342	1	32	6
R1[32,7]	0.834 	2.303E-4 	-	1.123	1.000	1.000	2343	1	32	7
R1[32,8]	-0.000 	1.820E-3 	gn	-10.369	1.000	1.000	2344	1	32	8
R1[32,9]	1.424 	1.693E-4 	-	0.935	1.000	1.000	2345	1	32	9
R1[32,10]	1.068 	1.912E-4 	-	1.198	1.000	1.000	2346	1	32	10
R1[32,11]	1.114 	2.079E-4 	-	1.089	1.000	1.000	2347	1	32	11
R1[32,12]	1.123 	2.018E-4 	-	1.000	1.000	1.000	2348	1	32	12
R1[32,13]	1.019 	2.719E-4 	-	1.051	1.000	1.000	2349	1	32	13
R1[32,16]	-0.000 	2.889E-3 	gn	-11.048	1.000	1.000	2352	1	32	16
R1[32,17]	0.054 	9.679E-4 	gn	4.307	1.000	1.000	2353	1	32	17
R1[32,18]	-0.000 	2.873E-3 	gn	-18.879	1.000	1.000	2354	1	32	18
R1[32,19]	0.955 	2.307E-4 	-	1.032	1.000	1.000	2355	1	32	19
R1[32,20]	1.289 	8.714E-5 	-	0.906	1.000	1.000	2356	1	32	20
R1[32,21]	1.336 	1.304E-4 	-	0.959	1.000	1.000	2357	1	32	21
R1[32,22]	1.404 	3.212E-5 	-	0.919	1.000	1.000	2358	1	32	22
R1[32,23]	1.147 	1.785E-4 	-	0.965	1.000	1.000	2359	1	32	23
R1[32,24]	0.000 	1.724E-3 	gn	16.979	1.000	1.000	2360	1	32	24
R1[32,25]	1.112 	1.678E-4 	-	0.979	1.000	1.000	2361	1	32	25
R1[32,26]	1.350 	9.535E-5 	-	0.921	1.000	1.000	2362	1	32	26
R1[32,27]	1.277 	8.086E-7 	n	0.913	1.000	1.000	2363	1	32	27
R1[32,28]	1.057 	1.962E-4 	-	0.989	1.000	1.000	2364	1	32	28
R1[32,29]	0.907 	2.215E-4 	-	1.078	1.000	1.000	2365	1	32	29
R1[32,30]	0.735 	2.780E-4 	-	1.192	1.000	1.000	2366	1	32	30
R1[32,31]	0.791 	1.887E-4 	-	1.106	1.000	1.000	2367	1	32	31
R1[33,1]	-0.001 	1.817E-3 	gn	-5.901	1.000	1.000	2369	1	33	1
R1[33,2]	0.760 	3.073E-4 	-	1.255	1.000	1.000	2370	1	33	2
R1[33,3]	0.782 	3.010E-4 	-	1.255	1.000	1.000	2371	1	33	3
R1[33,4]	0.792 	3.019E-4 	-	1.272	1.000	1.000	2372	1	33	4
R1[33,5]	0.787 	2.869E-4 	-	1.305	1.000	1.000	2373	1	33	5
R1[33,6]	0.822 	2.584E-4 	-	1.270	1.000	1.000	2374	1	33	6
R1[33,7]	0.790 	2.228E-4 	-	1.196	1.000	1.000	2375	1	33	7
R1[33,8]	-0.000 	1.792E-3 	gn	-17.543	1.000	1.000	2376	1	33	8
R1[33,9]	0.921 	2.465E-4 	-	1.217	1.000	1.000	2377	1	33	9
R1[33,10]	1.014 	2.212E-4 	-	1.201	1.000	1.000	2378	1	33	10
R1[33,11]	0.969 	2.470E-4 	-	1.160	1.000	1.000	2379	1	33	11
R1[33,12]	1.050 	1.886E-4 	-	1.070	1.000	1.000	2380	1	33	12
R1[33,13]	1.007 	3.271E-4 	-	1.048	1.000	1.000	2381	1	33	13
R1[33,16]	-0.000 	2.877E-3 	gn	-7.251	1.000	1.000	2384	1	33	16
R1[33,17]	-0.044 	2.154E-3 	gn	2.486	1.000	1.000	2385	1	33	17
R1[33,18]	-0.000 	2.863E-3 	gn	-18.105	1.000	1.000	2386	1	33	18
R1[33,19]	0.830 	2.617E-4 	-	1.122	1.000	1.000	2387	1	33	19
R1[33,20]	1.081 	1.979E-4 	-	0.982	1.000	1.000	2388	1	33	20
R1[33,21]	1.318 	1.415E-4 	-	0.924	1.000	1.000	2389	1	33	21
R1[33,22]	1.244 	1.411E-4 	-	0.937	1.000	1.000	2390	1	33	22
R1[33,23]	1.125 	2.042E-4 	-	0.990	1.000	1.000	2391	1	33	23
R1[33,24]	1.061 	2.173E-4 	-	1.014	1.000	1.000	2392	1	33	24
R1[33,25]	1.017 	1.811E-4 	-	1.028	1.000	1.000	2393	1	33	25
R1[33,26]	1.401 	1.288E-4 	-	0.840	1.000	1.000	2394	1	33	26
R1[33,27]	0.000 	1.652E-3 	gn	148.647	1.000	1.000	2395	1	33	27
R1[33,28]	0.952 	2.065E-4 	-	1.021	1.000	1.000	2396	1	33	28
R1[33,29]	0.937 	2.288E-4 	-	1.040	1.000	1.000	2397	1	33	29
R1[33,30]	1.064 	2.198E-4 	-	0.951	1.000	1.000	2398	1	33	30
R1[33,31]	2.455 	6.671E-5 	-	0.718	1.000	1.000	2399	1	33	31
R1[34,1]	-0.001 	1.813E-3 	gn	-5.217	1.000	1.000	2401	1	34	1
R1[34,2]	0.765 	2.546E-4 	-	1.305	1.000	1.000	2402	1	34	2
R1[34,3]	0.970 	1.847E-4 	-	1.258	1.000	1.000	2403	1	34	3
R1[34,4]	0.936 	2.049E-4 	-	1.293	1.000	1.000	2404	1	34	4
R1[34,5]	0.847 	2.012E-4 	-	1.305	1.000	1.000	2405	1	34	5
R1[34,6]	1.011 	1.827E-4 	-	1.273	1.000	1.000	2406	1	34	6
R1[34,7]	0.977 	1.760E-4 	-	1.230	1.000	1.000	2407	1	34	7
R1[34,8]	-0.000 	1.831E-3 	gn	-19.733	1.000	1.000	2408	1	34	8
R1[34,9]	1.164 	1.531E-4 	-	1.201	1.000	1.000	2409	1	34	9
R1[34,10]	1.099 	1.715E-4 	-	1.245	1.000	1.000	2410	1	34	10
R1[34,11]	1.186 	1.582E-4 	-	1.206	1.000	1.000	2411	1	34	11
R1[34,12]	1.215 	1.505E-4 	-	1.151	1.000	1.000	2412	1	34	12
R1[34,13]	1.157 	2.149E-4 	-	1.115	1.000	1.000	2413	1	34	13
R1[34,16]	-0.000 	2.875E-3 	gn	-10.304	1.000	1.000	2416	1	34	16
R1[34,17]	-0.480 	5.809E-4 	g	1.047	1.000	1.000	2417	1	34	17
R1[34,18]	-0.000 	2.805E-3 	gn	-18.182	1.000	1.000	2418	1	34	18
R1[34,19]	1.110 	1.574E-4 	-	1.075	1.000	1.000	2419	1	34	19
R1[34,20]	1.099 	1.608E-4 	-	1.094	1.000	1.000	2420	1	34	20
R1[34,21]	1.117 	1.611E-4 	-	1.062	1.000	1.000	2421	1	34	21
R1[34,22]	1.213 	1.356E-4 	-	1.045	1.000	1.000	2422	1	34	22
R1[34,23]	1.401 	1.223E-4 	-	0.996	1.000	1.000	2423	1	34	23
R1[34,24]	2.413 	4.676E-5 	-	0.810	1.000	1.000	2424	1	34	24
R1[34,25]	1.354 	1.138E-4 	-	1.002	1.000	1.000	2425	1	34	25
R1[34,26]	1.224 	1.239E-4 	-	1.045	1.000	1.000	2426	1	34	26
R1[34,27]	1.229 	1.434E-6 	n	1.093	1.000	1.000	2427	1	34	27
R1[34,28]	1.190 	1.419E-4 	-	1.070	1.000	1.000	2428	1	34	28
R1[34,29]	1.177 	1.438E-4 	-	1.072	1.000	1.000	2429	1	34	29
R1[34,30]	1.683 	8.656E-5 	-	0.926	1.000	1.000	2430	1	34	30
R1[34,31]	1.401 	1.126E-4 	-	1.009	1.000	1.000	2431	1	34	31
R1[35,1]	-0.001 	1.762E-3 	gn	-4.973	1.000	1.000	2433	1	35	1
R1[35,2]	0.889 	1.973E-4 	-	1.288	1.000	1.000	2434	1	35	2
R1[35,3]	0.897 	2.099E-4 	-	1.316	1.000	1.000	2435	1	35	3
R1[35,4]	0.912 	1.986E-4 	-	1.299	1.000	1.000	2436	1	35	4
R1[35,5]	1.010 	1.907E-4 	-	1.270	1.000	1.000	2437	1	35	5
R1[35,6]	0.944 	1.862E-4 	-	1.318	1.000	1.000	2438	1	35	6
R1[35,7]	0.959 	1.961E-4 	-	1.274	1.000	1.000	2439	1	35	7
R1[35,8]	-0.000 	1.842E-3 	gn	-29.127	1.000	1.000	2440	1	35	8
R1[35,9]	0.981 	1.982E-4 	-	1.249	1.000	1.000	2441	1	35	9
R1[35,10]	1.056 	1.685E-4 	-	1.257	1.000	1.000	2442	1	35	10
R1[35,11]	1.061 	1.684E-4 	-	1.271	1.000	1.000	2443	1	35	11
R1[35,12]	1.295 	1.434E-4 	-	1.185	1.000	1.000	2444	1	35	12
R1[35,13]	1.107 	7.776E-5 	-	1.394	1.000	1.000	2445	1	35	13
R1[35,16]	-0.000 	2.825E-3 	gn	-10.067	1.000	1.000	2448	1	35	16
R1[35,17]	0.355 	1.343E-3 	-	1.112	1.000	1.000	2449	1	35	17
R1[35,18]	-0.000 	2.811E-3 	gn	-11.757	1.000	1.000	2450	1	35	18
R1[35,19]	1.042 	1.566E-4 	-	1.132	1.000	1.000	2451	1	35	19
R1[35,20]	1.048 	1.700E-4 	-	1.125	1.000	1.000	2452	1	35	20
R1[35,21]	1.043 	1.550E-4 	-	1.134	1.000	1.000	2453	1	35	21
R1[35,22]	1.092 	1.579E-4 	-	1.093	1.000	1.000	2454	1	35	22
R1[35,23]	1.117 	1.657E-4 	-	1.101	1.000	1.000	2455	1	35	23
