# 4.7x4.7 rot 90
#
# rot 
70	5.10
80	5.49
90	5.56
100	5.39
# -> 88.35


# size
4.3	30.8	5.58	
4.5	30.6	5.79
4.7	30.5	5.99
4.9	30.5	6.17
5.1	30.8	6.31
5.3	31.1	6.44
5.5	31.5	6.52
# -> 4.72

