# CRUSH Pixel Data File
#
# Instrument: scuba2
# Scan: 39
# Object: COSMOS
# Date: null (MJD: 55256.37766223686)
# Project: M09BH105A
# Exposure: 29.924999999999997 s.
# Equatorial: 09h59m44.70s 02d33m39.6s (J2000.0)
# Horizontal: 56d06m41.832s -53d05m37.281s
# CRUSH version: 2.00-0
#
# ch	gain	weight		flag
1	0.000 	0.000E0 	0x1
2	0.000 	0.000E0 	0x1
3	0.000 	0.000E0 	0x1
4	0.000 	0.000E0 	0x1
5	0.000 	0.000E0 	0x1
6	0.000 	0.000E0 	0x1
7	0.000 	0.000E0 	0x1
8	0.000 	0.000E0 	0x1
9	0.000 	0.000E0 	0x1
10	0.000 	0.000E0 	0x1
11	0.000 	0.000E0 	0x1
12	0.000 	0.000E0 	0x1
13	0.000 	0.000E0 	0x1
14	0.000 	0.000E0 	0x1
15	0.000 	0.000E0 	0x1
16	0.000 	0.000E0 	0x1
17	0.000 	0.000E0 	0x1
18	0.000 	0.000E0 	0x1
19	0.000 	0.000E0 	0x1
20	0.000 	0.000E0 	0x1
21	0.000 	0.000E0 	0x1
22	0.000 	0.000E0 	0x1
23	0.000 	0.000E0 	0x1
24	0.000 	0.000E0 	0x1
25	0.000 	0.000E0 	0x1
26	0.000 	0.000E0 	0x1
27	0.000 	0.000E0 	0x1
28	0.000 	0.000E0 	0x1
29	0.000 	0.000E0 	0x1
30	0.000 	0.000E0 	0x1
31	0.000 	0.000E0 	0x1
32	0.000 	0.000E0 	0x1
33	0.000 	0.000E0 	0x1
34	0.000 	0.000E0 	0x1
35	0.000 	0.000E0 	0x1
36	0.000 	0.000E0 	0x1
37	0.000 	0.000E0 	0x1
38	0.000 	0.000E0 	0x1
39	0.000 	0.000E0 	0x1
40	0.000 	0.000E0 	0x1
41	0.000 	0.000E0 	0x1
42	198.746 	3.675E-14 	0x1
43	1.325 	1.902E-8 	0x0
44	1.226 	3.863E-7 	0x0
45	1.279 	3.618E-8 	0x0
46	1.254 	8.232E-8 	0x0
47	1.183 	4.076E-9 	0x200
48	1.239 	3.838E-7 	0x0
49	1.224 	1.280E-7 	0x0
50	1.240 	2.993E-7 	0x0
51	1.256 	2.616E-7 	0x0
52	1.306 	4.137E-7 	0x0
53	1.305 	5.366E-7 	0x0
54	1.391 	3.448E-7 	0x0
55	1.536 	1.912E-7 	0x0
56	1.675 	3.248E-8 	0x0
57	1.234 	5.116E-7 	0x0
58	1.308 	4.378E-8 	0x0
59	1.244 	1.605E-7 	0x0
60	1.296 	5.690E-7 	0x0
61	1.289 	4.098E-7 	0x0
62	1.245 	1.490E-6 	0x0
63	1.272 	5.552E-7 	0x0
64	1.289 	5.830E-7 	0x0
65	1.332 	3.417E-7 	0x0
66	1.408 	3.987E-7 	0x0
67	0.012 	2.935E-6 	0x1
68	1.445 	4.863E-8 	0x0
