# CRUSH Pixel Data File
#
# Instrument: scuba2
# Scan: 39
# Object: COSMOS
# Date: null (MJD: 55256.37808368396)
# Project: M09BH105A
# Exposure: 29.685 s.
# Equatorial: 09h59m44.70s 02d33m39.6s (J2000.0)
# Horizontal: 56d06m41.832s -53d05m37.281s
# CRUSH version: 2.00-0
#
# ch	gain	weight		flag
1	0.050 	2.939E-6 	0x0
4	0.010 	2.401E-6 	0x0
5	0.001 	3.892E-6 	0x0
10	3.735 	2.148E-7 	0x000
11	2.383 	5.597E-7 	0x0
12	2.347 	5.856E-7 	0x0
13	2.623 	5.159E-7 	0x0
14	2.693 	4.004E-7 	0x0
15	3.144 	2.431E-7 	0x000
16	3.759 	3.061E-7 	0x000
17	3.827 	1.910E-7 	0x000
18	4.899 	2.158E-7 	0x000
22	-0.016 	4.913E-6 	0x0
23	0.002 	4.135E-6 	0x0
24	0.003 	3.746E-6 	0x0
25	0.002 	4.461E-6 	0x0
26	0.004 	3.648E-6 	0x0
27	-0.093 	3.114E-6 	0x000
34	0.008 	4.244E-6 	0x0
35	0.008 	4.773E-6 	0x0
36	0.006 	5.432E-6 	0x0
39	88.833 	8.024E-14 	0x0
45	2.762 	6.580E-8 	0x0
46	1.915 	2.061E-7 	0x0
47	1.485 	4.151E-7 	0x0
48	1.337 	6.532E-7 	0x0
49	1.254 	6.898E-7 	0x0
50	1.161 	9.230E-7 	0x0
51	0.922 	5.367E-7 	0x0
52	3.099 	5.243E-8 	0x000
53	1.450 	8.133E-7 	0x0
54	1.913 	2.260E-7 	0x0
55	1.621 	6.868E-7 	0x0
56	1.559 	1.617E-6 	0x0
57	1.568 	1.459E-6 	0x0
58	1.634 	1.667E-6 	0x0
59	1.889 	1.340E-6 	0x0
60	2.159 	1.175E-6 	0x0
61	2.574 	6.435E-7 	0x0
62	2.588 	7.197E-7 	0x0
63	2.558 	8.956E-7 	0x0
64	3.260 	2.610E-7 	0x000
68	95.994 	1.183E-13 	0x0
73	-0.020 	4.019E-6 	0x0
74	-0.009 	4.245E-6 	0x0
75	0.014 	3.472E-6 	0x0
76	-0.002 	3.842E-6 	0x0
79	-0.021 	4.995E-7 	0x0
81	0.054 	2.605E-6 	0x0
84	1.247 	1.291E-7 	0x0
85	1.056 	2.114E-7 	0x0
87	0.986 	4.655E-7 	0x0
88	0.913 	6.864E-7 	0x0
89	0.982 	8.376E-7 	0x0
90	1.124 	9.107E-7 	0x0
91	1.219 	9.879E-7 	0x0
92	1.284 	1.000E-6 	0x0
93	0.752 	8.374E-7 	0x0
94	1.420 	1.151E-6 	0x0
95	1.516 	7.863E-7 	0x0
96	2.109 	9.923E-8 	0x0
97	2.145 	2.449E-7 	0x0
98	1.609 	1.324E-6 	0x0
99	1.624 	1.441E-6 	0x0
100	1.803 	8.809E-7 	0x0
101	1.809 	1.439E-6 	0x0
102	2.070 	8.957E-7 	0x0
103	1.989 	1.253E-6 	0x0
104	2.116 	1.006E-6 	0x0
105	2.512 	8.687E-7 	0x0
107	0.013 	3.427E-6 	0x0
117	-0.001 	4.260E-6 	0x0
123	0.654 	8.288E-8 	0x0
124	0.449 	1.075E-7 	0x0
126	0.674 	2.075E-7 	0x0
128	0.790 	4.849E-7 	0x0
129	0.945 	5.759E-7 	0x0
130	1.136 	9.238E-7 	0x0
131	1.171 	1.091E-6 	0x0
134	1.532 	9.542E-7 	0x0
135	1.939 	2.480E-7 	0x0
136	1.445 	8.306E-7 	0x0
137	1.981 	6.499E-7 	0x0
138	1.494 	1.756E-6 	0x0
139	1.289 	1.040E-6 	0x0
140	1.878 	6.207E-7 	0x0
141	1.569 	1.669E-6 	0x0
142	1.840 	1.409E-6 	0x0
143	2.172 	8.087E-7 	0x0
144	1.929 	9.917E-7 	0x0
145	2.342 	8.108E-7 	0x0
146	3.999 	5.447E-8 	0x000
154	0.010 	3.049E-6 	0x0
156	0.005 	3.378E-6 	0x0
157	0.000 	3.587E-6 	0x0
163	-0.118 	5.710E-8 	0x0
164	-0.105 	4.912E-8 	0x0
167	0.531 	1.573E-7 	0x0
168	0.742 	2.860E-7 	0x0
169	0.858 	5.963E-7 	0x0
170	1.063 	1.176E-6 	0x0
171	1.155 	1.299E-6 	0x0
172	1.491 	8.940E-7 	0x0
173	1.428 	1.233E-6 	0x0
176	1.888 	4.114E-7 	0x0
177	1.335 	1.561E-6 	0x0
178	1.521 	1.372E-6 	0x0
179	1.632 	1.383E-6 	0x0
180	1.589 	1.615E-6 	0x0
181	2.546 	8.864E-8 	0x0
182	1.808 	1.143E-6 	0x0
183	1.759 	1.496E-6 	0x0
184	1.825 	1.417E-6 	0x0
185	2.047 	1.031E-6 	0x0
186	2.052 	8.133E-7 	0x0
187	3.019 	4.726E-7 	0x000
189	0.006 	9.748E-6 	0x0
193	-0.000 	1.115E-5 	0x0
198	-0.000 	1.390E-5 	0x0
201	0.048 	1.791E-6 	0x0
203	-1.432 	8.355E-9 	0x200
206	-0.324 	4.313E-8 	0x200
209	0.921 	2.775E-7 	0x0
210	0.960 	4.169E-7 	0x0
211	1.127 	6.346E-7 	0x0
212	0.917 	1.097E-6 	0x0
213	1.342 	7.239E-7 	0x0
214	1.508 	7.155E-7 	0x0
215	1.424 	7.746E-7 	0x0
216	1.431 	7.275E-7 	0x0
217	1.446 	7.212E-7 	0x0
218	1.789 	8.813E-7 	0x0
219	1.532 	1.717E-6 	0x0
220	1.484 	1.474E-6 	0x0
221	2.135 	2.388E-7 	0x0
222	1.850 	1.041E-6 	0x0
223	2.954 	1.038E-7 	0x0
224	1.557 	1.283E-6 	0x0
225	1.799 	1.140E-6 	0x0
227	2.311 	7.868E-7 	0x0
228	3.559 	4.158E-7 	0x000
229	0.022 	1.849E-6 	0x0
230	-0.007 	9.229E-8 	0x0
233	0.001 	2.126E-6 	0x0
238	-0.019 	3.336E-6 	0x0
241	-0.214 	5.494E-9 	0x0
242	-1.176 	1.412E-8 	0x200
244	-0.439 	1.726E-7 	0x0
245	-0.185 	5.436E-7 	0x0
246	-0.321 	1.473E-7 	0x200
247	-0.052 	7.467E-8 	0x0
248	0.637 	9.026E-8 	0x0
249	0.617 	3.628E-7 	0x0
250	0.964 	2.798E-7 	0x0
251	0.481 	9.455E-7 	0x0
253	0.977 	7.287E-7 	0x0
254	1.335 	5.875E-7 	0x0
255	1.403 	5.636E-7 	0x0
256	1.387 	9.470E-7 	0x0
257	1.481 	1.298E-6 	0x0
258	1.619 	3.777E-7 	0x0
259	1.702 	4.017E-7 	0x0
260	1.632 	5.935E-7 	0x0
261	1.707 	1.198E-6 	0x0
262	1.739 	8.747E-7 	0x0
263	1.740 	1.301E-6 	0x0
264	2.712 	1.775E-7 	0x0
265	1.784 	5.438E-7 	0x0
266	2.020 	6.840E-7 	0x0
267	2.045 	3.837E-7 	0x0
268	2.571 	5.361E-7 	0x0
269	3.702 	7.526E-8 	0x000
270	0.050 	1.400E-6 	0x0
277	-0.017 	3.966E-7 	0x0
278	-0.015 	1.917E-6 	0x0
282	-1.329 	1.614E-8 	0x0
283	0.001 	2.374E-6 	0x0
285	-0.081 	1.407E-6 	0x0
286	-0.088 	1.613E-6 	0x0
287	-0.086 	2.640E-7 	0x0
288	0.384 	1.651E-7 	0x0
