# CRUSH Pixel Data File
#
# Instrument: mako
# Scan: 2013-04-22.14:51
# Object: CAL_ARP220
# Date: 2013-04-22T14:51:05.748 (MJD: 56404.61881652778)
# Project: ARP220
# Exposure: 538.787708928 s.
# Equatorial: 15h34m57.12s 23d30m11.1s (J2000.0)
# Horizontal: -76d24m57.734s 48d01m09.991s
# CRUSH version: 2.14-b1 (devel.2)
# tau(225GHz) = 0.057
# T_amb = -1.3 C
# T_load = 224.1 K
#
# toneid	ch	gain	weight		flag	eff
172593355.2	429	2.744 	2.096E16 	0x0	1.000
174368619.9	376	2.432 	2.337E16 	0x0	1.000
175546884.5	427	2.461 	8.357E16 	0x0	1.000
176956415.2	323	2.347 	4.155E16 	0x0	1.000
177012682.0	374	2.213 	3.124E16 	0x0	1.000
177264690.4	425	2.246 	8.331E16 	0x0	1.000
179557800.3	321	2.092 	8.888E16 	0x0	1.000
179630756.4	372	1.987 	1.084E17 	0x0	1.000
179871320.7	407	1.253 	7.407E16 	0x0	1.000
180149793.6	423	2.059 	1.853E16 	0x0	1.000
180301189.4	405	1.245 	3.052E16 	0x0	1.000
182019472.1	268	1.970 	1.179E17 	0x0	1.000
182218074.8	319	1.879 	7.579E16 	0x0	1.000
182502269.7	356	1.280 	6.135E16 	0x0	1.000
182737588.9	421	1.820 	9.277E16 	0x0	1.000
183331489.6	354	1.089 	2.577E17 	0x0	1.000
183685302.7	101	1.010 	2.453E17 	0x0	1.000
183800697.3	352	1.060 	2.219E17 	0x0	1.000
183910846.7	215	1.772 	1.102E17 	0x0	1.000
184017896.7	305	1.059 	1.419E17 	0x0	1.000
184062957.8	404	2.825 	8.916E15 	0x0	1.000
184376955.0	48	1.071 	1.178E17 	0x0	1.000
184609413.1	368	1.709 	1.505E17 	0x0	1.000
184633255.0	266	1.730 	1.477E17 	0x0	1.000
184660673.1	254	1.131 	2.342E17 	0x0	1.000
184719324.1	317	1.788 	7.854E16 	0x0	1.000
184747934.3	203	1.050 	5.374E16 	0x0	1.000
185359954.8	303	1.017 	1.874E17 	0x0	1.000
185534477.2	99	0.952 	9.776E16 	0x0	1.000
186136484.1	252	1.108 	3.518E17 	0x0	1.000
186147451.4	301	0.922 	2.300E17 	0x0	1.000
186222791.7	46	0.718 	6.586E16 	0x0	1.000
186489105.2	213	1.533 	1.195E17 	0x0	1.000
186631679.5	201	1.014 	1.822E17 	0x0	1.000
186642408.4	417	1.603 	1.513E17 	0x0	1.000
186658144.0	150	0.959 	1.081E17 	0x0	1.000
186674118.0	299	0.916 	1.436E17 	0x0	1.000
186822414.4	402	2.414 	8.096E16 	0x0	1.000
186950922.0	366	1.544 	2.966E16 	0x0	1.000
187158584.6	264	1.594 	1.464E17 	0x0	1.000
187218904.5	315	1.567 	1.038E17 	0x0	1.000
187256336.2	297	0.986 	2.148E17 	0x0	1.000
187521934.5	250	0.991 	3.025E17 	0x0	1.000
187669515.6	97	0.944 	2.073E17 	0x0	1.000
188157796.9	160	1.350 	9.662E16 	0x0	1.000
188333511.4	44	0.794 	1.469E16 	0x0	1.000
188386917.1	415	1.495 	1.557E17 	0x0	1.000
188402891.2	199	0.868 	1.171E17 	0x0	1.000
188441038.1	148	0.976 	9.793E16 	0x0	1.000
188582658.8	248	0.955 	1.815E17 	0x0	1.000
189069986.3	211	1.413 	1.880E17 	0x0	1.000
189323425.3	349	2.331 	5.080E16 	0x0	1.000
189383745.2	364	1.465 	6.374E16 	0x0	1.000
189403533.9	313	2.106 	2.469E16 	0x0	1.000
189490318.3	246	0.888 	1.563E17 	0x0	1.000
189675808.0	95	0.889 	7.595E15 	0x0	1.000
189770221.7	107	1.264 	1.389E17 	0x800	1.000
189858198.2	197	0.935 	2.559E17 	0x0	1.000
189875841.1	146	0.942 	3.510E17 	0x0	1.000
190006971.4	413	1.467 	1.194E17 	0x0	1.000
190115928.6	244	0.857 	1.876E15 	0x0	1.000
190340757.4	42	0.903 	1.005E17 	0x0	1.000
190841198.0	158	1.164 	4.335E15 	0x0	1.000
190992593.8	195	0.908 	1.310E17 	0x0	1.000
191148042.7	411	1.393 	1.211E17 	0x0	1.000
191259861.0	362	1.331 	1.204E17 	0x0	1.000
191313982.0	144	0.879 	1.785E17 	0x0	1.000
191303968.4	93	0.872 	2.976E16 	0x0	1.000
191361665.7	209	1.306 	1.920E17 	0x0	1.000
191560506.8	311	1.120 	7.233E16 	0x0	1.000
191707849.5	260	1.357 	5.215E16 	0x0	1.000
191965341.6	409	1.317 	9.631E16 	0x0	1.000
192036390.3	193	0.892 	3.188E17 	0x0	1.000
192062854.8	347	2.131 	3.012E16 	0x0	1.000
192087173.5	398	2.033 	4.696E16 	0x0	1.000
192412614.8	40	0.881 	1.846E16 	0x0	1.000
192625999.5	142	0.898 	1.867E16 	0x0	1.000
192736625.7	52	1.399 	6.508E16 	0x0	1.000
192761659.6	91	1.402 	1.046E17 	0x0	1.000
192756414.4	85	0.510 	1.659E16 	0x8000	1.000
192780494.7	360	1.329 	1.892E17 	0x0	1.000
193363905.0	309	2.409 	2.156E15 	0x0	1.000
193619728.1	207	1.236 	9.327E16 	0x0	1.000
193817615.5	140	0.876 	3.511E17 	0x0	1.000
193968057.6	258	1.258 	5.906E16 	0x0	1.000
194045066.8	89	0.816 	4.600E17 	0x0	1.000
