172683954.2	1	25	6.147925492e-06
174469947.8	3	26	5.901350012e-06
175645828.2	1	23	5.38907834e-06
177058935.2	5	27	5.495455079e-06
177098751.1	3	24	5.281629915e-06
177360057.8	1	21	4.746580705e-06
179659128.2	5	25	5.037234292e-06
179730176.9	3	22	4.615169099e-06
179958105.1	1	4	2.229940538e-06
180243253.7	1	19	3.954037274e-06
180383443.8	1	2	2.41726463e-06
182121515.3	7	26	4.434223305e-06
182273387.9	15	23	8.380859366e-06
182275772.1	3	20	6.217188082e-07
182315111.2	5	23	4.198954977e-06
182586908.3	3	6	2.134084228e-06
182830810.5	1	17	3.497577588e-06
183415889.7	3	5	2.068259133e-06
183776378.6	13	21	2.003911941e-06
183884143.8	3	3	1.965944969e-06
184010982.5	9	27	3.957215436e-06
184101581.6	5	9	2.140565157e-06
184177875.5	2	27	6.890277867e-06
184460401.5	15	22	1.701764425e-06
184705734.3	3	18	3.660708425e-06
184734106.1	7	24	3.944155417e-06
184753179.6	7	12	2.255662627e-06
184816837.3	5	21	3.894450458e-06
184834957.1	9	15	2.240848924e-06
184893131.3	2	15	8.401953458e-06
184897422.8	11	18	1.884877831e-06
185442686.1	5	7	1.986317093e-06
185627937.3	13	18	1.915212697e-06
186224222.2	7	10	2.093842923e-06
186309099.2	15	19	1.709132523e-06
186588525.8	9	25	3.484253126e-06
186718463.9	9	13	2.033123678e-06
186733245.8	1	14	3.020398213e-06
186745166.8	11	16	2.002564228e-06
186756372.5	5	4	1.815137234e-06
186934948	2	25	5.526089804e-06
187046766.3	3	16	3.175468541e-06
187256097.8	7	22	3.50890073e-06
187314510.3	5	19	3.357023077e-06
187335729.6	5	2	1.896075415e-06
187605619.4	7	8	2.050897503e-06
187753915.8	13	17	1.610962901e-06
188255786.9	11	26	2.809155272e-06
188425302.5	15	18	1.469233212e-06
188486814.5	9	11	1.856128997e-06
188526392	11	14	1.937395531e-06
188643217.1	7	6	1.216113067e-06
189167499.5	9	23	3.127851739e-06
189430713.7	4	26	5.335422486e-06
189474582.7	3	14	2.852039031e-06
189497232.4	5	17	2.975797842e-06
189518928.5	7	20	3.200733962e-06
189524650.6	2	23	5.386199873e-06
189573526.4	7	4	1.7525326e-06
189761400.2	13	14	1.682005611e-06
189872026.4	13	27	2.380484467e-06
189941644.7	9	9	1.869525295e-06
189963579.2	11	12	1.835028889e-06
190094709.4	1	10	2.537314868e-06
190197944.6	7	2	2.35248937e-06
190431594.8	15	15	1.514132703e-06
190943002.7	11	24	2.557612823e-06
191075801.8	9	7	1.810026767e-06
191237211.2	1	8	2.389786534e-06
191354513.2	3	12	2.545825967e-06
191389083.9	13	13	1.945068081e-06
191397428.5	11	10	1.39002456e-06
191458702.1	9	21	2.844079811e-06
191656351.1	5	15	2.771402274e-06
191804647.4	7	18	2.657808966e-06
192059040.1	1	6	2.31314314e-06
192170143.1	4	24	5.069861385e-06
192193508.1	2	21	4.445814648e-06
192243337.6	13	25	3.431751795e-06
192246675.5	13	25	2.056859768e-06
192494392.4	15	14	1.544851448e-06
192710876.5	11	8	1.678108781e-06
192827463.2	15	26	2.164982214e-06
192839145.7	13	10	1.813403409e-06
192875385.3	3	10	2.351013742e-06
193457365	5	13	2.740515255e-06
193462371.8	11	22	2.31677779e-06
193722009.7	9	19	2.604936349e-06
193905353.5	11	6	1.481581226e-06
194055557.3	7	16	2.332360063e-06
194178581.2	3	9	2.230044757e-06
194711923.6	13	22	2.069507597e-06
194749593.7	11	4	1.416690935e-06
194817781.4	6	25	4.680185029e-06
194904327.4	4	22	4.271332186e-06
194977998.7	2	19	3.712200177e-06
195214748.4	11	2	1.477896363e-06
195255756.4	13	6	1.534618188e-06
195313930.5	5	11	2.427009002e-06
195374012	2	4	2.049998453e-06
195586919.8	15	10	1.336413997e-06
195756435.4	11	20	2.223825486e-06
195833921.4	9	17	2.194255388e-06
196108341.2	7	14	2.408439689e-06
196784734.7	15	7	1.418111721e-06
196798801.4	13	1	1.351270358e-06
196815729.1	15	6	7.599611881e-06
196820020.7	15	6	1.783182504e-06
197013139.7	13	3	1.372356128e-06
197097539.9	8	26	4.10801171e-06
197509765.6	6	23	4.128453155e-06
197594165.8	1	26	6.913572419e-06
197604894.6	4	20	3.845872949e-06
197693824.8	2	17	3.265059277e-06
198051929.5	4	6	2.033550704e-06
198259830.5	14	21	1.742248554e-06
198314189.9	14	4	1.599012744e-06
199008941.7	16	22	1.591039905e-06
199076414.1	10	27	3.508191765e-06
199112415.3	4	3	1.987247166e-06
199261665.3	6	9	2.031079214e-06
199744463	8	24	3.764789386e-06
199952840.8	6	21	5.753849036e-06
199962139.1	3	27	6.368944314e-06
200021028.5	4	18	3.434515763e-06
200169324.9	14	18	1.725081476e-06
200205564.5	8	12	2.069926144e-06
200923442.8	16	19	1.783208012e-06
201405763.6	1	24	5.758431086e-06
201580286	6	6	1.843548667e-06
201646089.6	12	16	1.851148194e-06
201696395.9	10	25	3.030470614e-06
202180385.6	2	14	2.598867967e-06
202200889.6	4	16	3.069965067e-06
202230930.3	8	22	3.411303356e-06
202313423.2	14	17	1.658947892e-06
202438116.1	6	19	3.379127371e-06
202540636.1	6	2	1.84391964e-06
202764034.3	3	25	5.428486796e-06
202975988.4	16	18	2.090821957e-06
203168153.8	8	8	1.869259503e-06
203432798.4	1	22	5.084647882e-06
203467845.9	12	14	1.743591506e-06
203500270.8	12	26	2.493386622e-06
204051017.8	8	6	1.801208762e-06
204181671.1	14	27	2.347555736e-06
204230785.4	10	22	2.946647667e-06
204473733.9	14	14	1.433597929e-06
204580307	8	20	3.007569839e-06
204739332.2	6	17	2.953746935e-06
204785585.4	8	4	1.686396036e-06
205012798.3	12	12	1.71722226e-06
205191850.7	10	9	1.732364723e-06
205200672.1	16	15	1.317652669e-06
205401182.2	2	10	2.389474608e-06
205424785.6	8	2	1.771283315e-06
205542087.6	5	26	5.16927179e-06
205659866.3	3	23	4.916993812e-06
205884695.1	12	24	2.34619954e-06
206015110	1	20	4.43164413e-06
206431388.9	12	10	1.631573469e-06
206570386.9	4	12	2.420204285e-06
206597328.2	10	21	2.568925634e-06
206781864.2	14	25	2.053692636e-06
206825733.2	8	18	2.641440521e-06
206953048.7	16	26	2.068722576e-06
207122325.9	10	5	1.607755135e-06
207184314.7	16	14	1.568941235e-06
207843542.1	14	10	1.496886647e-06
208244323.7	12	22	2.265418576e-06
208281993.9	1	3	2.278789773e-06
208324194	7	27	4.852959784e-06
208387136.5	4	10	2.221343119e-06
208422899.2	3	21	7.919511101e-06
208426952.4	5	24	3.204885251e-06
208784103.4	12	6	1.27757041e-06
208834409.7	10	18	2.450718908e-06
209132432.9	8	16	2.698082452e-06
209142684.9	14	9	1.375509623e-06
209174394.6	14	22	1.829170759e-06
209183692.9	1	18	3.95492031e-06
210207223.9	14	6	1.335028321e-06
210260152.8	12	2	1.469117736e-06
210313797	16	10	1.356598328e-06
210605859.8	12	19	2.14736256e-06
211014509.2	7	25	4.355270512e-06
211126565.9	10	17	2.203256475e-06
211179733.3	5	22	4.623220963e-06
211186885.8	3	19	3.742405436e-06
211403131.5	8	14	2.243609708e-06
211488246.9	3	6	2.108167436e-06
211608409.9	1	16	3.279240547e-06
211822986.6	15	22	1.690965428e-06
212164878.8	2	26	5.841011288e-06
212320566.2	3	2	2.007232041e-06
212411165.2	16	6	1.184372812e-06
212997198.1	9	26	3.670831404e-06
213059425.4	16	2	1.354921503e-06
213247299.2	13	19	1.784342436e-06
213589668.3	5	8	2.071716651e-06
213709116	3	17	3.394094649e-06
213800907.1	7	23	3.801046372e-06
213852405.5	5	20	1.146039344e-05
213855505	15	21	1.756377062e-06
214268207.6	7	11	2.12033729e-06
214636325.8	5	6	1.949082076e-06
214657306.7	11	17	2.291295689e-06
214838504.8	11	27	3.062139865e-06
214958190.9	4	27	6.081510879e-06
215096712.1	5	5	1.892773317e-06
215151310	13	18	1.707173497e-06
215664625.2	5	2	1.877731621e-06
215842723.8	9	24	3.240932508e-06
215910673.1	15	18	1.358762497e-06
216174840.9	2	24	5.32039372e-06
216273784.6	3	15	2.911703786e-06
216336965.6	7	21	3.318540036e-06
216413497.9	5	18	3.221712829e-06
216554641.7	9	12	1.975035135e-06
216566085.8	11	14	2.00278512e-06
217030286.8	7	7	1.790108616e-06
217367172.2	1	10	2.600532274e-06
217646598.8	11	25	2.748037497e-06
217765331.3	13	15	1.669200205e-06
217865467.1	4	25	5.325394741e-06
217937469.5	2	22	4.813099305e-06
217999935.2	7	6	1.744996603e-06
218258142.5	11	13	1.882068197e-06
218466281.9	9	22	2.937066197e-06
218699932.1	7	3	1.701009604e-06
218772172.9	5	16	2.912849326e-06
218794584.3	7	19	2.551134723e-06
219082117.1	7	2	1.785253426e-06
219093799.6	13	26	2.218425414e-06
219468593.6	15	27	2.176364899e-06
219546318.1	9	8	1.795364902e-06
219745636	11	11	7.964556544e-06
219747781.8	1	7	-8.010254624e-07
220403194.4	11	22	9.411610935e-06
220407724.4	3	11	1.81445825e-06
220459938	15	14	1.353119725e-06
220487594.6	1	5	2.213316699e-06
220744848.3	4	23	4.744698019e-06
220757484.4	6	26	5.248718165e-06
220868349.1	9	20	2.777994941e-06
220898151.4	2	20	4.133524334e-06
220913887	5	14	2.751697493e-06
221207618.7	9	4	1.701905558e-06
221233129.5	13	12	1.565559745e-06
221330404.3	7	17	2.546250269e-06
221420764.9	9	2	2.993690917e-06
221678972.2	13	23	2.048108346e-06
221957206.7	3	10	2.301565265e-06
222188711.2	15	25	1.865898494e-06
222654581.1	13	10	1.589257769e-06
222799062.7	5	12	2.461570531e-06
223002672.2	11	21	2.367543567e-06
223201751.7	9	18	2.467133067e-06
223227262.5	8	27	4.453780818e-06
223721504.2	6	24	4.469188299e-06
223763942.7	4	21	3.980975386e-06
223837614.1	13	8	2.163517989e-06
223874330.5	2	18	3.529145572e-06
223963975.9	15	10	1.333756493e-06
224298000.3	13	22	2.067541296e-06
224365949.6	11	1	1.447132819e-06
224917888.6	13	6	1.646937969e-06
225441932.7	9	16	2.310690052e-06
225459337.2	11	18	2.187226052e-06
225632906	7	13	2.414167679e-06
225805521	13	4	1.426010952e-06
226090431.2	8	25	3.947329076e-06
226277351.4	13	2	1.35174004e-06
226291894.9	16	22	1.718740134e-06
226393222.8	6	22	3.867480861e-06
226488351.8	15	6	1.320180138e-06
226543664.9	4	19	3.491926903e-06
226923227.3	4	6	2.030737985e-06
227383136.7	4	4	2.066643939e-06
227579355.2	14	19	1.858204251e-06
227843761.4	15	1	1.155596035e-06
228125333.8	10	26	3.310782238e-06
228422880.2	16	20	1.837973404e-06
228801488.9	8	23	3.543938644e-06
228983640.7	4	17	3.304750751e-06
229058504.1	2	14	2.738340962e-06
229157924.7	6	20	3.583978411e-06
229444026.9	12	17	1.980470405e-06
229727983.5	14	18	1.727206348e-06
230406284.3	16	18	1.488172579e-06
230890989.3	10	24	2.46303916e-06
230921030	6	2	1.830513427e-06
231324911.1	12	14	1.818897946e-06
231351137.2	4	15	2.981540518e-06
231415033.3	8	21	3.190866716e-06
231647014.6	6	18	3.232074872e-06
232719421.4	12	25	2.35786432e-06
232812166.2	2	10	2.673342391e-06
233330726.6	16	27	2.317070178e-06
233438730.2	10	10	1.859436919e-06
233494281.8	14	26	2.253103414e-06
233565330.5	10	22	2.646225911e-06
233890771.9	8	3	1.651904441e-06
233960390.1	8	19	2.783902921e-06
234377622.6	7	2	1.650832515e-06
234803915	10	8	1.811722188e-06
235119581.2	16	14	1.328932731e-06
235628604.9	10	6	1.741668043e-06
235977888.1	10	20	2.467795801e-06
236124754	14	24	1.920385568e-06
236171960.8	16	25	1.88409941e-06
236316680.9	8	17	2.530770119e-06
237477779.4	4	10	2.182627392e-06
237587213.5	14	10	1.471032971e-06
237768888.5	12	21	2.576443651e-06
238412618.6	10	18	2.322900581e-06
238532066.3	14	22	1.833535021e-06
238579034.8	16	10	1.333471555e-06
238786220.6	8	15	2.453157177e-06
239230632.8	14	6	1.379496815e-06
239313602.4	12	1	1.447613664e-06
240163564.7	12	18	2.057760699e-06
240390777.6	14	4	1.330264227e-06
241003274.9	16	6	1.374021304e-06
242038726.8	16	2	1.196424074e-06
