# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2016-12-03_HA_F354-88_0005_81-054
# Object: omc1_c
# Date: 2016-12-03T08:02:22.570 (MJD: 57725.33578418981)
# Project: 88_0005_81
# Exposure: 38.63184 s.
# Equatorial: 05h35m13.921s -05d22m22.81s (J2000.0)
# Horizontal: 131d47m40.32s 39d58m09.99s
# CRUSH version: 2.34-2 (devel.1)
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R0[32,19]	1.007 	7.129E-4 	-	0.785	1.000	1.000	1043	0	32	19
R0[32,21]	1.100 	7.870E-4 	-	0.796	1.000	1.000	1045	0	32	21
R0[32,22]	1.117 	8.000E-4 	-	0.760	1.000	1.000	1046	0	32	22
R0[32,23]	1.006 	9.278E-4 	-	0.789	1.000	1.000	1047	0	32	23
R0[32,24]	0.001 	3.894E-3 	gn	-0.307	1.000	1.000	1048	0	32	24
R0[32,25]	1.062 	6.108E-4 	-	0.755	1.000	1.000	1049	0	32	25
R0[32,26]	1.056 	8.350E-4 	-	0.784	1.000	1.000	1050	0	32	26
R0[33,0]	0.738 	1.206E-3 	-	1.035	1.000	1.000	1056	0	33	0
R0[33,1]	0.716 	1.240E-3 	-	1.047	1.000	1.000	1057	0	33	1
R0[33,2]	0.743 	9.998E-4 	-	1.010	1.000	1.000	1058	0	33	2
R0[33,3]	0.871 	1.174E-3 	-	0.921	1.000	1.000	1059	0	33	3
R0[33,4]	0.872 	1.241E-3 	-	0.924	1.000	1.000	1060	0	33	4
R0[33,5]	0.969 	8.201E-4 	-	0.847	1.000	1.000	1061	0	33	5
R0[33,7]	1.049 	6.929E-4 	-	0.784	1.000	1.000	1063	0	33	7
R0[33,8]	0.958 	1.148E-3 	-	0.846	1.000	1.000	1064	0	33	8
R0[33,9]	1.014 	6.146E-4 	-	0.782	1.000	1.000	1065	0	33	9
R0[33,10]	0.867 	8.148E-4 	-	0.945	1.000	1.000	1066	0	33	10
R0[33,11]	1.018 	9.709E-4 	-	0.823	1.000	1.000	1067	0	33	11
R0[33,12]	0.923 	5.908E-4 	-	0.840	1.000	1.000	1068	0	33	12
R0[33,13]	0.975 	7.915E-4 	-	0.812	1.000	1.000	1069	0	33	13
R0[33,14]	0.008 	4.082E-3 	gn	1.842	1.000	1.000	1070	0	33	14
R0[33,15]	1.069 	7.249E-4 	-	0.800	1.000	1.000	1071	0	33	15
R0[33,16]	1.107 	7.707E-4 	-	0.762	1.000	1.000	1072	0	33	16
R0[33,17]	1.087 	7.007E-4 	-	0.767	1.000	1.000	1073	0	33	17
R0[33,18]	0.947 	8.668E-4 	-	0.799	1.000	1.000	1074	0	33	18
R0[33,19]	0.937 	9.217E-4 	-	0.812	1.000	1.000	1075	0	33	19
R0[33,21]	1.054 	5.905E-4 	-	0.788	1.000	1.000	1077	0	33	21
R0[33,22]	1.045 	6.499E-4 	-	0.765	1.000	1.000	1078	0	33	22
R0[33,23]	0.949 	1.028E-3 	-	0.808	1.000	1.000	1079	0	33	23
R0[33,24]	0.002 	3.554E-3 	gn	0.867	1.000	1.000	1080	0	33	24
R0[33,25]	0.982 	6.453E-4 	-	0.762	1.000	1.000	1081	0	33	25
R0[33,26]	0.968 	8.366E-4 	-	0.811	1.000	1.000	1082	0	33	26
R0[34,0]	1.024 	7.109E-4 	-	0.878	1.000	1.000	1088	0	34	0
R0[34,1]	0.993 	7.406E-4 	-	0.996	1.000	1.000	1089	0	34	1
R0[34,2]	0.816 	1.016E-3 	-	1.108	1.000	1.000	1090	0	34	2
R0[34,3]	0.867 	7.146E-4 	-	1.050	1.000	1.000	1091	0	34	3
R0[34,4]	0.954 	8.656E-4 	-	0.949	1.000	1.000	1092	0	34	4
R0[34,5]	0.975 	8.824E-4 	-	0.931	1.000	1.000	1093	0	34	5
R0[34,7]	1.038 	5.974E-4 	-	0.841	1.000	1.000	1095	0	34	7
R0[34,8]	1.055 	8.208E-4 	-	0.873	1.000	1.000	1096	0	34	8
R0[34,9]	1.106 	6.185E-4 	-	0.850	1.000	1.000	1097	0	34	9
R0[34,10]	1.102 	7.727E-4 	-	0.865	1.000	1.000	1098	0	34	10
R0[34,11]	1.091 	6.736E-4 	-	0.845	1.000	1.000	1099	0	34	11
R0[34,12]	1.238 	3.987E-4 	-	0.763	1.000	1.000	1100	0	34	12
R0[34,13]	1.096 	6.876E-4 	-	0.782	1.000	1.000	1101	0	34	13
R0[34,14]	0.121 	4.198E-3 	g	1.041	1.000	1.000	1102	0	34	14
R0[34,15]	1.319 	5.106E-4 	-	0.803	1.000	1.000	1103	0	34	15
R0[34,16]	1.255 	4.790E-5 	-	0.812	1.000	1.000	1104	0	34	16
R0[34,17]	1.260 	6.534E-4 	-	0.781	1.000	1.000	1105	0	34	17
R0[34,18]	1.101 	5.699E-4 	-	0.806	1.000	1.000	1106	0	34	18
R0[34,19]	1.030 	6.584E-4 	-	0.825	1.000	1.000	1107	0	34	19
R0[34,21]	1.057 	5.231E-4 	-	0.841	1.000	1.000	1109	0	34	21
R0[34,22]	1.045 	6.773E-4 	-	0.811	1.000	1.000	1110	0	34	22
R0[34,23]	1.039 	7.091E-4 	-	0.849	1.000	1.000	1111	0	34	23
R0[34,24]	0.001 	3.590E-3 	gn	0.709	1.000	1.000	1112	0	34	24
R0[34,25]	1.009 	6.310E-4 	-	0.825	1.000	1.000	1113	0	34	25
R0[34,26]	0.952 	7.224E-4 	-	0.892	1.000	1.000	1114	0	34	26
R0[35,0]	0.806 	7.955E-4 	-	1.083	1.000	1.000	1120	0	35	0
R0[35,1]	0.844 	8.151E-4 	-	1.032	1.000	1.000	1121	0	35	1
R0[35,2]	0.860 	9.054E-4 	-	1.039	1.000	1.000	1122	0	35	2
R0[35,3]	1.055 	6.033E-4 	-	0.897	1.000	1.000	1123	0	35	3
R0[35,4]	0.882 	9.698E-4 	-	1.012	1.000	1.000	1124	0	35	4
R0[35,5]	0.908 	8.707E-4 	-	0.973	1.000	1.000	1125	0	35	5
R0[35,7]	0.988 	8.716E-4 	-	0.914	1.000	1.000	1127	0	35	7
R0[35,8]	1.000 	6.333E-4 	-	0.871	1.000	1.000	1128	0	35	8
R0[35,9]	1.035 	6.180E-4 	-	0.883	1.000	1.000	1129	0	35	9
R0[35,10]	1.009 	7.105E-4 	-	0.847	1.000	1.000	1130	0	35	10
R0[35,11]	1.048 	5.804E-4 	-	0.848	1.000	1.000	1131	0	35	11
R0[35,12]	1.052 	5.228E-4 	-	0.860	1.000	1.000	1132	0	35	12
R0[35,13]	1.068 	6.505E-4 	-	0.858	1.000	1.000	1133	0	35	13
R0[35,14]	1.100 	7.023E-4 	-	0.852	1.000	1.000	1134	0	35	14
R0[35,15]	1.175 	4.552E-4 	-	0.834	1.000	1.000	1135	0	35	15
R0[35,16]	1.179 	6.034E-4 	-	0.779	1.000	1.000	1136	0	35	16
R0[35,17]	1.126 	5.920E-4 	-	0.833	1.000	1.000	1137	0	35	17
R0[35,18]	1.027 	6.526E-4 	-	0.841	1.000	1.000	1138	0	35	18
R0[35,19]	0.953 	2.168E-4 	-	1.045	1.000	1.000	1139	0	35	19
R0[35,21]	1.004 	6.891E-4 	-	0.847	1.000	1.000	1141	0	35	21
R0[35,22]	0.999 	7.260E-4 	-	0.859	1.000	1.000	1142	0	35	22
R0[35,23]	0.990 	7.985E-4 	-	0.864	1.000	1.000	1143	0	35	23
R0[35,24]	0.002 	3.560E-3 	gn	0.494	1.000	1.000	1144	0	35	24
R0[35,25]	0.947 	7.626E-4 	-	0.870	1.000	1.000	1145	0	35	25
R0[35,26]	0.890 	7.037E-4 	-	0.900	1.000	1.000	1146	0	35	26
R0[36,0]	0.696 	5.876E-4 	-	1.189	1.000	1.000	1152	0	36	0
R0[36,1]	0.993 	5.450E-4 	-	1.011	1.000	1.000	1153	0	36	1
R0[36,2]	0.879 	6.827E-4 	-	1.110	1.000	1.000	1154	0	36	2
R0[36,3]	0.930 	6.783E-4 	-	1.087	1.000	1.000	1155	0	36	3
R0[36,4]	0.989 	7.274E-4 	-	1.048	1.000	1.000	1156	0	36	4
R0[36,5]	1.005 	6.243E-4 	-	1.049	1.000	1.000	1157	0	36	5
R0[36,7]	1.111 	5.781E-4 	-	0.958	1.000	1.000	1159	0	36	7
R0[36,8]	1.118 	6.657E-4 	-	0.934	1.000	1.000	1160	0	36	8
R0[36,9]	1.127 	5.918E-4 	-	0.897	1.000	1.000	1161	0	36	9
R0[36,10]	1.168 	5.534E-4 	-	0.903	1.000	1.000	1162	0	36	10
R0[36,11]	1.193 	5.432E-4 	-	0.892	1.000	1.000	1163	0	36	11
R0[36,12]	1.222 	3.732E-4 	-	0.865	1.000	1.000	1164	0	36	12
R0[36,13]	1.206 	4.698E-4 	-	0.870	1.000	1.000	1165	0	36	13
R0[36,14]	1.174 	6.044E-4 	-	0.900	1.000	1.000	1166	0	36	14
R0[36,15]	1.212 	4.020E-4 	-	0.844	1.000	1.000	1167	0	36	15
R0[36,16]	1.413 	2.560E-5 	n	0.738	1.000	1.000	1168	0	36	16
R0[36,17]	1.147 	5.596E-4 	-	0.859	1.000	1.000	1169	0	36	17
R0[36,18]	1.148 	6.422E-4 	-	0.851	1.000	1.000	1170	0	36	18
R0[36,19]	1.111 	4.615E-4 	-	0.867	1.000	1.000	1171	0	36	19
R0[36,21]	1.123 	5.485E-4 	-	0.851	1.000	1.000	1173	0	36	21
R0[36,22]	0.002 	4.861E-3 	gn	-0.660	1.000	1.000	1174	0	36	22
R0[36,23]	1.129 	4.036E-4 	-	0.954	1.000	1.000	1175	0	36	23
R0[36,24]	0.002 	3.685E-3 	gn	-0.686	1.000	1.000	1176	0	36	24
R0[36,25]	1.050 	5.639E-4 	-	0.920	1.000	1.000	1177	0	36	25
R0[36,26]	0.979 	6.142E-4 	-	0.947	1.000	1.000	1178	0	36	26
R0[37,0]	0.648 	1.470E-4 	-	1.241	1.000	1.000	1184	0	37	0
R0[37,1]	0.771 	2.083E-4 	-	1.114	1.000	1.000	1185	0	37	1
R0[37,2]	0.819 	3.121E-4 	-	1.078	1.000	1.000	1186	0	37	2
R0[37,3]	0.853 	7.725E-4 	-	1.134	1.000	1.000	1187	0	37	3
R0[37,4]	0.913 	5.358E-4 	-	1.038	1.000	1.000	1188	0	37	4
R0[37,5]	0.907 	2.584E-4 	-	1.013	1.000	1.000	1189	0	37	5
R0[37,7]	0.972 	6.060E-4 	-	1.061	1.000	1.000	1191	0	37	7
R0[37,8]	1.025 	6.685E-4 	-	0.990	1.000	1.000	1192	0	37	8
R0[37,9]	1.033 	4.064E-4 	-	0.985	1.000	1.000	1193	0	37	9
R0[37,10]	1.061 	5.096E-4 	-	0.979	1.000	1.000	1194	0	37	10
R0[37,11]	1.067 	5.010E-4 	-	0.856	1.000	1.000	1195	0	37	11
R0[37,12]	1.144 	4.363E-4 	-	0.836	1.000	1.000	1196	0	37	12
R0[37,13]	1.124 	4.969E-4 	-	0.903	1.000	1.000	1197	0	37	13
R0[37,14]	1.097 	5.993E-4 	-	0.947	1.000	1.000	1198	0	37	14
R0[37,15]	1.131 	4.795E-4 	-	0.924	1.000	1.000	1199	0	37	15
R0[37,16]	1.121 	4.845E-4 	-	0.880	1.000	1.000	1200	0	37	16
R0[37,17]	1.050 	4.803E-4 	-	0.904	1.000	1.000	1201	0	37	17
R0[37,18]	1.052 	6.339E-4 	-	0.883	1.000	1.000	1202	0	37	18
R0[37,19]	1.005 	4.729E-4 	-	0.918	1.000	1.000	1203	0	37	19
R0[37,21]	1.033 	5.867E-4 	-	0.899	1.000	1.000	1205	0	37	21
R0[37,22]	1.034 	6.270E-4 	-	0.909	1.000	1.000	1206	0	37	22
R0[37,23]	0.958 	5.882E-4 	-	1.025	1.000	1.000	1207	0	37	23
R0[37,24]	0.002 	3.862E-3 	gn	-1.269	1.000	1.000	1208	0	37	24
R0[37,25]	0.938 	5.664E-4 	-	0.931	1.000	1.000	1209	0	37	25
R0[37,26]	0.904 	6.340E-4 	-	0.977	1.000	1.000	1210	0	37	26
R0[38,0]	0.708 	6.547E-4 	-	1.083	1.000	1.000	1216	0	38	0
R0[38,1]	0.688 	2.208E-4 	-	1.124	1.000	1.000	1217	0	38	1
R0[38,2]	0.706 	8.614E-4 	-	1.167	1.000	1.000	1218	0	38	2
R0[38,3]	0.809 	8.340E-4 	-	1.044	1.000	1.000	1219	0	38	3
R0[38,4]	0.866 	5.912E-4 	-	1.047	1.000	1.000	1220	0	38	4
R0[38,5]	0.978 	5.575E-4 	-	0.993	1.000	1.000	1221	0	38	5
R0[38,7]	1.213 	4.937E-4 	-	0.901	1.000	1.000	1223	0	38	7
R0[38,8]	0.841 	7.497E-4 	-	1.110	1.000	1.000	1224	0	38	8
R0[38,9]	0.941 	7.521E-4 	-	1.041	1.000	1.000	1225	0	38	9
R0[38,10]	1.053 	4.861E-4 	-	0.901	1.000	1.000	1226	0	38	10
R0[38,11]	0.959 	6.445E-4 	-	0.989	1.000	1.000	1227	0	38	11
R0[38,12]	0.962 	6.512E-4 	-	0.993	1.000	1.000	1228	0	38	12
R0[38,13]	0.971 	5.662E-4 	-	1.001	1.000	1.000	1229	0	38	13
R0[38,14]	1.025 	4.245E-4 	-	0.956	1.000	1.000	1230	0	38	14
R0[38,15]	1.087 	5.396E-4 	-	0.942	1.000	1.000	1231	0	38	15
R0[38,16]	1.148 	6.549E-4 	-	0.853	1.000	1.000	1232	0	38	16
R0[38,17]	0.876 	5.928E-4 	-	0.983	1.000	1.000	1233	0	38	17
R0[38,18]	0.851 	6.245E-4 	-	0.976	1.000	1.000	1234	0	38	18
R0[38,19]	1.127 	2.823E-4 	-	0.766	1.000	1.000	1235	0	38	19
R0[38,21]	1.098 	7.040E-4 	-	0.856	1.000	1.000	1237	0	38	21
R0[38,22]	0.905 	7.554E-4 	-	0.951	1.000	1.000	1238	0	38	22
R0[38,23]	0.771 	7.783E-4 	-	1.007	1.000	1.000	1239	0	38	23
R0[38,24]	0.003 	3.706E-3 	gn	-0.945	1.000	1.000	1240	0	38	24
R0[38,25]	1.143 	3.937E-4 	-	0.818	1.000	1.000	1241	0	38	25
R0[38,26]	1.063 	7.339E-5 	-	0.883	1.000	1.000	1242	0	38	26
R0[39,0]	0.801 	7.015E-4 	-	0.865	1.000	1.000	1248	0	39	0
R0[39,1]	-0.000 	3.823E-3 	gn	3.441	1.000	1.000	1249	0	39	1
R0[39,2]	-0.000 	3.294E-3 	gn	-0.705	1.000	1.000	1250	0	39	2
R0[39,3]	0.000 	3.072E-3 	gn	995.591	1.000	1.000	1251	0	39	3
R0[39,4]	0.001 	3.436E-3 	gn	-6.911	1.000	1.000	1252	0	39	4
R0[39,5]	-0.000 	4.048E-3 	gn	11.274	1.000	1.000	1253	0	39	5
R0[39,7]	-0.000 	3.923E-3 	gn	-16.244	1.000	1.000	1255	0	39	7
R0[39,8]	0.715 	7.725E-4 	-	1.156	1.000	1.000	1256	0	39	8
R0[39,9]	0.848 	7.342E-4 	-	1.145	1.000	1.000	1257	0	39	9
R0[39,10]	-0.000 	4.308E-3 	gn	4.704	1.000	1.000	1258	0	39	10
R0[39,11]	0.978 	5.980E-4 	-	1.016	1.000	1.000	1259	0	39	11
R0[39,12]	-0.000 	4.616E-3 	gn	2.221	1.000	1.000	1260	0	39	12
R0[39,13]	0.780 	5.610E-4 	-	1.053	1.000	1.000	1261	0	39	13
R0[39,14]	-0.000 	3.962E-3 	gn	4.636	1.000	1.000	1262	0	39	14
R0[39,15]	-0.000 	3.817E-3 	gn	1.379	1.000	1.000	1263	0	39	15
R0[39,16]	1.075 	5.975E-4 	-	0.897	1.000	1.000	1264	0	39	16
R0[39,17]	1.042 	5.236E-4 	-	0.920	1.000	1.000	1265	0	39	17
R0[39,18]	0.726 	8.502E-4 	-	1.050	1.000	1.000	1266	0	39	18
R0[39,19]	0.748 	7.682E-4 	-	1.079	1.000	1.000	1267	0	39	19
R0[39,21]	1.070 	5.418E-7 	n	0.837	1.000	1.000	1269	0	39	21
R0[39,22]	0.897 	6.583E-4 	-	0.983	1.000	1.000	1270	0	39	22
R0[39,23]	0.382 	2.077E-3 	-	1.076	1.000	1.000	1271	0	39	23
R0[39,24]	0.003 	3.516E-3 	gn	-0.530	1.000	1.000	1272	0	39	24
R0[39,25]	0.003 	3.179E-3 	gn	-0.531	1.000	1.000	1273	0	39	25
R0[39,26]	1.034 	2.828E-4 	-	0.818	1.000	1.000	1274	0	39	26
R0[40,0]	1.000 	2.303E-1 	Bn	0.000	1.000	1.000	1280	0	40	0
R0[40,1]	1.000 	1.944E-1 	Bn	0.000	1.000	1.000	1281	0	40	1
R0[40,2]	1.000 	1.992E-1 	Bn	0.000	1.000	1.000	1282	0	40	2
R0[40,3]	1.000 	2.679E-1 	Bn	0.000	1.000	1.000	1283	0	40	3
R0[40,4]	1.000 	2.280E-1 	Bn	0.000	1.000	1.000	1284	0	40	4
R0[40,5]	1.000 	2.461E-1 	Bn	0.000	1.000	1.000	1285	0	40	5
R0[40,7]	1.000 	2.823E-1 	Bn	0.000	1.000	1.000	1287	0	40	7
R0[40,8]	1.000 	2.361E-1 	Bn	0.000	1.000	1.000	1288	0	40	8
R0[40,9]	1.000 	3.161E-1 	Bn	0.000	1.000	1.000	1289	0	40	9
R0[40,10]	1.000 	2.538E-1 	Bn	0.000	1.000	1.000	1290	0	40	10
R0[40,11]	1.000 	3.242E-1 	Bn	0.000	1.000	1.000	1291	0	40	11
R0[40,12]	1.000 	2.532E-1 	Bn	0.000	1.000	1.000	1292	0	40	12
R0[40,13]	1.000 	1.596E-1 	Bn	0.000	1.000	1.000	1293	0	40	13
R0[40,14]	1.000 	2.073E-1 	Bn	0.000	1.000	1.000	1294	0	40	14
R0[40,15]	1.000 	2.387E-1 	Bn	0.000	1.000	1.000	1295	0	40	15
R0[40,16]	1.000 	1.344E-1 	Bn	0.000	1.000	1.000	1296	0	40	16
R0[40,17]	1.000 	2.712E-1 	Bn	0.000	1.000	1.000	1297	0	40	17
R0[40,18]	1.000 	2.446E-1 	Bn	0.000	1.000	1.000	1298	0	40	18
R0[40,19]	1.000 	2.547E-1 	Bn	0.000	1.000	1.000	1299	0	40	19
R0[40,21]	1.000 	1.358E-1 	Bn	0.000	1.000	1.000	1301	0	40	21
R0[40,22]	1.000 	1.842E-1 	Bn	0.000	1.000	1.000	1302	0	40	22
R0[40,23]	1.000 	1.488E-1 	Bn	0.000	1.000	1.000	1303	0	40	23
R0[40,24]	1.000 	0.000E0 	Bn	0.000	1.000	1.000	1304	0	40	24
R0[40,25]	1.000 	1.634E-1 	Bn	0.000	1.000	1.000	1305	0	40	25
R0[40,26]	1.000 	1.763E-1 	Bn	0.000	1.000	1.000	1306	0	40	26
R1[0,1]	0.001 	7.477E-4 	gn	-15.342	1.000	1.000	1313	1	0	1
R1[0,2]	0.001 	9.713E-4 	gn	-23.790	1.000	1.000	1314	1	0	2
R1[0,3]	0.030 	9.617E-4 	gn	1.526	1.000	1.000	1315	1	0	3
R1[0,4]	0.772 	2.351E-4 	-	1.651	1.000	1.000	1316	1	0	4
R1[0,5]	0.955 	1.292E-4 	-	1.528	1.000	1.000	1317	1	0	5
R1[0,6]	0.886 	2.026E-4 	-	1.423	1.000	1.000	1318	1	0	6
R1[0,7]	0.000 	1.201E-3 	gn	-87.369	1.000	1.000	1319	1	0	7
R1[0,8]	0.001 	8.878E-4 	gn	-26.185	1.000	1.000	1320	1	0	8
R1[0,9]	0.348 	8.805E-4 	-	1.733	1.000	1.000	1321	1	0	9
R1[0,10]	0.230 	6.670E-4 	gn	1.671	1.000	1.000	1322	1	0	10
R1[0,11]	0.068 	1.051E-3 	gn	1.504	1.000	1.000	1323	1	0	11
R1[0,12]	0.914 	1.414E-4 	-	1.666	1.000	1.000	1324	1	0	12
R1[0,13]	0.070 	2.381E-4 	gn	1.122	1.000	1.000	1325	1	0	13
R1[0,15]	0.021 	1.771E-3 	gn	1.409	1.000	1.000	1327	1	0	15
R1[0,16]	-0.000 	9.875E-4 	gn	4.376	1.000	1.000	1328	1	0	16
R1[0,17]	-0.001 	1.310E-3 	gn	-1.149	1.000	1.000	1329	1	0	17
R1[0,18]	-0.000 	1.042E-3 	gn	4.170	1.000	1.000	1330	1	0	18
R1[0,19]	0.015 	1.357E-3 	gn	1.371	1.000	1.000	1331	1	0	19
R1[0,20]	-0.000 	9.736E-4 	gn	-118.579	1.000	1.000	1332	1	0	20
R1[0,21]	0.013 	9.683E-4 	gn	1.418	1.000	1.000	1333	1	0	21
R1[0,22]	0.014 	9.733E-4 	gn	1.288	1.000	1.000	1334	1	0	22
R1[0,24]	0.008 	5.188E-4 	gn	1.320	1.000	1.000	1336	1	0	24
R1[0,25]	0.017 	7.815E-4 	gn	0.787	1.000	1.000	1337	1	0	25
R1[0,26]	0.023 	7.897E-4 	gn	0.905	1.000	1.000	1338	1	0	26
R1[0,27]	0.053 	3.427E-6 	gn	0.069	1.000	1.000	1339	1	0	27
R1[0,28]	0.003 	1.153E-3 	gn	-1.471	1.000	1.000	1340	1	0	28
R1[0,29]	0.006 	1.077E-3 	gn	2.150	1.000	1.000	1341	1	0	29
R1[0,30]	0.011 	1.114E-3 	gn	1.274	1.000	1.000	1342	1	0	30
R1[0,31]	0.007 	1.075E-3 	gn	2.256	1.000	1.000	1343	1	0	31
R1[1,1]	0.001 	7.513E-4 	gn	-16.104	1.000	1.000	1345	1	1	1
R1[1,2]	-0.001 	1.076E-3 	gn	43.159	1.000	1.000	1346	1	1	2
R1[1,3]	-0.001 	1.080E-3 	gn	20.756	1.000	1.000	1347	1	1	3
R1[1,4]	0.967 	2.477E-4 	-	1.572	1.000	1.000	1348	1	1	4
R1[1,5]	1.511 	1.241E-4 	-	1.275	1.000	1.000	1349	1	1	5
R1[1,6]	1.117 	1.853E-4 	-	1.515	1.000	1.000	1350	1	1	6
R1[1,7]	1.060 	2.565E-4 	-	1.520	1.000	1.000	1351	1	1	7
R1[1,8]	1.008 	1.739E-4 	-	1.485	1.000	1.000	1352	1	1	8
R1[1,9]	0.948 	1.626E-4 	-	1.477	1.000	1.000	1353	1	1	9
R1[1,10]	0.869 	2.971E-4 	-	1.476	1.000	1.000	1354	1	1	10
R1[1,11]	-0.002 	4.529E-4 	gn	18.819	1.000	1.000	1355	1	1	11
R1[1,12]	0.453 	4.672E-4 	-	1.596	1.000	1.000	1356	1	1	12
R1[1,13]	1.109 	1.052E-5 	n	0.824	1.000	1.000	1357	1	1	13
R1[1,15]	0.029 	1.863E-3 	gn	1.248	1.000	1.000	1359	1	1	15
R1[1,16]	-0.000 	1.032E-3 	gn	5.531	1.000	1.000	1360	1	1	16
R1[1,17]	-0.001 	1.247E-3 	gn	2.552	1.000	1.000	1361	1	1	17
R1[1,18]	-0.000 	1.037E-3 	gn	4.862	1.000	1.000	1362	1	1	18
R1[1,19]	0.008 	1.196E-3 	gn	1.111	1.000	1.000	1363	1	1	19
R1[1,20]	0.001 	9.556E-4 	gn	5.299	1.000	1.000	1364	1	1	20
R1[1,21]	0.020 	9.686E-4 	gn	1.339	1.000	1.000	1365	1	1	21
R1[1,22]	0.031 	1.108E-3 	gn	1.876	1.000	1.000	1366	1	1	22
R1[1,23]	0.043 	1.150E-3 	gn	1.868	1.000	1.000	1367	1	1	23
R1[1,24]	0.002 	6.505E-4 	gn	-3.873	1.000	1.000	1368	1	1	24
R1[1,25]	-0.007 	8.319E-4 	gn	4.256	1.000	1.000	1369	1	1	25
R1[1,26]	0.086 	9.149E-4 	gn	1.392	1.000	1.000	1370	1	1	26
R1[1,27]	0.061 	2.798E-5 	gn	1.604	1.000	1.000	1371	1	1	27
R1[1,28]	0.058 	1.187E-3 	gn	1.482	1.000	1.000	1372	1	1	28
R1[1,29]	0.029 	1.101E-3 	gn	1.429	1.000	1.000	1373	1	1	29
R1[1,30]	0.002 	1.079E-3 	gn	-2.154	1.000	1.000	1374	1	1	30
R1[1,31]	-0.004 	9.865E-4 	gn	5.000	1.000	1.000	1375	1	1	31
R1[2,1]	0.001 	7.302E-4 	gn	-13.001	1.000	1.000	1377	1	2	1
R1[2,2]	0.013 	9.430E-4 	gn	0.526	1.000	1.000	1378	1	2	2
R1[2,3]	0.580 	4.023E-4 	-	1.750	1.000	1.000	1379	1	2	3
R1[2,4]	1.420 	1.422E-4 	-	1.187	1.000	1.000	1380	1	2	4
R1[2,5]	1.145 	2.568E-4 	-	1.396	1.000	1.000	1381	1	2	5
R1[2,6]	1.155 	2.080E-4 	-	1.384	1.000	1.000	1382	1	2	6
R1[2,7]	1.089 	2.741E-4 	-	1.406	1.000	1.000	1383	1	2	7
R1[2,8]	0.001 	9.888E-4 	gn	-20.635	1.000	1.000	1384	1	2	8
R1[2,9]	0.901 	3.205E-4 	-	1.409	1.000	1.000	1385	1	2	9
R1[2,10]	0.104 	1.265E-3 	gn	1.422	1.000	1.000	1386	1	2	10
R1[2,11]	0.029 	1.430E-3 	gn	0.825	1.000	1.000	1387	1	2	11
R1[2,12]	0.056 	1.598E-3 	gn	1.256	1.000	1.000	1388	1	2	12
R1[2,13]	0.433 	5.320E-4 	-	1.480	1.000	1.000	1389	1	2	13
R1[2,15]	0.369 	1.389E-3 	-	1.408	1.000	1.000	1391	1	2	15
R1[2,16]	-0.000 	9.278E-4 	gn	10.655	1.000	1.000	1392	1	2	16
R1[2,17]	0.325 	9.379E-6 	n	0.322	1.000	1.000	1393	1	2	17
R1[2,18]	-0.001 	9.986E-4 	gn	5.648	1.000	1.000	1394	1	2	18
R1[2,19]	-0.000 	1.258E-3 	gn	6.806	1.000	1.000	1395	1	2	19
R1[2,20]	0.006 	9.227E-4 	gn	2.105	1.000	1.000	1396	1	2	20
R1[2,21]	0.021 	1.025E-3 	gn	1.563	1.000	1.000	1397	1	2	21
R1[2,22]	0.054 	1.193E-3 	gn	1.610	1.000	1.000	1398	1	2	22
R1[2,23]	0.319 	8.778E-4 	-	1.500	1.000	1.000	1399	1	2	23
R1[2,24]	0.353 	3.984E-4 	n	1.502	1.000	1.000	1400	1	2	24
R1[2,25]	0.641 	3.582E-4 	-	1.447	1.000	1.000	1401	1	2	25
R1[2,26]	0.365 	8.992E-4 	-	1.423	1.000	1.000	1402	1	2	26
R1[2,27]	0.002 	6.992E-4 	gn	-2.356	1.000	1.000	1403	1	2	27
R1[2,28]	0.590 	5.655E-4 	-	1.387	1.000	1.000	1404	1	2	28
R1[2,29]	0.586 	5.198E-4 	-	1.425	1.000	1.000	1405	1	2	29
R1[2,30]	0.023 	1.090E-3 	gn	1.794	1.000	1.000	1406	1	2	30
R1[2,31]	0.012 	1.075E-3 	gn	1.355	1.000	1.000	1407	1	2	31
R1[3,1]	0.002 	7.283E-4 	gn	-13.819	1.000	1.000	1409	1	3	1
R1[3,2]	0.017 	9.842E-4 	gn	0.325	1.000	1.000	1410	1	3	2
R1[3,3]	0.699 	3.091E-4 	-	1.748	1.000	1.000	1411	1	3	3
