# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2016-12-03_HA_F354-88_0005_80-047
# Object: omc1_c
# Date: 2016-12-03T07:43:50.590 (MJD: 57725.32291405092)
# Project: 88_0005_80
# Exposure: 83.89583999999999 s.
# Equatorial: 05h35m13.921s -05d22m22.81s (J2000.0)
# Horizontal: 130d08m04.31s 37d14m20.20s
# CRUSH version: 2.34-1
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R0[33,9]	1.113 	4.697E-4 	-	2.348	1.000	1.000	1065	0	33	9
R0[33,10]	0.975 	4.842E-4 	-	2.644	1.000	1.000	1066	0	33	10
R0[33,11]	1.126 	4.812E-4 	-	2.356	1.000	1.000	1067	0	33	11
R0[33,12]	1.029 	5.071E-4 	-	2.477	1.000	1.000	1068	0	33	12
R0[33,13]	1.086 	3.811E-4 	-	2.329	1.000	1.000	1069	0	33	13
R0[33,14]	0.008 	4.188E-3 	gn	7.749	1.000	1.000	1070	0	33	14
R0[33,15]	1.206 	4.627E-4 	-	2.325	1.000	1.000	1071	0	33	15
R0[33,16]	1.235 	4.564E-4 	-	2.251	1.000	1.000	1072	0	33	16
R0[33,17]	1.209 	3.495E-4 	-	2.171	1.000	1.000	1073	0	33	17
R0[33,18]	1.069 	4.377E-4 	-	2.265	1.000	1.000	1074	0	33	18
R0[33,19]	1.060 	5.640E-4 	-	2.237	1.000	1.000	1075	0	33	19
R0[33,21]	1.193 	3.912E-4 	-	2.049	1.000	1.000	1077	0	33	21
R0[33,22]	1.184 	3.946E-4 	-	1.931	1.000	1.000	1078	0	33	22
R0[33,23]	1.074 	4.443E-4 	-	1.997	1.000	1.000	1079	0	33	23
R0[33,24]	-0.000 	3.815E-3 	gn	54.671	1.000	1.000	1080	0	33	24
R0[33,25]	1.111 	4.400E-4 	-	1.981	1.000	1.000	1081	0	33	25
R0[33,26]	1.107 	5.052E-4 	-	2.003	1.000	1.000	1082	0	33	26
R0[34,0]	0.992 	4.979E-4 	-	2.862	1.000	1.000	1088	0	34	0
R0[34,1]	0.938 	4.547E-4 	-	2.968	1.000	1.000	1089	0	34	1
R0[34,2]	0.771 	5.827E-4 	-	3.273	1.000	1.000	1090	0	34	2
R0[34,3]	0.823 	5.279E-4 	-	3.106	1.000	1.000	1091	0	34	3
R0[34,4]	0.912 	5.016E-4 	-	2.856	1.000	1.000	1092	0	34	4
R0[34,5]	0.930 	5.820E-4 	-	2.811	1.000	1.000	1093	0	34	5
R0[34,7]	1.013 	4.599E-4 	-	2.525	1.000	1.000	1095	0	34	7
R0[34,8]	1.003 	5.259E-4 	-	2.620	1.000	1.000	1096	0	34	8
R0[34,9]	1.075 	4.989E-4 	-	2.458	1.000	1.000	1097	0	34	9
R0[34,10]	1.083 	5.599E-4 	-	2.414	1.000	1.000	1098	0	34	10
R0[34,11]	1.071 	4.178E-4 	-	2.418	1.000	1.000	1099	0	34	11
R0[34,12]	1.208 	3.109E-4 	-	2.100	1.000	1.000	1100	0	34	12
R0[34,13]	1.071 	2.740E-4 	-	2.422	1.000	1.000	1101	0	34	13
R0[34,14]	0.137 	3.331E-3 	g	3.421	1.000	1.000	1102	0	34	14
R0[34,15]	1.310 	3.919E-4 	-	2.345	1.000	1.000	1103	0	34	15
R0[34,16]	1.242 	1.348E-4 	-	2.444	1.000	1.000	1104	0	34	16
R0[34,17]	1.246 	4.494E-4 	-	2.276	1.000	1.000	1105	0	34	17
R0[34,18]	1.098 	3.883E-4 	-	2.267	1.000	1.000	1106	0	34	18
R0[34,19]	0.994 	6.164E-5 	-	2.470	1.000	1.000	1107	0	34	19
R0[34,21]	1.060 	3.496E-4 	-	2.255	1.000	1.000	1109	0	34	21
R0[34,22]	1.064 	5.848E-4 	-	2.283	1.000	1.000	1110	0	34	22
R0[34,23]	1.056 	5.174E-4 	-	2.149	1.000	1.000	1111	0	34	23
R0[34,24]	-0.000 	3.551E-3 	gn	28.792	1.000	1.000	1112	0	34	24
R0[34,25]	1.028 	5.786E-4 	-	2.169	1.000	1.000	1113	0	34	25
R0[34,26]	0.985 	5.403E-4 	-	2.234	1.000	1.000	1114	0	34	26
R0[35,0]	0.758 	6.576E-4 	-	3.342	1.000	1.000	1120	0	35	0
R0[35,1]	0.793 	6.372E-4 	-	3.245	1.000	1.000	1121	0	35	1
R0[35,2]	0.812 	6.377E-4 	-	3.184	1.000	1.000	1122	0	35	2
R0[35,3]	1.009 	4.359E-4 	-	2.671	1.000	1.000	1123	0	35	3
R0[35,4]	0.846 	5.722E-4 	-	3.077	1.000	1.000	1124	0	35	4
R0[35,5]	0.852 	5.502E-4 	-	3.025	1.000	1.000	1125	0	35	5
R0[35,7]	0.944 	5.361E-4 	-	2.746	1.000	1.000	1127	0	35	7
R0[35,8]	0.980 	4.854E-4 	-	2.698	1.000	1.000	1128	0	35	8
R0[35,9]	1.001 	4.591E-4 	-	2.605	1.000	1.000	1129	0	35	9
R0[35,10]	0.985 	5.567E-4 	-	2.612	1.000	1.000	1130	0	35	10
R0[35,11]	1.030 	5.788E-4 	-	2.495	1.000	1.000	1131	0	35	11
R0[35,12]	1.036 	4.263E-4 	-	2.393	1.000	1.000	1132	0	35	12
R0[35,13]	1.041 	4.676E-4 	-	2.484	1.000	1.000	1133	0	35	13
R0[35,14]	1.104 	4.876E-4 	-	2.318	1.000	1.000	1134	0	35	14
R0[35,15]	1.172 	4.239E-4 	-	2.314	1.000	1.000	1135	0	35	15
R0[35,16]	1.160 	5.012E-4 	-	2.362	1.000	1.000	1136	0	35	16
R0[35,17]	1.118 	4.063E-4 	-	2.402	1.000	1.000	1137	0	35	17
R0[35,18]	1.029 	5.244E-4 	-	2.479	1.000	1.000	1138	0	35	18
R0[35,19]	1.007 	4.701E-4 	-	2.503	1.000	1.000	1139	0	35	19
R0[35,21]	1.018 	4.705E-4 	-	2.351	1.000	1.000	1141	0	35	21
R0[35,22]	1.014 	5.395E-4 	-	2.290	1.000	1.000	1142	0	35	22
R0[35,23]	1.008 	5.840E-4 	-	2.324	1.000	1.000	1143	0	35	23
R0[35,24]	-0.000 	3.378E-3 	gn	40.728	1.000	1.000	1144	0	35	24
R0[35,25]	0.976 	6.168E-4 	-	2.290	1.000	1.000	1145	0	35	25
R0[35,26]	0.929 	5.106E-4 	-	2.410	1.000	1.000	1146	0	35	26
R0[36,0]	0.477 	9.872E-4 	-	4.175	1.000	1.000	1152	0	36	0
R0[36,1]	0.950 	3.543E-4 	-	3.227	1.000	1.000	1153	0	36	1
R0[36,2]	0.848 	4.344E-4 	-	3.616	1.000	1.000	1154	0	36	2
R0[36,3]	0.904 	4.478E-4 	-	3.398	1.000	1.000	1155	0	36	3
R0[36,4]	0.966 	3.799E-4 	-	3.355	1.000	1.000	1156	0	36	4
R0[36,5]	0.984 	3.467E-4 	-	3.290	1.000	1.000	1157	0	36	5
R0[36,7]	1.098 	2.902E-4 	-	2.931	1.000	1.000	1159	0	36	7
R0[36,8]	1.123 	2.812E-4 	-	2.900	1.000	1.000	1160	0	36	8
R0[36,9]	1.124 	4.182E-4 	-	2.761	1.000	1.000	1161	0	36	9
R0[36,10]	1.172 	3.716E-4 	-	2.686	1.000	1.000	1162	0	36	10
R0[36,11]	1.221 	3.822E-4 	-	2.595	1.000	1.000	1163	0	36	11
R0[36,12]	1.232 	3.321E-4 	-	2.565	1.000	1.000	1164	0	36	12
R0[36,13]	1.233 	3.494E-4 	-	2.556	1.000	1.000	1165	0	36	13
R0[36,14]	1.211 	1.316E-4 	-	2.438	1.000	1.000	1166	0	36	14
R0[36,15]	1.252 	3.286E-4 	-	2.500	1.000	1.000	1167	0	36	15
R0[36,16]	1.447 	2.738E-5 	-	2.904	1.000	1.000	1168	0	36	16
R0[36,17]	1.185 	3.442E-4 	-	2.580	1.000	1.000	1169	0	36	17
R0[36,18]	1.188 	3.431E-4 	-	2.561	1.000	1.000	1170	0	36	18
R0[36,19]	1.154 	2.856E-4 	-	2.662	1.000	1.000	1171	0	36	19
R0[36,21]	1.180 	3.235E-4 	-	2.656	1.000	1.000	1173	0	36	21
R0[36,22]	-0.000 	3.860E-3 	gn	24.466	1.000	1.000	1174	0	36	22
R0[36,23]	1.166 	3.694E-4 	-	2.499	1.000	1.000	1175	0	36	23
R0[36,24]	-0.000 	3.097E-3 	gn	90.256	1.000	1.000	1176	0	36	24
R0[36,25]	1.120 	3.911E-4 	-	2.481	1.000	1.000	1177	0	36	25
R0[36,26]	1.055 	3.814E-4 	-	2.619	1.000	1.000	1178	0	36	26
R0[37,0]	0.269 	6.720E-4 	g	3.843	1.000	1.000	1184	0	37	0
R0[37,1]	0.728 	2.415E-4 	-	4.024	1.000	1.000	1185	0	37	1
R0[37,2]	0.780 	2.656E-4 	-	3.623	1.000	1.000	1186	0	37	2
R0[37,3]	0.817 	4.532E-4 	-	3.647	1.000	1.000	1187	0	37	3
R0[37,4]	0.884 	3.731E-4 	-	3.473	1.000	1.000	1188	0	37	4
R0[37,5]	0.882 	4.292E-4 	-	3.485	1.000	1.000	1189	0	37	5
R0[37,7]	0.949 	3.684E-4 	-	3.250	1.000	1.000	1191	0	37	7
R0[37,8]	1.015 	3.825E-4 	-	3.090	1.000	1.000	1192	0	37	8
R0[37,9]	1.038 	3.753E-4 	-	3.019	1.000	1.000	1193	0	37	9
R0[37,10]	1.061 	3.672E-4 	-	2.887	1.000	1.000	1194	0	37	10
R0[37,11]	1.064 	3.670E-4 	-	2.918	1.000	1.000	1195	0	37	11
R0[37,12]	1.157 	3.877E-4 	-	2.553	1.000	1.000	1196	0	37	12
R0[37,13]	1.138 	3.237E-4 	-	2.715	1.000	1.000	1197	0	37	13
R0[37,14]	1.134 	3.463E-4 	-	2.668	1.000	1.000	1198	0	37	14
R0[37,15]	1.163 	3.215E-4 	-	2.619	1.000	1.000	1199	0	37	15
R0[37,16]	1.137 	2.820E-4 	-	2.641	1.000	1.000	1200	0	37	16
R0[37,17]	1.085 	3.257E-4 	-	2.800	1.000	1.000	1201	0	37	17
R0[37,18]	1.085 	3.778E-4 	-	2.695	1.000	1.000	1202	0	37	18
R0[37,19]	1.035 	3.308E-4 	-	2.932	1.000	1.000	1203	0	37	19
R0[37,21]	1.080 	3.506E-4 	-	2.776	1.000	1.000	1205	0	37	21
R0[37,22]	1.055 	2.821E-4 	-	2.768	1.000	1.000	1206	0	37	22
R0[37,23]	1.023 	3.934E-4 	-	2.926	1.000	1.000	1207	0	37	23
R0[37,24]	-0.000 	3.080E-3 	gn	-33.397	1.000	1.000	1208	0	37	24
R0[37,25]	0.993 	4.224E-4 	-	2.813	1.000	1.000	1209	0	37	25
R0[37,26]	0.963 	3.663E-4 	-	2.885	1.000	1.000	1210	0	37	26
R0[38,0]	0.511 	8.674E-4 	-	4.050	1.000	1.000	1216	0	38	0
R0[38,1]	0.419 	5.632E-4 	-	4.127	1.000	1.000	1217	0	38	1
R0[38,2]	0.657 	5.237E-4 	-	3.947	1.000	1.000	1218	0	38	2
R0[38,3]	0.797 	4.272E-4 	-	3.411	1.000	1.000	1219	0	38	3
R0[38,4]	0.862 	4.211E-4 	-	3.584	1.000	1.000	1220	0	38	4
R0[38,5]	0.975 	3.330E-4 	-	3.266	1.000	1.000	1221	0	38	5
R0[38,7]	1.239 	3.701E-4 	-	2.637	1.000	1.000	1223	0	38	7
R0[38,8]	0.853 	4.366E-4 	-	3.514	1.000	1.000	1224	0	38	8
R0[38,9]	0.965 	4.233E-4 	-	3.149	1.000	1.000	1225	0	38	9
R0[38,10]	1.075 	3.107E-4 	-	2.895	1.000	1.000	1226	0	38	10
R0[38,11]	0.989 	3.621E-4 	-	3.076	1.000	1.000	1227	0	38	11
R0[38,12]	0.998 	3.689E-4 	-	3.260	1.000	1.000	1228	0	38	12
R0[38,13]	1.018 	3.957E-4 	-	2.898	1.000	1.000	1229	0	38	13
R0[38,14]	1.087 	3.277E-4 	-	2.800	1.000	1.000	1230	0	38	14
R0[38,15]	1.139 	3.189E-4 	-	2.637	1.000	1.000	1231	0	38	15
R0[38,16]	1.215 	3.793E-4 	-	2.477	1.000	1.000	1232	0	38	16
R0[38,17]	0.923 	3.999E-4 	-	3.038	1.000	1.000	1233	0	38	17
R0[38,18]	0.916 	3.939E-4 	-	3.206	1.000	1.000	1234	0	38	18
R0[38,19]	1.192 	2.111E-4 	-	2.445	1.000	1.000	1235	0	38	19
R0[38,21]	1.180 	3.308E-4 	-	2.616	1.000	1.000	1237	0	38	21
R0[38,22]	0.977 	3.832E-4 	-	2.865	1.000	1.000	1238	0	38	22
R0[38,23]	0.876 	3.409E-4 	-	3.169	1.000	1.000	1239	0	38	23
R0[38,24]	-0.000 	2.651E-3 	gn	-23.495	1.000	1.000	1240	0	38	24
R0[38,25]	1.249 	7.785E-5 	-	2.313	1.000	1.000	1241	0	38	25
R0[38,26]	1.163 	1.717E-4 	-	2.561	1.000	1.000	1242	0	38	26
R0[39,0]	0.754 	4.590E-4 	-	3.778	1.000	1.000	1248	0	39	0
R0[39,1]	-0.001 	3.670E-3 	gn	3.572	1.000	1.000	1249	0	39	1
R0[39,2]	-0.001 	3.676E-3 	gn	3.538	1.000	1.000	1250	0	39	2
R0[39,3]	-0.001 	3.564E-3 	gn	4.256	1.000	1.000	1251	0	39	3
R0[39,4]	-0.000 	2.588E-3 	gn	-104.419	1.000	1.000	1252	0	39	4
R0[39,5]	-0.001 	3.169E-3 	gn	-17.651	1.000	1.000	1253	0	39	5
R0[39,7]	0.715 	5.052E-4 	-	3.862	1.000	1.000	1255	0	39	7
R0[39,8]	0.739 	4.591E-4 	-	3.792	1.000	1.000	1256	0	39	8
R0[39,9]	0.864 	4.435E-4 	-	3.484	1.000	1.000	1257	0	39	9
R0[39,10]	-0.001 	4.617E-3 	gn	-22.272	1.000	1.000	1258	0	39	10
R0[39,11]	1.014 	3.396E-4 	-	3.099	1.000	1.000	1259	0	39	11
R0[39,12]	-0.001 	4.314E-3 	gn	-16.549	1.000	1.000	1260	0	39	12
R0[39,13]	0.829 	3.722E-4 	-	3.481	1.000	1.000	1261	0	39	13
R0[39,14]	-0.001 	3.759E-3 	gn	-20.860	1.000	1.000	1262	0	39	14
R0[39,15]	-0.001 	3.856E-3 	gn	-21.725	1.000	1.000	1263	0	39	15
R0[39,16]	1.130 	2.745E-4 	-	2.502	1.000	1.000	1264	0	39	16
R0[39,17]	1.106 	3.696E-4 	-	2.731	1.000	1.000	1265	0	39	17
R0[39,18]	0.802 	4.537E-4 	-	3.348	1.000	1.000	1266	0	39	18
R0[39,19]	0.799 	4.820E-4 	-	3.296	1.000	1.000	1267	0	39	19
R0[39,21]	1.081 	8.309E-7 	n	2.844	1.000	1.000	1269	0	39	21
R0[39,22]	0.965 	2.520E-4 	-	2.921	1.000	1.000	1270	0	39	22
R0[39,23]	0.774 	4.426E-4 	-	3.172	1.000	1.000	1271	0	39	23
R0[39,24]	-0.001 	2.439E-3 	gn	-36.321	1.000	1.000	1272	0	39	24
R0[39,25]	-0.001 	1.814E-3 	gn	-21.987	1.000	1.000	1273	0	39	25
R0[39,26]	1.112 	1.737E-4 	-	2.560	1.000	1.000	1274	0	39	26
R0[40,0]	1.000 	2.425E-1 	Bn	1.000	1.000	1.000	1280	0	40	0
R0[40,1]	1.000 	1.928E-1 	Bn	1.000	1.000	1.000	1281	0	40	1
R0[40,2]	1.000 	2.165E-1 	Bn	1.000	1.000	1.000	1282	0	40	2
R0[40,3]	1.000 	2.579E-1 	Bn	1.000	1.000	1.000	1283	0	40	3
R0[40,4]	1.000 	2.170E-1 	Bn	1.000	1.000	1.000	1284	0	40	4
R0[40,5]	1.000 	2.836E-1 	Bn	1.000	1.000	1.000	1285	0	40	5
R0[40,7]	1.000 	2.901E-1 	Bn	1.000	1.000	1.000	1287	0	40	7
R0[40,8]	1.000 	2.678E-1 	Bn	1.000	1.000	1.000	1288	0	40	8
R0[40,9]	1.000 	2.711E-1 	Bn	1.000	1.000	1.000	1289	0	40	9
R0[40,10]	1.000 	2.762E-1 	Bn	1.000	1.000	1.000	1290	0	40	10
R0[40,11]	1.000 	2.787E-1 	Bn	1.000	1.000	1.000	1291	0	40	11
R0[40,12]	1.000 	2.225E-1 	Bn	1.000	1.000	1.000	1292	0	40	12
R0[40,13]	1.000 	1.671E-1 	Bn	1.000	1.000	1.000	1293	0	40	13
R0[40,14]	1.000 	1.974E-1 	Bn	1.000	1.000	1.000	1294	0	40	14
R0[40,15]	1.000 	2.141E-1 	Bn	1.000	1.000	1.000	1295	0	40	15
R0[40,16]	1.000 	1.442E-1 	Bn	1.000	1.000	1.000	1296	0	40	16
R0[40,17]	1.000 	2.588E-1 	Bn	1.000	1.000	1.000	1297	0	40	17
R0[40,18]	1.000 	2.242E-1 	Bn	1.000	1.000	1.000	1298	0	40	18
R0[40,19]	1.000 	2.487E-1 	Bn	1.000	1.000	1.000	1299	0	40	19
R0[40,21]	1.000 	1.457E-1 	Bn	1.000	1.000	1.000	1301	0	40	21
R0[40,22]	1.000 	1.679E-1 	Bn	1.000	1.000	1.000	1302	0	40	22
R0[40,23]	1.000 	1.212E-1 	Bn	1.000	1.000	1.000	1303	0	40	23
R0[40,24]	1.000 	0.000E0 	Bn	1.000	1.000	1.000	1304	0	40	24
R0[40,25]	1.000 	1.721E-1 	Bn	1.000	1.000	1.000	1305	0	40	25
R0[40,26]	1.000 	1.482E-1 	Bn	1.000	1.000	1.000	1306	0	40	26
R1[0,1]	0.000 	1.021E-3 	gn	-84.879	1.000	1.000	1313	1	0	1
R1[0,2]	0.000 	1.334E-3 	gn	-162.193	1.000	1.000	1314	1	0	2
R1[0,3]	0.009 	1.243E-3 	gn	10.471	1.000	1.000	1315	1	0	3
R1[0,4]	0.823 	7.327E-5 	-	5.854	1.000	1.000	1316	1	0	4
R1[0,5]	1.014 	1.035E-4 	-	5.029	1.000	1.000	1317	1	0	5
R1[0,6]	0.995 	1.422E-4 	-	4.850	1.000	1.000	1318	1	0	6
R1[0,7]	0.001 	1.113E-3 	gn	-48.247	1.000	1.000	1319	1	0	7
R1[0,8]	0.000 	1.090E-3 	gn	-82.076	1.000	1.000	1320	1	0	8
R1[0,9]	0.748 	1.573E-4 	-	5.603	1.000	1.000	1321	1	0	9
R1[0,10]	0.730 	2.017E-4 	-	5.764	1.000	1.000	1322	1	0	10
R1[0,11]	0.253 	8.049E-4 	g	6.206	1.000	1.000	1323	1	0	11
R1[0,12]	1.104 	8.600E-5 	-	5.636	1.000	1.000	1324	1	0	12
R1[0,13]	0.001 	1.594E-4 	gn	5328.975	1.000	1.000	1325	1	0	13
R1[0,15]	0.048 	1.551E-3 	g	6.499	1.000	1.000	1327	1	0	15
R1[0,16]	0.000 	1.577E-3 	gn	-185.599	1.000	1.000	1328	1	0	16
R1[0,17]	-0.003 	1.907E-3 	gn	16.584	1.000	1.000	1329	1	0	17
R1[0,18]	0.000 	1.678E-3 	gn	-105587.141	1.000	1.000	1330	1	0	18
R1[0,19]	0.027 	2.047E-3 	gn	6.181	1.000	1.000	1331	1	0	19
R1[0,20]	0.023 	1.052E-3 	gn	4.894	1.000	1.000	1332	1	0	20
R1[0,21]	0.049 	1.124E-3 	gn	4.681	1.000	1.000	1333	1	0	21
R1[0,22]	0.014 	7.754E-4 	gn	9.985	1.000	1.000	1334	1	0	22
R1[0,24]	0.015 	3.899E-4 	gn	5.848	1.000	1.000	1336	1	0	24
R1[0,25]	0.021 	8.084E-4 	gn	9.567	1.000	1.000	1337	1	0	25
R1[0,26]	0.025 	9.577E-4 	gn	11.811	1.000	1.000	1338	1	0	26
R1[0,27]	-0.018 	1.095E-6 	gn	36.381	1.000	1.000	1339	1	0	27
R1[0,28]	0.000 	1.293E-3 	gn	-434.006	1.000	1.000	1340	1	0	28
R1[0,29]	0.027 	1.480E-3 	gn	4.304	1.000	1.000	1341	1	0	29
R1[0,30]	0.006 	1.429E-3 	gn	19.422	1.000	1.000	1342	1	0	30
R1[0,31]	0.037 	1.444E-3 	gn	5.333	1.000	1.000	1343	1	0	31
R1[1,1]	0.000 	1.078E-3 	gn	-90.536	1.000	1.000	1345	1	1	1
R1[1,2]	-0.042 	1.110E-3 	gn	0.495	1.000	1.000	1346	1	1	2
R1[1,3]	-0.026 	1.282E-3 	gn	5.551	1.000	1.000	1347	1	1	3
R1[1,4]	1.007 	3.391E-5 	-	5.361	1.000	1.000	1348	1	1	4
R1[1,5]	1.891 	6.057E-5 	-	3.779	1.000	1.000	1349	1	1	5
R1[1,6]	1.271 	3.871E-5 	-	4.438	1.000	1.000	1350	1	1	6
R1[1,7]	1.199 	1.148E-4 	-	4.502	1.000	1.000	1351	1	1	7
R1[1,8]	0.000 	1.129E-3 	gn	-97.679	1.000	1.000	1352	1	1	8
R1[1,9]	1.031 	6.395E-5 	-	4.474	1.000	1.000	1353	1	1	9
R1[1,10]	0.971 	7.045E-5 	-	4.597	1.000	1.000	1354	1	1	10
R1[1,11]	-0.025 	4.090E-4 	gn	5.718	1.000	1.000	1355	1	1	11
R1[1,12]	0.764 	1.937E-4 	-	5.463	1.000	1.000	1356	1	1	12
R1[1,13]	0.001 	1.191E-3 	gn	-30.713	1.000	1.000	1357	1	1	13
R1[1,15]	0.055 	1.491E-3 	g	7.805	1.000	1.000	1359	1	1	15
R1[1,16]	0.000 	1.603E-3 	gn	-163.691	1.000	1.000	1360	1	1	16
R1[1,17]	0.007 	2.131E-3 	gn	-3.020	1.000	1.000	1361	1	1	17
R1[1,18]	0.000 	1.649E-3 	gn	-1273.988	1.000	1.000	1362	1	1	18
R1[1,19]	-0.007 	1.846E-3 	gn	-2.850	1.000	1.000	1363	1	1	19
R1[1,20]	-0.036 	8.564E-4 	gn	-3.071	1.000	1.000	1364	1	1	20
R1[1,21]	0.044 	1.037E-3 	gn	6.299	1.000	1.000	1365	1	1	21
R1[1,22]	0.468 	1.977E-4 	-	7.325	1.000	1.000	1366	1	1	22
R1[1,23]	0.468 	1.194E-4 	-	6.948	1.000	1.000	1367	1	1	23
R1[1,24]	-0.000 	6.794E-4 	gn	155.179	1.000	1.000	1368	1	1	24
R1[1,25]	-0.126 	4.010E-4 	g	0.859	1.000	1.000	1369	1	1	25
R1[1,26]	0.716 	1.587E-4 	-	6.120	1.000	1.000	1370	1	1	26
R1[1,27]	0.669 	2.381E-5 	-	5.593	1.000	1.000	1371	1	1	27
R1[1,28]	0.683 	2.021E-4 	-	6.009	1.000	1.000	1372	1	1	28
R1[1,29]	0.540 	1.755E-4 	-	6.045	1.000	1.000	1373	1	1	29
R1[1,30]	-0.080 	7.613E-4 	g	-2.192	1.000	1.000	1374	1	1	30
R1[1,31]	-0.125 	5.545E-4 	g	-1.675	1.000	1.000	1375	1	1	31
R1[2,1]	0.000 	1.071E-3 	gn	-87.646	1.000	1.000	1377	1	2	1
R1[2,2]	-0.010 	1.296E-3 	gn	0.548	1.000	1.000	1378	1	2	2
R1[2,3]	0.094 	1.477E-3 	g	5.463	1.000	1.000	1379	1	2	3
R1[2,4]	1.161 	1.497E-4 	-	3.512	1.000	1.000	1380	1	2	4
R1[2,5]	0.948 	2.111E-4 	-	4.001	1.000	1.000	1381	1	2	5
R1[2,6]	0.971 	2.249E-4 	-	3.857	1.000	1.000	1382	1	2	6
R1[2,7]	0.946 	2.258E-4 	-	3.873	1.000	1.000	1383	1	2	7
R1[2,8]	0.000 	1.150E-3 	gn	-129.906	1.000	1.000	1384	1	2	8
R1[2,9]	0.768 	1.847E-4 	-	4.245	1.000	1.000	1385	1	2	9
R1[2,10]	0.078 	1.303E-3 	g	4.483	1.000	1.000	1386	1	2	10
R1[2,11]	0.018 	1.359E-3 	gn	5.311	1.000	1.000	1387	1	2	11
R1[2,12]	0.054 	1.534E-3 	g	4.935	1.000	1.000	1388	1	2	12
R1[2,13]	0.648 	4.525E-5 	-	4.239	1.000	1.000	1389	1	2	13
R1[2,15]	0.587 	4.347E-4 	-	4.649	1.000	1.000	1391	1	2	15
R1[2,16]	0.000 	1.623E-3 	gn	-408.877	1.000	1.000	1392	1	2	16
R1[2,17]	-0.005 	2.170E-3 	gn	13.040	1.000	1.000	1393	1	2	17
R1[2,18]	-0.000 	1.735E-3 	gn	1991.840	1.000	1.000	1394	1	2	18
R1[2,19]	0.000 	2.263E-3 	gn	-179.830	1.000	1.000	1395	1	2	19
R1[2,20]	0.008 	1.128E-3 	gn	0.766	1.000	1.000	1396	1	2	20
R1[2,21]	0.005 	1.143E-3 	gn	17.978	1.000	1.000	1397	1	2	21
R1[2,22]	0.164 	1.209E-3 	g	5.059	1.000	1.000	1398	1	2	22
R1[2,23]	0.571 	2.084E-4 	-	4.734	1.000	1.000	1399	1	2	23
R1[2,24]	0.582 	1.608E-4 	-	4.434	1.000	1.000	1400	1	2	24
R1[2,25]	0.662 	1.922E-4 	-	4.344	1.000	1.000	1401	1	2	25
R1[2,26]	0.677 	2.750E-4 	-	4.317	1.000	1.000	1402	1	2	26
R1[2,27]	-0.000 	1.009E-3 	gn	1365.082	1.000	1.000	1403	1	2	27
R1[2,28]	0.725 	2.825E-4 	-	4.319	1.000	1.000	1404	1	2	28
R1[2,29]	0.815 	2.167E-4 	-	4.576	1.000	1.000	1405	1	2	29
R1[2,30]	0.068 	1.478E-3 	g	5.486	1.000	1.000	1406	1	2	30
R1[2,31]	0.015 	1.400E-3 	gn	3.056	1.000	1.000	1407	1	2	31
R1[3,1]	0.000 	1.103E-3 	gn	-60.377	1.000	1.000	1409	1	3	1
R1[3,2]	0.012 	1.326E-3 	gn	4.855	1.000	1.000	1410	1	3	2
R1[3,3]	0.227 	1.236E-3 	g	5.057	1.000	1.000	1411	1	3	3
R1[3,4]	0.888 	2.101E-4 	-	4.054	1.000	1.000	1412	1	3	4
R1[3,5]	1.000 	2.193E-4 	-	3.741	1.000	1.000	1413	1	3	5
R1[3,6]	1.044 	2.214E-4 	-	3.376	1.000	1.000	1414	1	3	6
R1[3,7]	1.011 	1.644E-4 	-	3.588	1.000	1.000	1415	1	3	7
R1[3,8]	0.000 	1.198E-3 	gn	-112.233	1.000	1.000	1416	1	3	8
R1[3,9]	0.749 	2.598E-4 	-	4.235	1.000	1.000	1417	1	3	9
R1[3,10]	0.025 	1.276E-3 	gn	5.371	1.000	1.000	1418	1	3	10
R1[3,11]	0.007 	1.176E-3 	gn	2.704	1.000	1.000	1419	1	3	11
R1[3,12]	0.023 	1.471E-3 	gn	5.947	1.000	1.000	1420	1	3	12
R1[3,13]	0.277 	1.079E-3 	g	5.171	1.000	1.000	1421	1	3	13
R1[3,15]	0.805 	2.727E-4 	-	3.813	1.000	1.000	1423	1	3	15
R1[3,16]	0.000 	1.604E-3 	gn	-337.225	1.000	1.000	1424	1	3	16
R1[3,17]	-0.010 	2.098E-3 	gn	8.972	1.000	1.000	1425	1	3	17
R1[3,18]	-0.000 	1.822E-3 	gn	775.599	1.000	1.000	1426	1	3	18
R1[3,19]	0.008 	1.988E-3 	gn	3.404	1.000	1.000	1427	1	3	19
