# CRUSH Pixel Data File
#
# Instrument: laboca
# Scan: 9573
# Object: 9 Metis
# Date: 2010-03-11T03:30:38 (MJD: 55266.1462731482)
# Project: T-084.F-0001-2009
# Exposure: 437.24 s.
# Equatorial: 13h53m49.59s -04d12m58.0s (J2000.0)
# Horizontal: 79d19m09.151s 33d37m38.725s
# CRUSH version: 2.03-b2
#
# ch	gain	weight		flag	Gbox	Gcable	box	cable	amp
1	1.025 	1.136E15 	0x0	1.956	0.955	1	1	16
2	1.002 	1.176E15 	0x0	0.776	0.871	1	1	17
3	1.038 	5.138E14 	0x0	0.418	1.403	1	1	18
4	0.000 	1.117E14 	0x1	-3.867	1.414	1	1	17
5	0.894 	3.481E14 	0x0	0.052	1.449	1	1	18
7	1.128 	7.548E14 	0x0	0.968	1.537	1	1	17
8	1.128 	4.524E14 	0x0	0.476	0.781	1	1	19
9	1.098 	4.335E14 	0x0	0.190	0.854	1	1	18
10	0.917 	8.619E14 	0x0	0.302	0.802	1	1	18
11	0.759 	1.301E15 	0x0	-1.061	1.046	1	1	17
12	0.613 	2.097E14 	0x0	-1.056	1.407	1	1	18
13	1.140 	9.509E14 	0x0	1.509	1.187	1	1	16
14	0.739 	1.512E15 	0x0	-1.039	1.615	1	1	17
15	0.000 	9.446E14 	0x4	0.000	0.670	1	1	19
16	0.000 	9.626E14 	0x4	0.000	1.001	1	1	16
17	1.110 	1.395E15 	0x0	0.966	1.508	1	3	28
18	1.074 	3.593E14 	0x0	1.593	-0.052	1	3	31
19	1.116 	1.730E15 	0x0	1.295	0.617	1	3	28
20	0.419 	5.972E14 	0x0	-1.288	0.958	1	3	29
21	1.188 	1.334E15 	0x0	1.227	1.403	1	3	30
22	1.077 	1.395E15 	0x0	1.175	1.576	1	3	29
23	1.127 	1.460E15 	0x0	1.034	0.943	1	3	30
24	1.098 	1.610E15 	0x0	1.123	1.047	1	3	29
25	0.996 	2.421E14 	0x0	0.316	1.381	1	3	28
26	1.170 	1.388E15 	0x0	1.526	1.126	1	3	31
27	1.011 	4.774E14 	0x0	0.714	1.519	1	3	29
28	0.825 	1.288E15 	0x0	-0.400	1.901	1	3	30
29	0.000 	2.613E15 	0x4	0.000	0.289	1	3	30
30	1.040 	1.981E15 	0x0	1.106	1.085	1	3	29
31	1.092 	1.624E15 	0x0	0.375	1.111	1	3	30
32	1.122 	1.351E15 	0x0	1.232	0.878	1	3	28
33	0.000 	2.465E15 	0x4	0.000	0.153	1	3	31
34	1.017 	1.827E15 	0x0	-0.418	1.010	1	2	24
35	0.000 	1.814E15 	0x4	0.000	0.620	1	3	31
36	0.935 	2.005E15 	0x0	-0.533	1.317	1	2	24
37	0.706 	2.599E14 	0x0	-1.819	-2.051	1	2	26
38	1.030 	9.781E13 	0x0	1.219	-1.269	1	2	24
39	1.063 	2.127E15 	0x0	0.406	1.618	1	2	25
40	0.000 	4.974E14 	0x4	0.000	-2.037	1	2	26
41	0.847 	1.424E15 	0x0	-0.794	1.268	1	3	31
42	0.952 	9.122E14 	0x0	0.486	0.772	1	3	28
43	1.071 	1.926E15 	0x0	1.012	1.131	1	3	27
44	1.184 	1.555E15 	0x0	1.748	1.710	1	2	26
45	0.867 	1.194E15 	0x0	0.841	0.832	1	3	27
46	1.174 	2.060E15 	0x0	0.605	1.463	1	2	26
47	1.049 	7.113E14 	0x0	1.096	0.786	1	3	26
48	0.923 	1.454E15 	0x0	0.733	1.733	1	2	25
49	0.397 	2.394E14 	0x0	-0.589	-0.733	1	2	25
50	1.076 	7.645E14 	0x0	1.209	-0.796	1	2	25
51	1.095 	1.148E15 	0x0	0.168	0.850	1	2	23
52	0.926 	3.031E14 	0x0	1.061	-0.759	1	2	24
53	0.791 	2.282E14 	0x0	-0.287	-0.675	1	2	24
54	1.013 	6.455E14 	0x0	1.184	0.480	1	2	23
55	0.996 	1.864E15 	0x0	1.579	0.656	1	1	20
56	1.007 	5.177E14 	0x0	0.646	0.702	1	1	20
57	1.101 	2.245E15 	0x0	1.671	0.974	1	3	27
58	1.077 	1.506E15 	0x0	1.510	0.569	1	3	27
59	0.712 	4.017E14 	0x0	-1.516	-1.835	1	2	25
60	0.977 	1.819E15 	0x0	0.241	0.989	1	3	27
61	0.921 	5.831E14 	0x0	-0.892	0.332	1	2	22
62	1.057 	4.075E14 	0x0	2.780	1.289	1	1	20
63	1.156 	1.104E15 	0x0	1.341	0.949	1	2	22
65	0.606 	7.182E14 	0x0	-2.763	0.761	1	1	21
67	0.996 	7.930E14 	0x0	-0.067	0.602	1	2	22
68	1.023 	4.115E14 	0x0	-0.149	-0.895	1	2	23
69	1.130 	4.248E14 	0x0	0.546	-0.329	1	2	23
70	0.865 	6.074E14 	0x0	-1.901	0.989	1	1	20
71	1.145 	1.675E15 	0x0	1.898	0.675	1	1	19
72	0.801 	2.910E14 	0x0	-1.347	-1.364	1	2	23
73	1.078 	8.899E14 	0x0	0.382	0.478	1	2	22
74	1.173 	6.105E14 	0x0	2.289	0.390	1	2	22
75	0.714 	1.005E15 	0x0	-0.094	0.420	1	2	21
76	0.992 	8.573E14 	0x0	1.498	0.881	1	2	21
77	0.704 	5.601E14 	0x0	-2.143	0.844	1	1	20
78	0.927 	2.254E15 	0x0	1.362	0.640	1	1	19
79	0.767 	1.876E15 	0x0	-0.218	0.996	1	1	16
80	0.957 	2.450E15 	0x0	1.557	1.022	1	1	16
87	0.000 	5.189E14 	0x4	0.000	-0.011	2	4	33
88	0.000 	1.189E13 	0x4	0.000	1.166	2	4	35
95	0.000 	6.771E14 	0x4	0.000	0.180	2	4	35
97	0.977 	1.192E15 	0x0	0.661	0.798	2	6	44
98	1.162 	2.974E14 	0x0	-0.655	2.082	2	6	47
99	0.779 	1.441E15 	0x0	2.301	0.887	2	6	44
100	1.020 	1.513E15 	0x0	0.994	0.476	2	6	45
102	0.758 	7.943E14 	0x0	1.090	0.342	2	6	45
104	1.178 	2.047E15 	0x0	-0.904	1.730	2	6	45
105	0.727 	1.291E15 	0x0	2.161	0.647	2	6	44
107	0.891 	1.527E15 	0x0	0.939	0.838	2	6	45
108	1.196 	1.507E15 	0x0	-0.375	1.320	2	6	46
109	0.886 	2.065E15 	0x0	1.146	1.099	2	6	46
111	0.787 	1.532E15 	0x0	0.634	0.637	2	6	46
112	0.778 	1.884E15 	0x0	0.786	0.496	2	6	44
113	0.731 	1.427E15 	0x0	2.198	0.816	2	6	47
114	1.150 	8.153E14 	0x0	0.093	0.896	2	5	40
115	0.848 	1.736E15 	0x0	1.982	1.310	2	6	47
116	0.952 	1.181E15 	0x0	0.730	1.136	2	5	40
117	0.956 	1.547E15 	0x0	0.670	1.452	2	5	42
118	0.737 	8.207E14 	0x0	1.777	0.730	2	5	40
119	0.921 	6.962E14 	0x0	-0.787	1.326	2	5	41
120	0.621 	5.958E14 	0x0	2.518	2.260	2	5	42
121	1.168 	1.070E15 	0x0	0.964	1.405	2	6	47
122	1.038 	1.461E15 	0x0	0.351	1.523	2	6	44
123	0.796 	2.452E15 	0x0	1.652	0.588	2	6	43
124	0.000 	1.459E14 	0x4	0.000	-0.838	2	5	42
125	1.143 	1.850E15 	0x0	0.050	1.089	2	6	43
126	0.966 	2.767E14 	0x0	-1.256	1.280	2	5	42
127	1.054 	2.230E15 	0x0	-0.428	1.132	2	6	42
128	1.066 	9.988E14 	0x0	-1.997	1.111	2	5	41
129	1.054 	3.252E14 	0x0	-0.204	-0.082	2	5	41
130	1.202 	6.240E14 	0x0	-1.437	0.149	2	5	41
131	1.157 	3.703E13 	0x0	-0.446	0.928	2	5	39
132	0.693 	8.091E14 	0x0	-1.330	0.318	2	5	40
133	0.805 	4.180E14 	0x0	1.033	0.295	2	5	40
134	0.784 	1.505E15 	0x0	1.544	1.550	2	5	39
135	0.000 	2.094E16 	0x4	0.000	1.851	2	4	36
137	1.157 	1.366E15 	0x0	-0.232	1.529	2	6	43
138	0.972 	1.924E15 	0x0	0.377	0.798	2	6	43
139	0.000 	1.350E15 	0x4	0.000	0.557	2	5	41
140	1.050 	1.677E15 	0x0	1.162	1.090	2	6	43
141	0.948 	1.462E15 	0x0	0.891	1.451	2	5	38
142	0.000 	2.199E14 	0x4	0.000	10.172	2	4	36
143	0.000 	1.058E15 	0x4	0.000	0.914	2	5	38
145	0.000 	2.809E15 	0x4	0.000	1.215	2	4	37
147	0.872 	1.280E15 	0x0	0.835	0.938	2	5	38
148	0.936 	1.808E15 	0x0	0.223	0.876	2	5	39
149	0.000 	1.824E15 	0x4	0.000	0.569	2	5	39
150	0.000 	1.504E15 	0x4	0.000	0.417	2	4	36
151	0.000 	9.645E15 	0x4	0.000	1.027	2	4	35
152	1.100 	8.644E14 	0x0	0.924	0.902	2	5	39
153	1.104 	2.396E15 	0x0	-0.957	1.436	2	5	38
154	0.767 	1.437E15 	0x0	1.618	0.838	2	5	38
155	1.042 	1.711E15 	0x0	-0.275	1.504	2	5	37
156	0.677 	2.086E15 	0x0	2.182	1.879	2	5	37
157	0.000 	1.720E13 	0x4	0.000	1.062	2	4	36
158	0.000 	1.439E16 	0x4	0.000	1.082	2	4	35
161	1.079 	1.927E14 	0x0	0.121	-1.224	3	9	48
162	1.202 	1.109E14 	0x0	0.677	-0.571	3	9	49
163	0.000 	7.246E13 	0x1	1.868	3.075	3	9	50
164	0.888 	1.723E14 	0x0	1.250	1.024	3	9	49
165	0.864 	1.703E15 	0x0	1.306	2.180	3	9	50
166	1.079 	1.513E14 	0x0	0.647	0.514	3	9	51
167	1.065 	4.340E14 	0x0	2.092	3.443	3	9	49
168	1.196 	3.920E14 	0x0	0.783	0.585	3	9	51
169	0.857 	4.192E14 	0x0	0.768	0.029	3	9	50
170	0.975 	2.230E14 	0x0	0.831	-0.168	3	9	50
171	0.826 	6.765E13 	0x0	0.085	-0.840	3	9	49
172	0.913 	3.589E14 	0x0	0.808	1.847	3	9	50
173	1.193 	1.823E14 	0x0	0.108	-1.048	3	9	48
174	0.991 	2.820E14 	0x0	1.574	2.909	3	9	49
175	0.875 	1.300E14 	0x0	0.738	0.739	3	9	51
176	0.938 	1.613E14 	0x0	0.288	-1.195	3	9	48
178	0.000 	3.462E13 	0x4	0.000	-3.336	3	7	63
181	0.000 	1.262E15 	0x4	0.000	-0.490	3	7	62
186	0.000 	3.426E14 	0x4	0.000	-1.122	3	7	63
187	0.000 	2.090E15 	0x4	0.000	-0.224	3	7	61
188	0.000 	1.685E15 	0x4	0.000	-0.335	3	7	62
189	0.000 	1.493E16 	0x4	0.000	1.134	3	7	62
190	0.000 	6.135E15 	0x4	0.000	1.348	3	7	61
193	0.000 	7.339E15 	0x4	0.000	1.195	3	7	63
194	0.872 	1.962E14 	0x0	0.754	0.344	3	8	56
195	0.000 	3.462E15 	0x4	0.000	1.377	3	7	63
196	0.916 	6.581E13 	0x0	-0.336	0.562	3	8	56
197	0.868 	1.000E15 	0x0	1.627	0.938	3	8	58
198	1.195 	1.281E15 	0x0	1.626	1.321	3	8	56
199	0.913 	2.589E12 	0x200	-9.983	-8.601	3	8	57
200	0.000 	1.179E15 	0x4	0.000	0.293	3	8	58
206	2.605 	3.021E10 	0x8200	-109.445	-79.334	3	8	58
209	0.825 	1.797E15 	0x0	1.600	0.860	3	8	57
210	1.115 	9.703E14 	0x0	1.252	1.100	3	8	57
211	1.131 	3.049E14 	0x0	0.973	0.486	3	8	55
212	1.058 	1.404E15 	0x0	1.780	1.253	3	8	56
213	0.743 	8.859E14 	0x0	1.155	0.485	3	8	56
214	0.962 	8.949E14 	0x0	1.282	0.893	3	8	55
215	0.997 	5.965E14 	0x0	0.786	0.474	3	9	52
216	0.874 	4.538E14 	0x0	0.954	0.543	3	9	52
219	0.676 	6.827E14 	0x0	0.867	0.062	3	8	57
221	0.810 	8.190E14 	0x0	1.038	-0.695	3	8	54
222	1.203 	5.689E12 	0x200	4.162	6.080	3	9	52
223	1.041 	2.219E15 	0x0	1.330	1.450	3	8	54
225	0.825 	7.172E14 	0x0	0.399	0.797	3	9	53
227	0.953 	1.531E13 	0x0	1.059	1.323	3	8	54
229	1.127 	3.160E14 	0x0	1.439	1.588	3	8	55
230	0.996 	8.035E14 	0x0	0.495	0.563	3	9	52
231	0.950 	1.133E15 	0x0	0.800	0.049	3	9	51
232	0.735 	8.077E14 	0x0	0.793	0.166	3	8	55
233	1.173 	2.071E14 	0x0	1.846	-0.835	3	8	54
234	1.116 	8.255E14 	0x0	1.097	1.731	3	8	54
235	0.973 	8.904E14 	0x0	1.210	1.836	3	8	53
236	0.750 	6.579E14 	0x0	1.836	1.006	3	8	53
237	1.123 	8.712E14 	0x0	1.012	0.821	3	9	52
238	1.154 	8.568E14 	0x0	0.648	0.193	3	9	51
239	0.943 	8.193E13 	0x0	0.271	-0.975	3	9	48
240	1.151 	1.550E14 	0x0	0.304	-0.958	3	9	48
242	1.286 	1.633E14 	0x0	1.746	-2.058	4	10	65
243	1.314 	4.910E14 	0x0	1.549	0.075	4	10	66
244	1.071 	4.238E14 	0x0	1.311	0.102	4	10	65
245	1.221 	3.460E14 	0x0	1.518	0.142	4	10	66
246	1.315 	1.722E14 	0x0	1.213	0.295	4	10	67
247	0.950 	1.076E15 	0x0	0.885	0.214	4	10	65
248	1.024 	9.871E14 	0x0	1.469	0.222	4	10	67
249	1.034 	1.974E14 	0x0	0.848	-4.440	4	10	66
250	0.970 	1.517E14 	0x0	1.198	-3.506	4	10	66
251	1.132 	2.116E13 	0x0	0.447	-1.932	4	10	65
252	0.991 	5.840E14 	0x0	0.846	0.371	4	10	66
253	1.314 	3.289E14 	0x0	2.271	0.345	4	10	64
254	1.099 	7.437E14 	0x0	1.114	0.378	4	10	65
255	0.000 	1.454E15 	0x4	0.000	0.313	4	10	67
256	0.923 	5.983E14 	0x0	0.641	0.343	4	10	64
257	1.446 	1.069E11 	0x200	-1.088	5.919	4	12	76
258	1.121 	4.092E14 	0x0	1.206	0.754	4	12	79
259	0.885 	1.536E15 	0x0	0.069	0.647	4	12	76
