# gains, weight, flags from 30089
# coupling from 31255-7
#
# BEch	gain	weight		flag	eff	gRow
1	-0.028 	6.653E13 	0x1	1.000	1.000
2	-0.034 	6.449E13 	0x1	1.000	1.000
3	1.019 	1.634E15 	0x0	1.190	1.000
4	-0.027 	6.774E13 	0x1	1.000	1.000
5	1.048 	1.559E15 	0x0	1.162	1.000
6	1.054 	1.628E15 	0x0	1.135	1.000
7	1.052 	1.638E15 	0x0	1.134	1.000
8	1.014 	1.648E15 	0x0	1.126	1.000
9	1.032 	1.018E15 	0x0	1.126	1.000
10	1.028 	1.657E15 	0x0	1.124	1.000
11	1.030 	1.560E15 	0x0	1.110	1.000
12	1.013 	1.657E15 	0x0	1.097	1.000
13	1.016 	1.626E15 	0x0	1.078	1.000
14	1.020 	1.528E15 	0x0	1.064	1.000
15	1.019 	2.323E14 	0x0	1.030	1.000
16	1.033 	1.563E15 	0x0	1.024	1.000
17	1.031 	1.296E15 	0x0	1.025	1.000
18	1.018 	1.431E15 	0x0	1.030	1.000
19	1.017 	1.489E15 	0x0	1.029	1.000
20	0.993 	1.009E15 	0x0	1.031	1.000
21	0.986 	1.485E15 	0x0	1.018	1.000
22	1.014 	1.522E15 	0x0	1.008	1.000
23	0.998 	1.599E15 	0x0	1.014	1.000
24	0.962 	1.691E15 	0x0	1.020	1.000
25	0.943 	1.720E15 	0x0	1.029	1.000
26	0.923 	1.756E15 	0x0	1.047	1.000
27	0.921 	1.831E15 	0x0	1.063	1.000
28	0.905 	1.846E15 	0x0	1.075	1.000
29	0.888 	1.833E15 	0x0	1.080	1.000
30	0.877 	1.749E15 	0x0	1.093	1.000
31	0.831 	3.241E13 	0x0	1.135	1.000
32	-0.008 	5.993E13 	0x1	1.000	1.000
33	0.823 	9.463E14 	0x0	1.166	1.000
34	0.877 	2.972E14 	0x0	1.175	1.000
35	0.880 	1.252E15 	0x0	1.176	1.000
36	0.906 	1.024E15 	0x0	1.169	1.000
37	0.931 	9.165E14 	0x0	1.140	1.000
38	0.044 	4.231E12 	0x1	1.000	1.000
39	0.963 	9.597E14 	0x0	1.099	1.000
40	0.996 	1.308E15 	0x0	1.092	1.000
41	1.015 	1.404E15 	0x0	1.084	1.000
42	1.011 	1.327E15 	0x0	1.089	1.000
43	1.022 	1.433E15 	0x0	1.084	1.000
44	1.020 	1.438E15 	0x0	1.064	1.000
45	1.034 	1.478E15 	0x0	1.052	1.000
46	0.044 	4.337E12 	0x1	1.000	1.000
47	1.119 	9.222E14 	0x0	1.010	1.000
48	1.067 	1.301E15 	0x0	0.999	1.000
49	1.082 	1.600E14 	0x0	1.001	1.000
50	1.095 	1.300E14 	0x0	1.004	1.000
51	1.109 	3.008E14 	0x0	1.001	1.000
52	1.103 	3.761E14 	0x0	1.007	1.000
53	1.097 	4.027E14 	0x0	1.010	1.000
54	1.099 	5.000E14 	0x0	1.009	1.000
55	1.096 	5.006E14 	0x0	1.016	1.000
56	1.097 	4.603E14 	0x0	1.019	1.000
57	1.092 	4.599E14 	0x0	1.025	1.000
58	1.075 	4.510E14 	0x0	1.047	1.000
59	-0.003 	6.432E13 	0x1	1.000	1.000
60	0.981 	1.669E14 	0x0	1.083	1.000
61	0.999 	3.037E14 	0x0	1.088	1.000
62	0.980 	5.062E14 	0x0	1.094	1.000
63	0.762 	1.982E14 	0x0	1.104	1.000
64	0.723 	1.572E14 	0x0	1.142	1.000
65	1.098 	7.268E14 	0x0	1.130	1.000
66	1.087 	1.900E14 	0x0	1.141	1.000
67	1.149 	1.197E15 	0x0	1.138	1.000
68	1.189 	1.184E15 	0x0	1.130	1.000
69	1.184 	1.187E15 	0x0	1.117	1.000
70	1.166 	1.180E15 	0x0	1.082	1.000
71	1.204 	1.171E15 	0x0	1.068	1.000
72	1.188 	1.237E15 	0x0	1.042	1.000
73	1.183 	1.231E15 	0x0	1.035	1.000
74	1.210 	7.287E14 	0x0	1.151	1.000
75	1.195 	1.145E15 	0x0	1.124	1.000
76	1.213 	1.096E15 	0x0	1.096	1.000
77	1.301 	9.884E14 	0x0	1.024	1.000
78	1.210 	1.095E15 	0x0	1.006	1.000
79	1.217 	1.091E15 	0x0	0.978	1.000
80	1.217 	1.092E15 	0x0	0.962	1.000
81	1.190 	1.317E15 	0x0	0.967	1.000
82	1.195 	7.957E14 	0x0	0.991	1.000
83	1.177 	1.169E15 	0x0	0.992	1.000
84	1.223 	1.204E15 	0x0	0.995	1.000
85	1.144 	1.255E15 	0x0	1.000	1.000
86	1.184 	1.289E15 	0x0	1.003	1.000
87	1.153 	1.361E15 	0x0	1.007	1.000
88	1.186 	1.300E15 	0x0	1.004	1.000
89	1.135 	1.340E15 	0x0	1.008	1.000
90	1.109 	1.371E15 	0x0	1.025	1.000
91	1.098 	1.433E15 	0x0	1.043	1.000
92	1.068 	1.498E15 	0x0	1.061	1.000
93	1.051 	1.348E15 	0x0	1.066	1.000
94	1.021 	1.529E15 	0x0	1.068	1.000
95	0.987 	1.666E15 	0x0	1.090	1.000
96	0.887 	1.735E15 	0x0	1.131	1.000
97	1.062 	7.938E14 	0x0	1.109	1.000
98	1.066 	1.080E15 	0x0	1.129	1.000
99	-0.025 	6.341E13 	0x1	1.000	1.000
100	-0.018 	6.082E13 	0x1	1.000	1.000
101	1.124 	1.512E14 	0x0	1.088	1.000
102	1.111 	1.266E15 	0x0	1.060	1.000
103	-0.023 	7.261E13 	0x1	1.000	1.000
104	1.124 	1.304E15 	0x0	1.015	1.000
105	1.134 	1.037E15 	0x0	1.011	1.000
106	1.142 	6.731E14 	0x800	0.996	1.000
107	1.121 	1.186E15 	0x0	1.088	1.000
108	-0.020 	6.493E13 	0x1	1.000	1.000
109	-0.015 	5.840E13 	0x1	1.000	1.000
110	-0.020 	6.498E13 	0x1	1.000	1.000
111	1.087 	1.293E15 	0x0	0.952	1.000
112	1.075 	1.283E15 	0x0	0.924	1.000
113	1.107 	1.417E15 	0x0	0.954	1.000
114	1.094 	1.307E15 	0x0	0.960	1.000
115	1.062 	1.164E15 	0x0	0.957	1.000
116	1.062 	1.594E15 	0x0	0.958	1.000
117	1.038 	1.652E15 	0x0	0.973	1.000
118	1.033 	1.656E15 	0x0	0.979	1.000
