0.000000 1.000000
1.000000 0.999994
2.000000 0.999989
3.000000 0.999984
4.000000 0.999980
5.000000 0.999978
6.000000 0.999977
7.000000 0.999979
8.000000 0.999983
9.000000 0.999990
10.000000 1.000000
11.000000 1.000013
12.000000 1.000028
13.000000 1.000044
14.000000 1.000057
15.000000 1.000067
16.000000 1.000071
17.000000 1.000068
18.000000 1.000057
19.000000 1.000035
20.000000 1.000000
21.000000 0.999953
22.000000 0.999898
23.000000 0.999842
24.000000 0.999793
25.000000 0.999756
26.000000 0.999739
27.000000 0.999748
28.000000 0.999790
29.000000 0.999872
30.000000 1.000000
31.000000 1.000176
32.000000 1.000381
33.000000 1.000588
34.000000 1.000773
35.000000 1.000910
36.000000 1.000975
37.000000 1.000941
38.000000 1.000784
39.000000 1.000479
40.000000 1.000000
41.000000 0.999342
42.000000 0.998579
43.000000 0.997806
44.000000 0.997116
45.000000 0.996604
46.000000 0.996363
47.000000 0.996488
48.000000 0.997073
49.000000 0.998213
50.000000 1.000000
51.000000 1.002455
52.000000 1.005302
53.000000 1.008188
54.000000 1.010763
55.000000 1.012675
56.000000 1.013573
57.000000 1.013106
58.000000 1.010922
59.000000 1.006670
60.000000 1.000000
61.000000 0.990686
62.000000 0.979013
63.000000 0.965392
64.000000 0.950233
65.000000 0.933947
66.000000 0.916946
67.000000 0.899639
68.000000 0.882439
69.000000 0.865756
70.000000 0.850000
71.000000 0.835499
72.000000 0.822245
73.000000 0.810145
74.000000 0.799106
75.000000 0.789037
76.000000 0.779845
77.000000 0.771438
78.000000 0.763723
79.000000 0.756607
80.000000 0.750000
81.000000 0.743816
82.000000 0.738006
83.000000 0.732529
84.000000 0.727342
85.000000 0.722404
86.000000 0.717674
87.000000 0.713110
88.000000 0.708671
89.000000 0.704315
90.000000 0.700000
